run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[22, 163, 185, 196, 210, 215, 235, 260]","[22, 185, 196, 210, 215, 235, 260]","[22, 185, 196, 210, 215, 235, 260]"
1,"[71, 74, 119, 123, 176, 180, 208, 216]","[71, 74, 119, 123, 176, 180, 216]","[71, 74, 119, 123, 176, 180, 216]"
2,"[46, 103, 121, 144, 155, 188, 271]","[46, 103, 121, 144, 155, 188, 271]","[46, 103, 121, 144, 155, 188, 271]"
3,"[29, 54, 90, 127, 148, 184, 207, 253]","[29, 54, 127, 148, 184, 207, 253]","[29, 54, 127, 148, 184, 207, 253]"
4,"[75, 80, 183, 244, 270, 284, 294]","[75, 80, 183, 244, 270, 284, 294]","[75, 80, 183, 244, 270, 284, 294]"
5,"[4, 48, 59, 152, 175, 230, 271]","[4, 48, 59, 152, 175, 230, 271]","[4, 48, 59, 152, 175, 230, 271]"
6,"[66, 89, 155, 254, 262, 270, 278]","[66, 89, 155, 254, 262, 270, 278]","[66, 89, 155, 254, 262, 270, 278]"
7,"[19, 44, 53, 84, 132, 134, 293]","[19, 44, 53, 84, 132, 134, 293]","[19, 44, 53, 84, 132, 134, 293]"
8,"[62, 66, 71, 81, 105, 160, 269]","[62, 66, 71, 81, 105, 160, 269]","[62, 66, 71, 81, 105, 160, 269]"
9,"[41, 78, 98, 154, 165, 174, 287]","[41, 78, 98, 154, 165, 174, 287]","[41, 78, 98, 154, 165, 174, 287]"
10,"[6, 55, 78, 156, 224, 244, 249, 275]","[6, 55, 78, 224, 244, 249, 275]","[6, 55, 78, 224, 244, 249, 275]"
11,"[44, 93, 174, 177, 241, 265, 291]","[44, 93, 174, 177, 241, 265, 291]","[44, 93, 174, 177, 241, 265, 291]"
12,"[1, 102, 143, 166, 181, 237, 259]","[1, 102, 143, 166, 181, 237, 259]","[1, 102, 143, 166, 181, 237, 259]"
13,"[10, 33, 84, 157, 195, 216, 223, 236]","[33, 84, 157, 195, 216, 223, 236]","[33, 84, 157, 195, 216, 223, 236]"
14,"[4, 14, 39, 125, 179, 240, 251, 292]","[4, 14, 39, 125, 179, 251, 292]","[4, 14, 39, 125, 179, 251, 292]"
15,"[21, 57, 178, 185, 210, 217, 258, 293]","[21, 57, 178, 185, 210, 217, 293]","[21, 57, 178, 185, 210, 217, 293]"
16,"[102, 144, 171, 190, 209, 230, 245, 281]","[144, 171, 190, 209, 230, 245, 281]","[144, 171, 190, 209, 230, 245, 281]"
17,"[15, 58, 135, 151, 218, 225, 268]","[15, 58, 135, 151, 218, 225, 268]","[15, 58, 135, 151, 218, 225, 268]"
18,"[5, 23, 31, 158, 171, 187, 299]","[5, 23, 31, 158, 171, 187, 299]","[5, 23, 31, 158, 171, 187, 299]"
19,"[17, 30, 46, 145, 219, 246, 293]","[17, 30, 46, 145, 219, 246, 293]","[17, 30, 46, 145, 219, 246, 293]"
20,"[6, 46, 67, 80, 202, 211, 252, 269]","[6, 46, 67, 202, 211, 252, 269]","[6, 46, 67, 202, 211, 252, 269]"
21,"[65, 98, 101, 134, 217, 259, 280]","[65, 98, 101, 134, 217, 259, 280]","[65, 98, 101, 134, 217, 259, 280]"
22,"[47, 55, 66, 122, 147, 270, 282]","[47, 55, 66, 122, 147, 270, 282]","[47, 55, 66, 122, 147, 270, 282]"
23,"[10, 36, 56, 67, 131, 200, 202, 211]","[10, 56, 67, 131, 200, 202, 211]","[10, 56, 67, 131, 200, 202, 211]"
24,"[25, 49, 145, 173, 246, 250, 282]","[25, 49, 145, 173, 246, 250, 282]","[25, 49, 145, 173, 246, 250, 282]"
25,"[48, 74, 78, 102, 106, 141, 194, 204]","[48, 78, 102, 106, 141, 194, 204]","[48, 78, 102, 106, 141, 194, 204]"
26,"[15, 77, 107, 144, 225, 273, 289]","[15, 77, 107, 144, 225, 273, 289]","[15, 77, 107, 144, 225, 273, 289]"
27,"[6, 14, 65, 89, 125, 248, 294]","[6, 14, 65, 89, 125, 248, 294]","[6, 14, 65, 89, 125, 248, 294]"
28,"[22, 28, 42, 50, 86, 102, 210, 242]","[28, 42, 50, 86, 102, 210, 242]","[28, 42, 50, 86, 102, 210, 242]"
29,"[58, 116, 141, 147, 169, 238, 255]","[58, 116, 141, 147, 169, 238, 255]","[58, 116, 141, 147, 169, 238, 255]"
30,"[9, 60, 104, 139, 153, 291, 296, 297]","[9, 60, 104, 139, 153, 291, 297]","[9, 60, 104, 139, 153, 291, 297]"
31,"[47, 56, 85, 124, 243, 262, 290]","[47, 56, 85, 124, 243, 262, 290]","[47, 56, 85, 124, 243, 262, 290]"
32,"[24, 78, 114, 158, 176, 191, 200, 205]","[24, 78, 114, 158, 176, 200, 205]","[24, 78, 114, 158, 176, 200, 205]"
33,"[26, 72, 120, 164, 209, 231, 285]","[26, 72, 120, 164, 209, 231, 285]","[26, 72, 120, 164, 209, 231, 285]"
34,"[3, 53, 142, 190, 195, 196, 206]","[3, 53, 142, 190, 195, 196, 206]","[3, 53, 142, 190, 195, 196, 206]"
35,"[51, 88, 105, 125, 179, 225, 241, 288]","[51, 88, 105, 125, 225, 241, 288]","[51, 88, 105, 125, 225, 241, 288]"
36,"[17, 48, 56, 102, 124, 125, 171, 211]","[17, 48, 56, 102, 125, 171, 211]","[17, 48, 56, 102, 125, 171, 211]"
37,"[21, 47, 61, 124, 203, 205, 264, 285]","[21, 47, 61, 203, 205, 264, 285]","[21, 47, 61, 203, 205, 264, 285]"
38,"[28, 70, 100, 192, 202, 208, 233]","[28, 70, 100, 192, 202, 208, 233]","[28, 70, 100, 192, 202, 208, 233]"
39,"[40, 125, 130, 198, 210, 223, 231, 286]","[40, 125, 130, 210, 223, 231, 286]","[40, 125, 130, 210, 223, 231, 286]"
40,"[75, 110, 117, 158, 195, 198, 214, 257]","[75, 110, 117, 158, 195, 198, 257]","[75, 110, 117, 158, 195, 198, 257]"
41,"[16, 43, 91, 120, 135, 268, 295]","[16, 43, 91, 120, 135, 268, 295]","[16, 43, 91, 120, 135, 268, 295]"
42,"[7, 24, 111, 177, 203, 209, 240]","[7, 24, 111, 177, 203, 209, 240]","[7, 24, 111, 177, 203, 209, 240]"
43,"[52, 78, 79, 86, 107, 282, 299]","[52, 78, 79, 86, 107, 282, 299]","[52, 78, 79, 86, 107, 282, 299]"
44,"[26, 35, 49, 70, 121, 140, 206, 290]","[26, 35, 49, 70, 121, 206, 290]","[26, 35, 49, 70, 121, 206, 290]"
45,"[52, 58, 107, 122, 193, 282, 296]","[52, 58, 107, 122, 193, 282, 296]","[52, 58, 107, 122, 193, 282, 296]"
46,"[29, 33, 123, 155, 184, 190, 193]","[29, 33, 123, 155, 184, 190, 193]","[29, 33, 123, 155, 184, 190, 193]"
47,"[54, 79, 80, 87, 116, 179, 191]","[54, 79, 80, 87, 116, 179, 191]","[54, 79, 80, 87, 116, 179, 191]"
48,"[32, 55, 80, 159, 211, 234, 257]","[32, 55, 80, 159, 211, 234, 257]","[32, 55, 80, 159, 211, 234, 257]"
49,"[2, 48, 61, 68, 242, 274, 289]","[2, 48, 61, 68, 242, 274, 289]","[2, 48, 61, 68, 242, 274, 289]"
50,"[102, 135, 138, 146, 248, 277, 287]","[102, 135, 138, 146, 248, 277, 287]","[102, 135, 138, 146, 248, 277, 287]"
51,"[47, 58, 67, 106, 237, 255, 263]","[47, 58, 67, 106, 237, 255, 263]","[47, 58, 67, 106, 237, 255, 263]"
52,"[21, 74, 94, 115, 230, 250, 287]","[21, 74, 94, 115, 230, 250, 287]","[21, 74, 94, 115, 230, 250, 287]"
53,"[77, 131, 152, 153, 201, 228, 244]","[77, 131, 152, 153, 201, 228, 244]","[77, 131, 152, 153, 201, 228, 244]"
54,"[29, 33, 101, 177, 224, 272, 274, 297]","[29, 33, 101, 177, 224, 272, 297]","[29, 33, 101, 177, 224, 272, 297]"
55,"[9, 13, 68, 123, 148, 189, 286]","[9, 13, 68, 123, 148, 189, 286]","[9, 13, 68, 123, 148, 189, 286]"
56,"[23, 58, 73, 164, 168, 179, 232]","[23, 58, 73, 164, 168, 179, 232]","[23, 58, 73, 164, 168, 179, 232]"
57,"[54, 115, 168, 175, 215, 231, 235]","[54, 115, 168, 175, 215, 231, 235]","[54, 115, 168, 175, 215, 231, 235]"
58,"[31, 38, 98, 180, 212, 243, 246, 275]","[31, 38, 180, 212, 243, 246, 275]","[31, 38, 180, 212, 243, 246, 275]"
59,"[108, 144, 155, 169, 183, 210, 240]","[108, 144, 155, 169, 183, 210, 240]","[108, 144, 155, 169, 183, 210, 240]"
60,"[2, 94, 99, 169, 179, 234, 289]","[2, 94, 99, 169, 179, 234, 289]","[2, 94, 99, 169, 179, 234, 289]"
61,"[70, 115, 184, 194, 224, 261, 298]","[70, 115, 184, 194, 224, 261, 298]","[70, 115, 184, 194, 224, 261, 298]"
62,"[16, 55, 79, 87, 146, 176, 226, 274]","[16, 79, 87, 146, 176, 226, 274]","[16, 79, 87, 146, 176, 226, 274]"
63,"[2, 85, 91, 184, 205, 219, 247]","[2, 85, 91, 184, 205, 219, 247]","[2, 85, 91, 184, 205, 219, 247]"
64,"[13, 161, 178, 225, 243, 290, 298]","[13, 161, 178, 225, 243, 290, 298]","[13, 161, 178, 225, 243, 290, 298]"
65,"[13, 28, 38, 177, 195, 281, 298]","[13, 28, 38, 177, 195, 281, 298]","[13, 28, 38, 177, 195, 281, 298]"
66,"[6, 27, 92, 121, 153, 171, 186, 272]","[6, 92, 121, 153, 171, 186, 272]","[6, 92, 121, 153, 171, 186, 272]"
67,"[15, 36, 118, 128, 185, 198, 221]","[15, 36, 118, 128, 185, 198, 221]","[15, 36, 118, 128, 185, 198, 221]"
68,"[21, 30, 94, 104, 127, 172, 177, 249]","[21, 30, 104, 127, 172, 177, 249]","[21, 30, 104, 127, 172, 177, 249]"
69,"[54, 122, 139, 151, 186, 258, 272]","[54, 122, 139, 151, 186, 258, 272]","[54, 122, 139, 151, 186, 258, 272]"
