run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[101, 210]","[101, 210]","[101, 210]"
1,"[191, 225]","[191, 225]","[191, 225]"
2,"[228, 279]","[228, 279]","[228, 279]"
3,"[118, 266]","[118, 266]","[118, 266]"
4,"[135, 215, 280]","[135, 215]","[135, 215]"
5,"[63, 248]","[63, 248]","[63, 248]"
6,"[41, 255]","[41, 255]","[41, 255]"
7,"[149, 214]","[149, 214]","[149, 214]"
8,"[222, 286]","[222, 286]","[222, 286]"
9,"[144, 188, 213]","[144, 213]","[144, 213]"
10,"[48, 283]","[48, 283]","[48, 283]"
11,"[49, 275]","[49, 275]","[49, 275]"
12,"[189, 210]","[189, 210]","[189, 210]"
13,"[136, 156]","[136, 156]","[136, 156]"
14,"[95, 288, 298]","[95, 288]","[95, 288]"
15,"[98, 244]","[98, 244]","[98, 244]"
16,"[161, 201]","[161, 201]","[161, 201]"
17,"[163, 228]","[163, 228]","[163, 228]"
18,"[80, 151]","[80, 151]","[80, 151]"
19,"[37, 70]","[37, 70]","[37, 70]"
20,"[83, 189]","[83, 189]","[83, 189]"
21,"[73, 170]","[73, 170]","[73, 170]"
22,"[13, 156]","[13, 156]","[13, 156]"
23,"[86, 287]","[86, 287]","[86, 287]"
24,"[129, 205]","[129, 205]","[129, 205]"
25,"[30, 244]","[30, 244]","[30, 244]"
26,"[40, 165]","[40, 165]","[40, 165]"
27,"[3, 28]","[3, 28]","[3, 28]"
28,"[34, 215]","[34, 215]","[34, 215]"
29,"[37, 100]","[37, 100]","[37, 100]"
30,"[141, 298]","[141, 298]","[141, 298]"
31,"[100, 259]","[100, 259]","[100, 259]"
32,"[19, 284]","[19, 284]","[19, 284]"
33,"[254, 279]","[254, 279]","[254, 279]"
34,"[17, 203]","[17, 203]","[17, 203]"
35,"[3, 100]","[3, 100]","[3, 100]"
36,"[25, 247]","[25, 247]","[25, 247]"
37,"[147, 218]","[147, 218]","[147, 218]"
38,"[124, 192]","[124, 192]","[124, 192]"
39,"[133, 158]","[133, 158]","[133, 158]"
40,"[23, 55]","[23, 55]","[23, 55]"
41,"[106, 257]","[106, 257]","[106, 257]"
42,"[47, 178]","[47, 178]","[47, 178]"
43,"[60, 141]","[60, 141]","[60, 141]"
44,"[200, 257]","[200, 257]","[200, 257]"
45,"[73, 134]","[73, 134]","[73, 134]"
46,"[16, 58]","[16, 58]","[16, 58]"
47,"[141, 257]","[141, 257]","[141, 257]"
48,"[102, 105, 221]","[102, 221]","[102, 221]"
49,"[67, 82]","[67, 82]","[67, 82]"
50,"[44, 82]","[44, 82]","[44, 82]"
51,"[54, 68]","[54, 68]","[54, 68]"
52,"[9, 49, 89]","[9, 49]","[9, 49]"
53,"[90, 148]","[90, 148]","[90, 148]"
54,"[89, 226]","[89, 226]","[89, 226]"
55,"[157, 196]","[157, 196]","[157, 196]"
56,"[175, 266]","[175, 266]","[175, 266]"
57,"[28, 118]","[28, 118]","[28, 118]"
58,"[90, 222]","[90, 222]","[90, 222]"
59,"[112, 251]","[112, 251]","[112, 251]"
60,"[35, 97]","[35, 97]","[35, 97]"
61,"[17, 111]","[17, 111]","[17, 111]"
62,"[6, 294]","[6, 294]","[6, 294]"
63,"[16, 148]","[16, 148]","[16, 148]"
64,"[136, 190]","[136, 190]","[136, 190]"
65,"[161, 183]","[161, 183]","[161, 183]"
66,"[132, 205]","[132, 205]","[132, 205]"
67,"[184, 297]","[184, 297]","[184, 297]"
68,"[26, 137]","[26, 137]","[26, 137]"
69,"[85, 259]","[85, 259]","[85, 259]"
70,"[151, 218]","[151, 218]","[151, 218]"
71,"[71, 279]","[71, 279]","[71, 279]"
72,"[91, 229, 289]","[229, 289]","[229, 289]"
73,"[76, 131]","[76, 131]","[76, 131]"
74,"[234, 267]","[234, 267]","[234, 267]"
75,"[43, 99]","[43, 99]","[43, 99]"
76,"[94, 157]","[94, 157]","[94, 157]"
77,"[129, 176, 266]","[129, 266]","[129, 266]"
78,"[136, 256]","[136, 256]","[136, 256]"
79,"[138, 224]","[138, 224]","[138, 224]"
80,"[5, 222]","[5, 222]","[5, 222]"
81,"[224, 276]","[224, 276]","[224, 276]"
82,"[22, 93]","[22, 93]","[22, 93]"
83,"[90, 253]","[90, 253]","[90, 253]"
84,"[30, 226]","[30, 226]","[30, 226]"
85,"[56, 88]","[56, 88]","[56, 88]"
86,"[136, 187]","[136, 187]","[136, 187]"
87,"[183, 223]","[183, 223]","[183, 223]"
88,"[63, 292]","[63, 292]","[63, 292]"
89,"[85, 277]","[85, 277]","[85, 277]"
90,"[109, 234]","[109, 234]","[109, 234]"
91,"[100, 168]","[100, 168]","[100, 168]"
92,"[32, 207]","[32, 207]","[32, 207]"
93,"[155, 266]","[155, 266]","[155, 266]"
94,"[46, 132]","[46, 132]","[46, 132]"
95,"[6, 166]","[6, 166]","[6, 166]"
96,"[65, 167]","[65, 167]","[65, 167]"
97,"[20, 147]","[20, 147]","[20, 147]"
98,"[185, 229]","[185, 229]","[185, 229]"
99,"[217, 290]","[217, 290]","[217, 290]"
