run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,[120],[],[]
1,"[208, 221, 245]",[],[]
2,[286],[],[]
3,"[22, 86, 90, 260]",[],[]
4,"[26, 186, 194, 280]",[],[]
5,"[2, 75]",[],[]
6,"[107, 129]",[],[]
7,"[135, 170, 180, 206]",[],[]
8,[36],[],[]
9,"[188, 201]",[],[]
10,[],[],[]
11,"[100, 264]",[],[]
12,"[106, 108]",[],[]
13,[],[],[]
14,"[88, 277]",[],[]
15,"[10, 143, 151, 221, 258]",[],[]
16,"[58, 102]",[],[]
17,[71],[],[]
18,[47],[],[]
19,[],[],[]
20,"[133, 254]",[],[]
21,[],[],[]
22,"[68, 176]",[],[]
23,"[36, 249]",[],[]
24,[139],[],[]
25,"[28, 130, 293]",[],[]
26,"[55, 185, 210]",[],[]
27,[],[],[]
28,"[162, 223, 226]",[],[]
29,[],[],[]
30,[296],[],[]
31,"[81, 92]",[],[]
32,"[67, 191]",[191],[]
33,[134],[],[]
34,"[36, 46]",[],[]
35,[179],[],[]
36,"[125, 199, 264]",[],[]
37,[124],[],[]
38,[274],[],[]
39,"[256, 289]",[],[]
40,"[22, 58, 214]",[],[]
41,[17],[],[]
42,[157],[],[]
43,[62],[],[]
44,"[140, 166]",[],[]
45,"[199, 245]",[],[]
46,"[190, 292]",[],[]
47,"[130, 212]",[],[]
48,"[105, 175]",[],[]
49,"[157, 176]",[],[]
50,[114],[],[]
51,"[111, 203, 224]",[],[]
52,[10],[],[]
53,"[256, 278]",[],[]
54,[274],[],[]
55,[198],[],[]
56,[32],[],[]
57,[148],[],[]
58,"[98, 229]",[],[]
59,"[41, 275]",[],[]
60,[206],[],[]
61,"[65, 197, 298]",[],[]
62,"[123, 256]",[],[]
63,[48],[],[]
64,[],[],[]
65,"[140, 145]",[],[]
66,[],[],[]
67,[158],[],[]
68,"[116, 187]",[],[]
69,[180],[],[]
70,"[180, 239]",[],[]
71,"[175, 176]",[],[]
72,"[91, 157]",[],[]
73,"[43, 193]",[],[]
74,"[28, 91, 101]",[28],[]
75,"[89, 223]",[89],[]
76,"[37, 48, 128, 237]",[],[]
77,[],[],[]
78,[203],[],[]
79,[109],[],[]
80,[],[],[]
81,"[110, 146, 186]",[],[]
82,[10],[],[]
83,"[108, 129]",[],[]
84,"[57, 116]",[],[]
85,[49],[],[]
86,"[31, 142]",[],[]
87,"[125, 232]",[],[]
88,[204],[],[]
89,"[188, 227]",[],[]
90,[219],[],[]
91,"[27, 286]",[],[]
92,[99],[],[]
93,[169],[],[]
94,[],[],[]
95,"[120, 128]",[],[]
96,"[18, 102]",[],[]
97,"[135, 186]",[],[]
98,"[127, 229]",[],[]
99,[33],[],[]
