run_id,LassoNet,XGBoost,RF
0,"([91, 101, 162], 2.0572803500951524)","([91, 101, 166, 205, 245], 18.01582236946938)","([91, 101, 162], 6.924219347550222)"
1,"([8, 75, 113], 18.87032569909603)","([8, 11, 16, 75, 113, 121, 149, 230], 9.955432659176353)","([8, 11, 16, 44, 75, 113, 202], 8.654358562889163)"
2,"([23, 78, 210], 1.1784411575249008)","([], 25.89555661245816)","([9, 23, 78, 210, 220], 5.506493307004504)"
3,"([], 26.472006873465485)","([110, 173], 12.45511343173809)","([13, 110, 173, 227], 5.07896826180468)"
4,"([17, 70, 240], 1.2059837268032159)","([240], 37.17319296562745)","([17, 50, 70, 169, 240], 5.468652237817658)"
5,"([25, 28, 29, 31, 43, 48, 56, 57, 73, 79, 106, 136, 143, 152, 157, 180, 185, 186, 192, 198, 206, 213, 233, 236, 242], 0.7343930467745073)","([143, 198], 17.704565523091638)","([18, 29, 48, 101, 143, 198, 206], 9.993800913877815)"
6,"([2, 12, 13, 29, 54, 82, 95, 106, 140, 153, 156, 160, 166, 172, 188, 189, 190, 192, 195, 205, 207, 209, 212, 220, 228, 232, 245], 0.3935991487985666)","([13], 38.01721889932801)","([13, 82, 190, 209], 4.7547899957579665)"
7,"([94, 158, 178], 0.9678959183718279)","([94, 101, 158, 178], 6.573776563707359)","([3, 13, 94, 150, 158, 166, 178, 215], 10.4715255307672)"
8,"([67, 81, 128], 5.629171442008183)","([67, 68, 81, 149, 154], 23.415233168240086)","([67, 81, 128], 8.191047486067692)"
9,"([17, 107, 175], 2.2270898423511967)","([107, 145, 175], 18.76232247130259)","([17, 107, 175], 4.7486865025289156)"
10,"([80, 87, 233], 2.225738359875144)","([80, 233], 17.49930306736528)","([4, 72, 80, 87, 233, 239], 5.702013521283119)"
11,"([1, 8, 15, 23, 42, 56, 96, 169, 200, 212], 0.4612290804934345)","([23, 59], 29.58862634202257)","([8, 23, 100, 162, 169, 176, 208], 8.23264946299996)"
12,"([63, 64, 65], 6.962961192764571)","([64, 65, 174, 219], 20.93913330006336)","([63, 64, 65, 194, 219, 231], 5.669857405524328)"
13,"([46, 71, 90, 101], 0.413244496493935)","([], 31.065916866884187)","([71, 90, 101, 138], 5.5925796270859705)"
14,"([16, 21, 78], 9.535462332684999)","([78], 28.514785416291698)","([16, 21, 78, 164, 191, 221], 9.092359012636214)"
15,"([1, 5, 6, 8, 10, 13, 15, 37, 44, 49, 50, 54, 57, 61, 62, 67, 69, 73, 82, 91, 94, 95, 100, 101, 103, 111, 117, 126, 137, 141, 144, 178, 179, 192, 194, 202, 216, 217, 229, 236, 238, 245], 0.8313134996454139)","([], 27.33614242748234)","([8, 10, 39, 182, 217], 6.421130001081179)"
16,"([], 26.787085178566553)","([25, 84], 32.32374477959158)","([25, 73, 171], 3.3252588593776844)"
17,"([2, 4, 7, 29, 30, 47, 64, 65, 76, 90, 94, 97, 99, 112, 113, 139, 166, 168, 196, 200, 204, 213, 214, 220, 223, 225, 232, 233, 246], 0.6882139758899707)","([65, 112, 168], 3.863864012742359)","([64, 65, 109, 112, 168], 6.462165987299728)"
18,"([10, 50, 170], 1.1628819082799582)","([10, 66], 34.96736246419214)","([10, 50, 66, 170, 190, 242], 6.796359783496402)"
19,"([105, 108, 132, 158, 172, 178, 193, 247], 0.81098483200702)","([143, 158, 247], 14.436769044424043)","([10, 108, 158, 247], 5.653437596172795)"
20,"([14, 91, 100], 19.15929398025687)","([14], 35.86434308007604)","([14, 91, 100, 104], 6.565669036950822)"
21,"([11, 60, 241], 2.9385384682051026)","([11, 60, 233], 17.50897907703477)","([11, 60, 207, 241], 6.929202620509053)"
22,"([0, 43, 175], 6.36360130294487)","([95, 108, 175, 224], 29.763489069147298)","([0, 43, 175, 231], 5.694371841872092)"
23,"([], 26.48593824896156)","([94], 30.622356762790805)","([10, 62, 94, 151, 202, 210, 235], 9.138909735398302)"
24,"([55, 119, 130, 159, 182], 1.126428460075205)","([130], 38.38540405936359)","([55, 119, 130, 163, 227], 5.629678369575638)"
25,"([], 28.920548197168966)","([65, 77], 13.662474781024997)","([65, 77, 139], 4.52477852380223)"
26,"([110, 192, 240], 2.176397922551528)","([110, 197, 240], 15.053577794998876)","([110, 192, 197, 230, 240], 4.5146117102252825)"
27,"([56, 154], 21.517016391578633)","([11, 154, 202, 241], 31.24891264428147)","([11, 56, 111, 154, 189, 202], 7.868302999642292)"
28,"([9, 22, 140], 4.253305905531725)","([], 26.203748507051365)","([9, 22, 97, 140, 155], 6.08323746937935)"
29,"([27, 147, 234], 5.310881693458743)","([147], 34.821842415511725)","([27, 147, 234], 4.103485169403139)"
30,"([32, 105, 120], 3.6592681322794167)","([105, 120, 169], 17.047577703477568)","([32, 60, 83, 96, 105, 120], 4.537582136299579)"
31,"([47, 116, 128], 6.94881053433278)","([47, 116, 135, 144], 17.956002739029564)","([47, 88, 94, 116, 128, 159, 224, 243], 10.014533414805616)"
32,"([104, 230, 240], 0.4418857299582761)","([104], 37.73523926399578)","([104, 197, 230, 240], 4.218929260552063)"
33,"([4, 158, 172], 1.4548828208088616)","([158, 172], 16.71687825891786)","([4, 147, 155, 158, 172], 5.626882602655885)"
34,"([96, 219, 231], 0.7073563511457343)","([96, 135, 192, 219, 231], 5.5438841173901405)","([47, 83, 96, 192, 219, 231, 243], 7.0473988572518715)"
35,"([], 26.851770917386123)","([], 26.596779519712047)","([46, 89, 175], 3.982317764537286)"
36,"([17, 206, 221], 1.5938145462891666)","([17, 21, 24, 102, 205, 206, 221, 242], 12.073413670022314)","([17, 28, 95, 130, 196, 206, 221], 8.846527051899505)"
37,"([0, 32, 53, 85, 151, 176, 206, 221], 1.1223512547164591)","([151], 34.09407007111117)","([0, 53, 151, 171, 176], 16.756197712422434)"
38,"([26, 60, 63, 78, 143, 171, 175, 178, 194, 222, 230, 236, 246], 0.7699118590893382)","([60, 63, 173], 18.15694680981207)","([60, 63, 236, 240], 7.455847399165852)"
39,"([108, 110, 190], 3.98453260337564)","([190], 29.53832752973929)","([108, 110, 141, 190], 9.321490587073828)"
40,"([27, 46, 75], 2.2562601965864113)","([], 24.26513043764118)","([4, 27, 44, 45, 46, 75, 157, 217], 7.361837828364177)"
41,"([4, 5, 7, 17, 25, 38, 41, 49, 54, 57, 65, 70, 83, 87, 88, 92, 94, 97, 102, 104, 106, 108, 121, 122, 125, 131, 137, 140, 143, 149, 155, 157, 158, 163, 165, 168, 170, 174, 189, 192, 193, 196, 201, 211, 215, 218, 222, 224, 227, 230, 232, 233, 238, 242, 246], 1.111309050339038)","([153, 179, 218, 247], 28.72765974199199)","([19, 23, 49, 60, 97, 171, 183, 218, 238, 242, 245], 9.882457189985434)"
42,"([17, 83, 118], 11.085963083467588)","([17, 83, 105, 118, 125, 152], 5.208921203667822)","([17, 32, 74, 83, 86, 104, 112, 118, 152, 212], 8.176959864826165)"
43,"([59, 107, 215], 1.3154730761915652)","([107, 215], 14.715081473835)","([58, 59, 63, 107, 134, 184, 194, 215], 8.986607636111204)"
44,"([93, 154, 167, 222], 2.4621592151969187)","([154], 29.32396211235052)","([93, 110, 154, 167, 226], 8.879908045177617)"
45,"([40, 71, 82, 90], 0.653725559327796)","([40], 34.86059395141279)","([40, 82, 90, 216], 4.662724716839592)"
46,"([37, 125, 127], 1.3427102575934278)","([127], 34.78471222261843)","([37, 124, 125, 127], 6.5708336948070825)"
47,"([154, 162, 230], 2.7742464180175777)","([21, 154, 177], 33.69482287469631)","([19, 21, 73, 154, 162, 230], 10.86141222380669)"
48,"([71, 81, 95], 6.000692078251688)","([68, 71, 81, 95], 7.832988623806196)","([25, 56, 71, 80, 81, 84, 95, 164], 8.459400551958497)"
49,"([195, 200, 233], 2.92825864336828)","([102, 195, 200, 201, 233], 8.854383501603769)","([27, 149, 195, 200, 233], 4.683216270501804)"
50,"([], 27.54829938596666)","([18, 123], 15.10080773781916)","([18, 47, 123, 226], 6.475888480955935)"
