run_id,LassoNet,XGBoost,RF
0,"([2, 135, 147, 156], 4.109428740494966)","([135, 147], 31.493856676163634)","([2, 91, 102, 135, 147, 156, 184], 15.419043844788764)"
1,"([91, 126, 146, 157, 187], 1.0360364408247795)","([91, 126], 42.23044641480787)","([73, 77, 91, 120, 126, 146, 157, 187, 214], 15.69153706016515)"
2,"([126, 142, 145, 219], 1.2582693671490317)","([142, 235], 45.21813691488905)","([123, 126, 139, 142, 145, 219, 231, 235, 239], 17.975902122708113)"
3,"([38, 102, 148], 25.08737171631875)","([38, 102, 148, 202], 19.182821776309353)","([38, 56, 102], 23.679782193426814)"
4,"([2, 4, 14, 17, 22, 23, 57, 61, 62, 76, 84, 97, 109, 110, 127, 142, 147, 162, 180, 189, 191, 194, 199, 207, 211, 216, 220, 222, 230, 235, 238, 244, 248], 0.9125760299189001)","([238], 56.7834194393871)","([23, 77, 147, 222, 238], 10.773612126413543)"
5,"([4, 80, 83, 102, 212], 1.2189266457004764)","([4, 80, 228], 45.02573871207025)","([4, 80, 83, 102, 212], 12.729888579789083)"
6,"([5, 12, 154, 212], 0.46506637113963445)","([5, 194], 48.50726189040909)","([5, 12, 154, 163, 212], 8.925010221658136)"
7,"([35, 39, 93, 164, 190, 203, 242], 1.6115787896018827)","([93, 164, 172, 190, 249], 19.606876778481265)","([25, 65, 93, 172, 190, 242], 18.680917668534086)"
8,"([2, 7, 18, 32, 43, 63, 69, 72, 75, 84, 95, 102, 106, 122, 166, 195, 206, 207, 227, 238], 0.7739822705277822)","([69, 227, 245], 31.604156078338757)","([13, 69, 75, 206, 227], 9.743262553375933)"
9,"([22, 155, 168, 214, 222], 2.418189252316943)","([168, 214], 33.08565382489421)","([10, 155, 168, 214, 222, 236], 14.688356897722882)"
10,"([19, 24, 70, 196], 2.580633112545144)","([], 35.97619945686434)","([19, 24, 70, 81, 143, 196], 11.810833474803122)"
11,"([25, 41, 96, 102, 146, 200, 211], 2.580242634727706)","([96, 146, 240], 39.18849238960909)","([41, 85, 94, 96, 146, 211], 19.183209975546152)"
12,"([64, 101, 155, 241], 2.18281934395897)","([64, 138, 238], 44.13726681240584)","([58, 64, 101, 143, 155, 241], 10.828905325361328)"
13,"([40, 129, 162, 220], 3.5588176381077483)","([129], 48.17415992708035)","([40, 56, 100, 129, 162, 220], 11.890497551164248)"
14,"([52, 53, 158, 233], 2.2065024665440127)","([53, 147, 158, 245], 31.103154674568728)","([0, 52, 53, 158, 233], 11.474618006355849)"
15,"([22, 23, 33, 57, 61, 64, 67, 72, 100, 101, 111, 132, 137, 160, 171, 176, 179, 188, 199, 202, 213, 227, 236, 246], 0.4090050789828973)","([23, 199, 227, 242], 21.189639673648568)","([22, 23, 199, 227], 9.412050263120877)"
16,"([104, 119, 146, 177, 215], 0.41158240795461104)","([], 36.85668100912939)","([6, 37, 104, 119, 146, 152, 205, 215, 230], 13.544951727740662)"
17,"([15, 43, 66, 167, 240], 1.9843657785494333)","([43, 66, 96, 165, 233, 240], 27.49304186364922)","([15, 43, 66, 96, 165, 240], 15.01635435952655)"
18,"([36, 45, 131, 219], 1.0333004320205088)","([131, 155, 219, 237], 31.976397985009818)","([36, 45, 123, 131, 211, 219], 12.074451175407255)"
19,"([32, 57, 92, 179], 3.06194831887467)","([57, 92, 117], 29.185294219663803)","([32, 57, 92, 105, 179, 211], 10.205382466530743)"
20,"([27, 40, 248, 249], 7.217919719685859)","([], 35.91124837899769)","([27, 40, 102, 117, 138, 216, 248, 249], 13.078686340465268)"
21,"([72, 85, 224], 32.05736798477266)","([37, 85, 104, 153, 224], 32.17915820737916)","([72, 85, 146, 163, 205, 224, 230], 18.459777264313484)"
22,"([51, 77, 101, 213], 21.606949788739744)","([213], 44.52022747562618)","([45, 51, 77, 84, 101, 124, 213, 240], 17.107908549092326)"
23,"([13, 31, 37, 94, 206, 230, 237], 1.7420899456788521)","([13, 29, 44, 208, 230], 33.73322062652142)","([13, 29, 31, 144, 206, 230, 234, 237], 17.65103187372699)"
24,"([17, 107, 116, 153], 17.65787886566652)","([107], 50.987751819758266)","([17, 107, 116, 153, 195], 9.433277313421288)"
25,"([24, 97, 132, 138, 163, 185, 194, 196, 218, 219, 236], 0.7619995166232265)","([104, 109, 163, 211, 218, 219], 25.39913889399838)","([104, 163, 174, 194, 213, 218, 219, 236, 240], 18.870249391823293)"
26,"([3, 68, 122, 127], 21.99500196903708)","([68, 122, 208], 34.28326796805233)","([3, 68, 122, 127], 8.360838952725391)"
27,"([], 42.38238776648509)","([], 40.82818238515769)","([0, 96, 149, 179, 190], 11.463362323759048)"
28,"([37, 76, 133, 157], 1.2561075011775142)","([76, 88, 133, 183, 191, 226], 37.19982764823843)","([37, 76, 133, 157], 8.324197431859718)"
29,"([4, 24, 37, 67, 145], 1.7877505380573222)","([24, 37, 67, 137, 190, 209], 25.66275878273971)","([4, 24, 33, 37, 67, 73, 247], 13.250248792133355)"
30,"([160, 210, 238, 245], 1.9408940843887856)","([110, 160, 209, 245], 26.99356943550981)","([156, 160, 172, 210, 238, 242, 245], 13.1924482486632)"
31,"([38, 55, 135, 159, 203, 230], 1.167682881792965)","([38], 50.09166226835929)","([27, 38, 55, 135, 159, 203], 12.44721493635623)"
32,"([40, 68, 147, 159, 234], 1.0767553157584004)","([], 36.15896558265893)","([40, 68, 143, 147, 159], 8.791629583968348)"
33,"([10, 69, 103, 121, 180, 216, 219, 249], 0.5268560870823664)","([180], 54.68912002244685)","([10, 82, 103, 111, 180, 199, 249], 12.61540433359015)"
34,"([11, 41, 70, 122, 233], 3.075936939243118)","([57, 70, 75, 220], 43.432533370346356)","([41, 70, 75, 220], 27.04317473941425)"
35,"([49, 63, 98, 124, 125, 129], 1.056271051663915)","([124, 125], 28.739208031129504)","([49, 63, 125], 14.579664642515008)"
36,"([23, 51, 198, 248], 4.231327167315962)","([], 37.59740578335416)","([23, 38, 51, 126, 198, 248], 12.030830951090152)"
37,"([3, 21, 82, 217], 9.346085066602447)","([104, 150], 59.53277116863644)","([3, 21, 82, 150, 217], 9.810890490642302)"
38,"([38, 56, 140, 145, 162, 173], 0.5098453749815098)","([], 34.54282301928183)","([38, 56, 89, 145, 162, 236], 10.674540518673263)"
39,"([22, 39, 125, 134, 159, 181, 216, 236, 237], 0.6365690184511404)","([159, 181, 226], 32.67770551358461)","([39, 42, 134, 159, 181], 12.162187527686896)"
40,"([6, 79, 138, 164, 188, 208, 215, 234], 0.8322397760467557)","([], 36.167892151965006)","([62, 138, 164, 187, 188, 215], 12.523758811313366)"
41,"([29, 42, 63, 215], 2.1122645773360254)","([42], 57.30149618446439)","([29, 42, 63, 161, 215], 9.517246826763952)"
42,"([28, 133, 155, 166], 4.533140356077037)","([166], 64.33131042250423)","([24, 28, 35, 133, 155, 166], 12.086594474900375)"
43,"([92, 93, 235, 239], 3.8605872829043486)","([93, 239], 34.28668348288411)","([68, 93, 235, 239], 17.744682109896864)"
44,"([7, 37, 109, 216, 222, 224], 0.5286743462301107)","([109, 128, 247], 34.5240771607406)","([37, 62, 109, 111, 216, 224, 233], 12.15065620635946)"
45,"([34, 145, 210, 224], 14.206341449195447)","([], 32.714217620273054)","([34, 41, 145, 153, 224], 15.995105871220469)"
46,"([74, 165, 187, 233], 2.3902977536302696)","([165], 60.78349720942681)","([74, 126, 128, 165, 187, 214, 233], 15.627319066563379)"
47,"([1, 8, 12, 17, 22, 41, 44, 47, 54, 63, 65, 79, 83, 86, 90, 92, 93, 100, 102, 103, 104, 105, 107, 114, 116, 117, 123, 127, 133, 137, 138, 151, 152, 158, 167, 171, 172, 180, 210, 213, 215, 223, 225, 235, 241, 244, 245, 247, 248], 0.4425538447437326)","([], 36.4416881002148)","([8, 83, 92, 201, 226], 16.42126491052197)"
48,"([6, 40, 196, 222], 3.4588645078472298)","([6, 151, 204, 222, 244], 33.175043767963444)","([1, 6, 40, 138, 145, 151, 196, 222], 13.829628834405447)"
