run_id,LassoNet,XGBoost,RF
0,"([31, 207, 220, 237, 239], 10.136562783412211)","([], 48.265947389304856)","([31, 41, 143, 207, 220, 237, 239], 20.333396728711985)"
1,"([4, 38, 57, 62, 64, 66, 73, 87, 102, 114, 115, 123, 180, 181, 183, 193, 202, 227, 233, 246], 1.3134865225482582)","([181, 233], 55.30248712873737)","([4, 142, 175, 202, 233], 26.498285881488258)"
2,"([9, 53, 164, 169, 223], 5.865255477961566)","([53, 113, 190, 223], 45.89727660484136)","([9, 46, 53, 169, 223], 22.85145004876901)"
3,"([15, 138, 148, 219, 224], 4.630065867697191)","([54], 93.69225631679804)","([15, 22, 138, 147, 148, 224], 19.440188782947143)"
4,"([0, 1, 6, 8, 11, 22, 32, 33, 37, 41, 47, 55, 57, 59, 60, 68, 87, 95, 97, 109, 110, 127, 130, 133, 134, 139, 140, 150, 153, 155, 158, 167, 169, 181, 184, 189, 192, 199, 210, 217, 227, 229, 230, 239, 242, 244], 1.0548792781256258)","([55, 115, 128, 131, 181], 46.717502313653014)","([55, 59, 128, 139, 181, 239], 13.097562432014435)"
5,"([28, 52, 73, 111, 166, 170, 242], 2.7714804595362716)","([211], 84.97782272557072)","([71, 73, 166, 170, 242], 19.20394545141999)"
6,"([41, 105, 130, 168, 205], 1.9562817522839746)","([], 42.5755324077744)","([41, 130, 141, 146, 162, 168, 212], 29.791071468852532)"
7,"([9, 67, 162, 215, 241], 4.594121197470897)","([], 44.56033626816167)","([9, 67, 122, 162, 215, 241], 13.965273198910632)"
8,"([13, 34, 59, 63, 145, 166, 188, 192, 205, 238], 0.9763576429783722)","([], 48.18972371669134)","([188, 192, 238], 26.99853125999866)"
9,"([15, 91, 115, 121, 125, 150, 197, 198, 249], 1.0131280840332666)","([125], 60.84599881951163)","([13, 15, 91, 115, 121, 125, 216], 22.193963706616902)"
10,"([7, 8, 9, 11, 31, 32, 35, 52, 58, 66, 67, 83, 91, 92, 110, 120, 134, 141, 156, 166, 175, 180, 183, 184, 200, 201, 217, 223, 235], 0.6777137100293479)","([], 41.77961453436463)","([7, 35, 92, 100, 110, 151, 167, 180, 184], 30.94888599176905)"
11,"([39, 94, 114, 143, 172, 193], 19.944826291654287)","([143], 74.09812171961526)","([39, 94, 123, 143, 172, 193], 27.027986192555094)"
12,"([21, 30, 59, 159, 174], 1.4211867767199697)","([18, 19, 21, 59, 204, 242], 48.348536106612)","([21, 30, 59, 146, 159, 177], 19.552644435881653)"
13,"([29, 36, 122, 149, 170, 221], 1.4339186678057316)","([128, 149, 179, 185, 211, 221, 227, 244], 46.161823342594346)","([36, 122, 146, 149, 211, 221, 227], 21.269673821219563)"
14,"([76, 88, 101, 137, 168], 2.729810564928734)","([], 45.9017949792608)","([49, 51, 71, 76, 88, 101, 137, 168], 18.53772478893543)"
15,"([63, 148, 163, 197, 200, 208, 247], 1.0329781046302977)","([53], 84.29783661757922)","([32, 53, 63, 105, 108, 148, 197, 208, 247], 28.60050434728205)"
16,"([4, 5, 10, 12, 19, 23, 39, 40, 42, 43, 45, 49, 55, 56, 70, 71, 85, 94, 97, 100, 102, 122, 145, 156, 160, 162, 170, 171, 190, 198, 216, 228, 233, 237, 241], 1.6748861678272116)","([40, 43, 100, 178, 211, 216], 41.94392116442979)","([40, 100, 171, 198, 232], 20.20574912618547)"
17,"([27, 52, 84, 135, 147, 221], 3.266749115500733)","([86, 147, 172, 180], 65.0860512648055)","([27, 52, 84, 135, 147, 172], 19.0355078670731)"
18,"([49, 90, 92, 119, 248], 2.4947139417027655)","([90, 92], 47.57589643659263)","([7, 28, 49, 90, 92, 119, 227, 248], 28.633520976181376)"
19,"([131, 133, 149, 166, 173, 192], 2.049665980593119)","([133, 149, 166], 32.12518476083484)","([39, 133, 149, 166, 173, 192], 13.659013665553884)"
20,"([87, 164, 176, 205, 206], 6.6920252587182985)","([206], 78.10957662970631)","([87, 123, 131, 164, 176, 205, 206], 16.61469874286034)"
21,"([9, 24, 28, 29, 66, 87, 114, 118, 166, 179], 1.1514854549867837)","([166], 69.26187295634446)","([9, 24, 130, 166, 179], 19.885873179707826)"
22,"([69, 130, 151, 187, 213], 2.8740584185125306)","([69], 67.93538172417136)","([3, 67, 69, 126, 130, 141, 151, 187, 213, 219], 20.88995603498551)"
23,"([8, 61, 149, 176, 203], 14.513765208621702)","([176, 203], 39.57032985061707)","([8, 28, 61, 127, 135, 160, 176, 203], 23.895318814754262)"
24,"([57, 102, 202, 213, 228], 3.9244303336230533)","([228], 68.48512249225442)","([57, 102, 184, 202, 213, 228], 14.138612443558351)"
25,"([13, 22, 36, 56, 248], 2.6785298232607855)","([248], 72.82082928145459)","([13, 22, 36, 56, 155, 159, 248], 16.202547023158292)"
26,"([63, 76, 147, 174, 232, 242], 7.7501353238023185)","([242], 77.01401271709334)","([63, 118, 174, 188, 232, 242], 21.331456564952997)"
27,"([54, 55, 64, 81, 146], 5.906425798827628)","([9, 54, 55, 111, 119, 130, 192], 47.19284439154027)","([9, 54, 55, 64, 81, 111, 192], 27.904380330732288)"
28,"([5, 10, 19, 26, 32, 36, 38, 40, 42, 46, 48, 54, 56, 63, 64, 69, 72, 75, 76, 79, 82, 85, 93, 103, 106, 114, 115, 118, 123, 128, 134, 142, 147, 150, 153, 172, 197, 206, 209, 221, 224, 225, 229, 238, 239, 242, 246], 0.9622690726359724)","([], 48.62138889322869)","([10, 42, 48, 54, 178, 229], 21.923584444877473)"
29,"([56, 127, 161, 186, 191, 194, 223], 2.654044315054857)","([186], 77.67604594235092)","([69, 79, 127, 186], 33.117296187853775)"
30,"([55, 61, 69, 106, 127], 3.0314896376002745)","([55, 127], 46.479013469075944)","([55, 61, 67, 69, 106, 127, 182, 198, 219], 17.649217732607838)"
31,"([112, 129, 159, 161, 175], 6.597693941923046)","([129, 161, 218], 40.41215839112368)","([112, 129, 161, 175], 17.09842594112735)"
32,"([35, 76, 202, 232, 246], 3.1343039644544946)","([35, 144, 202], 48.14046955114513)","([8, 35, 153, 202], 42.96902104884013)"
33,"([9, 12, 15, 16, 17, 19, 32, 33, 38, 52, 53, 59, 71, 74, 85, 91, 96, 98, 101, 103, 106, 107, 109, 110, 121, 124, 126, 127, 129, 133, 134, 135, 137, 142, 144, 154, 173, 176, 183, 188, 210, 216, 219, 221, 222, 224, 225, 236, 242, 245], 0.8668751612692569)","([183], 66.39432900282743)","([19, 134, 144, 183, 202, 225, 227], 17.435471191681106)"
34,"([42, 50, 111, 116, 141, 167, 202], 2.05176433439345)","([167, 175], 56.67795662069772)","([42, 48, 141, 166, 167], 28.649817395817458)"
35,"([41, 54, 78, 123, 175], 6.117709978480008)","([], 45.284900831347365)","([41, 54, 78, 175], 17.774020861981032)"
36,"([15, 66, 75, 176, 178], 5.039794655304806)","([178], 63.177409570414255)","([15, 55, 66, 75, 123, 125, 176, 178, 233], 20.59163260252076)"
37,"([20, 24, 28, 37, 52, 54, 62, 63, 70, 84, 97, 121, 124, 125, 155, 161, 166, 170, 183, 192], 0.9988252465701289)","([62, 124, 230], 64.00453387797936)","([54, 62, 70, 124, 126, 170, 183, 193], 20.41396119712994)"
38,"([32, 41, 78, 125, 202, 206], 1.708940010169511)","([32, 202, 235], 45.09574400429648)","([32, 78, 122, 199, 202, 206, 224, 242], 28.63311117098322)"
39,"([59, 90, 92, 149, 180, 242], 11.489004023657113)","([], 45.74830127481256)","([15, 59, 149, 180, 210], 25.270720355339222)"
40,"([6, 106, 165, 233, 236], 2.0174519076597344)","([106, 192, 236], 42.90546209977637)","([6, 93, 106, 109, 144, 165, 233, 236], 18.98205618650516)"
41,"([20, 27, 28, 40, 61, 70, 101, 113, 120, 156, 160, 196, 227], 0.578527575105734)","([101], 60.95023146290613)","([20, 40, 101, 113, 120, 156], 20.584433351337765)"
42,"([7, 104], 41.59432788970654)","([7, 42, 104, 211], 39.50269374969722)","([7, 42, 104, 234], 16.878860894530348)"
43,"([76, 158, 205, 229, 247], 2.245437716375163)","([76, 232], 56.40506925454788)","([76, 158, 205, 215, 229, 232, 244, 247], 15.826261823348933)"
44,"([0, 35, 59, 78, 211], 3.7244842753366574)","([211], 75.36412501454237)","([0, 1, 18, 35, 78, 211, 222], 22.19588255349949)"
45,"([3, 62, 71, 105, 116, 129, 176, 196, 219, 232], 1.1514671656855522)","([3, 144, 182, 196, 224], 54.43642711282248)","([3, 105, 116, 129, 196], 21.84146019565015)"
46,"([14, 25, 32, 37, 44, 64, 87, 124, 132, 145, 179, 191, 221, 232, 243], 1.4825232346089097)","([232], 70.86995142404643)","([10, 124, 132, 145, 232], 25.70083320877054)"
47,"([17, 32, 44, 49, 65, 66, 67, 91, 103, 108, 137, 149, 169, 172, 203, 216, 219], 0.5668460597641944)","([], 44.73728526233514)","([32, 65, 66, 67, 108, 229], 12.937861500063285)"
48,"([17, 69, 72, 81, 174, 233], 2.850949626825118)","([72, 215, 233], 55.34401687378592)","([17, 69, 72, 81, 145, 215, 233], 26.66413354457772)"
49,"([22, 34, 46, 52, 71, 72, 73, 98, 109, 127, 130, 141, 155, 156, 195, 203, 211, 226, 227, 229], 0.5208622622346218)","([127], 71.59970050992005)","([73, 127, 141, 165, 195], 19.7432194687999)"
50,"([14, 40, 98, 174, 185], 3.128654424565958)","([93, 174, 219], 61.03455110253383)","([14, 40, 56, 63, 93, 98, 174, 185], 23.52585992943465)"
51,"([100, 170, 196, 224, 230], 1.4190192240827342)","([230], 71.51598287710024)","([73, 170, 196, 224, 230], 21.874770320889155)"
52,"([21, 43, 47, 79, 111, 215], 6.408358743129198)","([111], 66.56623600823387)","([43, 83, 111, 116, 197, 215, 229], 31.231344014499946)"
53,"([20, 29, 30, 53, 62, 67, 74, 82, 92, 103, 104, 107, 108, 119, 126, 132, 134, 136, 141, 144, 147, 148, 157, 178, 182, 194, 197, 211, 231, 240, 242, 244], 1.6101158329655494)","([30, 71, 107, 140, 239], 63.55518061198396)","([30, 53, 71, 126, 140], 37.77545997413898)"
54,"([4, 51, 68, 93, 95, 124, 142, 160, 185, 241], 2.2963046013657067)","([68, 124, 232], 39.94180296159168)","([19, 26, 51, 66, 68, 93, 124, 194, 241, 249], 32.42917410620692)"
55,"([33, 38, 64, 78, 97, 110, 125, 145, 160, 168, 177, 216, 244], 2.3914893262615298)","([123, 168], 48.26880159262314)","([168, 177, 216], 25.400797341873826)"
56,"([22, 64, 80, 106, 164, 175], 2.5776606144688627)","([80, 95, 131, 241], 56.19928028514738)","([64, 80, 164], 23.8220888974646)"
57,"([8, 12, 21, 31, 34, 51, 54, 56, 60, 61, 62, 63, 72, 74, 80, 97, 98, 100, 106, 122, 131, 132, 138, 139, 141, 142, 145, 151, 167, 177, 179, 180, 185, 187, 193, 201, 206, 212, 218, 231, 235], 1.2761673010629906)","([61, 173, 211], 54.81350638933421)","([21, 60, 61, 145, 151, 173, 191, 208, 232], 23.78772525364984)"
58,"([33, 55, 64, 208, 214], 3.295053686581297)","([64, 189, 192, 195, 208, 224, 235], 51.371760288416155)","([33, 55, 64, 208, 214, 224], 17.03199093662534)"
