run_id,harderLASSO ANN,LASSO ANN,harderLASSO linear,LASSO linear
0,"([11, 13, 14, 44, 50, 64, 74, 88, 108, 122, 126, 152, 161, 206, 225], np.float64(170.2662224756746))","([], np.float64(168.81832027746637))","([10, 11, 13, 44, 51, 64, 74, 88, 93, 103, 107, 122, 152, 182, 206, 225], np.float64(26.608892726876103))","([], np.float64(169.18750770707265))"
1,"([38, 42, 61, 68, 73, 86, 89, 107, 155, 177, 193, 220, 235, 245], np.float64(211.56998815852316))","([], np.float64(170.60873305332032))","([28, 41, 42, 55, 61, 62, 73, 83, 97, 106, 122, 147, 156, 175, 177, 220, 225, 240, 245], np.float64(75.32854729988499))","([177, 220], np.float64(150.68190201472123))"
2,"([26, 36, 37, 53, 67, 70, 73, 78, 113, 117, 119, 121, 131, 135, 162, 166, 173, 243], np.float64(177.79173118219734))","([], np.float64(167.71243103733192))","([0, 11, 52, 67, 73, 78, 113, 117, 135, 140, 145, 151, 162, 178, 187, 206, 228, 243], np.float64(0.23804998598269783))","([], np.float64(168.0962018286452))"
3,"([45, 86, 92, 126, 146, 168, 169, 191, 198, 202, 205], np.float64(157.7636760993373))","([], np.float64(173.6058848638267))","([7, 11, 45, 52, 92, 98, 109, 126, 130, 144, 146, 155, 162, 169, 182, 190, 191, 198, 202, 205, 206, 236, 242, 243], np.float64(119.08204393532877))","([], np.float64(172.80944023830585))"
4,"([2, 25, 27, 66, 69, 83, 96, 98, 128, 154, 183, 199, 204, 236], np.float64(170.04499499907354))","([69, 96], np.float64(169.9776820244044))","([12, 27, 34, 35, 68, 69, 71, 83, 96, 98, 121, 127, 154, 155, 185, 199, 228, 236], np.float64(0.5461340984549478))","([69, 96], np.float64(167.89929038567897))"
5,"([22, 43, 72, 77, 79, 98, 102, 127, 139, 150, 161, 181, 187, 195, 199, 224, 233, 241], np.float64(33.705392532970464))","([77], np.float64(175.54846006986503))","([22, 43, 67, 72, 77, 79, 98, 127, 139, 161, 181, 187, 195, 199, 207, 224, 233, 241], np.float64(0.30214043529498064))","([77], np.float64(181.2747823234997))"
6,"([23, 33, 35, 50, 51, 66, 78, 112, 123, 128, 151, 158, 178, 184, 202, 203, 211, 244], np.float64(149.5471420418405))","([], np.float64(152.317436088079))","([16, 23, 33, 36, 51, 64, 78, 79, 86, 98, 119, 151, 198, 200, 202, 208, 239, 244], np.float64(0.13884565237432853))","([], np.float64(152.33866667471443))"
7,"([10, 30, 41, 49, 61, 65, 66, 77, 81, 122, 125, 146, 167, 169, 203, 234], np.float64(181.93985971932747))","([77], np.float64(167.7173722578621))","([39, 41, 44, 49, 65, 66, 77, 132, 146, 164, 169, 178, 180, 203, 222, 234], np.float64(64.60113487248883))","([77, 146], np.float64(160.26694404783163))"
8,"([30, 38, 51, 61, 62, 79, 101, 103, 116, 123, 132, 142, 171, 202, 207, 213, 224, 226], np.float64(0.5061772573404449))","([], np.float64(157.28589169576077))","([30, 38, 51, 61, 62, 79, 101, 103, 116, 123, 132, 142, 171, 202, 207, 213, 224, 226], np.float64(0.382660541121673))","([38, 130, 226], np.float64(192.4257996231296))"
9,"([10, 12, 32, 42, 52, 80, 102, 112, 118, 146, 167, 200, 208, 213, 227, 233, 238], np.float64(123.1470356086312))","([], np.float64(168.55335439175826))","([4, 22, 32, 42, 47, 80, 87, 90, 102, 111, 118, 123, 146, 202, 203, 208, 227, 238], np.float64(88.84832188462237))","([], np.float64(168.6853348146053))"
