run_id,harderLASSO ANN,LASSO ANN,harderLASSO linear,LASSO linear
0,"([11, 59, 74, 88, 90, 101, 107, 149, 159, 177, 230], np.float64(40.12708242616872))","([], np.float64(135.59847523870397))","([11, 43, 59, 74, 88, 90, 101, 107, 149, 156, 159, 177, 230, 234], np.float64(0.24204732332666243))","([177], np.float64(131.6097320259498))"
1,"([11, 15, 52, 66, 82, 113, 133, 193, 220, 221, 227, 228, 236, 240], np.float64(0.6586878306969113))","([], np.float64(129.36737942972496))","([11, 15, 52, 66, 82, 113, 133, 193, 220, 221, 227, 228, 236, 240], np.float64(0.2606129615830372))","([227], np.float64(129.69397187065232))"
2,"([14, 19, 27, 39, 67, 73, 95, 133, 156, 186, 204, 230, 235, 242], np.float64(2.8963051283436636))","([14], np.float64(128.08556279339587))","([14, 19, 27, 39, 67, 73, 95, 133, 156, 186, 204, 230, 235, 242], np.float64(0.2527480589518225))","([14, 133], np.float64(121.65264767775999))"
3,"([3, 4, 8, 42, 58, 60, 100, 101, 108, 143, 173, 175, 212, 230], np.float64(1.655681416337016))","([], np.float64(136.83085608275485))","([3, 4, 8, 42, 58, 60, 100, 101, 108, 143, 173, 175, 212, 230], np.float64(0.27327649479987404))","([], np.float64(137.2491063074881))"
4,"([25, 35, 41, 48, 97, 104, 106, 130, 154, 169, 171, 176, 196, 204, 218], np.float64(55.93974447721256))","([], np.float64(127.80036000017097))","([25, 41, 79, 106, 130, 154, 169, 171, 176, 196, 204, 214, 218, 223], np.float64(0.3508097591668268))","([130], np.float64(124.79002727418813))"
5,"([20, 33, 42, 52, 58, 66, 70, 79, 85, 118, 128, 196, 226, 245], np.float64(54.790769828186924))","([196], np.float64(119.08462041642832))","([20, 33, 42, 49, 52, 58, 66, 70, 79, 118, 133, 159, 196, 226], np.float64(0.23757698560062696))","([52, 196], np.float64(108.23569769327617))"
6,"([6, 8, 22, 54, 57, 64, 79, 97, 126, 169, 186, 189, 212, 249], np.float64(2.3994003648864206))","([], np.float64(130.21438029341482))","([6, 8, 22, 54, 57, 64, 79, 97, 126, 169, 186, 189, 212, 249], np.float64(0.3753667165512039))","([], np.float64(130.21568826303974))"
7,"([20, 23, 61, 98, 105, 108, 146, 148, 157, 167, 169, 211, 223, 228], np.float64(64.77412133861213))","([], np.float64(134.47261722983677))","([23, 61, 68, 71, 98, 105, 108, 148, 157, 183, 190, 191, 200, 223, 228], np.float64(0.42603028487917677))","([105, 148], np.float64(111.96092438705936))"
8,"([3, 56, 57, 62, 67, 73, 74, 92, 102, 110, 130, 175, 199, 209], np.float64(1.5022327842578098))","([], np.float64(129.53717753504836))","([3, 56, 57, 62, 67, 73, 74, 92, 102, 110, 130, 175, 199, 209], np.float64(0.21101582243249883))","([], np.float64(129.6523337369947))"
9,"([19, 22, 34, 84, 115, 145, 159, 179, 180, 187, 189, 200, 246], np.float64(80.73451311807334))","([180], np.float64(125.88254534313468))","([21, 34, 45, 115, 144, 145, 179, 180, 187, 189, 191, 195, 198, 199, 200, 246], np.float64(1.2344055293791771))","([115, 180], np.float64(108.9013995653303))"
10,"([11, 49, 56, 58, 78, 114, 129, 146, 154, 155, 200, 225, 244], np.float64(112.88779048355022))","([], np.float64(130.83074874543098))","([5, 11, 26, 41, 49, 56, 59, 78, 86, 89, 91, 92, 129, 146, 150, 154, 172, 174, 180, 181, 201, 221, 225, 244, 248, 249], np.float64(108.19987785196709))","([], np.float64(130.62527349904065))"
11,"([2, 17, 22, 28, 34, 65, 73, 118, 123, 138, 152, 168, 178, 234], np.float64(4.012672955303787))","([], np.float64(130.7025074984045))","([2, 17, 22, 28, 34, 65, 73, 118, 123, 138, 152, 168, 178, 234], np.float64(0.2688350830160626))","([2, 118, 123], np.float64(104.73021896403434))"
12,"([3, 4, 9, 12, 26, 67, 95, 100, 106, 135, 144, 155, 174], np.float64(73.82615842829895))","([4], np.float64(120.43813274013586))","([3, 4, 9, 12, 26, 37, 67, 95, 127, 129, 135, 144, 199, 235], np.float64(0.18037914550530668))","([4, 26, 80], np.float64(122.53646860407981))"
13,"([2, 33, 45, 85, 88, 104, 110, 117, 181, 195, 217, 220, 231, 248], np.float64(3.7261675466807485))","([], np.float64(126.86317162262051))","([2, 33, 45, 85, 88, 104, 110, 117, 181, 195, 217, 220, 231, 248], np.float64(0.2865985549345356))","([], np.float64(127.04549834970659))"
14,"([0, 12, 33, 70, 111, 154, 162, 163, 170, 183, 189, 216, 223], np.float64(102.98370256324313))","([154], np.float64(116.64573782466537))","([12, 15, 33, 70, 111, 154, 163, 170, 183, 188, 198, 199, 207, 233], np.float64(0.381254612181104))","([154, 183], np.float64(118.9481800277936))"
15,"([25, 82, 99, 102, 112, 123, 128, 145, 165, 174, 178, 197, 228], np.float64(55.8935581915141))","([], np.float64(128.20138893426162))","([35, 82, 99, 102, 112, 123, 128, 146, 151, 165, 174, 178, 197, 228], np.float64(0.35262407541546803))","([99, 128, 228], np.float64(103.44588573506543))"
16,"([31, 95, 98, 114, 125, 150, 160, 171, 198, 208, 222, 232], np.float64(140.01986784654994))","([], np.float64(137.81525508471964))","([2, 4, 10, 31, 49, 68, 95, 108, 114, 125, 159, 167, 198, 222], np.float64(0.4287362691371119))","([198], np.float64(131.76880533486818))"
17,"([17, 36, 68, 83, 104, 125, 140, 141, 145, 183, 195, 240], np.float64(109.30700165098246))","([], np.float64(122.97975706774628))","([4, 10, 17, 27, 36, 58, 83, 125, 140, 141, 157, 225, 232, 240], np.float64(0.2881737108505388))","([17], np.float64(115.25309510307177))"
18,"([67, 70, 77, 84, 88, 95, 107, 110, 146, 184, 194, 209, 223], np.float64(49.09087273879041))","([], np.float64(123.55956280366645))","([50, 67, 77, 78, 84, 88, 95, 107, 110, 184, 194, 205, 209, 223, 248], np.float64(0.5480939336360705))","([], np.float64(123.65612664389045))"
19,"([12, 32, 52, 71, 90, 100, 109, 123, 125, 144, 160, 209, 213, 220], np.float64(1.604084994380237))","([], np.float64(124.43552639671759))","([12, 32, 52, 71, 90, 100, 109, 123, 125, 144, 160, 209, 213, 220], np.float64(0.32627960707145587))","([], np.float64(124.65762142517096))"
20,"([8, 13, 19, 24, 50, 83, 111, 113, 120, 131, 142, 215, 243, 248], np.float64(2.1130870301156914))","([], np.float64(126.60167573507215))","([8, 13, 19, 24, 50, 83, 111, 113, 120, 131, 142, 215, 243, 248], np.float64(0.28954166430300865))","([], np.float64(126.68802896550561))"
21,"([47, 51, 55, 56, 67, 77, 97, 127, 136, 137, 140, 207, 220, 235], np.float64(1.4075012736156218))","([], np.float64(134.48912878204044))","([47, 51, 55, 56, 67, 77, 97, 127, 136, 137, 140, 207, 220, 235], np.float64(0.3370010083133486))","([], np.float64(134.6836208281425))"
22,"([31, 47, 51, 69, 87, 99, 102, 117, 128, 131, 147, 159, 165, 211, 221], np.float64(95.59357505586287))","([117], np.float64(129.90585530790344))","([31, 51, 69, 87, 88, 90, 102, 117, 122, 147, 159, 209, 211, 221], np.float64(0.16182582790122255))","([47, 117], np.float64(153.24598276223495))"
23,"([0, 9, 12, 100, 104, 120, 137, 141, 170, 183, 187, 190, 204], np.float64(48.93407286558626))","([190], np.float64(113.84024398862648))","([0, 9, 12, 85, 100, 104, 129, 137, 155, 170, 183, 187, 190, 204], np.float64(0.1770379280216626))","([100, 190], np.float64(102.46037390754454))"
24,"([2, 32, 38, 52, 78, 111, 123, 127, 142, 147, 164, 169, 217, 238], np.float64(1.5005879786198315))","([], np.float64(130.57212417579987))","([2, 32, 38, 52, 78, 111, 123, 127, 142, 147, 164, 169, 217, 238], np.float64(0.17230073692931222))","([], np.float64(130.73350208726723))"
25,"([26, 30, 49, 83, 102, 153, 157, 166, 170, 178, 186, 210, 212, 230], np.float64(1.6035049035265816))","([], np.float64(125.58265135461588))","([26, 30, 49, 83, 102, 153, 157, 166, 170, 178, 186, 210, 212, 230], np.float64(0.13611681607104617))","([157, 230], np.float64(106.93175473796387))"
26,"([2, 8, 10, 24, 37, 50, 54, 74, 143, 170, 176, 177, 217, 245, 246], np.float64(5.550237534905629))","([], np.float64(128.48026187741223))","([2, 8, 10, 24, 50, 54, 74, 143, 170, 176, 177, 217, 245, 246], np.float64(0.13324345895565898))","([], np.float64(128.30571251626304))"
27,"([71, 90, 95, 107, 129, 131, 146, 152, 180, 183, 204, 205, 212, 225], np.float64(2.65834234224429))","([], np.float64(135.61933727698522))","([71, 90, 95, 107, 129, 131, 146, 152, 180, 183, 204, 205, 212, 225], np.float64(0.2113904579046723))","([], np.float64(134.97762817071768))"
