run_id,harderLASSO ANN,LASSO ANN,harderLASSO linear,LASSO linear
0,"([26, 94, 135, 158, 168, 205, 223], np.float64(0.9155517708373709))","([135, 158], np.float64(49.356585583139534))","([26, 94, 135, 158, 168, 205, 223], np.float64(0.12874230648590163))","([26, 135, 158, 168], np.float64(32.168250356157664))"
1,"([3, 24, 27, 39, 81, 109, 167], np.float64(0.31130126840736344))","([], np.float64(66.17368521855678))","([3, 24, 27, 39, 81, 109, 167], np.float64(0.19452535536657))","([24], np.float64(54.72152843923807))"
2,"([30, 41, 52, 61, 184, 219, 243], np.float64(0.9082167349279471))","([41, 52, 61, 219], np.float64(28.263544579360737))","([30, 41, 52, 61, 184, 219, 243], np.float64(0.10500806738126178))","([41, 52, 61, 219, 243], np.float64(19.91494567634778))"
3,"([31, 98, 104, 127, 194, 226, 247], np.float64(1.6458337759236432))","([247], np.float64(56.8828013561595))","([31, 98, 104, 127, 194, 226, 247], np.float64(0.055653787066685056))","([127, 226, 247], np.float64(35.19630605739748))"
4,"([22, 29, 44, 132, 137, 148, 241], np.float64(0.5914742035353585))","([29, 148], np.float64(47.250746745949286))","([22, 29, 44, 132, 137, 148, 241], np.float64(0.09914605911454838))","([22, 29, 148], np.float64(38.01217114512008))"
5,"([8, 59, 78, 117, 130, 153, 216], np.float64(0.7815947817906213))","([78, 117], np.float64(49.813954280983005))","([8, 59, 78, 117, 130, 153, 216], np.float64(0.013890976494276331))","([78, 117], np.float64(48.484480739202404))"
6,"([16, 20, 24, 143, 167, 172, 240], np.float64(0.12245935015430709))","([167, 172], np.float64(43.39156955257541))","([16, 20, 24, 143, 167, 172, 240], np.float64(0.06779489380265848))","([143, 167, 172], np.float64(34.16133744434635))"
7,"([33, 57, 63, 109, 111, 150, 229], np.float64(0.4353622422977671))","([63, 150], np.float64(47.31543311848417))","([33, 57, 63, 109, 111, 150, 229], np.float64(0.07675711685072859))","([63, 109, 150], np.float64(36.753057395371556))"
8,"([31, 49, 61, 78, 148, 232, 234], np.float64(0.622199177571557))","([234], np.float64(62.3980724573386))","([31, 49, 61, 78, 148, 232, 234], np.float64(0.03879931852236356))","([148, 232, 234], np.float64(40.46416026660673))"
9,"([3, 11, 40, 210, 215, 222, 224], np.float64(0.5871027211074713))","([], np.float64(66.39285682501092))","([3, 11, 40, 198, 210, 215, 222, 224], np.float64(0.4607432195511106))","([3], np.float64(58.43964609639419))"
10,"([66, 92, 132, 162, 191, 202, 242], np.float64(1.2736539504634148))","([202], np.float64(57.24936347527825))","([66, 92, 132, 162, 191, 202, 242], np.float64(0.22853535287646717))","([202], np.float64(57.14215906944844))"
11,"([52, 55, 77, 92, 142, 173, 224], np.float64(0.7393712862775387))","([173, 224], np.float64(49.25844032582993))","([52, 55, 77, 92, 142, 173, 224], np.float64(0.0895885341560401))","([142, 173, 224], np.float64(39.28229570346686))"
12,"([30, 66, 126, 130, 178, 206, 223], np.float64(1.6979870500912035))","([], np.float64(63.08775081043998))","([30, 66, 126, 130, 178, 206, 223], np.float64(0.050422445525743965))","([30, 161], np.float64(61.94840463025969))"
13,"([18, 28, 42, 43, 58, 71, 141], np.float64(0.725958721395903))","([71], np.float64(55.98554603645414))","([18, 28, 42, 43, 58, 71, 141], np.float64(0.07980563121147391))","([18, 58, 71], np.float64(37.0081761340613))"
