run_id,harderLASSO ANN,LASSO ANN,harderLASSO linear,LASSO linear
0,"([14, 209], np.float64(0.2304007147652277))","([14, 209], np.float64(0.1184109664875721))","([14, 209], np.float64(0.12002192136353801))","([14, 209], np.float64(0.1179013088225454))"
1,"([110, 235], np.float64(0.1062553163548345))","([110, 235], np.float64(0.042691545662301406))","([110, 235], np.float64(0.043136087856220126))","([110, 235], np.float64(0.042853768667091945))"
2,"([84, 218], np.float64(0.3498601751238505))","([84], np.float64(9.418910252130358))","([84, 218], np.float64(0.00320601271891125))","([84, 218], np.float64(0.0036674300288836834))"
3,"([94, 107], np.float64(0.12923965504852078))","([94, 107], np.float64(0.07962471209984287))","([94, 107], np.float64(0.046593422332154404))","([94, 107], np.float64(0.046932188421531136))"
4,"([85, 130], np.float64(0.22037962193802507))","([85, 130], np.float64(0.18391841952534416))","([85, 130, 248], np.float64(0.17745434903390656))","([85, 130], np.float64(0.045555334746882684))"
5,"([53, 192], np.float64(0.13035215404122508))","([53, 192], np.float64(0.3337320535512938))","([53, 192], np.float64(0.14971554211747184))","([53, 192], np.float64(0.15061959828322613))"
6,"([3, 53], np.float64(0.0731993394696595))","([3, 53], np.float64(0.05809649990285572))","([3, 53], np.float64(0.03383709457474823))","([3, 53], np.float64(0.033964416280085855))"
7,"([43, 172], np.float64(0.14937122694072047))","([43, 172], np.float64(0.05533554222992686))","([43, 172], np.float64(0.04237581228103609))","([43, 172], np.float64(0.04343177507793298))"
8,"([64, 202], np.float64(0.08300927603387091))","([64, 202], np.float64(0.02606725204332026))","([64, 202], np.float64(0.012908992803355886))","([64, 202], np.float64(0.01323828611540068))"
9,"([32, 235], np.float64(0.28237721126587667))","([32, 235], np.float64(0.2233513725750228))","([32, 198, 235], np.float64(0.44068472330282416))","([32, 198, 235], np.float64(0.44010700899015126))"
10,"([3, 51], np.float64(0.06120639239866584))","([3, 51], np.float64(0.10622640654109693))","([3, 51], np.float64(0.02911469998319885))","([3, 51], np.float64(0.030276874389946223))"
11,"([52, 78], np.float64(0.14405190701848097))","([52, 78], np.float64(0.07680641017156989))","([52, 78], np.float64(0.04819317416806456))","([52, 78], np.float64(0.04724356430031407))"
12,"([32, 94], np.float64(0.01880481097813479))","([32, 94], np.float64(0.06744031196101559))","([32, 94], np.float64(0.010435277362438967))","([32, 94], np.float64(0.010626172064037738))"
13,"([80, 136], np.float64(0.17133434956488508))","([80, 136], np.float64(0.05094425076442772))","([80, 136], np.float64(0.05145813695660523))","([80, 136], np.float64(0.050490891958529495))"
14,"([91, 203], np.float64(0.247436182668176))","([203], np.float64(9.094373199950912))","([91, 203, 233], np.float64(0.49448731805005675))","([91, 203, 233], np.float64(0.4990491201572349))"
15,"([2, 122], np.float64(0.18130576302284768))","([2, 122], np.float64(0.12999638380970918))","([2, 122], np.float64(0.016577238739689006))","([2, 122], np.float64(0.01640145544993659))"
16,"([48, 201], np.float64(0.0418029474262591))","([48, 201], np.float64(0.08432738198198055))","([48, 201], np.float64(0.016372177190629163))","([48, 201], np.float64(0.016195279737116326))"
17,"([25, 46], np.float64(0.030371798318833704))","([25, 46], np.float64(0.0568755865199248))","([25, 46], np.float64(0.018172024409227654))","([25, 46], np.float64(0.019101442728762266))"
18,"([68, 191], np.float64(0.12826545625258665))","([68, 191], np.float64(0.09588330462845612))","([68, 191, 205], np.float64(0.33542329889732164))","([68, 191], np.float64(0.07201394696938634))"
19,"([91, 200], np.float64(0.07579102861905071))","([91, 200], np.float64(0.08210939730809247))","([91, 200], np.float64(0.05464680480825433))","([91, 200], np.float64(0.05484941732720246))"
20,"([112, 121], np.float64(0.20842486542682107))","([112, 121], np.float64(0.18557510777511368))","([112, 121], np.float64(0.029551610701523928))","([112, 121], np.float64(0.029103015835742655))"
21,"([78, 198], np.float64(0.2524047206373792))","([78, 198], np.float64(0.40789937228433265))","([78, 198], np.float64(0.11193848980399922))","([78, 198], np.float64(0.11129041116076746))"
