run_id,harderLASSO ANN,LASSO ANN,harderLASSO linear,LASSO linear
0,"([4, 54, 67, 84, 103, 144, 153, 207, 210, 215, 242], np.float64(1.817415438768327))","([], np.float64(100.07045849276436))","([4, 54, 67, 84, 103, 144, 153, 207, 210, 215, 242], np.float64(0.10004328538220109))","([], np.float64(100.03670611576574))"
1,"([0, 44, 61, 104, 129, 141, 146, 167, 179, 186, 199], np.float64(1.2363204105454664))","([199], np.float64(93.79827883810361))","([0, 44, 61, 104, 129, 141, 146, 167, 179, 186, 199], np.float64(0.10334306003605963))","([146, 199], np.float64(82.86169173320121))"
2,"([3, 19, 44, 76, 86, 106, 116, 189, 194, 218, 232], np.float64(0.65185440707982))","([], np.float64(102.64487050791818))","([3, 19, 44, 76, 86, 106, 116, 189, 194, 218, 232], np.float64(0.16969950339084017))","([3], np.float64(97.65135946464787))"
3,"([8, 43, 50, 51, 145, 181, 187, 212, 224, 239, 245], np.float64(0.6462705001248714))","([], np.float64(101.96768855578784))","([8, 43, 50, 51, 145, 181, 187, 212, 224, 239, 245], np.float64(0.3231079966855396))","([212], np.float64(91.52350183797873))"
4,"([4, 15, 28, 47, 84, 101, 157, 164, 206, 243, 245], np.float64(3.0212593337572518))","([], np.float64(107.06045713560925))","([4, 15, 28, 47, 84, 101, 157, 164, 206, 243, 245], np.float64(0.20801140004800123))","([206], np.float64(99.9106309881624))"
5,"([1, 45, 67, 70, 74, 96, 191, 209, 219, 230, 231], np.float64(0.7608396328079735))","([], np.float64(96.46833700851086))","([1, 45, 67, 70, 74, 96, 191, 209, 219, 230, 231], np.float64(0.17919648067693034))","([231], np.float64(89.51596375625552))"
6,"([19, 21, 43, 47, 50, 118, 166, 173, 198, 207, 222], np.float64(2.3432332456766782))","([], np.float64(100.65619935385884))","([19, 21, 43, 47, 50, 118, 166, 173, 198, 207, 222], np.float64(0.13626559299352708))","([], np.float64(100.78517212528779))"
7,"([29, 33, 34, 37, 105, 138, 146, 163, 213, 215, 235], np.float64(1.629157173209422))","([146], np.float64(93.36915201658046))","([29, 33, 34, 37, 105, 138, 146, 163, 213, 215, 235], np.float64(0.1656609115598673))","([146], np.float64(93.20334620105308))"
8,"([40, 41, 93, 102, 111, 114, 133, 135, 169, 204, 212], np.float64(0.3127029914846414))","([114, 135], np.float64(86.81896946887932))","([40, 41, 93, 102, 111, 114, 133, 135, 169, 204, 212], np.float64(0.08576492176243633))","([114, 135, 169], np.float64(76.34313876453214))"
9,"([5, 14, 29, 65, 77, 94, 114, 174, 242, 244, 247], np.float64(2.868191031181144))","([5], np.float64(105.53073357980139))","([5, 14, 29, 65, 77, 94, 114, 174, 198, 242, 244, 247], np.float64(0.5678802126969555))","([5], np.float64(107.54038180169748))"
