run_id,harderLASSO ANN,LASSO ANN,harderLASSO linear,LASSO linear
0,"([18, 21, 24, 40, 50, 51, 106, 121, 141, 154, 190, 219, 234], np.float64(3.0467959730176877))","([], np.float64(128.56631984065493))","([18, 21, 24, 40, 50, 51, 106, 121, 141, 154, 190, 219, 234], np.float64(0.18211958512355259))","([], np.float64(128.45492899988346))"
1,"([23, 73, 76, 78, 79, 92, 126, 140, 194, 196, 201, 226, 237], np.float64(0.38514673602326793))","([], np.float64(116.30245985098844))","([23, 58, 73, 76, 78, 79, 92, 126, 140, 194, 196, 201, 226, 237], np.float64(0.3813775698478215))","([], np.float64(116.14959509314843))"
2,"([7, 11, 23, 48, 70, 94, 124, 185, 199, 200, 208, 216, 226], np.float64(1.4621727348393188))","([], np.float64(120.59641834160973))","([7, 11, 23, 48, 70, 94, 124, 185, 199, 200, 208, 216, 226], np.float64(0.2367433109301369))","([7, 94, 200], np.float64(89.16380047697909))"
3,"([10, 31, 34, 35, 39, 44, 60, 140, 168, 191, 194, 214, 249], np.float64(3.3325600270598716))","([140], np.float64(104.67947658079218))","([10, 31, 34, 35, 39, 44, 60, 140, 168, 191, 194, 214, 249], np.float64(0.42108671104704554))","([10, 39, 140], np.float64(92.77445091404006))"
4,"([13, 45, 68, 78, 98, 169, 171, 200, 212, 230, 242], np.float64(89.93198918985576))","([], np.float64(125.87557876362914))","([37, 38, 45, 68, 78, 81, 98, 171, 172, 200, 212, 229, 244], np.float64(0.17920309525696798))","([], np.float64(125.48821199012967))"
5,"([3, 9, 30, 38, 55, 64, 99, 133, 151, 157, 185, 190, 206], np.float64(1.9178735192133276))","([], np.float64(121.46710337071019))","([3, 9, 30, 38, 55, 64, 99, 133, 151, 157, 185, 190, 206], np.float64(0.15596653116174555))","([], np.float64(121.93747556892976))"
6,"([6, 30, 77, 96, 139, 186, 221, 233], np.float64(91.71152168307907))","([], np.float64(123.73543806941947))","([6, 49, 74, 76, 77, 96, 104, 148, 186, 188, 192, 221, 233], np.float64(0.21663262341545295))","([], np.float64(123.94706437187793))"
7,"([22, 73, 81, 82, 83, 114, 146, 155, 171, 208, 211, 220, 245], np.float64(0.7760986220700786))","([], np.float64(115.90663229477067))","([22, 73, 81, 82, 83, 114, 146, 155, 171, 208, 211, 220, 245], np.float64(0.14494637446313496))","([245], np.float64(114.24836751815552))"
8,"([16, 40, 44, 64, 99, 149, 158, 162, 167, 191, 201, 230, 243], np.float64(1.9160552011485275))","([99], np.float64(115.61326776505466))","([16, 40, 44, 64, 99, 149, 158, 162, 167, 191, 201, 230, 243], np.float64(0.12098756674680211))","([99], np.float64(114.41530766777267))"
9,"([25, 56, 62, 87, 89, 124, 131, 149, 156, 176, 182, 189, 229, 232], np.float64(2.4825679334163007))","([], np.float64(113.07278826314037))","([25, 62, 87, 89, 124, 131, 149, 150, 156, 176, 182, 189, 229, 232], np.float64(0.7151084401958022))","([], np.float64(113.09551676852858))"
10,"([16, 66, 75, 87, 107, 116, 139, 150, 188, 244], np.float64(87.91355903712295))","([], np.float64(111.75316482370401))","([3, 7, 12, 16, 66, 87, 107, 116, 139, 151, 156, 210, 238], np.float64(0.1335730693170435))","([116], np.float64(108.352563207767))"
11,"([11, 26, 59, 79, 96, 97, 128, 181, 248], np.float64(77.21099797056584))","([], np.float64(122.65573627895472))","([11, 43, 59, 70, 76, 79, 96, 112, 128, 152, 161, 181, 248], np.float64(0.2912472324142983))","([], np.float64(122.25112610088294))"
12,"([25, 28, 40, 44, 46, 74, 125, 162, 204, 239], np.float64(108.42084280355778))","([25], np.float64(113.46791752367167))","([25, 40, 42, 48, 51, 62, 90, 125, 162, 186, 187, 204, 239], np.float64(0.18596959703081165))","([25], np.float64(112.55181669715206))"
13,"([71, 133, 140, 141, 154, 160, 176, 179, 217, 221, 234, 243, 246], np.float64(0.954369020176695))","([133], np.float64(122.17137799203597))","([71, 129, 133, 140, 141, 154, 160, 176, 179, 217, 221, 234, 243, 246], np.float64(0.7867374187812132))","([133, 176], np.float64(113.64790884378563))"
14,"([5, 61, 62, 66, 80, 136, 152, 153, 167, 193, 196, 226, 229], np.float64(0.8231715349135006))","([66], np.float64(124.5825778990186))","([5, 61, 62, 66, 80, 91, 136, 152, 153, 167, 193, 196, 226, 229, 233], np.float64(0.9142408872921621))","([66], np.float64(125.26348040962864))"
15,"([41, 50, 80, 134, 160, 165, 195, 211, 220, 229, 245], np.float64(87.20094036211931))","([80, 220], np.float64(109.50835324251342))","([32, 50, 80, 115, 153, 160, 165, 167, 174, 211, 220, 241, 245], np.float64(0.11393796404847845))","([80, 220, 245], np.float64(86.40967506687852))"
16,"([8, 22, 25, 53, 71, 132, 147, 152, 156, 164, 165, 171, 212, 235], np.float64(96.94170676829297))","([], np.float64(134.15845767703573))","([25, 53, 71, 78, 81, 116, 147, 148, 156, 167, 171, 212, 243], np.float64(0.2562817779381074))","([171, 212], np.float64(108.31102202399346))"
17,"([8, 46, 85, 87, 106, 107, 109, 113, 135, 166, 190, 191, 202, 240], np.float64(2.567821811421682))","([87], np.float64(115.56840197320516))","([8, 46, 85, 87, 106, 107, 109, 113, 135, 190, 191, 202, 240], np.float64(0.21752336468796354))","([85, 87], np.float64(101.52822681702685))"
18,"([21, 27, 32, 120, 131, 163, 182, 193, 206, 218, 220, 231, 238], np.float64(1.502775150530238))","([], np.float64(120.62248878473699))","([21, 27, 32, 120, 131, 163, 182, 193, 206, 218, 220, 231, 238], np.float64(0.24627989453875193))","([131], np.float64(112.16261913102488))"
19,"([21, 33, 57, 58, 88, 114, 122, 133, 164, 170, 183, 208, 231], np.float64(3.2187768721583034))","([], np.float64(116.60617270030369))","([21, 33, 57, 58, 88, 114, 122, 133, 164, 170, 183, 208, 231], np.float64(0.45662148685988735))","([33], np.float64(114.41384592436009))"
20,"([2, 32, 42, 79, 120, 126, 146, 173, 190, 192, 194, 228, 237], np.float64(1.5059359792788904))","([], np.float64(124.59903467037972))","([2, 32, 42, 79, 120, 126, 146, 173, 190, 192, 194, 228, 237], np.float64(0.3275596619461545))","([], np.float64(124.28018939049373))"
21,"([1, 23, 35, 57, 82, 97, 119, 143, 155, 197, 198, 226, 230, 240], np.float64(6.287790553480515))","([], np.float64(116.20988165698395))","([1, 23, 35, 57, 82, 97, 119, 143, 155, 197, 198, 230, 240], np.float64(0.3368460654939537))","([197], np.float64(123.71531073950467))"
22,"([6, 40, 46, 64, 65, 66, 83, 86, 93, 129, 155, 173, 174, 230], np.float64(55.917449203794135))","([65], np.float64(112.12052351097728))","([6, 46, 64, 65, 66, 71, 85, 86, 93, 129, 150, 173, 174], np.float64(0.40873177029598684))","([65], np.float64(111.26312395224542))"
23,"([14, 17, 51, 76, 80, 93, 153, 170, 181, 183, 200, 211, 234, 242], np.float64(3.433723019557083))","([], np.float64(120.08473390109063))","([14, 17, 51, 76, 80, 93, 153, 170, 181, 183, 200, 234, 242], np.float64(0.22488115904133735))","([14], np.float64(111.94259383805256))"
