run_id,harderLASSO ANN,LASSO ANN,harderLASSO linear,LASSO linear
0,"([], np.float64(0.011186473202458082))","([], np.float64(0.01103818519109212))","([], np.float64(0.011194361086999617))","([], np.float64(0.011014923885022121))"
1,"([], np.float64(0.012014658894157705))","([], np.float64(0.012150889170464474))","([], np.float64(0.012160352220967674))","([], np.float64(0.01198342531344232))"
2,"([], np.float64(0.00015798132991134972))","([], np.float64(0.00014796845733071418))","([], np.float64(0.00016585643198853417))","([], np.float64(0.00016505789528887488))"
3,"([], np.float64(0.0036634032554844352))","([], np.float64(0.0035671060578303937))","([], np.float64(0.0036645379442177416))","([], np.float64(0.00356742156117397))"
4,"([], np.float64(0.009576323154771917))","([], np.float64(0.00945250416647886))","([248], np.float64(0.15634764495717218))","([], np.float64(0.009458107314147535))"
5,"([], np.float64(0.0004628217570278071))","([], np.float64(0.0004654491251782217))","([], np.float64(0.00046060852830814847))","([], np.float64(0.0005000237787955997))"
6,"([], np.float64(0.026669647110541206))","([], np.float64(0.026465950860892425))","([], np.float64(0.026718460808696994))","([], np.float64(0.02642396143435399))"
7,"([], np.float64(0.001509284157405824))","([], np.float64(0.0015564639458895968))","([], np.float64(0.0015604196638392546))","([], np.float64(0.0015046642912539543))"
8,"([], np.float64(0.000995443957391498))","([], np.float64(0.0009884019836346042))","([], np.float64(0.0009512973661509605))","([], np.float64(0.0010036617600462372))"
9,"([198], np.float64(0.3977705983530832))","([198], np.float64(0.392479704713109))","([198], np.float64(0.4050762967295401))","([198], np.float64(0.40371049417935995))"
10,"([223], np.float64(0.1648634690857047))","([223], np.float64(0.2614578565654506))","([223], np.float64(0.16426482861462352))","([223], np.float64(0.16422205468282058))"
11,"([], np.float64(0.0007242086265402126))","([], np.float64(0.0006916265149802294))","([], np.float64(0.0006823008908353329))","([], np.float64(0.0006823341705421981))"
12,"([], np.float64(0.0009061042542287714))","([], np.float64(0.0009477015426523663))","([], np.float64(0.0009065139372448905))","([], np.float64(0.0009524890174725797))"
13,"([], np.float64(0.0031260225165809096))","([], np.float64(0.003119737164845163))","([], np.float64(0.0031069466375779897))","([], np.float64(0.0031197267611224877))"
14,"([233], np.float64(0.30155073997517484))","([233], np.float64(0.30087370386775925))","([233], np.float64(0.3149853321936673))","([233], np.float64(0.31444196534968727))"
15,"([], np.float64(0.01416730166871988))","([], np.float64(0.01427427019005112))","([], np.float64(0.014311171471652395))","([], np.float64(0.014112503396133626))"
16,"([], np.float64(0.0075956536577246325))","([], np.float64(0.007717060390577624))","([], np.float64(0.007722214860129971))","([], np.float64(0.00759474980221686))"
17,"([], np.float64(0.0026974000088220706))","([], np.float64(0.0023402757188206724))","([], np.float64(0.0024120400958900366))","([], np.float64(0.0024123811424251605))"
18,"([], np.float64(0.06647980970652244))","([], np.float64(0.0658169157446986))","([205], np.float64(0.3307662821736524))","([205], np.float64(0.33038019777699607))"
19,"([], np.float64(0.03859673991147817))","([], np.float64(0.03888016510607972))","([], np.float64(0.03890912370632572))","([], np.float64(0.038595088824760156))"
20,"([], np.float64(0.026269502889617376))","([], np.float64(0.026474634965901522))","([], np.float64(0.026241156553521213))","([], np.float64(0.026242320045653855))"
21,"([], np.float64(0.018326049857471993))","([], np.float64(0.018507932254108402))","([], np.float64(0.018323786599847344))","([], np.float64(0.01852107497148925))"
22,"([], np.float64(1.7826979015029502e-06))","([], np.float64(8.450080688491738e-07))","([], np.float64(2.75691292962732e-06))","([], np.float64(2.767683026532776e-06))"
23,"([], np.float64(0.0029186654006286283))","([], np.float64(0.0029491174105447104))","([], np.float64(0.002871968719688811))","([], np.float64(0.0028719543455469343))"
24,"([], np.float64(6.396622960326559e-05))","([], np.float64(7.757686117718446e-05))","([], np.float64(6.547776846034525e-05))","([], np.float64(7.762273844949888e-05))"
25,"([], np.float64(0.000539816265912943))","([], np.float64(0.00042957807684041236))","([], np.float64(0.0003984568190069787))","([], np.float64(0.00042994235999917196))"
26,"([], np.float64(0.00018864846095900756))","([], np.float64(0.00018705905709585308))","([], np.float64(0.00018938005851559803))","([], np.float64(0.00018927802780310205))"
27,"([], np.float64(0.003917932850730443))","([], np.float64(0.003330507665035898))","([], np.float64(0.003256960887071739))","([], np.float64(0.003256684936126464))"
28,"([], np.float64(4.1002454883570975e-07))","([], np.float64(2.0092264270254673e-09))","([], np.float64(5.654446907249296e-10))","([], np.float64(3.291571141660814e-10))"
29,"([], np.float64(0.0009287876075388426))","([], np.float64(0.000930207754242244))","([], np.float64(0.0008872909071922508))","([], np.float64(0.0008871914837076944))"
30,"([], np.float64(0.009499687852327967))","([], np.float64(0.009489891295083375))","([], np.float64(0.009480858608612586))","([], np.float64(0.009628712201004199))"
31,"([], np.float64(0.019366548598718444))","([], np.float64(0.01916634683056273))","([], np.float64(0.019166334452833885))","([], np.float64(0.019395856932608032))"
32,"([], np.float64(7.073385319072978e-05))","([], np.float64(7.03982432882508e-05))","([], np.float64(8.312038169650068e-05))","([], np.float64(8.254489985496175e-05))"
33,"([], np.float64(0.013883261208660125))","([], np.float64(0.013893107516247895))","([], np.float64(0.013711842994259595))","([], np.float64(0.013891600578465337))"
34,"([], np.float64(0.08409894075727209))","([], np.float64(0.08447427542126107))","([], np.float64(0.084015162797769))","([], np.float64(0.0840513612282132))"
35,"([], np.float64(0.03639326120838948))","([], np.float64(0.03619195333416792))","([], np.float64(0.03616269819362117))","([], np.float64(0.03615216334550398))"
36,"([], np.float64(0.025442290192378755))","([], np.float64(0.02521357075233599))","([], np.float64(0.025050369736707486))","([], np.float64(0.02528125884026977))"
37,"([], np.float64(0.006053457651788108))","([], np.float64(0.006055886774508023))","([], np.float64(0.005943963290944376))","([], np.float64(0.006072504820750169))"
38,"([], np.float64(0.0024202916128684415))","([], np.float64(0.002428302045111297))","([], np.float64(0.0023523253008193024))","([], np.float64(0.0023420782269634177))"
39,"([], np.float64(5.9792180558737584e-05))","([], np.float64(5.848113531810155e-05))","([], np.float64(5.977270931684098e-05))","([], np.float64(4.918932879011498e-05))"
40,"([], np.float64(2.991894363118706e-08))","([], np.float64(1.0094012042167707e-06))","([], np.float64(1.4756506410090828e-08))","([], np.float64(1.5344589558626432e-08))"
41,"([], np.float64(0.000468673606095208))","([], np.float64(0.0003220143000315506))","([], np.float64(0.00032217723269440177))","([], np.float64(0.00035155023458867396))"
42,"([], np.float64(0.004495770777917462))","([], np.float64(0.004585666873936134))","([], np.float64(0.004489778992113003))","([], np.float64(0.004489667164794042))"
43,"([47], np.float64(0.2425433187766995))","([47], np.float64(0.24186658903647873))","([47], np.float64(0.24863393059222635))","([47], np.float64(0.24765986119704736))"
44,"([], np.float64(0.029886637032960017))","([], np.float64(0.03001724219144819))","([], np.float64(0.029766553050889263))","([], np.float64(0.03004317320472993))"
45,"([], np.float64(0.0202874870806804))","([], np.float64(0.021881427785708004))","([], np.float64(0.02161777588139646))","([], np.float64(0.021856355183572873))"
46,"([], np.float64(4.5967616179237254e-05))","([], np.float64(4.153609759188272e-05))","([], np.float64(5.299357979801026e-05))","([], np.float64(5.324622816802621e-05))"
47,"([], np.float64(0.0001246439059690999))","([], np.float64(0.00013888514070054328))","([], np.float64(0.00012198545315124462))","([], np.float64(0.0001407948948152849))"
48,"([], np.float64(0.0014269654430410506))","([], np.float64(0.0014238675488348477))","([], np.float64(0.0014828521376699655))","([], np.float64(0.0014910652495120494))"
49,"([], np.float64(0.025865250737134637))","([], np.float64(0.026056470150454203))","([], np.float64(0.02612745695371732))","([], np.float64(0.025870345959072557))"
50,"([], np.float64(0.0007219655289105731))","([], np.float64(0.0007937494986607654))","([89], np.float64(0.26294654413402824))","([], np.float64(0.0008406178808143019))"
51,"([113], np.float64(0.24186928101317975))","([113], np.float64(0.22559515874879965))","([113], np.float64(0.22562912952439934))","([113], np.float64(0.2249268939066385))"
52,"([], np.float64(0.0064518279369734635))","([], np.float64(0.006454034030684008))","([], np.float64(0.006455422758350204))","([], np.float64(0.006455481423410846))"
53,"([], np.float64(0.00033959913598699884))","([], np.float64(0.0003308782081600271))","([], np.float64(0.0003394693990233267))","([], np.float64(0.0003395357059302085))"
54,"([], np.float64(7.272031025112228e-06))","([], np.float64(4.288468878657116e-06))","([], np.float64(4.766972644590155e-06))","([], np.float64(8.416500602336516e-06))"
55,"([], np.float64(6.064253872417602e-05))","([], np.float64(5.122528543793914e-05))","([], np.float64(6.289588012410585e-05))","([], np.float64(5.202064787233918e-05))"
56,"([], np.float64(0.03306825774874156))","([], np.float64(0.03312184535288054))","([], np.float64(0.032818649723991074))","([], np.float64(0.033079948550334366))"
57,"([], np.float64(0.032138811863561045))","([], np.float64(0.03216921396620643))","([], np.float64(0.032174538083806555))","([], np.float64(0.03221086715984734))"
58,"([], np.float64(0.006928777682877973))","([], np.float64(0.0064084043419152525))","([], np.float64(0.006271062141341376))","([], np.float64(0.006270351787297789))"
59,"([], np.float64(5.5963882769013514e-05))","([], np.float64(5.7797812007588186e-05))","([], np.float64(5.6275649032346915e-05))","([], np.float64(4.5236031607429285e-05))"
60,"([], np.float64(0.0030340748274104855))","([], np.float64(0.003041032563801519))","([], np.float64(0.0030450184516062216))","([], np.float64(0.0031276856782006678))"
61,"([], np.float64(0.00765722113946854))","([], np.float64(0.007776484706881136))","([], np.float64(0.0076508501383343855))","([], np.float64(0.007632967638213694))"
62,"([], np.float64(0.01512777468873594))","([], np.float64(0.015324689873887687))","([], np.float64(0.015101077540908893))","([], np.float64(0.01529712648029863))"
