run_id,harderLASSO ANN,LASSO ANN,harderLASSO linear,LASSO linear
0,"([26, 40, 57, 71, 74, 87, 109, 115, 124, 165, 199, 217, 234, 243, 249], np.float64(75.07811269185832))","([], np.float64(155.73967442777052))","([26, 40, 57, 71, 74, 81, 87, 97, 115, 165, 199, 214, 217, 234, 243, 249], np.float64(0.3878170493598469))","([165], np.float64(144.2763387129294))"
1,"([20, 141, 145, 166, 210, 214, 220, 230], np.float64(130.7055432325585))","([], np.float64(145.91302878164117))","([8, 21, 57, 61, 82, 91, 103, 130, 141, 145, 150, 160, 163, 210, 220, 230], np.float64(0.25498635881785453))","([214], np.float64(156.86102459433405))"
2,"([2, 3, 27, 45, 111, 118, 127, 161, 188, 189, 201, 216], np.float64(133.91935805023266))","([], np.float64(135.92600271341564))","([2, 3, 14, 23, 27, 40, 43, 45, 96, 128, 171, 188, 189, 196, 200, 201], np.float64(0.3839369142969414))","([], np.float64(136.28499257510092))"
3,"([21, 51, 54, 103, 106, 112, 144, 145, 151, 152, 166, 205, 212, 216, 220, 247], np.float64(2.8448873180719465))","([], np.float64(151.9033395633708))","([21, 51, 54, 103, 106, 112, 144, 145, 151, 152, 166, 205, 212, 216, 220, 247], np.float64(0.19356581291336414))","([], np.float64(151.7525276549891))"
4,"([33, 44, 58, 67, 107, 130, 145, 150, 157, 158, 171, 188, 224, 240, 243], np.float64(46.60492289383424))","([], np.float64(143.27251247491554))","([44, 58, 67, 107, 130, 145, 150, 158, 168, 171, 179, 188, 224, 225, 240, 243], np.float64(0.15250724665708923))","([], np.float64(143.77815303024457))"
5,"([37, 65, 67, 74, 77, 78, 89, 127, 142, 168, 171, 173, 174, 221, 225, 227], np.float64(0.6655591293253318))","([], np.float64(155.09016405945204))","([37, 65, 67, 74, 77, 78, 89, 127, 142, 168, 171, 173, 174, 221, 225, 227], np.float64(0.22411912489337096))","([221], np.float64(148.34765137047245))"
6,"([4, 30, 34, 39, 61, 70, 77, 82, 98, 112, 209, 212, 229, 231], np.float64(79.08202289136912))","([], np.float64(144.5584450891221))","([17, 30, 34, 47, 60, 61, 70, 77, 80, 98, 112, 147, 209, 212, 229, 231], np.float64(0.16851898345449612))","([231], np.float64(141.6913127301552))"
7,"([8, 11, 12, 27, 45, 61, 71, 72, 82, 116, 123, 125, 156, 158, 182, 205, 232, 248], np.float64(44.63460696160655))","([], np.float64(153.10007467846108))","([11, 12, 13, 27, 45, 61, 71, 82, 116, 123, 156, 158, 182, 205, 218, 248], np.float64(0.46733637740402434))","([], np.float64(152.80080705818912))"
8,"([0, 2, 25, 31, 48, 66, 81, 84, 126, 150, 172, 196, 229], np.float64(113.67176385227928))","([2], np.float64(147.76779385587855))","([0, 2, 25, 31, 66, 83, 84, 106, 110, 119, 143, 172, 196, 229, 242, 244], np.float64(0.20649173609984042))","([2], np.float64(143.77031610911575))"
9,"([40, 44, 51, 101, 115, 118, 120, 133, 155, 156, 161, 168, 185, 194, 211, 218], np.float64(0.5620430392937379))","([], np.float64(145.26023555315416))","([40, 44, 51, 101, 115, 118, 120, 133, 155, 156, 161, 168, 185, 194, 198, 211, 218], np.float64(0.9173469791606494))","([133, 161], np.float64(133.4997253838704))"
10,"([30, 51, 59, 88, 92, 117, 123, 201, 224, 241], np.float64(129.82248194313595))","([92], np.float64(145.3185062799824))","([13, 26, 27, 30, 45, 49, 51, 88, 92, 96, 107, 123, 194, 196, 225, 241], np.float64(0.510863247258186))","([92, 117], np.float64(161.09156582127693))"
11,"([11, 17, 58, 64, 71, 87, 98, 104, 122, 147, 158, 172, 175, 198, 199, 233], np.float64(1.005425564923475))","([], np.float64(145.52886248178018))","([11, 17, 58, 64, 71, 87, 98, 104, 122, 147, 158, 172, 175, 198, 199, 233], np.float64(0.5509582372589455))","([11], np.float64(142.30499852454702))"
12,"([13, 29, 36, 51, 54, 56, 84, 101, 119, 123, 138, 144, 168, 173, 194, 210], np.float64(1.9875169879544319))","([], np.float64(141.7944860336519))","([13, 19, 29, 36, 51, 54, 56, 84, 101, 119, 123, 138, 144, 168, 173, 194, 210], np.float64(0.4535470625935941))","([], np.float64(142.47984731145374))"
