run_id,harderLASSO ANN,LASSO ANN,harderLASSO linear,LASSO linear
0,"([49, 74, 145, 155, 180, 219], np.float64(1.291762200630674))","([], np.float64(55.693969347572015))","([49, 74, 145, 155, 180, 219], np.float64(0.1337392951692567))","([180], np.float64(47.38986103891244))"
1,"([9, 40, 77, 91, 155, 173], np.float64(0.3589823192271651))","([9, 91, 173], np.float64(30.755705382899954))","([9, 40, 77, 91, 155, 173], np.float64(0.1418236100717787))","([9, 77, 91, 155, 173], np.float64(9.744103846025592))"
2,"([105, 168, 198, 210, 219, 242], np.float64(0.2150315749018466))","([168], np.float64(45.05109996863266))","([105, 168, 198, 210, 219, 242], np.float64(0.06462274261329472))","([105, 168, 210, 219], np.float64(18.579935331421186))"
3,"([14, 35, 109, 128, 193, 212], np.float64(1.2234772483731753))","([109], np.float64(44.64048805139311))","([14, 35, 109, 128, 193, 212], np.float64(0.07883703749929655))","([109, 128], np.float64(36.89592765551073))"
4,"([53, 98, 117, 197, 210, 228], np.float64(0.654886638729191))","([53], np.float64(46.23422734600259))","([53, 98, 117, 197, 210, 228, 248], np.float64(0.20771393810395933))","([53, 98, 117, 228], np.float64(18.613748861217218))"
5,"([55, 79, 106, 118, 161, 179], np.float64(0.1805209616309745))","([55, 106], np.float64(39.86495009371899))","([55, 79, 106, 118, 161, 179], np.float64(0.1406229781006896))","([55, 106, 161, 179], np.float64(19.849745952015727))"
6,"([107, 149, 173, 239, 243, 249], np.float64(0.82795545029092))","([], np.float64(54.420219110587254))","([107, 149, 173, 239, 243, 249], np.float64(0.05005193526516307))","([149, 239, 243], np.float64(28.85372737390484))"
7,"([26, 73, 105, 113, 164, 223], np.float64(0.27991279177025075))","([], np.float64(60.00531221865841))","([26, 73, 105, 113, 164, 223], np.float64(0.07152076689264962))","([113], np.float64(50.22373726629619))"
8,"([19, 76, 164, 218, 227, 241], np.float64(0.4086165538477106))","([19, 164], np.float64(35.04631801266207))","([19, 76, 164, 218, 227, 241], np.float64(0.06373850646053415))","([19, 76, 164, 218, 227, 241], np.float64(0.06200080380407763))"
9,"([53, 86, 115, 125, 231, 240], np.float64(0.5340893917282592))","([115], np.float64(46.77458128137837))","([53, 86, 115, 125, 150, 231, 240], np.float64(0.45708534060318057))","([86, 115, 125, 231, 240], np.float64(10.30833719960162))"
10,"([52, 99, 121, 137, 188, 240], np.float64(0.9222623292303537))","([99, 137], np.float64(38.201363847269164))","([52, 99, 121, 137, 188, 223, 240], np.float64(0.27172373252437343))","([52, 99, 137, 240], np.float64(18.889361472976766))"
11,"([11, 23, 55, 129, 147, 163], np.float64(0.23083999618998075))","([], np.float64(55.66347955334193))","([11, 23, 55, 129, 147, 163], np.float64(0.08322490653191258))","([11, 147, 163], np.float64(26.66469581301296))"
12,"([12, 84, 92, 132, 207, 222], np.float64(0.3292984642513022))","([132], np.float64(47.131500949066464))","([12, 84, 92, 132, 207, 222], np.float64(0.06153490710118173))","([132], np.float64(47.1227196571667))"
13,"([33, 105, 107, 206, 221, 232], np.float64(0.44262651874571973))","([105], np.float64(44.08594957927563))","([33, 105, 107, 206, 221, 232], np.float64(0.05688827945681039))","([105, 221], np.float64(36.2187438292894))"
14,"([86, 136, 184, 200, 220, 234], np.float64(1.6910116899168874))","([200], np.float64(53.015131030030595))","([86, 136, 184, 200, 220, 233, 234], np.float64(0.35909396661728205))","([200, 220, 234], np.float64(30.566447276224878))"
15,"([46, 86, 95, 107, 132, 137], np.float64(0.7194350381532306))","([86], np.float64(46.59588531642973))","([46, 86, 95, 107, 132, 137], np.float64(0.15748513883205906))","([86, 95, 132], np.float64(25.312537161912168))"
16,"([5, 30, 75, 94, 181, 202], np.float64(0.3754740829528338))","([30, 94, 181], np.float64(29.687423991200383))","([5, 30, 75, 94, 181, 202], np.float64(0.23274702263776595))","([30, 94, 181, 202], np.float64(22.797127104398896))"
17,"([109, 131, 182, 199, 214, 244], np.float64(0.4055180938255203))","([109, 182, 244], np.float64(27.476700549194867))","([109, 131, 182, 199, 214, 244], np.float64(0.17528635705739734))","([109, 131, 182, 244], np.float64(18.703762946820184))"
18,"([7, 27, 55, 70, 72, 201], np.float64(0.3306072677568414))","([201], np.float64(45.94008473190399))","([7, 27, 55, 70, 72, 201, 205], np.float64(0.46680340804011633))","([72, 201], np.float64(35.973438070169415))"
19,"([75, 81, 111, 193, 197, 204], np.float64(1.5140981734383623))","([75, 111, 197], np.float64(28.10417990968041))","([75, 81, 111, 193, 197, 204], np.float64(0.2520971144870931))","([75, 111, 197], np.float64(27.866723534008308))"
