run_id,harderLASSO ANN,LASSO ANN,harderLASSO linear,LASSO linear
0,"([29, 58, 72, 74, 83, 111, 171, 175, 181], np.float64(0.28275214087997214))","([171], np.float64(77.37215469553587))","([29, 58, 72, 74, 83, 111, 171, 175, 181], np.float64(0.07724815075982444))","([171], np.float64(77.28151336469091))"
1,"([7, 81, 95, 133, 144, 162, 170, 218, 226], np.float64(0.5413523294946201))","([], np.float64(76.20210119643824))","([7, 81, 95, 133, 144, 162, 170, 218, 226], np.float64(0.11239204831469987))","([81], np.float64(73.89602202956665))"
2,"([20, 47, 67, 100, 108, 145, 176, 186, 203], np.float64(0.9838354660693415))","([], np.float64(79.37822209717497))","([20, 47, 67, 100, 108, 145, 176, 186, 203], np.float64(0.11665497360334552))","([109], np.float64(89.74816252738131))"
3,"([54, 80, 85, 90, 126, 166, 171, 189, 202], np.float64(1.4647007110574932))","([], np.float64(83.05314497064302))","([54, 80, 85, 90, 126, 166, 171, 189, 202], np.float64(0.19098730264295874))","([], np.float64(82.93117833107308))"
4,"([27, 83, 94, 130, 139, 220, 235, 242, 244], np.float64(2.36545983417046))","([94, 220], np.float64(63.21455403396456))","([27, 83, 94, 130, 139, 220, 235, 242, 244], np.float64(0.2510970871082359))","([94, 220], np.float64(63.1256599741006))"
5,"([41, 45, 51, 54, 81, 88, 106, 122, 124], np.float64(0.6994206965390042))","([], np.float64(91.3511907693578))","([41, 45, 51, 54, 81, 88, 106, 122, 124], np.float64(0.15563893672649015))","([41], np.float64(81.31419455104198))"
6,"([45, 73, 105, 114, 116, 118, 136, 174, 210], np.float64(1.4242819307005983))","([], np.float64(82.81204305213268))","([45, 73, 105, 114, 116, 118, 136, 174, 210], np.float64(0.0824135370557551))","([45, 73, 105], np.float64(58.0080131499042))"
7,"([6, 20, 92, 110, 155, 181, 196, 198, 207], np.float64(0.607995087491406))","([], np.float64(77.48329390670027))","([6, 20, 92, 110, 155, 181, 196, 198, 207], np.float64(0.23048445536459455))","([20, 110, 207], np.float64(60.8615849543776))"
8,"([34, 62, 78, 84, 99, 129, 151, 219, 236], np.float64(0.1964838490121203))","([], np.float64(78.05397486562433))","([34, 62, 78, 84, 99, 129, 151, 219, 236], np.float64(0.06965531176021621))","([], np.float64(78.07622907446593))"
9,"([48, 61, 66, 75, 84, 120, 176, 216, 234], np.float64(1.4453751394205805))","([], np.float64(78.5017993530122))","([48, 61, 66, 75, 84, 120, 176, 216, 234], np.float64(0.2182402342148734))","([], np.float64(78.39913454587618))"
10,"([4, 48, 51, 67, 92, 128, 155, 174, 218], np.float64(0.530956365962167))","([], np.float64(84.14857243715079))","([4, 48, 51, 67, 92, 128, 155, 174, 218], np.float64(0.25864674572792795))","([174], np.float64(73.1464148612746))"
11,"([38, 42, 52, 67, 129, 141, 154, 182, 230], np.float64(0.575266679613557))","([], np.float64(82.41308564156228))","([38, 42, 52, 67, 129, 141, 154, 182, 230], np.float64(0.24863731879295045))","([42, 182], np.float64(62.22430095113512))"
12,"([5, 26, 64, 77, 82, 97, 116, 152, 228], np.float64(1.7000593020609498))","([], np.float64(87.06765185741554))","([5, 26, 64, 77, 82, 97, 116, 152, 228], np.float64(0.10747910764650064))","([116], np.float64(78.71150800058278))"
13,"([37, 44, 47, 54, 72, 109, 198, 217, 237], np.float64(2.4963153110195426))","([72, 198], np.float64(62.51851456459366))","([37, 44, 47, 54, 72, 109, 198, 217, 237], np.float64(0.12028951042403688))","([54, 72, 198], np.float64(52.82942878819659))"
14,"([67, 100, 106, 111, 132, 142, 155, 222, 228], np.float64(0.8828728205431287))","([132], np.float64(82.22889219123311))","([67, 100, 106, 111, 132, 142, 155, 222, 228, 233], np.float64(0.44492984538775454))","([111, 132, 142], np.float64(60.92414145183083))"
15,"([57, 133, 137, 146, 155, 204, 208, 226, 240], np.float64(2.3860634019055307))","([], np.float64(79.11967464743488))","([57, 133, 137, 146, 155, 204, 208, 226, 240], np.float64(0.17382126649463492))","([137], np.float64(70.53576430638871))"
16,"([40, 44, 49, 71, 84, 123, 182, 186, 189, 209], np.float64(1.234240907827192))","([], np.float64(81.10925887107278))","([40, 44, 49, 71, 84, 123, 182, 186, 189], np.float64(0.12464061614483976))","([186], np.float64(75.06950986880197))"
17,"([0, 1, 12, 65, 84, 157, 167, 190, 219, 226], np.float64(1.9458940866405918))","([], np.float64(78.42367569238552))","([0, 1, 12, 65, 84, 157, 190, 219, 226], np.float64(0.123586293161494))","([12], np.float64(69.84290550876109))"
18,"([67, 79, 108, 129, 130, 214, 227, 245, 247], np.float64(1.0388052416369755))","([], np.float64(78.91799484069406))","([67, 79, 108, 129, 130, 205, 214, 227, 245, 247], np.float64(0.4511206136479366))","([129, 245], np.float64(61.93498200896446))"
19,"([16, 35, 36, 49, 79, 180, 185, 189, 194, 208, 230], np.float64(4.790116840944226))","([], np.float64(83.56113161551012))","([36, 49, 79, 180, 185, 189, 194, 208, 230], np.float64(0.16547278331913495))","([49], np.float64(73.55386131274307))"
20,"([6, 53, 77, 154, 160, 172, 178, 197, 205], np.float64(2.8234952809402865))","([178], np.float64(71.74586607450972))","([6, 53, 77, 154, 160, 172, 178, 197, 205], np.float64(0.20928614560388142))","([178], np.float64(71.75174300681653))"
