run_id,harderLASSO ANN,LASSO ANN,harderLASSO linear,LASSO linear
29,"([44, 50, 67, 68, 160, 161, 191, 200, 207, 231], np.float64(2.287740725877289))","([160, 161, 231], np.float64(65.68301100991492))","([44, 50, 67, 68, 160, 161, 191, 200, 207, 231], np.float64(0.17079024210657837))","([67, 160, 161, 231], np.float64(55.316284877615296))"
30,"([80, 94, 124, 130, 194, 196, 204, 218, 224, 235], np.float64(3.636187136511665))","([124], np.float64(86.60512777070156))","([80, 94, 124, 130, 194, 196, 204, 218, 224, 235], np.float64(0.18809180078149745))","([124, 194], np.float64(77.2564262846271))"
31,"([2, 3, 68, 92, 124, 137, 183, 200, 214, 237], np.float64(2.7545571288010464))","([92], np.float64(86.42519571690713))","([2, 3, 68, 92, 124, 137, 183, 200, 214, 237], np.float64(0.5616820262961585))","([92, 137, 214], np.float64(63.78969112202148))"
32,"([3, 34, 51, 93, 136, 139, 147, 188, 199, 228], np.float64(1.8753984678070208))","([], np.float64(87.24259736429755))","([3, 34, 51, 93, 136, 139, 147, 188, 199, 228], np.float64(0.12334246050746787))","([], np.float64(87.03635696102333))"
33,"([34, 60, 85, 89, 90, 200, 204, 207, 214, 238], np.float64(1.5255008716344194))","([60], np.float64(79.62936619341029))","([34, 60, 85, 89, 90, 200, 204, 207, 214, 238], np.float64(0.2114610072670712))","([60, 214], np.float64(75.91633911464702))"
34,"([58, 71, 75, 84, 92, 160, 164, 202, 219, 248], np.float64(1.3563230160942648))","([], np.float64(91.93801138677718))","([58, 71, 75, 84, 92, 160, 164, 202, 219, 248], np.float64(0.1425032417171722))","([248], np.float64(83.14618261650074))"
35,"([12, 18, 34, 42, 88, 136, 159, 194, 216, 232], np.float64(0.2723376756229371))","([136, 232], np.float64(76.69393208809005))","([12, 18, 34, 42, 88, 136, 159, 194, 216, 232], np.float64(0.0920251434844061))","([42, 136, 232], np.float64(65.69422936956215))"
36,"([5, 6, 11, 68, 75, 110, 143, 162, 205, 229], np.float64(0.2117253969770433))","([], np.float64(87.99543768669966))","([5, 6, 11, 68, 75, 110, 143, 162, 205, 207, 229], np.float64(0.48607357169609405))","([143], np.float64(79.24184692920859))"
37,"([31, 39, 71, 81, 149, 187, 224, 231, 236, 248], np.float64(2.6184778993527154))","([248], np.float64(87.6717514379897))","([31, 39, 71, 81, 149, 187, 224, 231, 236, 248], np.float64(0.1648236785476759))","([171, 248], np.float64(90.13901908896835))"
38,"([68, 93, 111, 117, 148, 154, 176, 194, 232, 247], np.float64(0.6088294807096236))","([194], np.float64(84.94176506998579))","([68, 93, 111, 117, 148, 154, 176, 194, 232, 247], np.float64(0.17871639834177203))","([93, 117, 154, 194], np.float64(56.144871831714134))"
39,"([12, 27, 51, 133, 136, 153, 175, 224, 225, 233], np.float64(1.278090342498277))","([], np.float64(90.20903419811356))","([12, 27, 51, 133, 136, 153, 175, 224, 225, 233], np.float64(0.2036212467056044))","([136], np.float64(80.33576986737401))"
40,"([2, 3, 41, 84, 101, 123, 142, 193, 234, 244], np.float64(1.6683292050992313))","([], np.float64(90.71789900833825))","([2, 3, 41, 84, 101, 123, 142, 193, 234, 244], np.float64(0.23853479307182238))","([101, 142], np.float64(72.86785557986452))"
41,"([21, 80, 81, 86, 100, 109, 157, 205, 227, 242], np.float64(1.1968932050219234))","([81, 109], np.float64(75.8270716424082))","([21, 80, 81, 86, 100, 109, 157, 205, 227, 242], np.float64(0.07780855677002332))","([80, 81, 86, 109, 205], np.float64(47.27634498392161))"
42,"([62, 65, 93, 120, 129, 133, 141, 182, 188, 196], np.float64(2.2650158930093))","([], np.float64(91.2490878144171))","([62, 65, 93, 120, 129, 133, 141, 182, 188, 196], np.float64(0.10341918100000146))","([], np.float64(91.47304305883753))"
43,"([62, 70, 95, 118, 123, 136, 174, 215, 216, 238], np.float64(0.5042035005368642))","([70], np.float64(87.01512525015687))","([62, 70, 95, 118, 123, 136, 174, 215, 216, 238], np.float64(0.08373362222768702))","([70, 215], np.float64(73.57373380401323))"
44,"([30, 42, 56, 78, 97, 132, 142, 164, 175, 206], np.float64(0.8437640085361152))","([], np.float64(88.83607653229167))","([30, 42, 56, 78, 97, 132, 142, 164, 175, 206], np.float64(0.16751301337971655))","([], np.float64(88.60943888125036))"
45,"([32, 73, 76, 108, 139, 164, 193, 228, 236, 240], np.float64(0.7660928811962111))","([], np.float64(85.23816698333077))","([32, 73, 76, 108, 139, 164, 193, 228, 236, 240], np.float64(0.5547645912933319))","([108], np.float64(77.96023514887715))"
46,"([3, 58, 65, 68, 69, 112, 164, 167, 208, 246], np.float64(2.603810847335263))","([], np.float64(95.57272927409679))","([3, 58, 65, 68, 69, 112, 164, 167, 208, 246], np.float64(0.22140532546462846))","([58], np.float64(84.27871543841734))"
47,"([14, 28, 33, 51, 79, 146, 159, 195, 211, 243], np.float64(0.9093392819761895))","([14, 243], np.float64(77.55355825720608))","([14, 28, 33, 51, 79, 146, 159, 195, 211, 243], np.float64(0.05708426238650084))","([14, 28, 47, 79, 211, 243], np.float64(46.89069091120806))"
48,"([60, 73, 89, 180, 184, 199, 238, 246], np.float64(31.697289269720585))","([238], np.float64(87.92727361472325))","([44, 60, 73, 89, 180, 184, 199, 228, 238, 246], np.float64(0.13073134668698977))","([73, 238, 246], np.float64(66.78869125997626))"
49,"([6, 58, 110, 136, 140, 143, 155, 179, 191, 219], np.float64(1.267548214281215))","([110], np.float64(87.45668359596917))","([6, 58, 110, 136, 140, 143, 155, 179, 191, 219], np.float64(0.23530332625969816))","([110], np.float64(87.56669083791785))"
50,"([5, 50, 85, 114, 132, 146, 159, 170, 198, 214], np.float64(4.508543681447629))","([132], np.float64(91.97825525130122))","([5, 50, 85, 114, 132, 146, 159, 170, 198, 214], np.float64(0.3724191317752349))","([85, 114, 132, 146, 217], np.float64(64.82554276806376))"
51,"([8, 141, 147, 157, 172, 182, 188, 189, 205, 214], np.float64(0.3110807209157531))","([], np.float64(90.4072320568613))","([8, 113, 141, 147, 157, 172, 182, 188, 189, 205, 214], np.float64(0.4957530443810112))","([141, 189], np.float64(69.173918338571))"
52,"([45, 48, 54, 79, 90, 105, 155, 187, 232, 243], np.float64(2.9481720345778295))","([232, 243], np.float64(80.73714313287698))","([45, 48, 54, 79, 90, 105, 155, 187, 232, 243], np.float64(0.1270347702352299))","([232, 243], np.float64(79.88639402942766))"
53,"([56, 67, 76, 78, 91, 94, 97, 117, 134, 167], np.float64(0.7482406356234756))","([], np.float64(90.13315433903952))","([56, 67, 76, 78, 91, 94, 97, 117, 134, 167], np.float64(0.255195888324805))","([94], np.float64(78.3048362194944))"
54,"([5, 23, 83, 86, 111, 150, 154, 159, 238, 249], np.float64(0.6684998327573136))","([23], np.float64(83.59920660776726))","([5, 23, 83, 86, 111, 150, 154, 159, 238, 249], np.float64(0.3633100576098059))","([23, 83, 154, 159], np.float64(57.04273326100762))"
55,"([43, 68, 103, 117, 122, 153, 187, 191, 217, 218], np.float64(2.705579690831035))","([], np.float64(87.61859972243244))","([43, 68, 103, 117, 122, 153, 187, 191, 217, 218], np.float64(0.356308512605861))","([153, 217, 218], np.float64(73.20499137082113))"
56,"([30, 32, 38, 92, 121, 157, 161, 165, 239, 240], np.float64(2.485056182015982))","([38], np.float64(91.50531972007774))","([30, 32, 38, 92, 121, 157, 161, 165, 239, 240], np.float64(0.18875826449260286))","([30, 38], np.float64(79.01780068660001))"
57,"([0, 7, 32, 66, 97, 102, 121, 123, 227, 234], np.float64(1.8403979668267172))","([], np.float64(93.62644575725385))","([0, 7, 32, 66, 97, 102, 121, 123, 227, 234], np.float64(0.2685041159533471))","([], np.float64(93.92408128002849))"
58,"([0, 13, 16, 17, 21, 39, 105, 139, 152, 186], np.float64(1.230921068190576))","([], np.float64(89.40468031693095))","([0, 13, 16, 17, 21, 39, 105, 139, 152, 186], np.float64(0.13818670396411953))","([0], np.float64(82.80646202426027))"
59,"([5, 34, 45, 63, 104, 145, 162, 167, 170, 215], np.float64(0.8214131851845433))","([104], np.float64(87.84585897997519))","([5, 34, 45, 63, 104, 145, 162, 167, 170, 215], np.float64(0.34899550464887635))","([63, 104, 215], np.float64(67.54191725561759))"
60,"([82, 131, 138, 157, 158, 182, 184, 220, 221, 235], np.float64(0.7645232444557934))","([182], np.float64(98.37103910683945))","([82, 131, 138, 157, 158, 182, 184, 220, 221, 235], np.float64(0.10702761027851847))","([182], np.float64(93.04241800775101))"
61,"([23, 36, 81, 83, 130, 137, 155, 158, 175, 227], np.float64(0.8401771560716353))","([], np.float64(92.43909368490453))","([23, 36, 81, 83, 130, 137, 155, 158, 175, 227], np.float64(0.2898412909533236))","([], np.float64(92.35038277499113))"
62,"([32, 38, 74, 106, 110, 129, 163, 204, 233, 235], np.float64(1.3421403471005764))","([], np.float64(96.76438527041634))","([32, 38, 74, 106, 110, 129, 163, 204, 233, 235], np.float64(0.061921828714175266))","([106, 235], np.float64(77.5165556528132))"
63,"([19, 20, 44, 117, 119, 139, 145, 164, 187, 244], np.float64(0.8207880145106624))","([], np.float64(81.87906237023763))","([19, 20, 44, 117, 119, 139, 145, 164, 187, 244], np.float64(0.1054129347019169))","([139], np.float64(75.34533928964787))"
64,"([19, 25, 28, 49, 54, 126, 148, 157, 161, 169, 249], np.float64(1.352107262331448))","([169], np.float64(86.4829532167392))","([25, 28, 49, 54, 126, 148, 157, 161, 169, 249], np.float64(0.2993175909825396))","([28, 49, 169], np.float64(68.57024676316337))"
65,"([5, 46, 54, 90, 104, 120, 135, 179, 191, 204], np.float64(1.7499029938739068))","([], np.float64(88.36794905468275))","([5, 46, 54, 90, 104, 120, 135, 179, 191, 204], np.float64(0.12894019571586432))","([], np.float64(88.20509080040293))"
66,"([73, 81, 98, 103, 108, 120, 126, 133, 147, 232], np.float64(0.3219690676411611))","([], np.float64(94.8932210312495))","([73, 81, 98, 103, 108, 120, 126, 133, 147, 232], np.float64(0.12378836844712879))","([73, 81, 103, 133], np.float64(57.61784897969777))"
67,"([15, 67, 124, 145, 147, 163, 171, 235, 237, 248], np.float64(3.243565017188193))","([], np.float64(87.54596880666983))","([15, 67, 124, 145, 147, 163, 171, 235, 237, 248], np.float64(0.1848870102112947))","([], np.float64(87.46228391675339))"
68,"([4, 17, 20, 50, 82, 102, 111, 181, 233, 246], np.float64(2.240231829126292))","([4], np.float64(101.89054958214226))","([4, 17, 20, 50, 82, 102, 111, 181, 233, 246], np.float64(0.13925905942793243))","([4, 17, 246], np.float64(66.37746694139753))"
69,"([24, 123, 126, 153, 166, 169, 170, 184, 203, 243], np.float64(0.7939002631919746))","([166, 243], np.float64(81.12818377971941))","([24, 123, 126, 153, 166, 169, 170, 184, 203, 243], np.float64(0.23333587298296693))","([123, 166, 243], np.float64(69.17793997286152))"
70,"([67, 143, 170, 180, 188, 191, 198, 218, 238, 242], np.float64(0.6109133151626028))","([], np.float64(91.84088643906955))","([67, 143, 170, 180, 188, 191, 198, 218, 238, 242], np.float64(0.16916905819249792))","([], np.float64(91.69041530056678))"
71,"([5, 14, 44, 47, 66, 135, 139, 147, 200, 231], np.float64(0.5059751718360722))","([14, 147], np.float64(76.22812636606034))","([5, 14, 44, 47, 66, 135, 139, 147, 200, 231], np.float64(0.10519927676878034))","([14, 139, 147, 200], np.float64(57.69420570426411))"
72,"([28, 54, 58, 73, 95, 148, 152, 180, 184, 205], np.float64(0.9832143406286439))","([], np.float64(90.56068992336456))","([28, 54, 58, 73, 95, 148, 152, 180, 184, 205], np.float64(0.19468162733505165))","([184], np.float64(83.7896637343445))"
73,"([10, 73, 90, 99, 127, 137, 139, 158, 206, 226], np.float64(0.5049093004189653))","([137], np.float64(87.00279242325163))","([10, 73, 90, 99, 127, 137, 139, 158, 206, 226], np.float64(0.1479935265435398))","([73, 137], np.float64(76.29840188278017))"
74,"([1, 60, 102, 111, 121, 145, 148, 156, 165, 240], np.float64(2.7120721004417834))","([], np.float64(87.8621011061429))","([1, 60, 102, 111, 121, 145, 148, 156, 165, 240], np.float64(0.1666455605051994))","([111, 165], np.float64(68.47960454698816))"
75,"([13, 50, 71, 85, 89, 103, 106, 138, 221, 244], np.float64(2.227069500202091))","([], np.float64(99.30092983718525))","([13, 50, 71, 85, 89, 103, 106, 138, 221, 244], np.float64(0.11291540832931109))","([85, 221], np.float64(77.6885329240877))"
76,"([1, 45, 72, 95, 104, 106, 108, 197, 208, 231], np.float64(1.756270835713885))","([208], np.float64(102.91398766917025))","([1, 45, 72, 95, 104, 106, 108, 197, 208, 231], np.float64(0.34089994806661217))","([72, 208], np.float64(86.33386315396055))"
77,"([15, 52, 63, 109, 131, 146, 195, 199, 223, 243], np.float64(1.0079915894767515))","([146], np.float64(88.41308234774951))","([15, 52, 63, 109, 131, 146, 195, 199, 223, 243], np.float64(0.1600243570851759))","([63, 131, 146, 243], np.float64(59.01246462399213))"
78,"([70, 78, 107, 111, 134, 152, 175, 212, 235, 249], np.float64(3.647883863898944))","([], np.float64(101.08138325103778))","([70, 78, 107, 111, 134, 152, 175, 212, 235, 249], np.float64(0.079514381272544))","([152], np.float64(90.20793532199329))"
79,"([18, 22, 54, 99, 132, 140, 147, 156, 187, 211], np.float64(1.1859754120272323))","([], np.float64(86.42953979895465))","([18, 22, 54, 99, 132, 140, 147, 156, 187, 211], np.float64(0.16777069404014078))","([], np.float64(86.40861958601012))"
80,"([12, 14, 46, 107, 121, 134, 152, 221, 223, 226], np.float64(0.4414292876615383))","([152], np.float64(84.93551647809025))","([12, 14, 46, 107, 121, 134, 152, 221, 223, 226], np.float64(0.14241206405544535))","([152, 221], np.float64(78.66355738993988))"
81,"([82, 97, 150, 170, 183, 184, 189, 197, 213, 232], np.float64(1.5650994468845987))","([82], np.float64(86.41525334724284))","([82, 97, 150, 170, 183, 184, 189, 197, 213, 232], np.float64(0.24366633385448336))","([82, 197], np.float64(75.22929152366683))"
82,"([17, 37, 41, 65, 81, 85, 156, 157, 177, 217], np.float64(1.3693219217931591))","([85], np.float64(95.9296812016676))","([17, 37, 41, 65, 81, 85, 156, 157, 177, 217], np.float64(0.13585498807901544))","([85], np.float64(95.23476912967907))"
83,"([1, 19, 33, 40, 50, 70, 79, 112, 144, 179], np.float64(0.8912188101612524))","([], np.float64(86.66373029007343))","([1, 19, 33, 40, 50, 70, 79, 112, 144, 179], np.float64(0.271122114185141))","([], np.float64(86.7128628500303))"
84,"([27, 81, 97, 120, 122, 145, 166, 183, 193, 228], np.float64(2.0026673151067818))","([27], np.float64(83.99635443689498))","([27, 81, 97, 120, 122, 145, 166, 183, 193, 216, 228], np.float64(0.3830417596671174))","([27], np.float64(84.0526318574913))"
85,"([4, 6, 23, 30, 116, 117, 144, 200, 212, 215], np.float64(0.24327405648164996))","([23, 212], np.float64(74.82215919394585))","([4, 6, 23, 30, 116, 117, 144, 200, 212, 215], np.float64(0.1388958802415894))","([23, 212], np.float64(74.41584348447147))"
86,"([12, 30, 59, 99, 106, 188, 207, 214, 240, 244], np.float64(1.0444626306964129))","([], np.float64(91.20688452725565))","([12, 30, 59, 99, 106, 188, 207, 214, 240, 244], np.float64(0.22924013077595476))","([], np.float64(91.65609397131053))"
87,"([22, 52, 61, 96, 109, 111, 126, 136, 155, 167], np.float64(1.005317831187338))","([52, 61], np.float64(76.71767850595825))","([22, 52, 61, 96, 109, 111, 126, 136, 155, 167], np.float64(0.20723742651201338))","([52, 61], np.float64(75.94913883218096))"
88,"([0, 2, 60, 99, 114, 118, 123, 133, 175, 244], np.float64(1.3872604942248823))","([], np.float64(91.92940788127724))","([0, 2, 60, 99, 114, 118, 123, 133, 175, 244], np.float64(0.14884040683980504))","([2], np.float64(91.52538060611023))"
89,"([24, 72, 101, 115, 142, 161, 163, 194, 202, 237], np.float64(0.3206388470303244))","([24], np.float64(85.16165005085324))","([24, 72, 101, 115, 142, 161, 163, 194, 202, 237], np.float64(0.19068470612934107))","([24, 237], np.float64(73.64292034162051))"
90,"([62, 101, 104, 106, 116, 139, 189, 195, 201, 203], np.float64(0.8442102854960009))","([139], np.float64(91.24704916543782))","([62, 101, 104, 106, 116, 139, 189, 195, 201, 203], np.float64(0.4309687424721596))","([116, 139], np.float64(77.58384767727681))"
91,"([18, 24, 47, 65, 70, 121, 157, 225, 236, 241], np.float64(3.078296439786127))","([], np.float64(88.30571093182499))","([18, 24, 47, 65, 70, 121, 157, 225, 236, 241], np.float64(0.15452627843002648))","([65], np.float64(79.6050312215045))"
92,"([6, 41, 114, 123, 155, 165, 201, 204, 221, 247], np.float64(1.1654033928196927))","([], np.float64(91.2468925069551))","([6, 41, 114, 123, 155, 165, 201, 204, 221, 247], np.float64(0.17719718920619934))","([], np.float64(90.98689175013996))"
93,"([4, 14, 27, 114, 132, 164, 174, 198, 231, 239], np.float64(0.8232246015050674))","([14], np.float64(86.45238942693229))","([4, 14, 27, 114, 132, 164, 174, 198, 231, 239], np.float64(0.10943013442040181))","([14], np.float64(86.49320504219114))"
94,"([29, 32, 67, 71, 121, 145, 147, 189, 200, 217], np.float64(2.184836808773147))","([], np.float64(92.2251362946018))","([29, 32, 67, 71, 121, 145, 147, 189, 200, 217], np.float64(0.21131276717440883))","([147], np.float64(82.0310361804382))"
95,"([35, 44, 81, 86, 110, 123, 159, 167, 189, 190], np.float64(1.692842846239435))","([], np.float64(89.56133867616524))","([35, 44, 81, 86, 110, 123, 159, 167, 189, 190], np.float64(0.31615370380216906))","([86], np.float64(79.01031267847638))"
96,"([8, 60, 102, 106, 108, 167, 208, 210, 223, 240], np.float64(3.1334376905008052))","([], np.float64(92.29333056188793))","([8, 60, 102, 106, 108, 167, 208, 210, 223, 235, 240], np.float64(0.5043474126353179))","([], np.float64(92.29329374439432))"
97,"([31, 37, 51, 58, 63, 129, 195, 205, 213, 248], np.float64(0.3320649678872193))","([], np.float64(91.75298074840255))","([31, 37, 51, 58, 63, 129, 195, 205, 213, 248], np.float64(0.08749387110451202))","([213], np.float64(85.20034453910742))"
98,"([49, 85, 94, 126, 129, 131, 147, 153, 155, 165], np.float64(0.5615164553712484))","([129], np.float64(85.55753784418765))","([49, 85, 94, 126, 129, 131, 147, 153, 155, 165], np.float64(0.11255143487806325))","([49, 129], np.float64(76.90368662946287))"
99,"([17, 30, 114, 120, 136, 160, 175, 207, 216, 231], np.float64(0.5436135502477984))","([], np.float64(95.3969060470307))","([17, 30, 114, 120, 136, 160, 175, 207, 216, 231], np.float64(0.2385470227059928))","([], np.float64(95.12701021818896))"
