run_id,harderLASSO ANN,LASSO ANN,harderLASSO linear,LASSO linear
0,"([31, 207, 220, 237, 239], np.float64(0.5010839143374103))","([31], np.float64(38.80959998874326))","([31, 207, 220, 237, 239], np.float64(0.07043664327054369))","([31, 207, 220, 237, 239], np.float64(0.06737891350321137))"
1,"([4, 181, 183, 202, 233], np.float64(0.21296414279538622))","([4, 202, 233], np.float64(19.432917983382527))","([4, 181, 183, 202, 233], np.float64(0.04415608543630529))","([4, 181, 202, 233], np.float64(10.06612000288044))"
2,"([9, 53, 164, 169, 223], np.float64(0.4189465041443055))","([9, 53, 223], np.float64(18.933373729594162))","([9, 53, 164, 169, 223], np.float64(0.059988994189280796))","([9, 53, 169, 223], np.float64(9.798229971796411))"
3,"([15, 138, 148, 219, 224], np.float64(0.738955173594074))","([138, 148], np.float64(28.45219018342417))","([15, 138, 148, 219, 224], np.float64(0.06144299214673163))","([15, 138, 148, 219, 224], np.float64(0.05936074635624823))"
4,"([55, 59, 139, 181, 239], np.float64(0.5911376192388176))","([55, 139, 181], np.float64(16.837102646171342))","([55, 59, 139, 181, 239], np.float64(0.09296104648278794))","([55, 59, 139, 181, 239], np.float64(0.0932577793287745))"
5,"([52, 73, 166, 170, 242], np.float64(0.5359550058688218))","([], np.float64(45.93240368350417))","([52, 73, 166, 170, 242], np.float64(0.04665169297037859))","([73, 166, 170], np.float64(19.490438164798732))"
6,"([41, 105, 130, 168, 205], np.float64(0.47967906358372225))","([41, 168], np.float64(27.067864589012334))","([41, 105, 130, 168, 205], np.float64(0.11198286927982219))","([41, 105, 130, 168, 205], np.float64(0.11257263710836113))"
7,"([9, 67, 162, 215, 241], np.float64(0.20565394161072414))","([9, 241], np.float64(27.50239078985058))","([9, 67, 162, 215, 241], np.float64(0.10632711624701831))","([9, 67, 162, 215, 241], np.float64(0.10537239888065392))"
8,"([59, 188, 192, 205, 238], np.float64(0.23462866276510047))","([188, 238], np.float64(29.03208354093759))","([59, 188, 192, 205, 238], np.float64(0.1560998616210129))","([188, 192, 205, 238], np.float64(9.977079193880453))"
9,"([15, 115, 121, 125, 197], np.float64(0.4237814849678497))","([125], np.float64(37.49761196626784))","([15, 115, 121, 125, 197, 198], np.float64(0.47541139413986655))","([15, 115, 121, 125, 197], np.float64(0.05246098694372419))"
10,"([7, 32, 35, 91, 184], np.float64(0.3146527277446204))","([184], np.float64(34.720070270973096))","([7, 32, 35, 91, 184, 223], np.float64(0.26644035615325345))","([35, 92, 184], np.float64(29.76427841257266))"
11,"([39, 81, 94, 143, 172], np.float64(1.4448003800822788))","([143, 172], np.float64(31.02667745698557))","([39, 81, 94, 143, 172], np.float64(0.1319727867022158))","([39, 94, 143, 172], np.float64(9.873308812820419))"
