run_id,harderLASSO ANN,LASSO ANN,baseline error
15,"([4, 5, 6, 7, 15, 16, 19, 20, 22, 23, 24, 26, 41, 44, 45, 51, 52, 55, 56], 0.9173913043478261)","([4, 5, 6, 7, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 41, 44, 45, 51, 52, 55, 56], 0.9195652173913044)",0.5989130434782609
16,"([4, 6, 7, 15, 19, 20, 21, 23, 24, 41, 44, 51, 52, 56], 0.908695652173913)","([2, 4, 5, 6, 7, 8, 10, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 36, 41, 44, 45, 51, 52, 56], 0.9217391304347826)",0.591304347826087
17,"([4, 6, 7, 15, 19, 20, 21, 23, 24, 41, 44, 51, 52, 56], 0.908695652173913)","([2, 4, 5, 6, 7, 8, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 36, 41, 44, 45, 51, 52, 56], 0.9173913043478261)",0.6086956521739131
18,"([4, 6, 7, 15, 19, 20, 21, 23, 24, 41, 44, 51, 52, 56], 0.9152173913043479)","([2, 4, 5, 6, 7, 8, 9, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 32, 36, 41, 44, 45, 51, 52, 55, 56], 0.9119565217391304)",0.6173913043478261
19,"([4, 5, 6, 7, 8, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 32, 41, 44, 45, 51, 52, 56], 0.9205658324265505)","([4, 5, 6, 7, 8, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 32, 36, 41, 44, 45, 51, 52, 56], 0.9238302502720348)",0.6180631120783461
20,"([4, 6, 7, 15, 20, 21, 24, 44, 51, 52, 56], 0.9130434782608695)","([4, 5, 6, 7, 8, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 36, 41, 44, 45, 51, 52, 56], 0.9315217391304348)",0.6043478260869565
21,"([2, 4, 5, 6, 7, 8, 15, 16, 18, 19, 20, 21, 22, 23, 24, 26, 41, 44, 45, 51, 52, 56], 0.9216539717083787)","([4, 5, 6, 7, 8, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 36, 41, 44, 45, 51, 52, 56], 0.9325353645266594)",0.5908596300326442
22,"([4, 5, 6, 7, 15, 19, 20, 22, 23, 24, 26, 41, 44, 45, 51, 52, 56], 0.9292709466811752)","([4, 5, 6, 7, 8, 10, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 36, 41, 44, 45, 51, 52, 56], 0.9249183895538629)",0.6050054406964092
23,"([4, 6, 7, 15, 20, 24, 44, 51, 52, 56], 0.9119565217391304)","([4, 5, 6, 7, 8, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 36, 41, 44, 45, 51, 52, 56], 0.925)",0.6086956521739131
24,"([4, 6, 7, 15, 20, 21, 23, 24, 41, 44, 51, 52, 56], 0.9152173913043479)","([4, 5, 6, 7, 8, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 36, 41, 44, 45, 51, 52, 56], 0.9239130434782609)",0.6097826086956522
25,"([4, 5, 6, 7, 15, 16, 19, 20, 22, 23, 24, 26, 41, 44, 45, 51, 52, 56], 0.9304347826086956)","([2, 4, 5, 6, 7, 8, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 36, 41, 44, 45, 51, 52, 56], 0.9260869565217391)",0.5793478260869566
26,"([4, 5, 6, 7, 15, 19, 20, 21, 22, 23, 24, 26, 41, 44, 45, 51, 52, 56], 0.9217391304347826)","([2, 4, 5, 6, 7, 8, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 36, 41, 44, 45, 51, 52, 55, 56], 0.9239130434782609)",0.5880434782608696
27,"([4, 6, 7, 15, 19, 20, 21, 23, 24, 41, 44, 51, 52, 56], 0.9152173913043479)","([4, 5, 6, 7, 8, 10, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 36, 41, 44, 45, 51, 52, 55, 56], 0.941304347826087)",0.5902173913043478
