run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3], np.float64(65.71751143789379))","([], np.float64(60.05989811059606))","([], np.float64(60.052058165724716))"
2,"([8, 23, 30], np.float64(74.41154940008987))","([], np.float64(64.78355840023922))","([], np.float64(64.79670740835373))"
3,"([5, 27, 31], np.float64(50.70365506717247))","([], np.float64(54.59134182004157))","([], np.float64(54.594944398903095))"
4,"([14, 49], np.float64(42.03108579408834))","([], np.float64(56.119181901913734))","([], np.float64(56.11381810979071))"
5,"([13, 15, 16, 24, 29, 34, 49], np.float64(87.39081573960875))","([], np.float64(58.95941773660391))","([], np.float64(59.048274119933765))"
6,"([], np.float64(59.504294898606524))","([], np.float64(59.50248041634249))","([], np.float64(59.500260624411695))"
7,"([17, 23, 42], np.float64(70.77387668556743))","([], np.float64(62.42954383848603))","([], np.float64(62.43230877374804))"
8,"([10, 19, 33, 34, 35, 37], np.float64(91.8073201633236))","([], np.float64(62.831836819696576))","([], np.float64(62.857378414318326))"
9,"([3, 11, 18, 24, 28, 29, 31, 41, 44], np.float64(99.38658001980984))","([], np.float64(52.32629516774218))","([], np.float64(52.33646434066724))"
10,"([42], np.float64(59.456651155092395))","([], np.float64(56.728841416910285))","([], np.float64(56.71667387772969))"
11,"([22, 31, 46, 49], np.float64(65.95768576671227))","([], np.float64(53.00460863561744))","([], np.float64(53.006699478980984))"
12,"([7, 9], np.float64(64.69127602502537))","([], np.float64(61.26697969511943))","([], np.float64(61.255487701731674))"
13,"([2, 34], np.float64(75.25062167960355))","([], np.float64(58.38939064415669))","([], np.float64(58.391920579582916))"
14,"([0, 6, 12, 16, 22, 23, 34, 37, 40, 41, 49], np.float64(95.03525085518386))","([], np.float64(59.972169212946106))","([], np.float64(59.96073989147145))"
15,"([7, 11, 18, 21, 25], np.float64(59.31454494668117))","([], np.float64(59.64257291861379))","([], np.float64(59.6671748480527))"
16,"([], np.float64(54.56608552232408))","([], np.float64(54.56129053897284))","([], np.float64(54.56171300489694))"
17,"([14, 18, 19, 26, 29, 31, 32, 39, 41], np.float64(87.03306855011321))","([], np.float64(67.6406586863548))","([], np.float64(67.64752018671274))"
18,"([4, 19, 34], np.float64(77.23178625581845))","([], np.float64(62.03130150788671))","([], np.float64(62.03128121334932))"
19,"([5, 18, 21, 22, 42, 49], np.float64(86.84788588451144))","([], np.float64(55.552197643553576))","([], np.float64(55.55645235051473))"
20,"([2, 4, 7, 15, 30, 32], np.float64(85.74505777284166))","([4], np.float64(70.54064644458768))","([], np.float64(60.692486448401205))"
21,"([15, 30, 41], np.float64(58.01364078461195))","([30], np.float64(56.50947334165944))","([30], np.float64(55.4161198507322))"
22,"([6, 19], np.float64(64.10216763743757))","([], np.float64(54.72110797447762))","([], np.float64(54.716101745755836))"
23,"([0, 3, 6, 7, 11, 14], np.float64(72.49409926085727))","([], np.float64(55.69583809854538))","([], np.float64(55.693936827221314))"
24,"([3, 32, 45], np.float64(64.61066455972822))","([], np.float64(58.09273574384758))","([], np.float64(58.09437151149867))"
25,"([2, 12, 13, 20, 27], np.float64(73.85125947976441))","([], np.float64(64.05504650836826))","([], np.float64(64.06421983421106))"
26,"([0, 25, 49], np.float64(66.08649749465519))","([], np.float64(61.156472546098755))","([], np.float64(61.15170783113746))"
27,"([0, 9], np.float64(61.439792883804635))","([], np.float64(53.91566700959628))","([], np.float64(53.92198677934666))"
28,"([10, 31], np.float64(61.629800507409264))","([], np.float64(54.42701800801452))","([], np.float64(54.42531315785466))"
29,"([], np.float64(56.78900263694842))","([], np.float64(56.763469148649975))","([], np.float64(56.76147136398141))"
30,"([12], np.float64(56.06184980366194))","([], np.float64(54.70162727198926))","([], np.float64(54.70250134827963))"
31,"([9, 12, 13, 16, 18, 22, 25, 26, 28, 37, 45, 49], np.float64(97.38719033509187))","([], np.float64(65.64999472288409))","([], np.float64(65.65473515559414))"
32,"([7, 8, 11, 36], np.float64(112.07819460647288))","([], np.float64(62.82609655068713))","([], np.float64(62.84094174084214))"
33,"([5, 45], np.float64(55.392189953144495))","([48], np.float64(66.09620514922956))","([48], np.float64(67.59369389561084))"
34,"([4, 21], np.float64(59.89096524137068))","([], np.float64(52.193498288110504))","([], np.float64(52.193990855739905))"
35,"([7, 9, 22, 30, 49], np.float64(82.3039833776977))","([], np.float64(61.27273374838608))","([], np.float64(61.26721147334291))"
36,"([35, 45], np.float64(56.12124002519455))","([], np.float64(54.27346109827994))","([], np.float64(54.27628523993514))"
37,"([5, 7, 15], np.float64(56.17540799406631))","([], np.float64(51.91473139513546))","([], np.float64(51.915760781737774))"
38,"([20, 26, 28], np.float64(67.00076378484532))","([], np.float64(58.830080881223836))","([], np.float64(58.82666957404968))"
39,"([34], np.float64(69.74553726897098))","([], np.float64(60.86757245472161))","([], np.float64(60.86756694809691))"
40,"([3, 31], np.float64(61.23680636121104))","([], np.float64(54.27833462743878))","([], np.float64(54.28340319615991))"
41,"([6, 14, 20], np.float64(76.34700729017385))","([], np.float64(58.476604466516584))","([], np.float64(58.479865787833496))"
42,"([15, 21, 29, 46, 49], np.float64(68.416859676961))","([21], np.float64(62.24436513112538))","([21], np.float64(62.78650341720045))"
43,"([4, 24, 30, 34, 45, 46], np.float64(61.27807463278867))","([], np.float64(55.37289452700016))","([], np.float64(55.37166424075673))"
44,"([], np.float64(60.57662229153678))","([], np.float64(60.590790493390436))","([], np.float64(60.585265012544646))"
45,"([5, 26, 28, 38, 49], np.float64(83.92137041201725))","([], np.float64(61.26993898405359))","([], np.float64(61.268358546789834))"
46,"([12, 42], np.float64(68.98261716889867))","([], np.float64(60.14888127589841))","([], np.float64(60.150665801902285))"
47,"([], np.float64(60.835852174793956))","([], np.float64(60.78584648941929))","([], np.float64(60.76865102291953))"
48,"([], np.float64(62.30967202936294))","([], np.float64(62.29863930631345))","([], np.float64(62.2994854738057))"
49,"([0, 26, 38], np.float64(52.19176070989012))","([26], np.float64(56.862971771647146))","([26], np.float64(56.023848970369144))"
