run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.99446572686686))","([], np.float64(60.13773386781516))","([15], np.float64(57.68645638472741))"
2,"([10, 22, 30, 39], np.float64(23.518566409381116))","([22, 39], np.float64(49.637896530372515))","([], np.float64(64.19820650167577))"
3,"([0, 4, 5, 27], np.float64(22.217578518195975))","([27], np.float64(52.39691812054657))","([], np.float64(54.410447740642894))"
4,"([14, 34, 38, 49], np.float64(23.273507845214866))","([14], np.float64(51.312204309722475))","([], np.float64(54.15570964541665))"
5,"([2, 11, 15, 36], np.float64(23.872191787929907))","([2, 11, 15, 36], np.float64(15.414587942186703))","([], np.float64(57.93705537685938))"
6,"([5, 17, 41, 44], np.float64(39.26640891553316))","([17, 41], np.float64(44.19791220867576))","([], np.float64(59.06519562637613))"
7,"([13, 17, 29, 45], np.float64(26.579504102448947))","([], np.float64(62.290847723368664))","([], np.float64(62.288316110881546))"
8,"([10, 19, 37, 48], np.float64(22.71980530976698))","([], np.float64(62.347527526228454))","([], np.float64(62.3475432071201))"
9,"([11, 36, 38, 44], np.float64(23.947310004886216))","([], np.float64(52.44404128802545))","([], np.float64(52.46023239218271))"
10,"([27, 29, 41, 42], np.float64(23.08432101653004))","([], np.float64(55.566191410482844))","([], np.float64(55.56669212171086))"
11,"([19, 31, 46, 49], np.float64(21.05925796574091))","([], np.float64(53.13039627727776))","([], np.float64(53.129272312747005))"
12,"([7, 15, 38, 43], np.float64(23.968957403908007))","([7], np.float64(56.1188993104063))","([], np.float64(59.63433893614364))"
13,"([8, 10, 31, 41], np.float64(21.615205503901155))","([], np.float64(58.2724146481621))","([], np.float64(58.27242998438954))"
14,"([16, 21, 40, 42], np.float64(21.957730948538046))","([21, 40], np.float64(42.81377208188324))","([], np.float64(59.69455194820223))"
15,"([11, 19, 21, 41], np.float64(22.322282420299096))","([11, 19, 21, 41], np.float64(14.018296927780717))","([], np.float64(59.35272460219444))"
16,"([4, 9, 19, 40], np.float64(23.212722389602394))","([19, 40], np.float64(42.40067549427222))","([], np.float64(54.76565345383253))"
17,"([8, 18, 26, 27], np.float64(25.2308302481807))","([8, 18, 26, 27], np.float64(23.14738210769182))","([], np.float64(67.59478099409264))"
18,"([6, 31, 39, 48], np.float64(24.699145613849034))","([6, 31], np.float64(50.77643150997626))","([], np.float64(62.03894226157442))"
19,"([0, 2, 19, 32], np.float64(39.98380687112203))","([], np.float64(55.65861095636552))","([], np.float64(55.6959799112907))"
20,"([4, 7, 15, 28], np.float64(23.481987847369762))","([4, 7, 15, 28], np.float64(17.165723708191834))","([], np.float64(60.00449923699742))"
21,"([13, 15, 30, 41], np.float64(20.47623814575367))","([13], np.float64(53.88293104140628))","([], np.float64(53.16423706351052))"
22,"([4, 6, 11, 46], np.float64(30.095321096163687))","([4, 6, 11, 46], np.float64(5.285747367991195))","([], np.float64(54.58671446510245))"
23,"([0, 6, 31, 42], np.float64(21.55397657759976))","([31], np.float64(53.07422213661499))","([], np.float64(55.51227361661236))"
24,"([1, 8, 14, 37], np.float64(22.633688402753506))","([], np.float64(57.952593088569515))","([], np.float64(57.94893943988159))"
25,"([2, 13, 20, 26], np.float64(23.74592481266273))","([], np.float64(62.374970745458334))","([], np.float64(62.3794154291806))"
26,"([25, 38, 47, 48], np.float64(22.533670748225298))","([], np.float64(60.72793714919951))","([], np.float64(60.725171005482636))"
27,"([6, 9, 19, 44], np.float64(23.835623721953844))","([6, 9, 19, 44], np.float64(10.314957645732353))","([], np.float64(52.572775754404))"
28,"([19, 35, 38, 44], np.float64(40.80518360769401))","([], np.float64(55.47909432735738))","([], np.float64(55.48022719634484))"
29,"([8, 14, 38, 41], np.float64(23.174842049667014))","([], np.float64(56.71868712073895))","([], np.float64(56.713551109365675))"
30,"([20, 21, 34, 35], np.float64(21.676679550585767))","([], np.float64(54.68131021093643))","([], np.float64(54.68836591806172))"
31,"([13, 26, 28, 37], np.float64(25.33511477254876))","([13, 26, 28, 37], np.float64(19.136887204246904))","([], np.float64(65.721691209865))"
32,"([8, 9, 26, 37], np.float64(22.81834260801262))","([], np.float64(62.13851011921954))","([], np.float64(62.13896012917435))"
33,"([5, 23, 44, 45], np.float64(24.063348093013975))","([5, 23, 44, 45], np.float64(37.94149311947837))","([], np.float64(57.09087519040615))"
34,"([2, 11, 21, 24], np.float64(20.355124417523815))","([], np.float64(51.88890182713214))","([], np.float64(51.889717893558455))"
35,"([7, 30, 47, 49], np.float64(24.95445422168323))","([7, 47], np.float64(46.49385491965955))","([], np.float64(61.2423323975011))"
36,"([11, 17, 35, 41], np.float64(22.69764717781772))","([11, 17, 35, 41], np.float64(16.685486787383606))","([], np.float64(52.993188211777365))"
37,"([4, 15, 24, 44], np.float64(38.030779481398596))","([], np.float64(51.92282473762155))","([], np.float64(51.9241091952514))"
38,"([20, 25, 26, 28], np.float64(23.054541488504924))","([28], np.float64(55.442665961959875))","([28], np.float64(55.13102743069293))"
39,"([5, 21, 25, 43], np.float64(21.802851698260056))","([5, 21, 25, 43], np.float64(14.619761137612004))","([], np.float64(60.83854176997695))"
40,"([29, 33, 35, 44], np.float64(22.725100282593))","([], np.float64(54.112858209406134))","([8], np.float64(55.64867177685426))"
41,"([3, 6, 11, 14], np.float64(22.833817740488808))","([3, 6, 11, 14], np.float64(14.133302103128969))","([], np.float64(58.90476531548581))"
42,"([6, 15, 43, 49], np.float64(21.935539738366735))","([], np.float64(55.06749720820831))","([], np.float64(55.06928901482377))"
43,"([24, 30, 35, 45], np.float64(25.492791081981384))","([], np.float64(55.37442942801685))","([], np.float64(55.37155831469312))"
44,"([16, 22, 38, 46], np.float64(22.131372160169274))","([16, 22, 38, 46], np.float64(19.328089247991652))","([], np.float64(60.43583036271876))"
45,"([8, 19, 26, 45], np.float64(23.903398236506572))","([], np.float64(61.29489973127593))","([], np.float64(61.29122208150478))"
46,"([0, 10, 15, 16], np.float64(22.798867727963188))","([15], np.float64(56.1676664037315))","([], np.float64(59.74260868617965))"
47,"([1, 10, 13, 48], np.float64(22.842509743211817))","([], np.float64(59.33000609867549))","([], np.float64(59.32669233048914))"
48,"([0, 20, 24, 42], np.float64(21.693229900344313))","([0, 24], np.float64(48.64080367808661))","([], np.float64(62.2634259834113))"
49,"([0, 21, 26, 30], np.float64(41.303495826509085))","([0, 21, 26, 30], np.float64(7.6645220523254))","([], np.float64(55.068927693363406))"
