run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(15.646644598167489))","([2, 3, 13, 15], np.float64(7.6705149314780865))","([2, 3, 13, 15], np.float64(8.260757508724616))"
2,"([10, 22, 30, 39], np.float64(21.715008110830727))","([10, 22, 30, 39], np.float64(2.995002329738471))","([10, 22, 30, 39], np.float64(11.491778925754613))"
3,"([0, 4, 5, 27], np.float64(21.554015507276436))","([0, 4, 5, 27], np.float64(0.02926858704228161))","([], np.float64(54.41798281413341))"
4,"([14, 34, 38, 49], np.float64(22.436089500367455))","([14, 34, 38, 49], np.float64(0.018260730203800434))","([14, 34, 38, 49], np.float64(0.05457656424877718))"
5,"([2, 11, 15, 36], np.float64(14.987935987711444))","([2, 11, 15, 36], np.float64(2.9918700238605265))","([2, 11, 15, 36], np.float64(0.05377807875540727))"
6,"([5, 17, 41, 44], np.float64(21.18394692375179))","([5, 17, 41, 44], np.float64(0.02289662101145302))","([5, 17, 41, 44], np.float64(1.7760644912318513))"
7,"([13, 17, 29, 45], np.float64(26.045072959845953))","([13, 17, 29, 45], np.float64(0.03811623066344163))","([13, 17, 29, 45], np.float64(0.05531271526605164))"
8,"([10, 19, 37, 48], np.float64(22.34100938212397))","([10, 19, 37, 48], np.float64(0.19147974054410752))","([10, 19, 37, 48], np.float64(18.143153029617924))"
9,"([11, 36, 38, 44], np.float64(23.309562302194625))","([11, 36, 38, 44], np.float64(0.030127309421985403))","([], np.float64(52.373755497173))"
10,"([27, 29, 41, 42], np.float64(15.527865213808287))","([27, 29, 41, 42], np.float64(7.867633110212592))","([27, 29, 41, 42], np.float64(4.877734829740772))"
11,"([19, 31, 46, 49], np.float64(0.0591234520981942))","([19, 31, 46, 49], np.float64(0.015540549903771626))","([31, 49], np.float64(45.68301456826067))"
12,"([7, 15, 38, 43], np.float64(24.039267158366243))","([7, 15, 38, 43], np.float64(0.15294956213566063))","([7, 15, 38, 43], np.float64(0.15164285444784037))"
