run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.937974545701103))","([2, 3, 13, 15], np.float64(7.103860135795047))","([15], np.float64(57.310437120247464))"
2,"([10, 22, 30, 39], np.float64(15.019429380870742))","([10, 22, 30, 39], np.float64(4.831488307587914))","([22, 39], np.float64(49.435594561591294))"
3,"([0, 4, 5, 27], np.float64(22.373013037562885))","([0, 4, 5, 27], np.float64(21.635586086072458))","([], np.float64(54.41665276611889))"
4,"([14, 34, 38, 49], np.float64(22.626143366079525))","([14, 34, 38, 49], np.float64(0.12950237708245835))","([], np.float64(54.05189014399917))"
5,"([2, 11, 15, 36], np.float64(23.61220228843196))","([], np.float64(57.967377186640036))","([2, 11, 15, 36], np.float64(10.376702516681505))"
6,"([5, 17, 41, 44], np.float64(20.952283010467998))","([5, 17, 41, 44], np.float64(37.951288248385666))","([], np.float64(58.984190337964336))"
7,"([13, 17, 29, 45], np.float64(17.473674468750186))","([13, 17, 29, 45], np.float64(17.17978112573934))","([], np.float64(62.33594980371134))"
8,"([10, 19, 37, 48], np.float64(22.22400535823527))","([10, 19, 37, 48], np.float64(53.17562412702985))","([], np.float64(62.34760460356723))"
9,"([11, 36, 38, 44], np.float64(23.468810276769712))","([11, 36, 38, 44], np.float64(18.195420998160348))","([11, 36, 38, 44], np.float64(16.863457353829325))"
10,"([27, 29, 41, 42], np.float64(22.389605735606594))","([27], np.float64(52.808173969489424))","([], np.float64(55.56356386210976))"
11,"([19, 31, 46, 49], np.float64(20.822144140876922))","([19, 31, 46, 49], np.float64(0.03539021070905758))","([], np.float64(53.16403537151051))"
12,"([7, 15, 38, 43], np.float64(24.073864979803133))","([7, 15, 38, 43], np.float64(4.532270862678728))","([7, 15, 38, 43], np.float64(15.046712046486878))"
13,"([8, 10, 31, 41], np.float64(21.784317433735747))","([8, 10, 31, 41], np.float64(15.097286614161158))","([], np.float64(58.271364501062216))"
14,"([16, 21, 40, 42], np.float64(14.003714742253269))","([16, 21, 40, 42], np.float64(7.350867256204724))","([21, 40], np.float64(42.1223340767085))"
15,"([11, 19, 21, 41], np.float64(21.42674414676903))","([11, 19, 21, 41], np.float64(38.60876244570211))","([11, 19, 21, 41], np.float64(12.88518377843718))"
16,"([4, 9, 19, 40], np.float64(22.741713437665478))","([], np.float64(54.60409084327831))","([], np.float64(54.59965739613716))"
17,"([8, 18, 26, 27], np.float64(25.161416084569527))","([], np.float64(67.55522697564112))","([], np.float64(67.55783531758433))"
18,"([6, 31, 39, 48], np.float64(24.145846593823656))","([6, 31, 39, 48], np.float64(16.176908239144016))","([], np.float64(62.03131246156274))"
19,"([0, 2, 19, 32], np.float64(22.52825284455811))","([0, 2, 19, 32], np.float64(0.03791331097227788))","([], np.float64(55.677342625195344))"
20,"([4, 7, 15, 28], np.float64(15.138147775561363))","([4, 7, 15, 28], np.float64(10.900466129661156))","([], np.float64(59.67406107222697))"
21,"([13, 15, 30, 41], np.float64(20.080419693639033))","([13, 15, 30, 41], np.float64(0.0705115330146828))","([15], np.float64(50.354512310089476))"
22,"([4, 6, 11, 46], np.float64(22.222835709890738))","([4, 6, 11, 46], np.float64(1.3865324512356372))","([], np.float64(54.50976403610847))"
23,"([0, 6, 31, 42], np.float64(21.164003796681587))","([0, 6, 31, 42], np.float64(14.082010500645069))","([0, 6, 31, 42], np.float64(13.721547066167448))"
24,"([1, 8, 14, 37], np.float64(39.90671442487443))","([1, 8, 14, 37], np.float64(11.679605721803561))","([1, 8, 14, 37], np.float64(37.04067330267494))"
25,"([2, 13, 20, 26], np.float64(15.168167583253595))","([2, 13, 20, 26], np.float64(15.773538858226521))","([], np.float64(62.361988462465696))"
26,"([25, 38, 47, 48], np.float64(22.19925155402535))","([25, 38, 47, 48], np.float64(0.03324101373480363))","([], np.float64(60.65110668121726))"
27,"([6, 9, 19, 44], np.float64(23.10194461355734))","([6, 9, 19, 44], np.float64(11.874330604585762))","([6, 9, 19, 44], np.float64(13.599022721772693))"
28,"([19, 35, 38, 44], np.float64(22.7454365910594))","([19, 35, 38, 44], np.float64(17.3412550642196))","([], np.float64(54.59387199429136))"
29,"([8, 14, 38, 41], np.float64(23.529998971658156))","([8, 14, 38, 41], np.float64(16.567034787779914))","([], np.float64(56.71294490561035))"
30,"([20, 21, 34, 35], np.float64(21.428282185138603))","([21, 35], np.float64(48.79855842386705))","([21, 35], np.float64(44.38921236344104))"
31,"([13, 26, 28, 37], np.float64(25.055213069795588))","([13, 26, 28, 37], np.float64(19.963349736017356))","([13, 26, 28, 37], np.float64(17.21889050558679))"
32,"([8, 9, 26, 37], np.float64(22.92650207274502))","([8, 9, 26, 37], np.float64(0.06670445640210264))","([26], np.float64(58.57094164638192))"
33,"([5, 23, 44, 45], np.float64(23.69679573047184))","([5, 23, 44, 45], np.float64(0.03911956984940828))","([], np.float64(57.08827140952292))"
34,"([2, 11, 21, 24], np.float64(0.04593771445849984))","([2, 11, 21, 24], np.float64(33.43759601061525))","([2, 11, 21, 24], np.float64(9.461723139766963))"
35,"([7, 30, 47, 49], np.float64(25.025412146130478))","([7, 30, 47, 49], np.float64(2.169964273586662))","([], np.float64(61.24764111871652))"
36,"([11, 17, 35, 41], np.float64(22.489208626269722))","([11, 17, 35, 41], np.float64(2.028861444098019))","([], np.float64(53.05788666764824))"
37,"([4, 15, 24, 44], np.float64(22.99275604824345))","([4, 15, 24, 44], np.float64(17.40840716807551))","([4, 15, 24, 44], np.float64(18.62751128892277))"
38,"([20, 25, 26, 28], np.float64(22.45838169526999))","([20, 25, 26, 28], np.float64(9.914579031119839))","([20, 28], np.float64(40.49208752608241))"
39,"([5, 21, 25, 43], np.float64(20.717778523113303))","([5, 21, 25, 43], np.float64(36.498291424499065))","([], np.float64(60.84552537031795))"
40,"([29, 33, 35, 44], np.float64(22.681101954374935))","([29, 33, 35, 44], np.float64(34.79797489542838))","([], np.float64(53.9725876711114))"
41,"([3, 6, 11, 14], np.float64(21.90684091793718))","([3, 6, 11, 14], np.float64(0.09587415898469313))","([], np.float64(58.775864611020445))"
42,"([6, 15, 43, 49], np.float64(21.894415326629513))","([6, 15, 43, 49], np.float64(21.53287181374608))","([], np.float64(55.121752432054855))"
43,"([24, 30, 35, 45], np.float64(23.388884593432383))","([], np.float64(55.37203338644593))","([], np.float64(55.366585904011544))"
