run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(13.43492014610256))","([2, 3, 13, 15], np.float64(0.035645155251181025))","([2, 3, 13, 15], np.float64(8.020386982112075))"
2,"([10, 22, 30, 39], np.float64(0.09847438062740846))","([10, 22, 30, 39], np.float64(0.026196992415752084))","([10, 22, 30, 39], np.float64(3.3410483703559324))"
3,"([0, 4, 5, 27], np.float64(12.728147950242164))","([0, 4, 5, 27], np.float64(0.11628779123453514))","([], np.float64(54.410150303510044))"
4,"([14, 34, 38, 49], np.float64(22.530996875377596))","([14, 34, 38, 49], np.float64(1.001215278019649))","([14, 34, 38, 49], np.float64(4.292506902371667))"
5,"([2, 11, 15, 36], np.float64(24.057145397883744))","([2, 11, 15, 36], np.float64(0.027267453659299782))","([2, 11, 15, 36], np.float64(23.572338158582973))"
6,"([5, 17, 41, 44], np.float64(20.67290036249846))","([5, 17, 41, 44], np.float64(0.029419637482830056))","([5, 17, 41, 44], np.float64(6.624604194012928))"
7,"([13, 17, 29, 45], np.float64(26.09909406804655))","([13, 17, 29, 45], np.float64(40.72806159431662))","([13, 17, 29, 45], np.float64(0.037744100604876665))"
8,"([10, 19, 37, 48], np.float64(13.948226486570416))","([10, 19, 37, 48], np.float64(0.015161750934670858))","([10, 19, 37, 48], np.float64(14.432851712653871))"
9,"([11, 36, 38, 44], np.float64(23.407984625687153))","([11, 36, 38, 44], np.float64(0.022285061210250753))","([38, 44], np.float64(49.13737896087477))"
10,"([27, 29, 41, 42], np.float64(0.02864080997517428))","([27, 29, 41, 42], np.float64(0.019218647936816904))","([27, 29, 41, 42], np.float64(8.042616413563806))"
11,"([19, 31, 46, 49], np.float64(20.581499863830594))","([19, 31, 46, 49], np.float64(0.029610141578716383))","([19, 31, 46, 49], np.float64(9.63494416551541))"
12,"([7, 15, 38, 43], np.float64(16.026795466665078))","([7, 15, 38, 43], np.float64(0.37366917112263737))","([7, 15, 38, 43], np.float64(0.08388035216758681))"
13,"([8, 10, 31, 41], np.float64(12.569213896266278))","([8, 10, 31, 41], np.float64(1.3558006975718195))","([8, 10, 31, 41], np.float64(0.061472967216336265))"
14,"([16, 21, 40, 42], np.float64(14.746143912485124))","([16, 21, 40, 42], np.float64(17.016089014747372))","([16, 21, 40, 42], np.float64(14.713945594489724))"
15,"([11, 19, 21, 41], np.float64(14.240531594281173))","([11, 19, 21, 41], np.float64(0.029761605558888158))","([11, 19, 21, 41], np.float64(9.916783757470299))"
16,"([4, 9, 19, 40], np.float64(0.1402008797207433))","([4, 9, 19, 40], np.float64(2.1873432456248567))","([4, 9, 19, 40], np.float64(6.987415835468799))"
17,"([8, 18, 26, 27], np.float64(24.740688060945935))","([8, 18, 26, 27], np.float64(0.03241437904723019))","([8, 18, 26, 27], np.float64(0.06841572637457265))"
18,"([6, 31, 39, 48], np.float64(13.931031960507523))","([6, 31, 39, 48], np.float64(26.11698063257529))","([6, 31, 39, 48], np.float64(0.3341707411616081))"
19,"([0, 2, 19, 32], np.float64(0.022680174894614345))","([0, 2, 19, 32], np.float64(0.040105171212232865))","([0, 2, 19, 32], np.float64(35.968400218857994))"
20,"([4, 7, 15, 28], np.float64(23.14300401050658))","([4, 7, 15, 28], np.float64(0.03132794010924385))","([4, 7, 15, 28], np.float64(38.81129709791518))"
21,"([13, 15, 30, 41], np.float64(12.07539674584409))","([13, 15, 30, 41], np.float64(1.674174250299113))","([13, 15, 30, 41], np.float64(0.07336739666031832))"
22,"([4, 6, 11, 46], np.float64(13.707720596057909))","([4, 6, 11, 46], np.float64(0.030206841173480038))","([4, 46], np.float64(40.48503823160115))"
23,"([0, 6, 31, 42], np.float64(20.99978210711794))","([0, 6, 31, 42], np.float64(19.11103724458447))","([0, 6, 31, 42], np.float64(0.02808210630513927))"
24,"([1, 8, 14, 37], np.float64(0.03085512511426518))","([1, 8, 14, 37], np.float64(11.32531016324046))","([1, 8, 14, 37], np.float64(8.74033533957975))"
25,"([2, 13, 20, 26], np.float64(14.750712935274711))","([2, 13, 20, 26], np.float64(0.571641904956383))","([2, 13, 20, 26], np.float64(6.955992224134645))"
26,"([25, 48], np.float64(46.0765985918849))","([25, 38, 47, 48], np.float64(0.021698448359540365))","([], np.float64(60.65242391374262))"
27,"([6, 9, 19, 44], np.float64(22.782564755857553))","([6, 9, 19, 44], np.float64(0.03624465586594179))","([], np.float64(52.540666183120805))"
28,"([19, 35, 38, 44], np.float64(15.26122292289061))","([19, 35, 38, 44], np.float64(0.027836987104168535))","([19, 35], np.float64(46.05545230899527))"
29,"([8, 14, 38, 41], np.float64(22.98722970339823))","([8, 14, 38, 41], np.float64(0.0294490508918091))","([8, 14, 38, 41], np.float64(0.083562235909892))"
30,"([20, 21, 34, 35], np.float64(21.5535875004513))","([20, 21, 34, 35], np.float64(12.57373844436325))","([20, 21, 34, 35], np.float64(10.770101578800455))"
31,"([13, 26, 28, 37], np.float64(24.727495830907888))","([13, 26, 28, 37], np.float64(0.07515317501137814))","([13, 26, 28, 37], np.float64(0.0694561149656504))"
32,"([8, 9, 26, 37], np.float64(22.945230371896685))","([8, 9, 26, 37], np.float64(4.256943025475321))","([8, 9, 26, 37], np.float64(13.503957942155948))"
33,"([5, 23, 44, 45], np.float64(23.577448664163906))","([5, 23, 44, 45], np.float64(10.309979426288876))","([5, 23, 44, 45], np.float64(0.06630321580121522))"
34,"([2, 11, 21, 24], np.float64(20.14566768581823))","([2, 11, 21, 24], np.float64(0.023899307189269883))","([2, 11, 21, 24], np.float64(20.430624809352047))"
35,"([7, 30, 47, 49], np.float64(24.95347518156237))","([7, 30, 47, 49], np.float64(0.02131011928539743))","([7, 30, 47, 49], np.float64(12.221707514691946))"
36,"([11, 17, 35, 41], np.float64(22.06956999305908))","([11, 17, 35, 41], np.float64(9.91058260323061))","([11, 17, 35, 41], np.float64(11.385442720318425))"
37,"([4, 15, 24, 44], np.float64(14.447218438880748))","([4, 15, 24, 44], np.float64(1.4122517940651613))","([4, 15, 24, 44], np.float64(0.03047013265620386))"
38,"([20, 25, 26, 28], np.float64(40.94914333853583))","([20, 25, 26, 28], np.float64(0.0253225353045905))","([], np.float64(58.115268122671125))"
39,"([5, 21, 25, 43], np.float64(0.08261294356061671))","([5, 21, 25, 43], np.float64(0.025711909626292793))","([5, 43], np.float64(47.400021382549156))"
40,"([29, 33, 35, 44], np.float64(22.57981855916739))","([29, 33, 35, 44], np.float64(0.04416692149096994))","([29, 33, 35, 44], np.float64(0.9559513783964606))"
41,"([3, 6, 11, 14], np.float64(14.845226797502466))","([3, 6, 11, 14], np.float64(0.021333956578037477))","([3, 6, 11, 14], np.float64(38.376366580248515))"
42,"([6, 15, 43, 49], np.float64(0.041088201631924996))","([6, 15, 43, 49], np.float64(0.030981495240363196))","([6, 15, 43, 49], np.float64(0.1287396053285506))"
43,"([24, 30, 35, 45], np.float64(23.88993427761988))","([24, 30, 35, 45], np.float64(0.025751549867633464))","([24], np.float64(52.48907253471251))"
44,"([16, 22, 38, 46], np.float64(22.03651197500912))","([16, 22, 38, 46], np.float64(0.5184565303329027))","([], np.float64(60.41227070283152))"
45,"([8, 19, 26, 45], np.float64(23.257777763964295))","([8, 19, 26, 45], np.float64(0.17486202002964654))","([8, 19], np.float64(48.896204954414046))"
