run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
23,"([0, 6, 31, 42], np.float64(21.023243375201236))","([0, 6, 31, 42], np.float64(0.04008187838446392))","([0, 6, 31, 42], np.float64(8.073872409311296))"
24,"([1, 8, 14, 37], np.float64(22.06720175475774))","([1, 8, 14, 37], np.float64(13.77980757761115))","([], np.float64(57.97394088656767))"
25,"([2, 13, 20, 26], np.float64(23.303918479238206))","([2, 13, 20, 26], np.float64(16.40881105855271))","([2, 13, 20, 26], np.float64(14.136718329716135))"
26,"([25, 38, 47, 48], np.float64(21.529019914187398))","([25, 38, 47, 48], np.float64(10.68948121419816))","([25, 47, 48], np.float64(37.6758646174567))"
27,"([6, 9, 19, 44], np.float64(22.723576757888047))","([6, 9, 19, 44], np.float64(10.543260941470201))","([9, 44], np.float64(40.05706794688919))"
28,"([19, 35, 38, 44], np.float64(14.582376261410115))","([19, 35, 38, 44], np.float64(0.027677515842426063))","([19, 35, 38, 44], np.float64(12.736355814813129))"
29,"([8, 14, 38, 41], np.float64(39.07478917102897))","([8, 14, 38, 41], np.float64(0.032007180816730894))","([], np.float64(56.71057079316861))"
30,"([20, 21, 34, 35], np.float64(19.664048740302956))","([20, 21, 34, 35], np.float64(0.05095289529010931))","([], np.float64(54.78300027567934))"
31,"([13, 26, 28, 37], np.float64(15.7274494743303))","([13, 26, 28, 37], np.float64(21.05439523933526))","([], np.float64(65.61122935585429))"
32,"([8, 9, 26, 37], np.float64(23.121630083327823))","([8, 9, 26, 37], np.float64(16.58843070971184))","([26], np.float64(58.462423438859666))"
33,"([5, 23, 44, 45], np.float64(23.08352418572572))","([5, 23, 44, 45], np.float64(0.04024237493623819))","([5, 23, 44, 45], np.float64(13.705932594020663))"
34,"([2, 11, 21, 24], np.float64(20.29267647180483))","([2, 11, 21, 24], np.float64(0.07245615087266309))","([2, 11, 21, 24], np.float64(14.594827504591468))"
35,"([7, 30, 47, 49], np.float64(24.93596190361907))","([7, 30, 47, 49], np.float64(18.978618448187277))","([], np.float64(61.24982471238605))"
36,"([11, 17, 35, 41], np.float64(22.42512675454229))","([17, 35], np.float64(47.217387137007776))","([11, 17, 35, 41], np.float64(6.900807920492983))"
37,"([4, 15, 24, 44], np.float64(22.680905670524293))","([4, 15, 24, 44], np.float64(1.4759365288850135))","([4, 15, 24, 44], np.float64(0.03388271707453137))"
38,"([20, 25, 26, 28], np.float64(22.251047808261813))","([20, 25, 26, 28], np.float64(0.03666126338848392))","([20, 25, 26, 28], np.float64(9.680030974502312))"
39,"([5, 21, 25, 43], np.float64(21.309145129104078))","([5, 21, 25, 43], np.float64(6.763565122944714))","([5, 21, 25, 43], np.float64(14.714054045105824))"
40,"([29, 33, 35, 44], np.float64(22.688185619164155))","([29, 33, 35, 44], np.float64(15.01597739696249))","([], np.float64(53.97380266711612))"
41,"([3, 6, 11, 14], np.float64(22.059784693977125))","([3, 6, 11, 14], np.float64(0.07717619433724669))","([3, 6, 11, 14], np.float64(17.567818633233063))"
42,"([6, 15, 43, 49], np.float64(21.87100470010821))","([6, 15, 43, 49], np.float64(2.574779670497934))","([15, 43, 49], np.float64(36.43236946700474))"
43,"([24, 30, 35, 45], np.float64(14.870005024380925))","([24, 30, 35, 45], np.float64(0.38338774868740244))","([24, 30, 35, 45], np.float64(17.544506455421033))"
44,"([16, 22, 38, 46], np.float64(15.14851135874293))","([16, 38], np.float64(52.78369620378103))","([16, 22, 38, 46], np.float64(14.70126829753533))"
45,"([8, 19, 26, 45], np.float64(23.427488434904554))","([8, 19, 26, 45], np.float64(3.8921016239425152))","([], np.float64(61.294541039617904))"
46,"([0, 10, 15, 16], np.float64(22.564553495822263))","([0, 10, 15, 16], np.float64(13.198075117027917))","([15], np.float64(56.09836956667213))"
47,"([1, 10, 13, 48], np.float64(22.83806576490458))","([1, 10, 13, 48], np.float64(3.4666088352231785))","([], np.float64(59.0004696674297))"
48,"([0, 20, 24, 42], np.float64(21.400044770426497))","([0, 20, 24, 42], np.float64(16.833520731745114))","([0, 20, 24, 42], np.float64(15.462429463512487))"
49,"([0, 21, 26, 30], np.float64(22.60186829687076))","([0, 21, 26, 30], np.float64(20.93590700914418))","([], np.float64(55.3146178489959))"
