run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
31,"([13, 26, 28, 37], np.float64(26.57397866384961))","([13, 26, 28, 37], np.float64(48.61342631602268))","([13, 26], np.float64(61.96463234798977))"
32,"([8, 9, 26, 37], np.float64(23.590500378231592))","([26], np.float64(59.88541250223441))","([], np.float64(62.314545542327565))"
33,"([5, 23, 44, 45], np.float64(23.81848849048154))","([], np.float64(57.215169328566965))","([], np.float64(57.22285319957917))"
34,"([2, 11, 21, 24], np.float64(20.574439901685682))","([], np.float64(52.10586749260238))","([], np.float64(52.09528944869146))"
35,"([7, 30, 47, 49], np.float64(25.55036803065593))","([], np.float64(61.42626283475736))","([], np.float64(61.42555720222536))"
36,"([11, 17, 35, 41], np.float64(22.8791345118916))","([11], np.float64(51.2992724674312))","([], np.float64(53.134524865326455))"
37,"([], np.float64(51.91789807552676))","([], np.float64(51.91553217275541))","([], np.float64(51.916256947068064))"
38,"([20, 25, 26, 28], np.float64(48.12264963268039))","([], np.float64(58.1175544437736))","([], np.float64(58.11710799621303))"
39,"([5, 21, 25, 43], np.float64(39.764683600147436))","([], np.float64(60.8305232341086))","([], np.float64(60.82864455571162))"
40,"([29, 33, 35, 44], np.float64(22.959250907917802))","([], np.float64(54.2709896236612))","([], np.float64(54.26824241244964))"
41,"([3, 6, 11, 14], np.float64(21.891512498659438))","([11], np.float64(57.7980413917753))","([], np.float64(58.82728119102292))"
42,"([6, 49], np.float64(44.72775625443115))","([], np.float64(54.981015605924604))","([], np.float64(54.97908340409621))"
43,"([24, 30, 35, 45], np.float64(42.42948320270678))","([], np.float64(55.374527374127126))","([], np.float64(55.37278569587526))"
44,"([16, 22, 38, 46], np.float64(22.014494669729263))","([], np.float64(60.41614535752719))","([], np.float64(60.41557298631957))"
45,"([8, 19, 26, 45], np.float64(24.147849278340445))","([], np.float64(61.2674016565543))","([], np.float64(61.26706094645383))"
46,"([0, 10, 15, 16], np.float64(23.090362418185887))","([], np.float64(59.74027611041227))","([], np.float64(59.7396803947237))"
47,"([1, 10, 13, 48], np.float64(22.865970828584366))","([], np.float64(59.99994762895137))","([], np.float64(60.00375025038392))"
48,"([0, 20, 24, 42], np.float64(21.699527232734813))","([], np.float64(62.284465841145725))","([], np.float64(62.285917921034226))"
49,"([0, 21, 26, 30], np.float64(41.55922991617881))","([], np.float64(55.064012255379))","([], np.float64(55.06089610679547))"
