run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.96147233507282))","([], np.float64(60.088239529790776))","([], np.float64(60.087416056319356))"
2,"([10, 22, 30, 39], np.float64(43.486822770451084))","([22, 39], np.float64(49.961196852740194))","([], np.float64(64.19526559619665))"
3,"([0, 4, 5, 27], np.float64(49.209164406286966))","([], np.float64(54.45740587702402))","([], np.float64(54.4593206357795))"
4,"([14, 34, 38, 49], np.float64(23.673870404948246))","([], np.float64(54.234300474887))","([], np.float64(54.230242955066885))"
5,"([2, 11, 15], np.float64(47.41844358197783))","([], np.float64(57.91380696435955))","([], np.float64(57.91338849791588))"
6,"([5, 17, 41, 44], np.float64(21.410680031105315))","([], np.float64(59.44787753658166))","([], np.float64(59.466640332819686))"
7,"([13, 17, 29, 45], np.float64(26.784009687527114))","([], np.float64(62.319912636664014))","([], np.float64(62.32853897500892))"
8,"([10, 19, 37, 48], np.float64(24.249353733032954))","([], np.float64(62.370737062502215))","([], np.float64(62.37076671283716))"
9,"([11, 36, 38, 44], np.float64(24.39241772658825))","([], np.float64(52.68815197230043))","([], np.float64(52.689831164181555))"
10,"([27, 29, 41, 42], np.float64(39.704199303694985))","([], np.float64(55.64719978278692))","([], np.float64(55.64806770174609))"
11,"([31, 49], np.float64(40.683327522823326))","([], np.float64(53.206467940875875))","([], np.float64(53.202995009265244))"
12,"([7, 15, 38, 43], np.float64(54.6032781647351))","([], np.float64(59.626771637769544))","([], np.float64(59.62420127886422))"
13,"([8, 10, 31, 41], np.float64(21.524870320547294))","([31], np.float64(55.40504079326331))","([], np.float64(58.26681245023623))"
14,"([16, 21, 40, 42], np.float64(22.145271065819205))","([21, 40], np.float64(43.03000445396718))","([], np.float64(59.75066545226733))"
15,"([11, 19, 21, 41], np.float64(43.171636531416674))","([], np.float64(59.227609419877815))","([], np.float64(59.23001391975727))"
16,"([19, 40], np.float64(43.45102658039072))","([], np.float64(54.55891271759945))","([], np.float64(54.55883522670787))"
17,"([8, 18, 26, 27], np.float64(43.055055190544635))","([], np.float64(67.38354180734758))","([], np.float64(67.38270206562458))"
18,"([6, 31, 39, 48], np.float64(24.407793752508443))","([], np.float64(62.03144743501648))","([], np.float64(62.031519303520106))"
19,"([0, 2, 19, 32], np.float64(22.782695527901375))","([], np.float64(55.33935688485416))","([], np.float64(55.336202127590134))"
20,"([4, 7, 15, 28], np.float64(32.85003752776084))","([], np.float64(60.021624401203))","([], np.float64(60.021250403057955))"
21,"([13, 15, 30, 41], np.float64(21.393877383272912))","([], np.float64(53.23636361776018))","([], np.float64(53.237190938148736))"
22,"([4, 6, 11, 46], np.float64(23.487477469557493))","([], np.float64(54.77106551138514))","([], np.float64(54.76284164000265))"
23,"([0, 6, 31, 42], np.float64(22.993347380404163))","([], np.float64(55.609008015861065))","([], np.float64(55.61543601079212))"
24,"([1, 8, 14, 37], np.float64(41.43530699138955))","([], np.float64(58.00627548747178))","([], np.float64(58.00590639909754))"
25,"([2, 13, 20, 26], np.float64(23.44557255278383))","([], np.float64(62.4404285968745))","([], np.float64(62.43767177780335))"
26,"([25, 38, 47, 48], np.float64(41.02133114902457))","([], np.float64(60.77537075446373))","([], np.float64(60.77021383812594))"
27,"([6, 9, 19, 44], np.float64(23.045515763974343))","([], np.float64(52.57792982391617))","([], np.float64(52.57984008562124))"
28,"([19, 35, 38, 44], np.float64(30.882696736845727))","([], np.float64(55.583339212963864))","([], np.float64(55.58737536412201))"
29,"([8, 14, 38, 41], np.float64(23.228989261534196))","([], np.float64(56.70781723439411))","([], np.float64(56.707651117845515))"
30,"([20, 21, 34, 35, 40], np.float64(21.430813185466338))","([], np.float64(54.616429039359254))","([], np.float64(54.61642912007707))"
