run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.762487643789825))","([2, 3, 13, 15], np.float64(14.158695456743157))","([2, 3, 13, 15], np.float64(21.672671233029043))"
2,"([10, 22, 30, 39], np.float64(15.05348685161469))","([10, 22, 30, 39], np.float64(0.019401184829730404))","([22, 39], np.float64(49.35809104043983))"
3,"([0, 4, 5, 27], np.float64(21.939413098864584))","([], np.float64(54.410040348509426))","([], np.float64(54.40990187096519))"
4,"([14, 34, 38, 49], np.float64(22.55126615779155))","([14, 49], np.float64(39.125886701062164))","([], np.float64(53.97033254107487))"
5,"([2, 11, 15, 36], np.float64(14.472959677229387))","([2, 11, 15, 36], np.float64(16.018931152466116))","([], np.float64(57.94312169882863))"
6,"([5, 17, 41, 44], np.float64(13.124451029848649))","([5, 17, 41, 44], np.float64(6.914224547936559))","([], np.float64(58.98620411309632))"
7,"([13, 17, 29, 45], np.float64(26.251913470938593))","([13, 17, 29, 45], np.float64(0.03052470259136241))","([13, 17, 29, 45], np.float64(0.07415551300744067))"
8,"([10, 19, 37, 48], np.float64(22.155189369523157))","([10, 19, 37, 48], np.float64(15.682390541785146))","([10, 19, 37, 48], np.float64(10.991427106886219))"
9,"([11, 36, 38, 44], np.float64(23.309585356370707))","([11, 36, 38, 44], np.float64(0.10239571457418353))","([11, 36], np.float64(39.870912082546575))"
10,"([27, 29, 41, 42], np.float64(13.881452551592105))","([27, 29, 41, 42], np.float64(0.0216895399732771))","([27, 29, 41, 42], np.float64(0.06514013616720911))"
11,"([19, 31, 46, 49], np.float64(20.73038894009536))","([19, 31, 46, 49], np.float64(0.030260986232135346))","([19, 31, 46, 49], np.float64(0.081236640296519))"
12,"([7, 15, 38, 43], np.float64(23.853049623217792))","([7, 15, 38, 43], np.float64(0.023924921400305978))","([], np.float64(59.405850956984324))"
13,"([8, 10, 31, 41], np.float64(21.581530603301562))","([8, 10, 31, 41], np.float64(7.495895647173922))","([8, 10, 31, 41], np.float64(0.02616172643362984))"
14,"([16, 21, 40, 42], np.float64(22.39799509313088))","([16, 21, 40, 42], np.float64(0.01938846583669771))","([16, 21, 40, 42], np.float64(10.864836349681122))"
15,"([11, 19, 21, 41], np.float64(14.779484191283522))","([11, 19, 21, 41], np.float64(20.94362549967711))","([11, 19, 21, 41], np.float64(4.537718283802258))"
16,"([4, 9, 19, 40], np.float64(13.80041099243002))","([4, 9, 19, 40], np.float64(0.4180499973837098))","([4, 9, 19, 40], np.float64(0.03222147582441414))"
17,"([8, 18, 26, 27], np.float64(25.078234750622364))","([8, 18, 26, 27], np.float64(0.02756895976722916))","([8, 18, 26, 27], np.float64(0.050298737670155115))"
18,"([6, 31, 39, 48], np.float64(24.013797531081078))","([6, 31, 39, 48], np.float64(0.36358454230337156))","([6, 31, 39, 48], np.float64(0.07346841108724857))"
19,"([0, 2, 19, 32], np.float64(22.639202520191077))","([0, 2, 19, 32], np.float64(11.571899200771371))","([], np.float64(55.517082350323115))"
20,"([4, 7, 15, 28], np.float64(0.02735175598735158))","([4, 7, 15, 28], np.float64(13.788561246121702))","([4, 7, 15, 28], np.float64(0.08003098204156016))"
21,"([13, 15, 30, 41], np.float64(20.057747455557006))","([13, 15, 30, 41], np.float64(0.03870641038575908))","([15, 30], np.float64(39.65197477483499))"
22,"([4, 6, 11, 46], np.float64(22.18187222045767))","([4, 6, 11, 46], np.float64(0.03385589809576352))","([4, 6, 11, 46], np.float64(16.114027009718782))"
23,"([0, 6, 31, 42], np.float64(21.022674774962987))","([0, 6, 31, 42], np.float64(0.031787404876718946))","([0, 6, 31, 42], np.float64(21.10564285806058))"
24,"([1, 8, 14, 37], np.float64(22.09960101840993))","([1, 8, 14, 37], np.float64(0.026851910247500506))","([1, 8, 14, 37], np.float64(8.38572577371688))"
25,"([2, 13, 20, 26], np.float64(23.32850579901049))","([2, 13, 20, 26], np.float64(0.031039637331097828))","([2, 13, 20, 26], np.float64(6.513483253760136))"
26,"([25, 38, 47, 48], np.float64(13.615684601351482))","([25, 38, 47, 48], np.float64(0.15738091287785072))","([25, 48], np.float64(45.554513950685376))"
27,"([6, 9, 19, 44], np.float64(21.67883828526373))","([6, 9, 19, 44], np.float64(16.151841935745285))","([6, 9, 19, 44], np.float64(18.626694084634764))"
28,"([19, 35, 38, 44], np.float64(22.807634443696355))","([19, 35, 38, 44], np.float64(0.026199645607248925))","([], np.float64(54.46438908709182))"
29,"([8, 14, 38, 41], np.float64(23.3977880005294))","([8, 14, 38, 41], np.float64(1.3318089452316129))","([], np.float64(56.707776623085095))"
30,"([20, 21, 34, 35], np.float64(13.467005795606955))","([20, 21, 34, 35], np.float64(0.019582289744942655))","([20, 21, 34, 35], np.float64(0.1610676469923696))"
31,"([13, 26, 28, 37], np.float64(24.745933966462985))","([13, 26, 28, 37], np.float64(0.4529899077439377))","([13, 26, 28, 37], np.float64(10.298355279522902))"
32,"([8, 9, 26, 37], np.float64(14.852116975485787))","([8, 9, 26, 37], np.float64(1.9135569631038365))","([8, 9, 26, 37], np.float64(0.048445685458115534))"
33,"([5, 23, 44, 45], np.float64(15.521730219208068))","([5, 23, 44, 45], np.float64(1.7141203645166923))","([5, 23, 44, 45], np.float64(12.240743677385675))"
34,"([2, 11, 21, 24], np.float64(20.187409970742056))","([2, 11, 21, 24], np.float64(0.018027127036808664))","([2, 11, 21, 24], np.float64(15.612981357770304))"
35,"([7, 30, 47, 49], np.float64(15.903543764347644))","([7, 30, 47, 49], np.float64(10.26315432522179))","([7, 30, 47, 49], np.float64(11.559523179703767))"
36,"([11, 17, 35, 41], np.float64(20.96515851654976))","([11, 17, 35, 41], np.float64(0.016506331204108774))","([11, 17, 35, 41], np.float64(0.027326348392375632))"
37,"([4, 15, 24, 44], np.float64(15.204834127219916))","([4, 15, 24, 44], np.float64(0.03273091766844002))","([4, 15, 24, 44], np.float64(13.26833622285113))"
38,"([20, 25, 26, 28], np.float64(22.32042112012397))","([20, 25, 26, 28], np.float64(14.802226235071892))","([20, 25, 26, 28], np.float64(0.6894489690477994))"
39,"([5, 21, 25, 43], np.float64(13.866658754181495))","([5, 21, 25, 43], np.float64(0.028077416145993624))","([5, 21, 25, 43], np.float64(3.686468105146043))"
40,"([29, 33, 35, 44], np.float64(20.316395297219433))","([29, 33, 35, 44], np.float64(1.4495066632498839))","([29, 33, 35, 44], np.float64(0.12157930805056703))"
41,"([3, 6, 11, 14], np.float64(22.05702063393085))","([3, 6, 11, 14], np.float64(35.81495963299352))","([3, 6, 11, 14], np.float64(0.061413433145712126))"
42,"([6, 15, 43, 49], np.float64(0.032991509211037155))","([6, 15, 43, 49], np.float64(16.826105554929082))","([6, 15, 43, 49], np.float64(22.331163701705815))"
43,"([24, 30, 35, 45], np.float64(23.929291255441253))","([24, 30, 35, 45], np.float64(0.8169424235114475))","([24, 30, 35, 45], np.float64(0.023925540016708918))"
44,"([16, 22, 38, 46], np.float64(15.086680787665589))","([16, 22, 38, 46], np.float64(11.976750922787215))","([16, 22, 38, 46], np.float64(0.06669579878760931))"
45,"([8, 19, 26, 45], np.float64(23.29008262430126))","([8, 19, 26, 45], np.float64(0.02606790734204635))","([8, 19, 26, 45], np.float64(6.639174087346406))"
46,"([0, 10, 15, 16], np.float64(20.382928219142766))","([0, 10, 15, 16], np.float64(7.544686060510379))","([0, 16], np.float64(46.56615264974945))"
47,"([1, 10, 13, 48], np.float64(22.684349520262177))","([1, 10, 13, 48], np.float64(37.7329262326708))","([1, 10, 13, 48], np.float64(10.786847946887423))"
48,"([0, 20, 24, 42], np.float64(21.405914313218837))","([0, 20, 24, 42], np.float64(0.029919333685424))","([0, 20, 24, 42], np.float64(15.264395653451347))"
49,"([0, 21, 26, 30], np.float64(0.07854697076620001))","([0, 21, 26, 30], np.float64(7.086843389542887))","([0, 21, 26, 30], np.float64(18.816595883965842))"
