run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(14.615026835270934))","([2, 3, 13, 15], np.float64(0.20762773605197432))","([2, 3, 13, 15], np.float64(0.04203904716359801))"
2,"([10, 22, 30, 39], np.float64(14.814090335782836))","([10, 22, 30, 39], np.float64(0.013494855447758329))","([10, 22, 30, 39], np.float64(17.742304187636194))"
3,"([0, 4, 5, 27], np.float64(19.675114751803818))","([0, 4, 5, 27], np.float64(0.01101298090664163))","([0, 4, 5, 27], np.float64(10.534327197430486))"
4,"([14, 34, 38, 49], np.float64(0.08869736261566373))","([14, 34, 38, 49], np.float64(0.03011333122716928))","([14, 34, 38, 49], np.float64(10.045584207427606))"
5,"([2, 11, 15, 36], np.float64(0.10805672601711785))","([2, 11, 15, 36], np.float64(0.014855692249557588))","([2, 11, 15, 36], np.float64(1.2179928242348725))"
6,"([5, 17, 41, 44], np.float64(0.03561722148091903))","([5, 17, 41, 44], np.float64(0.024739447320132574))","([5, 17, 41, 44], np.float64(3.6603560545061784))"
7,"([13, 17, 29, 45], np.float64(16.86802780157372))","([13, 17, 29, 45], np.float64(0.030785801886835388))","([13, 17, 29, 45], np.float64(0.050438832935287496))"
8,"([10, 19, 37, 48], np.float64(14.170002675968274))","([10, 19, 37, 48], np.float64(9.444449807006693))","([10, 19, 37, 48], np.float64(0.035925189809955536))"
9,"([11, 36, 38, 44], np.float64(15.339117933044875))","([11, 36, 38, 44], np.float64(0.14636792854525055))","([38, 44], np.float64(49.05183594919974))"
10,"([27, 29, 41, 42], np.float64(22.40393331041343))","([27, 29, 41, 42], np.float64(0.4908843036476096))","([27, 29, 41, 42], np.float64(0.10767754852523881))"
11,"([19, 31, 46, 49], np.float64(21.014203484011716))","([19, 31, 46, 49], np.float64(0.01719490998778731))","([19, 31, 46, 49], np.float64(0.035696141400453116))"
12,"([7, 15, 38, 43], np.float64(16.157216570794926))","([7, 15, 38, 43], np.float64(0.017355628595304005))","([7, 15, 38, 43], np.float64(1.5351174666179512))"
13,"([8, 10, 31, 41], np.float64(21.46933465528761))","([8, 10, 31, 41], np.float64(0.02603667205881833))","([8, 10, 31, 41], np.float64(0.0627020064682159))"
14,"([16, 21, 40, 42], np.float64(15.177126680763063))","([16, 21, 40, 42], np.float64(0.07035601926006223))","([16, 21, 40, 42], np.float64(0.16126407270223672))"
15,"([11, 19, 21, 41], np.float64(38.50112565937632))","([11, 19, 21, 41], np.float64(0.036246537384132436))","([11, 19, 21, 41], np.float64(3.782521555400894))"
16,"([4, 9, 19, 40], np.float64(0.11435943493005486))","([4, 9, 19, 40], np.float64(0.02483134647680861))","([4, 9, 19, 40], np.float64(33.735370118628026))"
17,"([8, 18, 26, 27], np.float64(25.27980072964303))","([8, 18, 26, 27], np.float64(43.745821783380016))","([8, 18, 26, 27], np.float64(0.044216151620046065))"
18,"([6, 31, 39, 48], np.float64(0.010604460225159061))","([6, 31, 39, 48], np.float64(0.015275396649277937))","([6, 31, 39, 48], np.float64(39.79585643614272))"
19,"([0, 2, 19, 32], np.float64(15.771648208581412))","([0, 2, 19, 32], np.float64(0.019498974062629546))","([0, 2, 19, 32], np.float64(22.79416225320188))"
20,"([4, 7, 15, 28], np.float64(21.385304350168823))","([4, 7, 15, 28], np.float64(15.4662069316748))","([4, 7, 15, 28], np.float64(0.06635677737868935))"
21,"([13, 15, 30, 41], np.float64(19.839254374757815))","([13, 15, 30, 41], np.float64(0.019603464790539753))","([13, 15, 30, 41], np.float64(0.04452365136226584))"
22,"([4, 6, 11, 46], np.float64(20.42463403854331))","([4, 6, 11, 46], np.float64(0.033066187994601974))","([4, 6, 11, 46], np.float64(10.48527659086006))"
23,"([0, 6, 31, 42], np.float64(20.952673044047465))","([0, 6, 31, 42], np.float64(26.781845143504384))","([0, 6, 31, 42], np.float64(9.389995683239151))"
24,"([1, 8, 14, 37], np.float64(13.964484006292714))","([1, 8, 14, 37], np.float64(0.02284351541765938))","([1, 8, 14, 37], np.float64(19.701691366498707))"
25,"([2, 13, 20, 26], np.float64(15.293208180201768))","([2, 13, 20, 26], np.float64(0.05440029109442873))","([2, 13, 20, 26], np.float64(0.09274009086249946))"
26,"([25, 38, 47, 48], np.float64(22.10167880641407))","([25, 38, 47, 48], np.float64(0.22809829207682525))","([25, 38, 47, 48], np.float64(0.013703492317472558))"
27,"([6, 9, 19, 44], np.float64(14.318015969902294))","([6, 9, 19, 44], np.float64(0.02623668757585918))","([6, 9, 19, 44], np.float64(32.976136925934185))"
28,"([19, 35, 38, 44], np.float64(22.705591778978246))","([19, 35, 38, 44], np.float64(0.018893602874363855))","([19, 35, 38, 44], np.float64(0.07300577622748297))"
29,"([8, 14, 38, 41], np.float64(0.04758154488174047))","([8, 14, 38, 41], np.float64(16.771330738145743))","([8, 14, 38, 41], np.float64(3.497562739642206))"
30,"([20, 21, 34, 35], np.float64(21.55958464082713))","([20, 21, 34, 35], np.float64(0.015821526916258107))","([20, 21, 34, 35], np.float64(34.65470227469536))"
31,"([13, 26, 28, 37], np.float64(16.11058710199703))","([13, 26, 28, 37], np.float64(0.38528656106417813))","([13, 26], np.float64(60.74964911381352))"
32,"([8, 9, 26, 37], np.float64(14.771092015510886))","([8, 9, 26, 37], np.float64(0.02007640812272093))","([8, 9, 26, 37], np.float64(0.020707147903328713))"
33,"([5, 23, 44, 45], np.float64(22.063047944958736))","([5, 23, 44, 45], np.float64(0.02765110083871698))","([5, 23, 44, 45], np.float64(0.024254870691162257))"
34,"([2, 11, 21, 24], np.float64(20.087306963074248))","([2, 11, 21, 24], np.float64(0.06094948497900684))","([2, 11, 21, 24], np.float64(1.0996517666341719))"
35,"([7, 30, 47, 49], np.float64(15.581587936118632))","([7, 30, 47, 49], np.float64(3.5936608637535854))","([7, 30, 47, 49], np.float64(0.058323794415354395))"
36,"([11, 17, 35, 41], np.float64(22.18194699937616))","([11, 17, 35, 41], np.float64(0.028021745336349563))","([11, 17, 35, 41], np.float64(0.21272571630327708))"
37,"([4, 15, 24, 44], np.float64(14.202024381304097))","([4, 15, 24, 44], np.float64(0.02982049154035119))","([4, 44], np.float64(42.779368185738996))"
38,"([20, 25, 26, 28], np.float64(14.107876171199091))","([20, 25, 26, 28], np.float64(0.028304375514747057))","([20, 25, 26, 28], np.float64(15.116462301810909))"
39,"([5, 21, 25, 43], np.float64(14.161169788079096))","([5, 21, 25, 43], np.float64(0.01737002653417424))","([5, 21, 25, 43], np.float64(14.100899466203126))"
40,"([29, 33, 35, 44], np.float64(13.934504849220916))","([29, 33, 35, 44], np.float64(0.13242942952328432))","([29, 33, 35, 44], np.float64(8.249526189683861))"
41,"([3, 6, 11, 14], np.float64(12.861668429733333))","([3, 6, 11, 14], np.float64(15.752092439783468))","([], np.float64(58.48682883795698))"
42,"([6, 15, 43, 49], np.float64(13.224775841587954))","([6, 15, 43, 49], np.float64(7.05336362588478))","([15, 43], np.float64(40.265779878023054))"
43,"([24, 30, 35, 45], np.float64(14.874763058303655))","([24, 30, 35, 45], np.float64(3.0588593351633446))","([24, 30, 35, 45], np.float64(0.08705898733756204))"
44,"([16, 22, 38, 46], np.float64(22.210165351554515))","([16, 22, 38, 46], np.float64(0.02719003126361053))","([16, 22, 38, 46], np.float64(10.124303639591165))"
45,"([8, 19, 26, 45], np.float64(23.301117286015852))","([8, 19, 26, 45], np.float64(0.020235474518767067))","([8, 19, 26, 45], np.float64(13.029488063492002))"
46,"([0, 10, 15, 16], np.float64(22.4492361005477))","([0, 10, 15, 16], np.float64(0.02850193895015442))","([0, 10, 15, 16], np.float64(2.6468188251951577))"
47,"([1, 10, 13, 48], np.float64(22.6965896921123))","([1, 10, 13, 48], np.float64(37.67764118451919))","([1, 10, 13, 48], np.float64(1.6248337736381548))"
48,"([0, 20, 24, 42], np.float64(12.991679078866136))","([0, 20, 24, 42], np.float64(0.032703497171348954))","([0, 20, 24, 42], np.float64(0.025979983276809657))"
49,"([0, 21, 26, 30], np.float64(15.057010462152983))","([0, 21, 26, 30], np.float64(0.02283204543464726))","([0, 21, 26, 30], np.float64(11.370700237290546))"
