run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.88540692417354))","([2, 3, 13, 15], np.float64(12.030856293428366))","([2, 3, 13, 15], np.float64(0.029188891759310984))"
2,"([10, 22, 30, 39], np.float64(23.078145149094176))","([10, 22, 30, 39], np.float64(0.06862559028447693))","([10, 22, 30, 39], np.float64(12.321860384985893))"
3,"([0, 4, 5, 27], np.float64(19.951596698154695))","([0, 4, 5, 27], np.float64(17.218822748924502))","([4], np.float64(52.10239769671655))"
4,"([14, 34, 38, 49], np.float64(22.505362920259838))","([14, 34, 38, 49], np.float64(15.114851342214832))","([14, 34, 38, 49], np.float64(0.11720237653493362))"
5,"([2, 11, 15, 36], np.float64(14.51256548528348))","([2, 11, 15, 36], np.float64(11.150155334545675))","([], np.float64(57.95683036390698))"
6,"([5, 17, 41, 44], np.float64(13.242510434679316))","([5, 17, 41, 44], np.float64(11.746054985082194))","([5, 17, 41, 44], np.float64(0.03469638739452655))"
7,"([13, 17, 29, 45], np.float64(16.823964219229374))","([13, 17, 29, 45], np.float64(0.02635164190441155))","([13, 17, 29, 45], np.float64(0.04871678928876614))"
8,"([10, 19, 37, 48], np.float64(22.79401879646712))","([10, 19, 37, 48], np.float64(5.984226328816566))","([], np.float64(62.35027553573885))"
9,"([11, 36, 38, 44], np.float64(14.853550874063542))","([11, 36, 38, 44], np.float64(0.031837989586258934))","([11, 36], np.float64(41.04365109001135))"
10,"([27, 29, 41, 42], np.float64(15.385625545006318))","([27, 29, 41, 42], np.float64(0.021625272744345614))","([], np.float64(55.566217686627))"
11,"([19, 31, 46, 49], np.float64(12.621345489614908))","([19, 31, 46, 49], np.float64(31.639284413975908))","([19, 31, 46, 49], np.float64(15.999098182308622))"
12,"([7, 15, 38, 43], np.float64(23.761792630604216))","([7, 15, 38, 43], np.float64(0.07459938700476981))","([7, 15, 38, 43], np.float64(0.040424315848842186))"
13,"([8, 10, 31, 41], np.float64(21.667640688870122))","([8, 10, 31, 41], np.float64(0.03360477220812877))","([8, 10, 31, 41], np.float64(10.450833419052644))"
14,"([16, 21, 40, 42], np.float64(22.263822224856657))","([16, 21, 40, 42], np.float64(38.55900331706533))","([16, 21, 40, 42], np.float64(0.029559710888041348))"
15,"([11, 19, 21, 41], np.float64(13.11744406705926))","([11, 19, 21, 41], np.float64(8.433802723781362))","([11, 21], np.float64(44.405129035833106))"
16,"([4, 9, 19, 40], np.float64(22.942855630450403))","([19, 40], np.float64(47.50103026563297))","([], np.float64(54.585292407041266))"
17,"([8, 18, 26, 27], np.float64(15.568018999440843))","([8, 18, 26, 27], np.float64(0.03443038223553759))","([18], np.float64(65.87665285520494))"
