run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.859727009370413))","([2, 3, 13, 15], np.float64(0.02674042652803793))","([2, 3, 13, 15], np.float64(2.71079423991427))"
2,"([10, 22, 30, 39], np.float64(23.140227416471113))","([10, 22, 30, 39], np.float64(0.02623879063494492))","([10, 22, 30, 39], np.float64(8.706433122301537))"
3,"([0, 4, 5, 27], np.float64(15.179036671476398))","([0, 4, 5, 27], np.float64(1.8164658225873533))","([0, 4, 5, 27], np.float64(10.502189173335905))"
4,"([14, 34, 38, 49], np.float64(22.143253106360376))","([14, 34, 38, 49], np.float64(22.51554469068549))","([14, 34, 38, 49], np.float64(3.7653681483012313))"
5,"([2, 11, 15, 36], np.float64(23.134174535637406))","([2, 11, 15, 36], np.float64(6.659340355464711))","([2, 11, 15, 36], np.float64(16.813209072278035))"
6,"([5, 17, 41, 44], np.float64(21.00446658520316))","([5, 17, 41, 44], np.float64(12.31485648276918))","([41], np.float64(54.27453153092884))"
7,"([13, 17, 29, 45], np.float64(26.101724565384952))","([13, 17, 29, 45], np.float64(0.03129022445672512))","([13, 17, 29, 45], np.float64(0.20097169757597652))"
8,"([10, 19, 37, 48], np.float64(0.07369422473950382))","([10, 19, 37, 48], np.float64(0.6064418167980912))","([10, 19, 37, 48], np.float64(11.586830757104403))"
9,"([11, 36, 38, 44], np.float64(14.951019894665395))","([11, 36, 38, 44], np.float64(0.026163918962093198))","([], np.float64(52.44431351141575))"
10,"([27, 29, 41, 42], np.float64(14.225984723205537))","([27, 29, 41, 42], np.float64(33.59606639200524))","([27, 29, 41, 42], np.float64(9.24036964941148))"
11,"([19, 31, 46, 49], np.float64(20.760734177941085))","([19, 31, 46, 49], np.float64(0.3486236119778114))","([19, 31, 46, 49], np.float64(0.9474837590346206))"
12,"([7, 15, 38, 43], np.float64(14.901018900330731))","([7, 15, 38, 43], np.float64(11.186003834816532))","([], np.float64(59.40613052618298))"
13,"([8, 10, 31, 41], np.float64(21.627370480828517))","([8, 10, 31, 41], np.float64(0.034687052909978665))","([8, 10, 31, 41], np.float64(9.323713564722414))"
14,"([16, 21, 40, 42], np.float64(22.294036712543985))","([16, 21, 40, 42], np.float64(0.8927022703844113))","([16, 21, 40, 42], np.float64(11.529653152146262))"
15,"([11, 19, 21, 41], np.float64(21.32499363701375))","([11, 19, 21, 41], np.float64(6.050375364175363))","([11, 19, 21, 41], np.float64(5.822739526664228))"
16,"([4, 9, 19, 40], np.float64(22.326647706432805))","([4, 9, 19, 40], np.float64(13.343628292705226))","([4, 9, 19, 40], np.float64(0.07248466026116895))"
17,"([8, 18, 26, 27], np.float64(25.114526611953405))","([8, 18, 26, 27], np.float64(12.272176647957108))","([], np.float64(67.47128943614129))"
18,"([6, 31, 39, 48], np.float64(14.120645672624661))","([6, 31, 39, 48], np.float64(0.02761365195774052))","([6, 31, 39, 48], np.float64(14.973647876773306))"
19,"([0, 2, 19, 32], np.float64(22.529103261211713))","([0, 2, 19, 32], np.float64(0.029691604129366268))","([], np.float64(55.478497418263565))"
20,"([4, 7, 15, 28], np.float64(41.448532610314906))","([4, 7, 15, 28], np.float64(0.05379496566288434))","([4, 7, 15, 28], np.float64(0.06098828219787736))"
21,"([13, 15, 30, 41], np.float64(19.903524513872398))","([13, 15, 30, 41], np.float64(12.8002078579997))","([], np.float64(53.12498719080478))"
22,"([4, 6, 11, 46], np.float64(22.494310892446002))","([4, 6, 11, 46], np.float64(1.7651575407224167))","([6, 11], np.float64(46.545086154456875))"
23,"([0, 6, 31, 42], np.float64(20.850346377983094))","([0, 6, 31, 42], np.float64(0.026629126742503152))","([0, 6, 31, 42], np.float64(10.471210430424694))"
24,"([1, 8, 14, 37], np.float64(14.352090554546027))","([1, 8, 14, 37], np.float64(0.01897737345545823))","([1, 8, 14, 37], np.float64(1.5168739861614295))"
25,"([2, 13, 20, 26], np.float64(14.851081401636351))","([2, 13, 20, 26], np.float64(0.3480404424743769))","([2, 13, 20, 26], np.float64(13.237379381957366))"
26,"([25, 38, 47, 48], np.float64(22.107326251636948))","([25, 38, 47, 48], np.float64(37.280523301023784))","([25, 38, 47, 48], np.float64(21.956260596252715))"
27,"([6, 9, 19, 44], np.float64(0.11455407940536029))","([6, 9, 19, 44], np.float64(0.017712892342336004))","([6], np.float64(50.79944399934442))"
28,"([19, 35, 38, 44], np.float64(22.85858788692177))","([19, 35, 38, 44], np.float64(0.031313458180259685))","([19, 35, 38, 44], np.float64(18.45462765702024))"
29,"([8, 14, 38, 41], np.float64(14.56072832805682))","([8, 14, 38, 41], np.float64(0.059345313741881))","([38], np.float64(55.519780601125646))"
30,"([20, 21, 34, 35], np.float64(21.508043199499323))","([20, 21, 34, 35], np.float64(0.016663208235791344))","([20, 21, 34, 35], np.float64(13.920627156424798))"
31,"([13, 26, 28, 37], np.float64(16.25644113953341))","([13, 26, 28, 37], np.float64(0.0373347495739796))","([13, 26, 28, 37], np.float64(0.08081288720757968))"
32,"([8, 9, 26, 37], np.float64(23.005514155662095))","([8, 9, 26, 37], np.float64(0.0640944215764626))","([8, 9, 26, 37], np.float64(0.06746939504945841))"
33,"([5, 23, 44, 45], np.float64(23.617044901164533))","([5, 23, 44, 45], np.float64(16.316578164381475))","([5, 23, 44, 45], np.float64(10.413013923403694))"
34,"([2, 11, 21, 24], np.float64(12.73640471477647))","([2, 11, 21, 24], np.float64(0.5265312483378616))","([2, 11, 21, 24], np.float64(5.2666666358080585))"
35,"([7, 30, 47, 49], np.float64(24.732336626405754))","([7, 47], np.float64(52.11703617872852))","([], np.float64(61.30512294149398))"
36,"([11, 17, 35, 41], np.float64(0.056618784091277595))","([11, 17, 35, 41], np.float64(0.023358006341686888))","([11, 17, 35, 41], np.float64(14.152068878922742))"
37,"([4, 15, 24, 44], np.float64(22.673298352123076))","([4, 15, 24, 44], np.float64(0.041138304005235854))","([4, 15, 24, 44], np.float64(0.8360791582613988))"
38,"([20, 25, 26, 28], np.float64(13.703237129886173))","([20, 25, 26, 28], np.float64(8.559872438276965))","([20, 25, 26, 28], np.float64(0.12373429868771178))"
39,"([5, 21, 25, 43], np.float64(0.1491071139620407))","([5, 21, 25, 43], np.float64(0.13462941164049871))","([5, 21, 25, 43], np.float64(11.794732662831056))"
40,"([29, 33, 35, 44], np.float64(22.340799357216984))","([29, 33, 35, 44], np.float64(0.08071823919994944))","([29, 33, 35, 44], np.float64(0.06051947316664266))"
41,"([3, 6, 11, 14], np.float64(22.339410530847935))","([3, 6, 11, 14], np.float64(11.585391165300988))","([3, 6, 11, 14], np.float64(3.960177338788987))"
42,"([6, 15, 43, 49], np.float64(21.363401731060186))","([6, 15, 43, 49], np.float64(0.019444408382282945))","([6, 15, 43, 49], np.float64(35.36804856224041))"
43,"([24, 30, 35, 45], np.float64(15.846274151225721))","([24, 30, 35, 45], np.float64(0.03064649223078649))","([24], np.float64(52.401115111584616))"
44,"([16, 22, 38, 46], np.float64(15.130043383993165))","([16, 22, 38, 46], np.float64(21.414635251996685))","([16, 22, 38, 46], np.float64(3.8018171424594667))"
45,"([8, 19, 26, 45], np.float64(23.28833440446907))","([8, 19, 26, 45], np.float64(5.183060584052187))","([], np.float64(61.33816457773466))"
46,"([0, 10, 15, 16], np.float64(41.55717531789131))","([0, 10, 15, 16], np.float64(7.871193144134714))","([0, 10, 15, 16], np.float64(9.64036382720458))"
47,"([1, 10, 13, 48], np.float64(13.889017897711424))","([1, 10, 13, 48], np.float64(0.03972704995220246))","([10, 48], np.float64(43.374180301572174))"
48,"([0, 20, 24, 42], np.float64(14.536942885495318))","([0, 20, 24, 42], np.float64(0.03053217871283325))","([0, 24], np.float64(48.29669711559249))"
49,"([0, 21, 26, 30], np.float64(22.75914974394587))","([0, 21, 26, 30], np.float64(9.975076915135928))","([0, 21, 26, 30], np.float64(8.542849278652735))"
