run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.649333239821235))","([2, 3, 13, 15], np.float64(0.02805224542769094))","([2, 3, 13, 15], np.float64(0.07047739883942344))"
2,"([10, 22, 30, 39], np.float64(15.378277128712591))","([10, 22, 30, 39], np.float64(0.019512532626266208))","([10, 22, 30, 39], np.float64(20.04131930002987))"
3,"([0, 4, 5, 27], np.float64(15.065840065066826))","([0, 4, 5, 27], np.float64(0.016999069192319187))","([0, 4, 5, 27], np.float64(0.050863855760878804))"
4,"([14, 34, 38, 49], np.float64(13.958617483231404))","([14, 34, 38, 49], np.float64(0.025598219180868298))","([14, 34, 38, 49], np.float64(0.03329566065440186))"
5,"([2, 11, 15, 36], np.float64(15.151438317805786))","([2, 11, 15, 36], np.float64(0.015376111703550972))","([2, 11, 15, 36], np.float64(0.055089852639552156))"
6,"([5, 17, 41, 44], np.float64(13.657057181354027))","([5, 17, 41, 44], np.float64(0.011951062048973834))","([5, 17, 41, 44], np.float64(0.2437325676118204))"
7,"([13, 17, 29, 45], np.float64(26.043374338798024))","([13, 17, 29, 45], np.float64(8.19419517585216))","([13, 17, 29, 45], np.float64(22.007689781327755))"
8,"([10, 19, 37, 48], np.float64(13.695029339251407))","([10, 19, 37, 48], np.float64(0.020160593830360233))","([10, 19, 37, 48], np.float64(2.9955609243230086))"
9,"([11, 36, 38, 44], np.float64(15.510690370199043))","([11, 36, 38, 44], np.float64(0.03409064357735255))","([11, 36, 38, 44], np.float64(0.16889289204791666))"
10,"([27, 29, 41, 42], np.float64(22.590399377988682))","([27, 29, 41, 42], np.float64(0.030619304359505384))","([27, 29, 41, 42], np.float64(0.022244542209083833))"
11,"([19, 31, 46, 49], np.float64(13.022325989301622))","([19, 31, 46, 49], np.float64(0.11604217231762298))","([19, 31, 46, 49], np.float64(0.023826168093561605))"
12,"([7, 15, 38, 43], np.float64(23.980655142312724))","([7, 15, 38, 43], np.float64(0.030660107773377007))","([7, 43], np.float64(45.79525075606257))"
13,"([8, 10, 31, 41], np.float64(21.45052788791861))","([8, 10, 31, 41], np.float64(0.021999248781824587))","([8, 10, 31, 41], np.float64(11.58069984119215))"
14,"([16, 21, 40, 42], np.float64(0.09304903428112951))","([16, 21, 40, 42], np.float64(15.209684819656301))","([], np.float64(59.657239690668646))"
15,"([11, 19, 21, 41], np.float64(13.572253176414577))","([11, 19, 21, 41], np.float64(0.022159460004187777))","([], np.float64(59.24748032033726))"
16,"([4, 9, 19, 40], np.float64(22.706348138837583))","([4, 9, 19, 40], np.float64(33.90984429987029))","([4, 9, 19, 40], np.float64(11.450068682330206))"
17,"([8, 18, 26, 27], np.float64(25.259403809065027))","([8, 18, 26, 27], np.float64(0.03280541722868901))","([8, 18, 26, 27], np.float64(0.05234105865727818))"
18,"([6, 31, 39, 48], np.float64(17.06612485608032))","([6, 31, 39, 48], np.float64(14.827497229201322))","([6, 31, 39, 48], np.float64(0.04627253372007064))"
19,"([0, 2, 19, 32], np.float64(22.554507915552108))","([0, 2, 19, 32], np.float64(4.767755726963526))","([0, 2, 19, 32], np.float64(0.020597558779501948))"
20,"([4, 7, 15, 28], np.float64(23.673446029338674))","([4, 7, 15, 28], np.float64(0.1539458722156864))","([4, 7, 15, 28], np.float64(38.836181193024295))"
21,"([13, 15, 30, 41], np.float64(0.018125033102044347))","([13, 15, 30, 41], np.float64(0.027957995344218788))","([13, 15, 30, 41], np.float64(0.05334556133185708))"
22,"([4, 6, 11, 46], np.float64(20.152900021714895))","([4, 6, 11, 46], np.float64(0.03015113751544853))","([4, 6, 11, 46], np.float64(2.1803826745686785))"
23,"([0, 6, 31, 42], np.float64(0.11308966519400855))","([0, 6, 31, 42], np.float64(23.10970851392515))","([0, 6, 31, 42], np.float64(10.06082595054499))"
24,"([1, 8, 14, 37], np.float64(14.141990234529418))","([1, 8, 14, 37], np.float64(0.020501340884631965))","([1, 8, 14, 37], np.float64(0.0157169294472201))"
25,"([2, 13, 20, 26], np.float64(15.32636462879866))","([2, 13, 20, 26], np.float64(0.020611962704087994))","([2, 13], np.float64(46.49549219853792))"
26,"([25, 38, 47, 48], np.float64(14.141710238112848))","([25, 38, 47, 48], np.float64(0.020374573496017328))","([25, 38, 47, 48], np.float64(8.761905014601526))"
27,"([6, 9, 19, 44], np.float64(0.05399208505226371))","([6, 9, 19, 44], np.float64(0.023120099304996408))","([6, 9, 19, 44], np.float64(0.04424741129268275))"
28,"([19, 35, 38, 44], np.float64(15.124560983754208))","([19, 35, 38, 44], np.float64(0.029239489697897404))","([19, 35, 38, 44], np.float64(0.02343693134921736))"
29,"([8, 14, 38, 41], np.float64(15.355798832578198))","([8, 14, 38, 41], np.float64(0.025192995167498348))","([8, 14, 38, 41], np.float64(7.467830846210245))"
30,"([20, 21, 34, 35], np.float64(21.53531684402168))","([20, 21, 34, 35], np.float64(0.02660193533860618))","([20, 21, 34, 35], np.float64(0.1656870380364054))"
31,"([13, 26, 28, 37], np.float64(15.670301185291326))","([13, 26, 28, 37], np.float64(0.024068761008059436))","([13, 26, 28, 37], np.float64(1.3061329977034994))"
32,"([8, 9, 26, 37], np.float64(23.22369627400208))","([8, 9, 26, 37], np.float64(40.274235151323275))","([8, 9, 26, 37], np.float64(23.59438619585707))"
33,"([5, 23, 44, 45], np.float64(23.56377249731213))","([5, 23, 44, 45], np.float64(0.2762250086406701))","([5, 23, 44, 45], np.float64(0.07226881513216829))"
34,"([2, 11, 21, 24], np.float64(20.096392409102336))","([2, 11, 21, 24], np.float64(0.01122149616276015))","([2, 11, 21, 24], np.float64(5.887620325678815))"
35,"([7, 30, 47, 49], np.float64(24.805181422042363))","([7, 30, 47, 49], np.float64(0.042134678207994304))","([7, 30, 47, 49], np.float64(0.0993681556924985))"
36,"([11, 17, 35, 41], np.float64(20.844415208588273))","([11, 17, 35, 41], np.float64(0.019755680897048062))","([11, 17, 35, 41], np.float64(22.049394234641984))"
37,"([4, 15, 24, 44], np.float64(14.751584308537486))","([4, 15, 24, 44], np.float64(0.026407384677901703))","([4, 15, 24, 44], np.float64(23.3761655557831))"
38,"([20, 25, 26, 28], np.float64(13.546423393638609))","([20, 25, 26, 28], np.float64(0.013221801149278513))","([20, 25, 26, 28], np.float64(0.0559663653145483))"
39,"([5, 21, 25, 43], np.float64(21.231674249702397))","([5, 21, 25, 43], np.float64(0.020776193347278926))","([5, 21, 25, 43], np.float64(1.7478486922496905))"
40,"([29, 33, 35, 44], np.float64(14.916792838686188))","([29, 33, 35, 44], np.float64(11.815794682793172))","([29, 33, 35, 44], np.float64(5.500838085590785))"
41,"([3, 6, 11, 14], np.float64(21.921974373542792))","([3, 6, 11, 14], np.float64(0.013673565767815926))","([3, 6, 11, 14], np.float64(0.05729082239006928))"
42,"([6, 15, 43, 49], np.float64(13.585315604345968))","([6, 15, 43, 49], np.float64(0.0361002717683766))","([6, 15, 43, 49], np.float64(0.052990220918097956))"
43,"([24, 30, 35, 45], np.float64(0.11942782883292094))","([24, 30, 35, 45], np.float64(0.06951450557624742))","([24, 30, 35, 45], np.float64(0.04995579125119301))"
44,"([16, 22, 38, 46], np.float64(14.97286876216609))","([16, 22, 38, 46], np.float64(8.664552702945606))","([16, 22, 38, 46], np.float64(40.301291074272214))"
45,"([8, 19, 26, 45], np.float64(42.91720267731174))","([8, 19, 26, 45], np.float64(1.3618049400455738))","([8, 19, 26, 45], np.float64(38.80487369800849))"
46,"([0, 10, 15, 16], np.float64(14.628654674974445))","([0, 10, 15, 16], np.float64(0.02903390292872314))","([0, 10, 15, 16], np.float64(0.07083942057491141))"
47,"([1, 10, 13, 48], np.float64(14.29125005116248))","([1, 10, 13, 48], np.float64(0.45238727410052776))","([1, 10, 13, 48], np.float64(5.582128960816062))"
48,"([0, 20, 24, 42], np.float64(14.760322605026177))","([0, 20, 24, 42], np.float64(2.608896934208882))","([0, 20, 24, 42], np.float64(0.0254177398199133))"
49,"([0, 21, 26, 30], np.float64(14.409773292719526))","([21, 30], np.float64(46.57360422573605))","([0, 21, 26, 30], np.float64(7.6899231102235115))"
