run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.836683052779055))","([2, 3, 13, 15], np.float64(0.10247066438123215))","([2, 3, 13, 15], np.float64(0.07839697455232998))"
2,"([10, 22, 30, 39], np.float64(14.769294185461526))","([10, 22, 30, 39], np.float64(0.030162671554237415))","([10, 22, 30, 39], np.float64(39.73898535799651))"
3,"([0, 4, 5, 27], np.float64(21.708422789279307))","([0, 4, 5, 27], np.float64(24.54656965039009))","([0, 4, 5, 27], np.float64(11.302126050134328))"
4,"([14, 34, 38, 49], np.float64(22.51493334211719))","([14, 34, 38, 49], np.float64(3.2342979959221276))","([], np.float64(53.95686629099798))"
5,"([2, 11, 15, 36], np.float64(23.551818499913555))","([2, 11, 15, 36], np.float64(0.013855525797084893))","([2, 11, 15, 36], np.float64(16.866443632918408))"
6,"([5, 17, 41, 44], np.float64(20.04900788207293))","([5, 17, 41, 44], np.float64(0.025677574390441))","([5, 17, 41, 44], np.float64(14.65819191561353))"
7,"([13, 17, 29, 45], np.float64(46.90458916648476))","([13, 17, 29, 45], np.float64(12.791102009829673))","([13, 17, 29, 45], np.float64(12.757670532820406))"
8,"([10, 19, 37, 48], np.float64(14.92225308025609))","([10, 19, 37, 48], np.float64(7.466767566525623))","([10, 19, 37, 48], np.float64(0.059950710342236334))"
9,"([11, 36, 38, 44], np.float64(23.297422399574316))","([11, 36, 38, 44], np.float64(0.02704443063372376))","([11, 36, 38, 44], np.float64(3.917651100846265))"
10,"([27, 29, 41, 42], np.float64(22.680435508454526))","([27, 29, 41, 42], np.float64(6.173787088911936))","([27, 29, 41, 42], np.float64(14.963707520100895))"
11,"([19, 31, 46, 49], np.float64(0.17367330368340425))","([19, 31, 46, 49], np.float64(7.366142828717239))","([19, 31, 46, 49], np.float64(12.276082912627759))"
12,"([7, 15, 38, 43], np.float64(23.6147053248707))","([7, 15, 38, 43], np.float64(0.015642188768921914))","([7, 15, 38, 43], np.float64(11.355249129442655))"
13,"([8, 10, 31, 41], np.float64(21.74517363312174))","([8, 10, 31, 41], np.float64(21.470775108843803))","([8, 41], np.float64(43.87783217284226))"
14,"([16, 21, 40, 42], np.float64(22.27129274796051))","([16, 21, 40, 42], np.float64(0.0263943478723283))","([16, 21, 40, 42], np.float64(4.513947875502111))"
15,"([11, 19, 21, 41], np.float64(21.325229962969154))","([11, 19, 21, 41], np.float64(0.017964810170986306))","([11, 19, 21, 41], np.float64(1.80926909955416))"
16,"([4, 9, 19, 40], np.float64(13.791295689605866))","([4, 9, 19, 40], np.float64(15.610988535905838))","([19, 40], np.float64(43.37894750233888))"
17,"([8, 18, 26, 27], np.float64(24.671155246469695))","([8, 18, 26, 27], np.float64(0.031097640193248798))","([8, 18, 26, 27], np.float64(2.402360731426751))"
18,"([6, 31, 39, 48], np.float64(13.267295347424726))","([6, 31, 39, 48], np.float64(0.2480731474937967))","([], np.float64(62.035255932989884))"
19,"([0, 2, 19, 32], np.float64(13.120841192617993))","([0, 2, 19, 32], np.float64(0.026519582785035477))","([0, 2, 19, 32], np.float64(11.495693758576337))"
20,"([4, 7, 15, 28], np.float64(21.885266159097075))","([4, 7, 15, 28], np.float64(10.988374286379209))","([4, 7, 15, 28], np.float64(0.10227866531471932))"
21,"([13, 15, 30, 41], np.float64(13.10726282639084))","([13, 15, 30, 41], np.float64(0.029325882231011693))","([13, 15, 30, 41], np.float64(2.46429333915186))"
22,"([4, 6, 11, 46], np.float64(0.10899220976972987))","([4, 6, 11, 46], np.float64(0.03259723510446576))","([4, 6, 11, 46], np.float64(11.431345476524156))"
23,"([0, 6, 31, 42], np.float64(20.93813905130123))","([6, 42], np.float64(50.690865908439875))","([0, 6, 31, 42], np.float64(34.512755399688295))"
24,"([1, 8, 14, 37], np.float64(22.31792614311303))","([1, 8, 14, 37], np.float64(10.261601438323739))","([1, 8, 14, 37], np.float64(14.565810933663279))"
25,"([2, 13, 20, 26], np.float64(14.536369164427684))","([2, 13, 20, 26], np.float64(0.026246583920947194))","([2, 13, 20, 26], np.float64(0.03969157007421623))"
26,"([25, 38, 47, 48], np.float64(14.871666258192144))","([25, 38, 47, 48], np.float64(0.021588164767826254))","([25, 38, 47, 48], np.float64(1.098208355655513))"
27,"([6, 9, 19, 44], np.float64(14.232551161487194))","([6, 9, 19, 44], np.float64(15.233405610251095))","([], np.float64(52.53582795052414))"
28,"([19, 35, 38, 44], np.float64(22.778989718375648))","([19, 35, 38, 44], np.float64(0.03254799562443322))","([19, 35, 38, 44], np.float64(9.395311568594087))"
29,"([8, 14, 38, 41], np.float64(22.09909797799728))","([8, 14, 38, 41], np.float64(0.8434356163048746))","([8, 14, 38, 41], np.float64(0.06269646974083061))"
30,"([20, 21, 34, 35], np.float64(13.545146788049845))","([20, 21, 34, 35], np.float64(2.4777376517866485))","([], np.float64(54.81274540627109))"
31,"([13, 26, 28, 37], np.float64(15.675709064433821))","([13, 26, 28, 37], np.float64(2.1864346507209382))","([13, 26, 28, 37], np.float64(0.22085082692585928))"
32,"([8, 9, 26, 37], np.float64(22.90338723511041))","([8, 9, 26, 37], np.float64(13.131236241010432))","([8, 9, 26, 37], np.float64(8.200449458327123))"
33,"([5, 23, 44, 45], np.float64(23.57444229726197))","([5, 23, 44, 45], np.float64(0.028888848659815614))","([5, 23, 44, 45], np.float64(0.03587854311098724))"
34,"([2, 11, 21, 24], np.float64(20.196900277375505))","([2, 11, 21, 24], np.float64(27.136215685028116))","([2, 11, 21, 24], np.float64(10.205187085776974))"
35,"([7, 30, 47, 49], np.float64(0.07644800437271132))","([7, 30, 47, 49], np.float64(14.555334516112232))","([7, 30, 47, 49], np.float64(0.0462704783100747))"
36,"([11, 17, 35, 41], np.float64(22.34795917054468))","([11, 17, 35, 41], np.float64(1.3339430258929357))","([11, 17, 35, 41], np.float64(0.025430825667943226))"
37,"([4, 15, 24, 44], np.float64(22.82068637027446))","([4, 15, 24, 44], np.float64(0.02158581148334724))","([4, 15, 24, 44], np.float64(23.244172393863455))"
38,"([20, 25, 26, 28], np.float64(22.291856430682724))","([20, 25, 26, 28], np.float64(0.5755466684322305))","([20, 25, 26, 28], np.float64(10.493232014807916))"
39,"([5, 21, 25, 43], np.float64(21.28657492231921))","([5, 21, 25, 43], np.float64(0.7300715155560433))","([5, 21, 25, 43], np.float64(6.417024231445201))"
40,"([29, 33, 35, 44], np.float64(22.51051113074356))","([29, 33, 35, 44], np.float64(10.110235355007154))","([29, 33, 35, 44], np.float64(0.04724140839020128))"
41,"([3, 6, 11, 14], np.float64(21.97843887011754))","([3, 6, 11, 14], np.float64(10.177965670798454))","([3, 6, 11, 14], np.float64(0.07205781248397307))"
42,"([6, 15, 43, 49], np.float64(21.531157354033173))","([15, 43], np.float64(40.1947077348351))","([6, 15, 43, 49], np.float64(5.220448052308269))"
43,"([24, 30, 35, 45], np.float64(23.880133146561047))","([24, 30, 35, 45], np.float64(0.019192284355287394))","([24, 30, 35, 45], np.float64(0.04420546441445764))"
