run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(13.03632236832454))","([2, 3, 13, 15], np.float64(0.033894594963243256))","([2, 3, 13, 15], np.float64(0.0475981135860664))"
2,"([10, 22, 30, 39], np.float64(22.69897344659496))","([10, 22, 30, 39], np.float64(0.02285145073341189))","([10, 22, 30, 39], np.float64(1.1864510582946046))"
3,"([0, 4, 5, 27], np.float64(12.690807981648407))","([0, 4, 5, 27], np.float64(0.022214019850472014))","([0, 4, 5, 27], np.float64(0.22712171804216735))"
4,"([14, 34, 38, 49], np.float64(13.906170101367321))","([14, 34, 38, 49], np.float64(1.8492607866064525))","([14, 34, 38, 49], np.float64(19.62764659190253))"
5,"([2, 11, 15, 36], np.float64(15.295778205591363))","([2, 11, 15, 36], np.float64(4.458609498785829))","([2, 11, 15, 36], np.float64(0.8263374621493551))"
6,"([5, 17, 41, 44], np.float64(21.03452294161763))","([5, 17, 41, 44], np.float64(0.415240584356438))","([5, 17, 41, 44], np.float64(0.06503172328162647))"
7,"([13, 17, 29, 45], np.float64(26.031168635184308))","([13, 17, 29, 45], np.float64(0.026772419540364308))","([13, 17, 29, 45], np.float64(25.8748570415411))"
8,"([10, 19, 37, 48], np.float64(13.660856190079974))","([10, 19, 37, 48], np.float64(0.14651464143478615))","([10, 19, 37, 48], np.float64(0.0372374477552066))"
9,"([11, 36, 38, 44], np.float64(23.21180426807442))","([11, 36, 38, 44], np.float64(2.6673495956784246))","([11, 36, 38, 44], np.float64(0.056334227126872784))"
10,"([27, 29, 41, 42], np.float64(13.95096788975436))","([27, 29, 41, 42], np.float64(0.025184667734417986))","([], np.float64(55.569176793468124))"
11,"([19, 31, 46, 49], np.float64(20.709417966843628))","([19, 31, 46, 49], np.float64(0.027817301717097186))","([19, 31, 46, 49], np.float64(20.81682539837473))"
12,"([7, 15, 38, 43], np.float64(15.168762280684778))","([7, 15, 38, 43], np.float64(6.713561401614672))","([7, 15, 38, 43], np.float64(0.040882897503125994))"
13,"([8, 10, 31, 41], np.float64(21.568275347839364))","([8, 10, 31, 41], np.float64(0.02634166912132654))","([8, 10, 31, 41], np.float64(0.46541486470695337))"
14,"([16, 21, 40, 42], np.float64(15.302713585875921))","([16, 21, 40, 42], np.float64(15.622828626877668))","([16, 21, 40, 42], np.float64(0.045805280132155804))"
15,"([11, 19, 21, 41], np.float64(21.003681636751846))","([11, 19, 21, 41], np.float64(0.028133894175979356))","([11, 21], np.float64(44.624850816794655))"
16,"([4, 9, 19, 40], np.float64(22.696097873548716))","([4, 9, 19, 40], np.float64(0.020452028048425823))","([4, 9, 19, 40], np.float64(0.030952189257396987))"
17,"([8, 18, 26, 27], np.float64(25.271943733655817))","([8, 18, 26, 27], np.float64(9.923375833051558))","([8, 18, 26, 27], np.float64(0.06925910156711146))"
18,"([6, 31, 39, 48], np.float64(23.886568952000246))","([6, 31, 39, 48], np.float64(0.018169717597050706))","([6, 31], np.float64(50.31870137109798))"
19,"([0, 2, 19, 32], np.float64(21.943687375051276))","([0, 2, 19, 32], np.float64(0.18397238966144464))","([0, 2, 19, 32], np.float64(0.03364125022996662))"
