run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.881344314273562))","([2, 3, 13, 15], np.float64(4.5294396010352))","([2, 3, 13, 15], np.float64(9.523419305451368))"
2,"([10, 22, 30, 39], np.float64(14.942058772484383))","([10, 22, 30, 39], np.float64(10.629379774778762))","([10, 22, 30, 39], np.float64(39.9052976200544))"
3,"([0, 4, 5, 27], np.float64(12.780021434669179))","([0, 4, 5, 27], np.float64(1.0625966801311288))","([], np.float64(54.41893265653592))"
4,"([14, 34, 38, 49], np.float64(22.386609528093125))","([14, 34, 38, 49], np.float64(6.836758465021824))","([14, 34, 38, 49], np.float64(10.306035653065573))"
5,"([2, 11, 15, 36], np.float64(23.154221464750332))","([2, 11, 15, 36], np.float64(15.597012968693226))","([2, 11, 15, 36], np.float64(11.778143147192663))"
6,"([5, 17, 41, 44], np.float64(21.014715846195454))","([5, 17, 41, 44], np.float64(14.333432762349997))","([], np.float64(58.987545080290204))"
7,"([13, 17, 29, 45], np.float64(26.07425750550297))","([13, 17, 29, 45], np.float64(3.030525602343264))","([], np.float64(62.286130563356714))"
8,"([10, 19, 37, 48], np.float64(22.790848612215708))","([10, 19, 37, 48], np.float64(5.465775814095278))","([], np.float64(62.35010896969493))"
9,"([11, 36, 38, 44], np.float64(14.912793005745852))","([11, 36, 38, 44], np.float64(12.781447543305163))","([], np.float64(52.40555211597584))"
10,"([27, 29, 41, 42], np.float64(22.431902899624344))","([27, 29, 41, 42], np.float64(0.03510252133782175))","([], np.float64(55.563768996786266))"
11,"([19, 31, 46, 49], np.float64(20.754443002108438))","([19, 31, 46, 49], np.float64(7.244584611080141))","([], np.float64(53.081166067466036))"
12,"([7, 15, 38, 43], np.float64(23.806316338979567))","([15, 38], np.float64(51.85783517512344))","([15, 38], np.float64(50.69081729443382))"
13,"([8, 10, 31, 41], np.float64(21.720166257628428))","([8, 10, 31, 41], np.float64(0.037578317474418636))","([8, 10, 31, 41], np.float64(10.07456395883891))"
14,"([16, 21, 40, 42], np.float64(22.154806224785904))","([16, 21, 40, 42], np.float64(17.125436296300645))","([16, 21, 40, 42], np.float64(9.54251403089095))"
15,"([11, 19, 21, 41], np.float64(21.735054382510867))","([11, 19, 21, 41], np.float64(0.023669923667596713))","([], np.float64(59.240683094461296))"
16,"([4, 9, 19, 40], np.float64(22.506212537308187))","([4, 9, 19, 40], np.float64(3.6583356842553787))","([4, 9, 19, 40], np.float64(12.391055090075259))"
17,"([8, 18, 26, 27], np.float64(24.67711489463067))","([8, 18, 26, 27], np.float64(6.8546527905718735))","([8, 18, 26, 27], np.float64(26.097921355435883))"
18,"([6, 31, 39, 48], np.float64(0.08020166131837604))","([6, 31, 39, 48], np.float64(0.03691511478815844))","([], np.float64(62.03323971829745))"
19,"([0, 2, 19, 32], np.float64(22.463427649913587))","([], np.float64(55.47362224595453))","([0, 2, 19, 32], np.float64(19.442412387680967))"
20,"([4, 7, 15, 28], np.float64(0.7560713427889554))","([4, 7, 15, 28], np.float64(0.02829906507241755))","([], np.float64(59.50960909405689))"
21,"([13, 15, 30, 41], np.float64(20.232401477945167))","([13, 15, 30, 41], np.float64(8.756728643944488))","([13, 15, 30, 41], np.float64(1.4327204137656004))"
22,"([4, 6, 11, 46], np.float64(22.396987135679066))","([4, 6, 11, 46], np.float64(0.019862485450987347))","([4, 6, 11, 46], np.float64(0.037342216153768835))"
23,"([0, 6, 31, 42], np.float64(20.907358680657136))","([0, 6, 31, 42], np.float64(16.545090065165045))","([], np.float64(55.51644828314121))"
24,"([1, 8, 14, 37], np.float64(22.328323398778604))","([1, 8, 14, 37], np.float64(9.569756433839034))","([], np.float64(57.953204625809704))"
25,"([2, 13, 20, 26], np.float64(23.34656215773841))","([2, 13, 20, 26], np.float64(40.82518645438303))","([], np.float64(62.354928619662445))"
26,"([25, 38, 47, 48], np.float64(13.62462725469096))","([25, 38, 47, 48], np.float64(0.8152644004094534))","([25, 38, 47, 48], np.float64(10.936140468427565))"
27,"([6, 9, 19, 44], np.float64(23.123344721831486))","([6, 9, 19, 44], np.float64(0.03552257341024127))","([6, 9, 19, 44], np.float64(33.35442423953428))"
28,"([19, 35, 38, 44], np.float64(22.843823840831536))","([19, 35, 38, 44], np.float64(8.889864886229178))","([19, 35, 38, 44], np.float64(11.463546820031006))"
29,"([8, 14, 38, 41], np.float64(23.42094712612949))","([8, 14, 38, 41], np.float64(37.81897085950186))","([8, 14, 38, 41], np.float64(13.667230577161636))"
30,"([20, 21, 34, 35], np.float64(21.503900872686266))","([20, 21, 34, 35], np.float64(13.559543171459142))","([20, 21, 34, 35], np.float64(9.31462597283542))"
31,"([13, 26, 28, 37], np.float64(24.574034904717056))","([13, 26, 28, 37], np.float64(3.3306404142741872))","([13, 26, 28, 37], np.float64(16.240608773093516))"
32,"([8, 9, 26, 37], np.float64(22.949773167330992))","([8, 9, 26, 37], np.float64(23.26901452870186))","([8, 37], np.float64(48.65815957103115))"
33,"([5, 23, 44, 45], np.float64(15.528425218453005))","([5, 23, 44, 45], np.float64(5.1591881727214535))","([], np.float64(57.086530263123464))"
34,"([2, 11, 21, 24], np.float64(20.2333681439422))","([2, 11, 21, 24], np.float64(0.024742344794652333))","([2, 11, 21, 24], np.float64(0.10548103779840723))"
35,"([7, 30, 47, 49], np.float64(25.04902073314064))","([7, 30, 47, 49], np.float64(13.595823343955741))","([7, 30, 47, 49], np.float64(41.29059606678825))"
36,"([11, 17, 35, 41], np.float64(22.298674132690646))","([11, 17, 35, 41], np.float64(15.04219032936869))","([11, 41], np.float64(41.10621987345552))"
37,"([4, 15, 24, 44], np.float64(14.930672005865866))","([4, 15, 24, 44], np.float64(0.08425912875971474))","([4, 15, 24, 44], np.float64(12.718360097175264))"
38,"([20, 25, 26, 28], np.float64(20.839938666740643))","([20, 25, 26, 28], np.float64(17.813547947362718))","([20, 25, 26, 28], np.float64(10.99061705470053))"
39,"([5, 21, 25, 43], np.float64(20.907028841040535))","([5, 21, 25, 43], np.float64(0.057227552599643246))","([5, 21, 25, 43], np.float64(7.032577480142477))"
40,"([29, 33, 35, 44], np.float64(22.6875316570726))","([29, 33, 35, 44], np.float64(16.955152140635604))","([29, 33, 35, 44], np.float64(15.243225829136339))"
41,"([3, 6, 11, 14], np.float64(22.01050977804391))","([3, 6, 11, 14], np.float64(0.030984292316540724))","([3, 6, 11, 14], np.float64(18.89488929646701))"
42,"([6, 15, 43, 49], np.float64(21.481271620200857))","([6, 15, 43, 49], np.float64(0.028749165686742826))","([6, 15, 43, 49], np.float64(10.19375178301557))"
43,"([24, 30, 35, 45], np.float64(23.95178861682762))","([24, 30, 35, 45], np.float64(0.019750023194438256))","([24], np.float64(52.45508528636656))"
44,"([16, 22, 38, 46], np.float64(22.36690547302429))","([16, 22, 38, 46], np.float64(0.02492270861762515))","([16, 22, 38, 46], np.float64(8.66564916859222))"
45,"([8, 19, 26, 45], np.float64(23.346913280320532))","([8, 19, 26, 45], np.float64(12.942061058136016))","([8, 19, 26, 45], np.float64(13.02555594969956))"
46,"([0, 10, 15, 16], np.float64(0.19784120427367213))","([0, 10, 15, 16], np.float64(15.861340804553897))","([0, 10, 15, 16], np.float64(14.904534325707274))"
47,"([1, 10, 13, 48], np.float64(13.868280981982734))","([1, 10, 13, 48], np.float64(5.298752799172183))","([], np.float64(59.03025688976365))"
48,"([0, 20, 24, 42], np.float64(21.55832875834581))","([0, 20, 24, 42], np.float64(17.048277619051486))","([], np.float64(62.26275356161739))"
49,"([0, 21, 26, 30], np.float64(40.86773547992544))","([0, 21, 26, 30], np.float64(0.08170615556749075))","([], np.float64(55.3364960759216))"
