run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.86352424074948))","([2, 3, 13, 15], np.float64(0.023356139222699135))","([2, 3, 13, 15], np.float64(18.19879347401795))"
2,"([10, 22, 30, 39], np.float64(22.94703947968642))","([10, 22, 30, 39], np.float64(39.78077364611346))","([22, 39], np.float64(49.39433186665536))"
3,"([0, 4, 5, 27], np.float64(21.910047658374406))","([0, 4, 5, 27], np.float64(15.892613542391372))","([0, 4, 5, 27], np.float64(12.23591356632196))"
4,"([14, 34, 38, 49], np.float64(22.609012979118194))","([14, 34, 38, 49], np.float64(0.05011032988177705))","([14, 34, 38, 49], np.float64(9.643650895124907))"
5,"([2, 11, 15, 36], np.float64(15.439377693205541))","([2, 15], np.float64(50.440966398225605))","([2, 11, 15, 36], np.float64(14.638411639009293))"
6,"([5, 17, 41, 44], np.float64(20.95674595713022))","([5, 17, 41, 44], np.float64(0.14554511751171395))","([], np.float64(58.9841437171836))"
7,"([13, 17, 29, 45], np.float64(26.149486050292637))","([13, 17, 29, 45], np.float64(0.037606835871573666))","([13, 17, 29, 45], np.float64(12.799869449968053))"
8,"([10, 19, 37, 48], np.float64(21.95213679516319))","([10, 19, 37, 48], np.float64(0.03127705836536448))","([], np.float64(62.347747151216055))"
9,"([11, 36, 38, 44], np.float64(23.389947654629506))","([], np.float64(52.414362008885405))","([11, 36, 38, 44], np.float64(0.07386415869772964))"
10,"([27, 29, 41, 42], np.float64(22.6775970076106))","([27, 29, 41, 42], np.float64(0.023612946205746936))","([], np.float64(55.564262558938594))"
11,"([19, 31, 46, 49], np.float64(13.599810254079959))","([19, 31, 46, 49], np.float64(0.026339786828804782))","([], np.float64(53.07805681642187))"
12,"([7, 15, 38, 43], np.float64(23.790526344339494))","([7, 15, 38, 43], np.float64(10.889700438954078))","([15], np.float64(58.88021016936091))"
13,"([8, 10, 31, 41], np.float64(21.74151437609944))","([8, 10, 31, 41], np.float64(10.053077368962407))","([8, 10, 31, 41], np.float64(13.322843943661766))"
14,"([21, 40], np.float64(42.74421006213954))","([16, 21, 40, 42], np.float64(0.06380625888450871))","([21, 40], np.float64(41.69378718514136))"
15,"([11, 19, 21, 41], np.float64(21.44504604018878))","([11, 19, 21, 41], np.float64(1.404653382134558))","([11, 19, 21], np.float64(37.90821051721983))"
16,"([4, 9, 19, 40], np.float64(13.813354612479284))","([4, 9, 19, 40], np.float64(0.022841066183149464))","([], np.float64(54.5814976625423))"
