run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.452178593331293))","([3, 15], np.float64(46.51997154588786))","([2, 3, 13, 15], np.float64(9.113152957936547))"
2,"([10, 22, 30, 39], np.float64(23.210520164713422))","([10, 22, 30, 39], np.float64(39.83924586487363))","([10, 22, 30, 39], np.float64(22.888638476892154))"
3,"([0, 4, 5, 27], np.float64(12.802058757558807))","([0, 4, 5, 27], np.float64(0.3160766413867434))","([0, 4, 5, 27], np.float64(0.08004287798189309))"
4,"([14, 34, 38, 49], np.float64(0.023062490531774803))","([14, 34, 38, 49], np.float64(1.8022474225679534))","([14, 34, 38, 49], np.float64(35.4625713683919))"
5,"([2, 11, 15, 36], np.float64(15.280477327808201))","([2, 11, 15, 36], np.float64(0.02139535553553483))","([2, 11, 15, 36], np.float64(0.08640686395244702))"
6,"([5, 17, 41, 44], np.float64(0.026511103186384583))","([5, 17, 41, 44], np.float64(0.018589077100470305))","([5, 17, 41, 44], np.float64(1.0685593583602504))"
7,"([13, 17, 29, 45], np.float64(26.15137117264284))","([13, 17, 29, 45], np.float64(0.023644834151373372))","([], np.float64(62.30941901830342))"
8,"([10, 19, 37, 48], np.float64(13.68695651684194))","([10, 19, 37, 48], np.float64(7.494129132477998))","([10, 19, 37, 48], np.float64(0.02904986841232269))"
9,"([11, 36, 38, 44], np.float64(0.024080438648246896))","([11, 36, 38, 44], np.float64(0.0360413891283869))","([11, 36, 38, 44], np.float64(10.13821502613426))"
10,"([27, 29, 41, 42], np.float64(15.542965005511917))","([27, 29, 41, 42], np.float64(5.18426377252961))","([27, 29, 41, 42], np.float64(0.10362666638111477))"
11,"([19, 31, 46, 49], np.float64(12.585192541997884))","([19, 31, 46, 49], np.float64(0.0312679705094619))","([19, 31, 46, 49], np.float64(0.04887520557045248))"
12,"([7, 15, 38, 43], np.float64(23.756481538305337))","([15, 38], np.float64(49.61490733207793))","([7, 15, 38, 43], np.float64(0.061842649937146076))"
