run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(43.35865683350444))","([], np.float64(60.0760156638831))","([], np.float64(60.07687344699576))"
2,"([10, 22, 30, 39], np.float64(23.45791509140934))","([39], np.float64(59.47853111363752))","([], np.float64(64.19471974070382))"
3,"([0, 4, 5, 27], np.float64(22.38884557038561))","([], np.float64(54.43198501413257))","([], np.float64(54.43091645598225))"
4,"([14, 34, 38, 49], np.float64(23.25441083064132))","([14], np.float64(51.88367965957279))","([], np.float64(54.29644329553064))"
5,"([2, 11, 15, 36], np.float64(24.398183073068168))","([], np.float64(57.93241859849095))","([], np.float64(57.93357035947953))"
6,"([5, 17, 41, 44], np.float64(39.20122544472804))","([], np.float64(59.17202979608473))","([], np.float64(59.169847688030416))"
7,"([13, 17, 29, 45], np.float64(26.969176278925296))","([29, 45], np.float64(46.18588575761313))","([], np.float64(62.292587597760885))"
8,"([10, 19, 37, 48], np.float64(40.89903829106456))","([], np.float64(62.360225825214656))","([], np.float64(62.36157543124431))"
9,"([11, 36, 38, 44], np.float64(24.09113022381594))","([], np.float64(52.414828855766594))","([], np.float64(52.4169301224335))"
10,"([27, 29, 41, 42], np.float64(22.826347176257265))","([], np.float64(55.617978526023755))","([], np.float64(55.61675434811447))"
11,"([19, 31, 46, 49], np.float64(21.102509032117123))","([], np.float64(53.08807109010135))","([], np.float64(53.08616371024706))"
12,"([7, 15, 38, 43], np.float64(24.711428688549113))","([], np.float64(59.56150527638854))","([], np.float64(59.572020125587514))"
13,"([8, 10, 31, 41], np.float64(21.271614630075856))","([], np.float64(58.26717428470668))","([], np.float64(58.27254980519472))"
14,"([16, 21, 40, 42], np.float64(22.057777701826716))","([21, 40], np.float64(43.19654171387922))","([], np.float64(59.670808433665805))"
15,"([11, 19, 21, 41], np.float64(22.100440371450127))","([11, 21], np.float64(44.96273450893497))","([], np.float64(59.23488802724191))"
16,"([4, 9, 19, 40], np.float64(23.542419286698497))","([], np.float64(54.56198466005706))","([], np.float64(54.56154315518594))"
17,"([8, 18, 26, 27], np.float64(25.497412798981767))","([], np.float64(67.49244761945971))","([], np.float64(67.48991853013646))"
18,"([6, 31, 39, 48], np.float64(24.631610570435797))","([6, 31], np.float64(50.791810967471406))","([], np.float64(62.04163115371357))"
19,"([0, 2, 19, 32], np.float64(23.46473276206927))","([], np.float64(55.491739039990996))","([], np.float64(55.49307835730666))"
20,"([4, 7, 15, 28], np.float64(24.06630624764633))","([], np.float64(59.608683711317))","([], np.float64(59.609732886027565))"
21,"([13, 15, 30, 41], np.float64(20.833670247553638))","([13], np.float64(54.50081900100361))","([], np.float64(53.20269091150308))"
22,"([4, 6, 11, 46], np.float64(23.805937813508528))","([], np.float64(54.62776886201478))","([], np.float64(54.62795491152609))"
23,"([0, 6, 31, 42], np.float64(40.45348879267972))","([], np.float64(55.53322262040121))","([], np.float64(55.5405966460351))"
24,"([1, 8, 14, 37], np.float64(22.585333488584368))","([], np.float64(57.94855478306204))","([], np.float64(57.95257515029216))"
25,"([2, 13, 20, 26], np.float64(23.61589160983119))","([], np.float64(62.44359249790604))","([], np.float64(62.44712706739664))"
