run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([3, 15], np.float64(49.99482154103751))","([15], np.float64(59.097863177935984))","([], np.float64(60.19944156038371))"
2,"([22, 39], np.float64(49.93514877345289))","([39], np.float64(59.5605500211233))","([], np.float64(64.22952612522063))"
3,"([0, 4, 5, 27], np.float64(38.48810890427034))","([], np.float64(54.41762290022266))","([], np.float64(54.41785495096387))"
4,"([14, 34, 38, 49], np.float64(41.867070634634885))","([], np.float64(54.620286201992))","([], np.float64(54.62520126908525))"
5,"([2, 11, 15, 36], np.float64(25.27472383082197))","([], np.float64(57.939868528263816))","([], np.float64(57.93844693782796))"
6,"([5, 17, 41, 44], np.float64(39.37669678905516))","([], np.float64(59.88605678402402))","([], np.float64(59.89128702360925))"
7,"([13, 17, 29, 45], np.float64(47.23152470887361))","([], np.float64(62.32203377054653))","([], np.float64(62.321747962872855))"
8,"([10, 19, 37, 48], np.float64(23.43140968559547))","([], np.float64(62.37194230769604))","([], np.float64(62.37003256263547))"
9,"([38, 44], np.float64(45.67981394729936))","([], np.float64(52.423356173799355))","([], np.float64(52.418133075435954))"
10,"([27, 29, 41, 42], np.float64(39.199528895934186))","([], np.float64(55.56362380082256))","([], np.float64(55.56355103798482))"
11,"([19, 31, 46, 49], np.float64(21.562347668915418))","([], np.float64(53.24209568400287))","([], np.float64(53.247666941847235))"
12,"([7, 15, 38, 43], np.float64(23.63259032101937))","([], np.float64(59.835084587593705))","([], np.float64(59.841744653746176))"
13,"([8, 10, 31, 34, 41], np.float64(23.413138835286617))","([], np.float64(58.26184398310172))","([], np.float64(58.26209271984288))"
14,"([21, 40], np.float64(43.37743608339992))","([21, 40], np.float64(43.36411625094272))","([], np.float64(59.697054501977924))"
15,"([3, 5, 11, 21], np.float64(46.88824715255921))","([], np.float64(59.23114890753255))","([], np.float64(59.232050798040156))"
16,"([19, 40], np.float64(46.05607253979566))","([], np.float64(54.55857216458666))","([], np.float64(54.558950742835314))"
17,"([8, 18, 26, 27], np.float64(25.918457212849816))","([], np.float64(67.56011856505944))","([], np.float64(67.56035527302797))"
18,"([6, 31, 39, 48], np.float64(26.136660957523656))","([], np.float64(62.038717874473505))","([], np.float64(62.044265745035055))"
19,"([0, 2, 19, 32], np.float64(23.42141515673633))","([], np.float64(55.375981498736486))","([], np.float64(55.375244491306965))"
20,"([4, 7, 15, 28], np.float64(23.51702668486762))","([], np.float64(59.75598949379072))","([], np.float64(59.78563463901196))"
21,"([13, 15, 30, 41], np.float64(40.351182775627315))","([], np.float64(53.29671781067266))","([], np.float64(53.30561266400317))"
22,"([4, 6, 11, 46], np.float64(24.351497610313956))","([], np.float64(54.905024636665765))","([], np.float64(54.89898921534812))"
23,"([0, 6, 31, 42], np.float64(40.98407284316274))","([], np.float64(55.88049811365489))","([], np.float64(55.88613487160606))"
24,"([1, 8, 14, 19, 37], np.float64(42.6057306812295))","([], np.float64(58.09754076980933))","([], np.float64(58.09932839794287))"
25,"([2, 13, 20, 26], np.float64(43.30178595919158))","([], np.float64(62.784332300351075))","([], np.float64(62.78193752874347))"
26,"([25, 38, 47, 48], np.float64(46.07712421135137))","([], np.float64(60.740926511802826))","([], np.float64(60.742913710559165))"
27,"([6, 9, 19, 44], np.float64(22.840381857144582))","([], np.float64(52.63890050948879))","([], np.float64(52.642016489445666))"
28,"([19, 35, 38, 44], np.float64(42.2714765577292))","([], np.float64(55.454798815376826))","([], np.float64(55.448370480883646))"
29,"([8, 14, 38, 41], np.float64(32.57909008764974))","([], np.float64(56.70835823705413))","([], np.float64(56.707721806794794))"
30,"([20, 34], np.float64(45.70220657860887))","([], np.float64(54.63068645982703))","([], np.float64(54.62972151499086))"
31,"([13, 26, 28, 37], np.float64(27.485259541361504))","([13, 26, 28, 37], np.float64(49.75848898772722))","([], np.float64(65.35263736429648))"
32,"([8, 9, 26, 37], np.float64(45.126219057223466))","([], np.float64(62.36566158198366))","([], np.float64(62.376893314612616))"
33,"([], np.float64(57.10196912985564))","([], np.float64(57.10680932171295))","([], np.float64(57.10747869988416))"
34,"([2, 11, 21, 24], np.float64(37.775787103228694))","([], np.float64(52.19042058313688))","([], np.float64(52.17113869444888))"
35,"([7, 30, 47, 49], np.float64(25.703331365664955))","([], np.float64(61.25321212450787))","([], np.float64(61.24694873912432))"
36,"([11, 17, 35, 41], np.float64(22.835537974450183))","([], np.float64(52.96332262202215))","([], np.float64(52.96142770413469))"
37,"([15, 24, 37], np.float64(46.83101303004474))","([37], np.float64(54.700798501889636))","([37], np.float64(54.4944664182186))"
38,"([20, 25, 26, 28], np.float64(23.58773878387615))","([], np.float64(58.10365659917858))","([], np.float64(58.10223460168098))"
39,"([5, 21, 25, 43], np.float64(22.438636061576855))","([], np.float64(60.916413361625544))","([], np.float64(60.91790494947674))"
