run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(14.662347973121108))","([2, 3, 13, 15], np.float64(0.030860685347956718))","([2, 3, 13, 15], np.float64(0.03914290754993053))"
2,"([10, 22, 30, 39], np.float64(15.24574177261446))","([10, 22, 30, 39], np.float64(0.01948753670996666))","([22, 39], np.float64(54.46641737760402))"
3,"([0, 4, 5, 27], np.float64(14.517906153595693))","([0, 4, 5, 27], np.float64(0.015810073097994072))","([0, 4, 5, 27], np.float64(6.887314528802903))"
4,"([14, 34, 38, 49], np.float64(20.84444936270028))","([14, 34, 38, 49], np.float64(8.343586197184253))","([14, 34, 38, 49], np.float64(11.153574057128449))"
5,"([2, 11, 15, 36], np.float64(23.51000770171258))","([2, 11, 15, 36], np.float64(0.024584363691098687))","([2, 11, 15, 36], np.float64(20.06264738692403))"
6,"([5, 17, 41, 44], np.float64(19.245619913876016))","([5, 17, 41, 44], np.float64(1.912957525272376))","([5, 17, 41, 44], np.float64(9.351505879931414))"
7,"([13, 17, 29, 45], np.float64(26.04138261000519))","([13, 17, 29, 45], np.float64(12.676576129205985))","([13, 17, 29, 45], np.float64(0.970744702698552))"
8,"([10, 19, 37, 48], np.float64(13.832699417862393))","([10, 19, 37, 48], np.float64(0.013971304311265427))","([10, 19], np.float64(56.04440329634185))"
9,"([11, 36, 38, 44], np.float64(23.23564360983739))","([11, 36, 38, 44], np.float64(0.03692069827318439))","([11, 36, 38, 44], np.float64(1.7047082672959577))"
10,"([27, 29, 41, 42], np.float64(22.26956220506106))","([27, 29, 41, 42], np.float64(5.562186193838601))","([27, 29, 41, 42], np.float64(6.440695119402083))"
11,"([19, 31, 46, 49], np.float64(20.707541625307385))","([19, 31, 46, 49], np.float64(0.02966075801425423))","([19, 31, 46, 49], np.float64(0.06533615988623782))"
12,"([7, 15, 38, 43], np.float64(0.026199216147883377))","([7, 15, 38, 43], np.float64(0.05369434805697591))","([7, 15, 38, 43], np.float64(38.29889238313054))"
13,"([8, 10, 31, 41], np.float64(0.006871114393347311))","([8, 10, 31, 41], np.float64(0.02151230643166713))","([8, 10, 31, 41], np.float64(0.19699101423310444))"
14,"([16, 21, 40, 42], np.float64(22.348695779070958))","([16, 21, 40, 42], np.float64(0.029035646235415657))","([16, 21, 40, 42], np.float64(0.05024777961068046))"
15,"([11, 19, 21, 41], np.float64(13.543945313938698))","([11, 19, 21, 41], np.float64(2.653001167100645))","([11, 19, 21, 41], np.float64(0.038675271752977705))"
16,"([4, 9, 19, 40], np.float64(22.681551702175973))","([4, 9, 19, 40], np.float64(0.023101852557198207))","([4, 9, 19, 40], np.float64(17.986807239523184))"
17,"([8, 18, 26, 27], np.float64(25.300993721588604))","([8, 18, 26, 27], np.float64(10.336924606587083))","([8, 18, 26, 27], np.float64(0.050502846562033854))"
18,"([6, 31, 39, 48], np.float64(16.548727702161752))","([6, 31, 39, 48], np.float64(1.9174417020857841))","([6, 31, 39, 48], np.float64(0.02974620264297806))"
19,"([0, 2, 19, 32], np.float64(13.057687440645749))","([0, 2, 19, 32], np.float64(5.170683303375879))","([0, 2, 19, 32], np.float64(0.039772846788605036))"
