run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[78, 111, 153, 182, 185, 201, 228, 242, 251, 285]","[10, 79, 153, 185, 190, 208]","[153, 185, 225]"
1,"[9, 21, 73, 122, 150, 169, 211, 238, 254, 263]","[83, 96, 111, 146, 166, 211, 234]","[103, 122, 234]"
2,"[22, 29, 77, 146, 178, 264]","[51, 61, 73, 77, 113, 262, 264, 274]","[51, 61, 77, 264]"
3,"[29, 57, 96, 107, 159, 185, 208, 259, 261]","[126, 159, 173, 185, 208, 259, 261]","[57, 185, 259]"
4,"[27, 37, 77, 211, 258, 259, 260]","[68, 120, 161, 193, 211]","[27, 77, 161, 211, 215]"
5,"[39, 50, 91, 208, 267, 279]","[46, 50, 84, 105, 109, 158, 163, 208, 285]","[15, 66, 163]"
6,"[118, 166, 171, 198, 217, 228, 233, 241, 288]","[28, 46, 86, 165, 166, 207, 209, 228, 233, 288]","[46, 166, 183, 228, 288]"
7,"[57, 172, 180, 188, 210, 220, 251, 270]","[4, 20, 65, 81, 180, 210, 220]","[4, 20, 81, 128, 180, 188, 220]"
8,"[26, 34, 45, 126, 164, 202, 204, 226, 298]","[34, 94, 164, 184, 195, 235, 298]","[126, 299]"
9,"[10, 57, 66, 116, 180, 195, 212, 214, 226, 297, 299]","[57, 61, 66, 127, 170, 195, 224, 244, 251, 297]","[66, 127, 195, 214, 256, 297]"
10,"[1, 91, 106, 175, 184, 232, 280, 297]","[1, 34, 141, 152, 184, 232]","[1, 106, 133, 141, 232]"
11,"[3, 17, 35, 40, 54, 75, 130, 200, 243, 273]","[3, 35, 54, 130, 273]","[3, 75, 130, 273]"
12,"[29, 30, 38, 43, 110, 160, 183, 195, 223, 241]","[38, 43, 91, 98, 172, 195, 252, 279]","[38, 43, 195]"
13,"[32, 55, 57, 111, 150, 183, 190, 196, 200, 254]","[10, 111, 170, 174, 181, 200, 263]","[10, 32, 263]"
14,"[37, 151, 245, 255]","[33, 37, 93, 97, 130, 151, 255, 276]","[37, 97, 177]"
15,"[7, 40, 122, 127, 130, 186, 223, 269, 275]","[130, 161, 216, 240, 245, 283, 294]","[62, 122, 127, 240, 283]"
16,"[52, 115, 151, 180, 197, 250, 287, 294]","[1, 8, 78, 112, 115, 116, 180, 250, 294]","[101, 125, 180, 269]"
17,"[13, 16, 29, 61, 68, 72, 159, 160, 224, 282]","[26, 68, 142, 147, 159, 204, 208, 252, 276, 279]","[23, 68, 71, 105, 113, 265, 283]"
18,"[27, 94, 106, 131, 138, 170, 248, 263]","[27, 45, 83, 129, 131, 183]","[27, 69, 131, 138, 228]"
19,"[4, 58, 78, 120, 140, 267, 275]","[54, 93, 140, 179, 255]","[4, 80, 179]"
20,"[27, 43, 80, 86, 88, 158, 172, 182, 194, 287, 299]","[26, 27, 43, 76, 90]","[27, 43, 86, 90]"
21,"[26, 62, 148, 209, 258, 277]","[37, 62, 209, 258, 277]","[37, 62, 258, 277]"
22,"[1, 30, 118, 237, 239, 252, 258]","[16, 29, 85, 90, 150, 197, 229, 239, 258]","[16, 85, 162, 197, 239]"
23,"[66, 113, 139, 158, 186, 187, 211, 244]","[39, 66, 113, 207, 237, 276]","[237, 276]"
24,"[9, 31, 32, 93, 193, 258, 274]","[3, 31, 245]","[31, 193]"
25,"[8, 23, 50, 84, 131, 169, 205, 207, 270, 281]","[37, 131, 169, 177, 280, 282]","[8, 23, 169]"
26,"[38, 42, 106, 141, 150, 158, 170, 202, 219]","[40, 106, 141, 176, 287]","[20, 101, 141, 158]"
27,"[8, 14, 15, 25, 119, 165, 174, 227, 246, 285]","[51, 132, 146, 165, 174, 227]","[0, 165, 227, 258, 285]"
28,"[7, 130, 166, 176, 177, 228, 289, 295]","[4, 35, 123, 130, 166, 228]","[166, 228, 274, 295]"
29,"[34, 57, 67, 83, 120, 142, 236]","[10, 49, 68, 128, 133, 264]","[10, 19, 49, 68, 133]"
30,"[82, 159, 171, 192, 217, 239, 281]","[82, 115, 159, 192, 217]","[7, 43, 217]"
31,"[62, 65, 69, 75, 93, 128, 166, 172, 214]","[7, 69, 125, 166, 172, 198, 218, 289]",[1]
32,"[4, 88, 123, 136, 142, 145, 161, 191]","[109, 123, 145, 167, 191]","[88, 123, 167, 191]"
33,"[58, 62, 75, 95, 103, 146, 147, 188, 209, 274]","[34, 58, 62, 75, 164, 177, 188]","[58, 147, 252, 274, 282]"
34,"[1, 19, 129, 161, 163, 266, 276]","[1, 26, 61, 236, 239]","[189, 276]"
35,"[57, 76, 112, 181, 188, 206, 247]","[28, 53, 76, 171, 181, 188, 191, 274]","[181, 188]"
36,"[16, 58, 174, 197, 208, 265]","[58, 100, 141, 151, 197, 208, 265]","[16, 49, 58, 100, 174, 175, 265]"
37,"[21, 86, 171, 173, 179, 282]","[21, 27, 89, 98, 167]","[27, 89, 213]"
38,"[30, 47, 78, 110, 133, 159, 167, 203, 219, 269]","[47, 124, 159, 167, 203]","[124, 137, 159, 203]"
39,"[8, 74, 110, 155, 195, 272, 277]","[43, 74, 110, 155, 195, 272, 277]","[9, 163, 277, 291]"
40,"[35, 80, 96, 117, 158, 199, 284]","[0, 80, 96, 97, 158, 283, 296]","[0, 66, 80, 96, 182]"
41,"[20, 31, 36, 97, 137, 141, 179, 198, 241, 290]","[31, 38, 111, 260, 290]","[112, 290]"
42,"[40, 87, 158, 170, 193, 235, 289, 297]","[40, 200]","[40, 202]"
43,"[27, 44, 78, 87, 100, 110, 241, 264, 280]","[26, 51, 100, 252, 254]",[100]
44,"[2, 26, 127, 158, 216, 256]","[2, 87, 131, 262, 284]","[2, 45, 126, 135, 138]"
