run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[54, 113, 129, 159, 163, 184, 198, 234, 249, 280, 281, 285, 296]","[6, 25, 38, 68, 113, 152, 238, 254]","[25, 54, 113]"
1,"[9, 38, 101, 187, 216, 249, 264, 276]","[35, 131, 215, 228, 244, 275, 276]","[38, 139, 187]"
2,"[10, 17, 81, 99, 143, 174, 180, 191, 192, 259, 262]","[16, 17, 129, 164, 204, 218, 262]","[92, 180, 191, 262]"
3,"[0, 50, 52, 117, 142, 201, 244, 253, 259, 266, 291]","[50, 52, 53, 158, 201]","[52, 53, 71, 168, 253, 278]"
4,"[31, 47, 115, 122, 135, 149, 204, 213]","[31, 54, 128, 135, 207, 253, 260]","[47, 83, 128, 204, 237, 284]"
5,"[37, 110, 114, 132, 155, 161, 179, 228]","[37, 47, 95, 155, 161, 179, 219, 228]","[37, 179, 202, 219, 228]"
6,"[4, 43, 67, 152, 192, 229, 255, 297]","[79, 192, 229, 255, 262, 297]","[16, 41, 79, 229]"
7,"[7, 105, 119, 131, 140, 146, 219, 239, 255, 265, 284, 296]","[37, 88, 91, 140, 155, 219, 239, 269, 284]","[45, 64, 108, 270]"
8,"[2, 66, 72, 97, 116, 129, 250, 251, 284]","[66, 72, 89, 104, 189, 196, 232, 251]","[100, 170, 232, 251]"
9,"[109, 136, 178, 191, 197, 268, 269, 275]","[42, 51, 109, 238, 281]","[136, 178, 191, 197, 241, 269]"
10,"[23, 46, 95, 121, 196, 250, 284, 288]","[86, 104, 106, 150, 284]","[104, 106, 186, 250]"
11,"[35, 39, 40, 55, 67, 88, 207, 211, 215, 223, 238, 246, 255, 273]","[42, 48, 64, 88, 126, 175, 249, 288]","[48, 88, 215, 249, 288]"
12,"[3, 40, 68, 126, 136, 223, 256, 273]","[3, 159, 189, 278, 297]","[68, 215, 278]"
13,"[8, 12, 150, 153, 192, 202, 214, 225, 256]","[46, 57, 111, 120]","[8, 256, 288]"
14,"[13, 78, 83, 219, 240, 257, 282, 288, 293]","[45, 78, 83, 136, 219, 240, 257]","[31, 45, 78, 86, 209]"
15,"[31, 59, 72, 73, 100, 109, 119, 130, 146, 195, 207, 227]","[89, 104, 119, 126, 219, 243, 248, 249]","[14, 22, 59, 119, 170, 206, 248]"
16,"[1, 10, 42, 81, 88, 177, 209, 234, 254, 279]","[10, 69, 73, 81, 88, 279]","[11, 73, 81, 121]"
17,"[83, 103, 142, 180, 194, 217, 234, 288]","[172, 231, 288]","[103, 134, 234, 241]"
18,"[13, 20, 34, 120, 153, 159, 168, 190, 255]","[13, 18, 71, 190, 270]","[62, 115, 168, 169, 191]"
19,"[105, 106, 145, 148, 185, 216, 219, 239, 241, 245]","[63, 102, 130, 147, 159, 190, 219, 245]","[9, 204, 216, 219, 237]"
