run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[9, 38, 61, 74, 78, 136, 174, 208, 282, 297]","[27, 61, 97, 170, 184, 292, 297]","[12, 131, 297]"
1,"[0, 6, 108, 159, 197, 222, 243, 249, 255, 260, 287]","[6, 16, 87, 112, 214, 249, 287]","[6, 34, 243, 287]"
2,"[31, 43, 46, 119, 149, 295]","[31, 43, 119, 149]","[31, 208, 237, 278]"
3,"[117, 170, 176, 241, 283]","[138, 256, 258, 268, 283]","[77, 170, 283]"
4,"[28, 35, 44, 88, 95, 106, 145, 146, 148, 244, 290]","[1, 28, 35, 65, 145, 148, 151, 182]","[28, 148]"
5,"[89, 111, 140, 174, 217, 219, 279]","[76, 78, 89, 174, 201, 217]","[174, 268]"
6,"[48, 84, 177, 182, 190, 195]","[46, 72, 77, 91, 95, 172, 190]","[72, 91, 156]"
7,"[9, 20, 39, 48, 110, 211, 222, 283]","[9, 170, 171, 219, 222, 283]","[9, 219, 283]"
8,"[45, 72, 141, 152, 166, 184, 210, 258]","[126, 152, 166, 210]","[130, 141, 152, 203, 210]"
9,"[3, 35, 45, 54, 175, 203, 263]","[28, 86, 196, 200]","[86, 118, 174, 182]"
10,"[39, 99, 210, 255]","[39, 72, 99, 110]","[39, 72, 99, 110]"
11,"[4, 24, 36, 59, 116, 144, 174, 189, 213, 259]","[59, 94, 103, 116, 144, 169, 225]","[85, 171, 246]"
12,"[87, 105, 132, 135, 181, 195, 201, 243, 248]","[25, 87, 132, 135, 201, 248]","[67, 201]"
13,"[164, 197, 242, 252, 256, 261, 283]","[221, 252, 256, 283, 289]","[99, 197, 256, 283]"
14,"[46, 50, 128, 170, 186, 189, 229, 237]","[11, 50, 157, 186, 189, 264, 293]","[46, 64, 137, 186]"
15,"[42, 155, 173, 241, 254, 259, 273]","[77, 163, 179, 254, 259]","[77, 163, 179, 254, 259]"
16,"[20, 89, 90, 103, 170, 244, 246, 267]","[20, 23, 113, 136, 190, 250, 291]","[20, 51, 250]"
17,"[8, 87, 100, 105, 111, 181]","[8, 29, 123, 183, 256]","[8, 132]"
18,"[9, 56, 110, 194, 226]","[91, 134, 226, 247]","[85, 110, 159, 226]"
19,"[46, 171, 197, 225, 250]","[171, 197, 220, 250, 292]","[171, 197, 225]"
20,"[28, 69, 89, 92, 110, 208, 279]","[65, 89, 110, 165, 208, 279]","[208, 257, 279]"
21,"[4, 11, 72, 90, 92, 190, 204, 228, 237, 292]","[11, 34, 181, 204, 228, 262]","[34, 228, 292]"
22,"[62, 138, 225, 237, 245, 255, 274]","[18, 88, 92, 111, 207, 274]","[111, 127, 149, 164, 225, 294]"
23,"[27, 34, 46, 81, 103, 115, 181, 199, 202, 214, 250]","[27, 34, 53, 115, 220, 227, 247]","[115, 214]"
24,"[13, 50, 69, 100, 119, 165, 169, 234, 256, 281]","[51, 66, 83, 206, 227, 234, 237, 297]","[44, 68, 165, 245, 298]"
25,"[112, 166, 235, 252, 274, 284]","[62, 103, 252, 277]","[60, 252, 274]"
26,"[51, 72, 147, 214, 229, 276]","[124, 147, 204, 214]","[140, 276]"
27,"[25, 54, 56, 65, 153, 155, 173, 200, 230, 270, 274]","[25, 40, 72, 164, 198]","[60, 64, 133, 142, 150]"
28,"[0, 57, 109, 111, 165, 246, 296]","[57, 246, 296]","[57, 246, 296]"
29,"[12, 32, 136, 154, 219, 283]","[12, 22, 106, 196, 283]","[12, 219, 232, 283]"
30,"[30, 85, 196, 265]","[61, 85, 107]","[1, 30, 61, 107]"
31,"[67, 142, 153, 181, 246, 287, 296]","[12, 44, 89, 142, 286, 296]","[67, 142]"
32,"[9, 24, 55, 75, 117, 118, 197, 203, 204, 230, 244]","[24, 53, 75, 103, 118, 155, 166, 195]","[60, 203]"
33,"[18, 30, 51, 117, 203, 286, 289]","[17, 117, 129, 150, 203, 289]","[18, 150, 203]"
34,"[16, 20, 85, 231, 271]","[42, 134]","[134, 136]"
35,"[25, 51, 116, 224, 226, 260, 287]","[8, 166, 169, 242]","[28, 117, 164, 178, 224, 233, 260, 277]"
36,"[52, 103, 109, 170, 193, 206, 219, 262]","[35, 38, 40, 97, 109, 193, 206]","[40, 97, 161]"
37,"[10, 17, 24, 43, 102, 142, 156, 187]","[24, 61, 86, 275]","[61, 167, 187, 241]"
38,"[24, 91, 95, 125, 170, 202, 222, 267, 283]","[17, 34, 75, 79, 85, 151, 184]","[151, 202, 252, 257]"
39,"[18, 33, 58, 65, 77, 114, 174, 281]","[0, 3, 50, 68, 146, 212, 256, 299]","[2, 77, 120, 144, 146]"
40,"[14, 122, 168, 169, 180, 204]","[14, 168, 169, 204, 246]","[169, 204]"
41,"[73, 100, 131, 175, 262, 278]","[73, 102, 131, 175, 262]","[131, 175, 262]"
42,"[64, 104, 132, 139, 208, 298]","[46, 156, 230, 298]","[64, 104, 189]"
43,"[103, 208, 220, 233]","[84, 103, 132, 141, 163, 191, 208, 240]","[103, 141]"
44,"[2, 5, 59, 73, 100, 101, 131, 138, 139, 167, 191, 247, 256, 264]","[73, 138, 191, 247, 256]","[23, 191]"
45,"[10, 20, 75, 106, 157, 196, 242]","[15, 27, 80, 145, 146, 221]",[282]
46,"[2, 26, 31, 126, 155, 170, 239, 243, 270]","[31, 155, 170, 206, 239, 262]","[31, 155, 170, 270]"
47,"[2, 21, 48, 99, 115, 218, 251, 282]","[75, 138, 154, 251, 260]","[21, 174, 247, 282]"
48,"[7, 50, 116, 119, 138, 140, 193, 247, 290]","[116, 119, 139, 247, 290]","[70, 138, 247]"
49,"[28, 33, 73, 95, 130, 152, 213, 257, 289]","[60, 130, 163, 257, 282, 285]","[45, 184, 210]"
50,"[66, 85, 90, 98, 174, 198, 222, 233, 234, 248, 279]","[34, 210, 234, 279, 296]","[38, 140, 186, 224]"
51,"[16, 44, 72, 88, 113, 123, 199, 258, 264]","[72, 150, 151, 199, 294]","[22, 72, 199, 264]"
52,"[66, 88, 91, 155, 218, 259]","[66, 88, 91, 104, 115, 155, 170]","[66, 88, 116, 155, 170]"
53,"[20, 101, 144, 182, 228, 229, 233, 269]","[101, 132, 136, 212, 233, 283]",[283]
54,"[2, 58, 63, 70, 83, 242, 257, 294]","[9, 63, 83, 125, 242]","[56, 63, 97, 276]"
55,"[55, 60, 148, 180, 188, 239, 241]","[55, 60, 90, 134, 180, 188]","[55, 60, 148, 180, 188]"
56,"[23, 63, 105, 149, 186]","[63, 133, 149, 186]","[149, 186, 239, 262]"
57,"[42, 96, 118, 120, 126, 134, 164, 233, 245, 297]","[27, 36, 42, 98, 134, 151, 164]","[112, 164]"
58,"[12, 120, 153, 170, 208, 243]","[101, 153, 156, 199, 283]","[153, 156, 170]"
59,"[3, 25, 28, 131, 139, 160, 236, 268]","[22, 28, 41, 126, 131, 160]","[28, 126, 131, 249]"
60,"[100, 129, 146, 157, 198, 201, 257]","[14, 31, 201, 257, 268, 277]","[100, 150, 198, 201, 257, 277]"
61,"[36, 51, 98, 191, 253, 291]","[36, 45, 51, 98, 250, 258, 274]","[36, 42, 98]"
62,"[68, 81, 107, 154, 157, 227, 245, 247, 299]","[17, 36, 81, 117, 132, 247, 259, 263, 299]","[24, 102, 120, 154, 180, 299]"
63,"[43, 65, 165, 167, 183, 209, 228, 283, 287]","[43, 78, 101, 109, 183, 209, 228, 236, 288]","[107, 139, 165, 183, 287]"
64,"[70, 122, 158, 169, 184, 264, 283, 296]","[13, 32, 289, 296]","[32, 264]"
65,"[26, 54, 149, 181, 244]","[3, 6, 68, 82, 131, 149, 193, 266, 290]","[62, 82, 149]"
66,"[5, 15, 26, 28, 70, 119, 123, 125, 153, 218, 294, 298]","[37, 39, 119, 145, 206, 298]","[5, 26, 37, 78, 119, 174]"
67,"[8, 10, 41, 104, 159, 195, 198, 226, 232]","[10, 30, 232, 268, 269]","[116, 285]"
68,"[44, 67, 115, 172, 230]","[182, 230, 264, 282]","[67, 116, 264, 282]"
69,"[15, 37, 55, 80, 187, 212, 269]","[55, 80, 123, 187, 213, 287]","[15, 55, 260]"
70,"[46, 51, 88, 95, 172, 209, 241, 273]","[51, 160, 195, 209, 270, 274, 282]","[46, 199, 282]"
71,"[17, 59, 72, 90, 99, 119, 130, 155, 214, 224, 230, 271, 276, 297]","[70, 90, 167, 214, 276, 297]","[17, 130, 224, 228, 276]"
72,"[94, 122, 123, 150, 151, 156, 200, 274]","[85, 123, 147, 150, 151, 156, 182]","[19, 85, 123]"
73,"[10, 32, 36, 42, 104, 168, 275, 280]","[36, 42, 168, 275, 288]","[252, 275, 288]"
74,"[36, 48, 52, 204, 213, 278]","[17, 36, 52, 55, 144, 216]","[96, 275]"
75,"[141, 149, 157, 165, 237, 244, 273, 293]","[149, 237, 273]","[149, 186, 273]"
76,"[49, 83, 86, 122, 209, 232]","[63, 83, 88, 196, 199]","[86, 122, 209]"
77,"[72, 89, 95, 119, 163, 200, 203]","[89, 124, 132, 190]","[45, 89, 95, 124]"
78,"[20, 83, 122, 153, 186, 272, 285, 294]","[20, 83, 122, 153, 186, 294]","[20, 133, 153, 235]"
79,"[0, 50, 91, 139, 143, 179, 205, 214, 222, 294]","[0, 52, 55, 224, 261]","[0, 52, 66]"
80,"[49, 60, 155, 167, 183, 252, 254, 271, 294]","[8, 60, 74, 132, 167, 171]","[8, 190]"
81,"[41, 115, 125, 191, 199, 205]","[41, 104, 115, 125, 274, 278]","[109, 115, 125]"
82,"[14, 47, 68, 138, 148, 195, 267]","[16, 47, 68, 117, 138, 267, 276]","[14, 47, 117, 127]"
83,"[27, 111, 136, 219, 230, 233, 266]","[24, 99, 107, 114, 193, 230, 233, 266]","[24, 185, 266, 281]"
84,"[2, 102, 155, 159, 196, 254, 274]","[43, 72, 102, 159, 160, 196, 254]","[43, 109, 159, 196, 254]"
85,"[66, 156, 195, 222, 264, 290, 296]","[27, 156, 223, 264, 296]","[66, 264, 283]"
86,"[63, 71, 85, 99, 113, 121, 139, 165, 185, 243]","[9, 63, 108, 112, 113, 165, 245]","[9, 113, 165, 262]"
87,"[45, 61, 98, 139, 187, 192, 228, 235, 248]","[45, 54, 101, 126]","[45, 101]"
88,"[0, 6, 71, 199, 200, 203, 216, 253, 270]","[0, 87, 215, 272]","[0, 96, 126, 215, 293]"
89,"[72, 89, 105, 116, 196, 232, 267, 284, 290]","[35, 39, 100, 185, 236, 239, 254, 284]","[35, 185, 196]"
90,"[5, 56, 59, 149, 221, 283, 289, 297]","[5, 52, 56, 59, 258]","[56, 149]"
91,"[7, 14, 76, 114, 146, 187, 222, 227, 289, 294]","[6, 59, 146, 148, 289]","[6, 89, 148]"
92,"[10, 59, 75, 111, 113, 166, 180, 222, 248, 255, 257]","[82, 111, 113, 149, 207, 255]","[11, 97, 111, 121, 129, 149, 257]"
93,"[49, 52, 54, 115, 142, 180, 254, 268]","[50, 52, 54, 115, 164, 173, 254, 268]","[52, 115, 124]"
94,"[43, 58, 105, 120, 257]","[62, 105, 107, 213, 248]","[49, 219]"
95,"[28, 115, 127, 138, 154, 197, 277]","[53, 117, 127, 138, 197, 233, 277]","[53, 138, 277]"
96,"[59, 70, 73, 82, 98, 195, 198, 215, 291]","[6, 59, 112, 126, 195, 291]","[48, 54, 82, 126, 195, 287]"
97,"[131, 167, 172, 180, 216, 275, 284]","[34, 60, 150, 153, 158, 222, 275]","[131, 180, 275]"
98,"[28, 37, 45, 119, 146, 183, 250, 297]","[28, 29, 71, 175, 183, 189]","[37, 81, 119, 293]"
99,"[12, 111, 178, 219, 231, 235, 243, 246, 276, 297]","[52, 73, 219, 235, 270]","[73, 219, 235, 270]"
