run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[12, 22, 41, 86, 97, 143, 157, 183, 192, 194, 202, 296]","[27, 67, 73, 81, 97, 107, 157, 192, 199, 294]","[10, 81, 177, 209]"
1,"[75, 115, 120, 121, 229, 277, 290, 297]","[66, 120, 121, 143, 149, 198, 202, 222, 229, 272]","[27, 121, 174, 202, 294]"
2,"[66, 83, 88, 93, 118, 137, 148, 182, 195, 239, 279, 295]","[21, 28, 77, 78, 83, 86, 87, 224]","[77, 83, 86, 218, 228, 295]"
3,"[13, 33, 92, 106, 123, 124, 145, 161, 254]","[22, 92, 124, 189, 203, 240]","[92, 124, 240, 268, 288]"
4,"[0, 26, 66, 87, 147, 221, 222, 252, 257, 296]","[0, 50, 66, 80, 149, 283]","[22, 50, 68, 80, 198, 257]"
5,"[36, 40, 60, 80, 140, 165, 201, 218]","[40, 80, 140, 165, 198, 201, 218, 278]","[40, 136, 149, 184, 201]"
6,"[4, 20, 27, 38, 54, 74, 81, 206, 228, 245]","[33, 36, 42, 54, 82, 143, 229, 241, 270, 285, 290]","[54, 82, 229, 245, 274, 281, 291]"
7,"[17, 19, 30, 47, 57, 61, 65, 99, 117, 144, 182, 190, 208, 246]","[19, 53, 117, 124, 141, 143, 164, 167, 171, 195, 208, 251]","[19, 53, 117, 144, 208, 234, 252]"
8,"[4, 15, 92, 107, 168, 181, 191, 203, 219, 265]","[15, 134, 191, 196, 220, 260, 274, 281]","[15, 117, 150, 274, 298]"
9,"[19, 31, 56, 59, 75, 110, 131, 144, 240, 262, 280]","[31, 48, 58, 59, 75, 138, 249]","[56, 59, 75, 85, 167, 195, 219, 280]"
10,"[32, 38, 50, 70, 206, 224, 243, 255, 268]","[54, 86, 124, 181, 224, 232, 282]","[50, 70, 224, 232, 243, 260]"
11,"[19, 51, 70, 86, 171, 175, 250, 262]","[51, 56, 100, 121, 190, 203, 250, 253, 259]","[51, 151, 190, 191, 250, 258]"
12,"[68, 75, 77, 110, 121, 139, 140, 218, 253, 276, 289]","[16, 75, 77, 86, 120, 128, 158, 214, 221]","[16, 75, 77, 86, 140, 182]"
13,"[91, 133, 146, 153, 166, 182, 188, 195, 233, 289, 295]","[81, 153, 166, 201, 239, 282]","[91, 153, 166, 188, 218, 233, 289]"
14,"[4, 79, 92, 173, 184, 185, 186, 205, 244, 282, 290]","[7, 31, 146, 173, 244, 262]","[68, 83, 146, 186, 237, 244]"
15,"[46, 59, 73, 109, 123, 129, 183, 247]","[25, 46, 73, 109, 129, 161, 247, 299]","[25, 109, 189, 247]"
16,"[1, 17, 66, 102, 137, 139, 151, 208, 223]","[17, 66, 139, 154, 293]","[1, 17, 66, 102, 139, 223]"
17,"[9, 116, 129, 153, 246, 251, 267, 279, 283, 296]","[102, 110, 168, 194, 254, 296]","[9, 116, 126, 162, 224, 237]"
18,"[5, 26, 148, 223, 241, 249, 271, 272, 278]","[45, 65, 119, 173, 206, 233, 249, 252]","[5, 119, 173, 233, 243, 249]"
19,"[20, 61, 84, 116, 168, 174, 255, 261, 272, 297]","[1, 85, 144, 155, 170, 174, 182, 208, 211]","[18, 144, 232, 258, 280, 286]"
20,"[24, 86, 90, 113, 117, 171, 185, 292, 293]","[61, 113, 117, 136, 140, 147, 206]","[116, 117, 135, 136, 251]"
21,"[4, 5, 23, 69, 87, 123, 196, 207, 259, 263, 293]","[4, 25, 49, 87, 196, 259, 282]","[16, 59, 84, 87, 293]"
22,"[68, 106, 107, 130, 185, 192, 224, 242, 278]","[77, 106, 107, 164, 178, 185, 256, 278]","[107, 178, 185, 256, 278]"
23,"[43, 50, 51, 88, 97, 139, 159, 183, 207, 213, 254, 285]","[96, 127, 159, 207, 213, 285]","[58, 159, 207, 242, 285, 299]"
24,"[13, 37, 58, 61, 91, 98, 145, 268, 292]","[13, 91, 116, 145, 186, 268, 292]","[91, 116, 268, 292]"
25,"[11, 16, 19, 50, 67, 88, 92, 183, 185, 254, 265]","[50, 112, 172, 185, 254, 279, 294]","[71, 132, 185, 187, 254]"
26,"[22, 26, 38, 81, 112, 114, 139, 239, 247, 248, 273]","[6, 25, 131, 239, 248, 249, 299]","[6, 45, 131, 222, 239, 248]"
27,"[10, 15, 24, 64, 71, 101, 105, 133, 156, 170, 250, 252, 267, 285]","[10, 42, 185, 187, 267, 278]","[10, 84, 136, 170, 187, 214]"
28,"[17, 29, 78, 92, 104, 150, 189, 208, 262, 278, 286, 293]","[81, 89, 123, 125, 142, 181, 209, 210, 236, 286]","[63, 125, 159, 226, 287]"
29,"[2, 7, 9, 74, 184, 188, 199, 205, 252, 272]","[2, 7, 188, 199, 205, 228, 272]","[205, 272, 286]"
30,"[127, 139, 159, 166, 186, 213, 227, 263, 299]","[106, 139, 201, 213, 227, 254, 263]","[139, 186, 201, 213, 227]"
31,"[119, 130, 132, 139, 141, 154, 159, 161, 216, 227, 241, 247, 248]","[40, 102, 119, 122, 161, 216]","[122, 161, 216, 222]"
32,"[24, 30, 47, 105, 162, 181, 211, 291]","[24, 30, 80, 105, 181]","[8, 47, 111, 162, 201, 219, 261]"
33,"[31, 58, 138, 159, 216, 217, 229, 254, 286, 289]","[21, 25, 60, 111, 216, 229, 254, 289, 296]","[60, 155, 196, 217, 229, 254, 289]"
34,"[13, 75, 89, 91, 114, 117, 141, 172, 275]","[20, 91, 114, 141, 172]","[18, 109, 141, 172]"
35,"[38, 140, 167, 188, 190, 205, 228, 287]","[140, 155, 190, 205, 252, 287, 294]","[101, 140, 190, 205, 257, 287]"
36,"[12, 71, 81, 167, 173, 191, 246, 253, 257, 275]","[42, 104, 147, 173, 180, 191, 246, 257]","[191, 206, 240, 246, 253, 257]"
37,"[17, 76, 83, 95, 97, 141, 233, 262]","[27, 33, 58, 83, 124, 125, 141, 142, 151, 205, 282]","[141, 142, 199]"
38,"[45, 108, 111, 148, 183, 191, 195, 197, 285]","[10, 68, 83, 138, 183, 201, 285]","[83, 97, 131, 150, 216, 257]"
39,"[1, 10, 20, 22, 35, 110, 133, 185, 190, 275, 294]","[20, 218, 240, 289, 294]","[188, 208, 277, 294]"
40,"[27, 52, 105, 156, 171, 198, 217, 261, 266, 272, 274, 282]","[147, 197, 201, 217, 221, 247]","[27, 217, 221, 266]"
41,"[21, 35, 40, 52, 66, 143, 151, 161, 208, 211, 213, 219, 241, 244]","[38, 40, 144, 151, 220, 226]","[226, 273]"
42,"[9, 61, 67, 70, 99, 139, 197, 216, 225, 238]","[9, 70, 144, 211, 216, 238]","[9, 61, 70, 126, 139, 197, 216, 238]"
43,"[20, 111, 113, 132, 149, 189, 212, 229, 239]","[20, 111, 132, 212, 267]","[20, 111, 144, 212, 229]"
44,"[40, 73, 99, 103, 185, 197, 202, 234]","[10, 132, 166, 181, 197]","[40, 82, 103, 192, 239, 271]"
45,"[0, 38, 44, 88, 125, 136, 167, 221, 243, 269]","[0, 44, 69, 71, 80, 88, 136, 243, 251, 285]","[0, 71, 221, 243]"
46,"[54, 57, 59, 69, 73, 91, 106, 151, 162, 186]","[54, 57, 73, 203, 225, 279]","[57, 59, 131, 225]"
47,"[18, 24, 41, 62, 88, 100, 110, 150, 155, 238, 299]","[18, 88, 162, 165, 167, 170, 191, 206, 220, 257, 293]","[18, 46, 88, 109, 206, 247, 278, 293]"
48,"[6, 17, 75, 105, 107, 128, 132, 138, 181, 184, 186, 198, 248, 277]","[6, 37, 69, 73, 147, 159, 248]","[15, 259, 277]"
49,"[36, 55, 90, 98, 101, 115, 169, 196, 200, 210, 224, 247]","[12, 18, 169, 174, 200, 210, 240, 242, 250]","[174, 210, 242, 250, 275]"
50,"[9, 10, 12, 31, 68, 112, 137, 139, 141, 162, 227, 278]","[68, 111, 138, 163, 172, 183, 249, 283]","[12, 52, 137, 138, 141]"
51,"[8, 54, 71, 128, 142, 146, 157, 227, 230, 246]","[25, 46, 50, 77, 209, 221, 255, 257, 260, 293]","[25, 50, 157, 250, 293, 296]"
52,"[35, 86, 92, 124, 136, 239, 257]","[92, 125, 133, 239, 257]","[86, 92, 133, 202, 210, 230, 239, 257, 278]"
53,"[60, 81, 89, 143, 173, 182, 226, 227, 231, 235, 246, 252, 275, 282]","[12, 14, 54, 81, 103, 143, 196, 235]","[69, 81, 212, 227, 275]"
54,"[8, 31, 40, 72, 73, 238, 259, 286, 290, 296]","[7, 8, 135, 151, 208, 240, 262, 294]","[66, 72, 92, 151, 163, 262]"
55,"[5, 47, 56, 109, 131, 170, 197, 239, 264, 280, 294]","[19, 109, 131, 170, 232, 239, 258, 294]","[5, 22, 109, 155, 281]"
56,"[42, 124, 166, 176, 228, 245, 252, 259]","[42, 47, 166, 167, 176, 204, 257, 278]","[42, 124, 252]"
57,"[0, 1, 49, 59, 132, 196, 210, 255, 268, 280]","[88, 110, 132, 196, 212, 255, 259, 280, 292]","[91, 152, 196, 212, 232, 280, 294]"
58,"[34, 61, 151, 162, 188, 203, 227, 252, 258, 265, 271, 275, 286]","[5, 26, 28, 37, 67, 81, 109, 112, 192, 203, 258, 265, 269, 278]","[5, 192, 214, 265, 273]"
59,"[4, 22, 72, 205, 219, 221, 259, 265, 273]","[22, 51, 53, 75, 76, 221, 237, 240, 273]","[22, 51, 53, 220, 281]"
60,"[7, 57, 64, 78, 92, 101, 115, 190, 225, 251, 286, 288]","[7, 92, 160, 186, 190, 225, 288]","[7, 10, 187, 190, 225, 288]"
61,"[24, 39, 61, 73, 168, 202, 213, 234, 277, 285]","[14, 21, 39, 155, 215, 285]","[32, 39, 213]"
62,"[22, 34, 80, 90, 92, 145, 170, 174, 180, 218]","[13, 130, 144, 175, 218, 257]","[5, 41, 52, 130, 145, 258]"
63,"[6, 22, 26, 77, 78, 120, 172, 183, 282, 283, 295]","[26, 72, 132, 183, 277, 284, 288]","[16, 26, 72, 126, 183]"
64,"[22, 87, 125, 138, 172, 209, 223]","[59, 87, 124, 125, 130, 138, 223]","[72, 87, 178, 262, 263, 265]"
65,"[8, 55, 57, 58, 82, 90, 122, 133, 138, 141, 199, 262, 297]","[8, 79, 82, 122, 141, 199, 222, 226, 255]","[8, 12, 34, 66, 82, 122]"
66,"[87, 88, 167, 184, 195, 196, 238, 245, 290]","[62, 99, 129, 152, 176, 259]","[167, 196, 238, 244, 290]"
67,"[21, 48, 92, 98, 99, 127, 148, 290, 291]","[99, 134, 179, 215, 257]","[53, 92, 127, 153, 179]"
68,"[65, 129, 130, 133, 141, 170, 206, 208, 215, 259]","[69, 82, 94, 99, 109, 137, 207, 240]","[33, 133, 160, 170, 208]"
69,"[31, 46, 59, 89, 119, 123, 155, 198, 200, 224, 239, 246, 276, 288]","[18, 31, 34, 134, 159, 180, 190, 198, 230, 241]","[82, 111, 204, 276]"
70,"[0, 90, 102, 107, 156, 178, 206, 219, 228, 242, 250]","[0, 8, 206, 216, 221, 228, 248, 281, 292]","[22, 68, 164, 185, 206, 228]"
71,"[85, 97, 125, 126, 201, 215, 216, 231, 277]","[2, 8, 19, 95, 201, 210, 216, 236, 277, 291]","[2, 210, 215, 216, 236]"
72,"[64, 93, 102, 194, 214, 230, 263]","[7, 24, 64, 73, 160, 212, 218, 263]","[64, 93, 263]"
73,"[15, 31, 48, 49, 108, 127, 182, 221, 235]","[31, 91, 159, 173, 182, 262]","[31, 127, 182]"
74,"[39, 61, 89, 101, 107, 154, 176, 263, 286]","[23, 25, 61, 82, 85, 162, 171, 199, 219]","[39, 61, 154, 161, 170, 176]"
75,"[49, 53, 88, 99, 116, 141, 157, 162, 165, 211, 277, 288, 290]","[49, 58, 68, 78, 88, 127, 211, 277]","[58, 127, 137, 148]"
76,"[71, 93, 105, 115, 116, 128, 214, 236, 268, 271, 285]","[0, 33, 108, 110, 119, 127, 136, 143, 185, 195, 214, 293]","[112, 143, 250, 267, 278]"
77,"[32, 49, 51, 54, 55, 70, 76, 77, 178, 181, 208, 209, 252, 253]","[11, 136, 178, 200, 256, 264]","[6, 61, 136, 178, 200, 252, 264]"
78,"[9, 35, 51, 136, 167, 179, 181, 217]","[75, 100, 136, 151, 166, 179, 181]","[9, 75, 134, 136, 141, 167, 179]"
79,"[6, 11, 96, 125, 132, 161, 212, 233, 234]","[11, 49, 106, 211, 288]","[134, 135, 220, 280]"
80,"[44, 68, 93, 119, 138, 174, 189, 227, 253, 262]","[51, 68, 84, 125, 164, 188, 200, 206, 281]","[0, 67, 68, 119, 197, 200, 281]"
81,"[21, 25, 67, 112, 183, 190, 198, 234, 274]","[21, 25, 40, 112, 198, 234, 283]","[112, 201, 225, 234]"
82,"[44, 68, 80, 87, 109, 156, 176, 221, 278, 292]","[60, 68, 73, 138, 156, 161, 163, 176, 185, 221, 287]","[176, 290, 292]"
83,"[28, 37, 50, 66, 85, 259, 274, 281, 283, 295]","[28, 45, 50, 134, 216, 262, 283]","[28, 45, 50, 127, 196, 216, 283]"
84,"[28, 98, 112, 117, 119, 203, 234, 235, 251]","[38, 51, 92, 98, 129, 146, 263, 284]","[92, 98, 277, 284]"
85,"[8, 79, 121, 141, 155, 164, 185, 195, 197, 222, 224, 246, 263]","[32, 59, 60, 79, 230]","[61, 166, 230]"
86,"[57, 80, 125, 238, 247, 260, 267]","[55, 80, 125, 185]","[69, 80, 165, 185, 236]"
87,"[8, 19, 27, 59, 67, 73, 159, 193, 199, 201, 213, 258]","[45, 69, 157, 183, 201, 216, 279, 282, 285]","[45, 105, 282]"
88,"[9, 58, 59, 125, 134, 137, 139, 151, 158, 164, 193, 229, 245, 250]","[9, 111, 125, 137, 139, 164, 229, 249]","[54, 111, 131, 137, 164, 237]"
89,"[0, 29, 39, 41, 85, 119, 130, 151, 182, 232, 284, 295]","[8, 20, 85, 99, 145, 148, 151]","[2, 8, 44, 85, 97]"
90,"[13, 17, 27, 47, 75, 86, 108, 132, 153]","[47, 76, 86, 147, 193, 256, 273]","[53, 75, 86, 114]"
91,"[21, 41, 74, 109, 129, 152, 162, 221, 232, 296]","[24, 109, 129, 141, 162, 196, 232, 266, 289]","[101, 129, 152, 215, 232, 266]"
92,"[34, 65, 84, 127, 138, 177, 220, 221, 259, 293]","[23, 62, 76, 91, 129, 177, 220, 221, 292]","[84, 146, 154, 161, 177, 221, 292]"
93,"[2, 9, 22, 24, 26, 32, 197, 205, 218, 237, 259]","[22, 26, 62, 107, 109, 259]","[22, 26, 107, 109, 239, 259]"
94,"[21, 66, 128, 133, 170, 200, 209, 256, 264, 278]","[38, 184, 224, 228, 274]","[23, 38, 109, 130]"
95,"[36, 42, 57, 69, 90, 172, 194, 212, 252, 260, 263]","[11, 27, 91, 180, 194, 212, 252]","[65, 110, 163, 194, 212, 246, 252, 263, 268]"
96,"[39, 122, 169, 182, 184, 190, 207, 250]","[84, 89, 122, 169, 175, 180, 184, 234, 272]","[89, 96, 180, 272]"
97,"[38, 39, 88, 105, 157, 211, 224, 292]","[29, 38, 39, 65, 106, 211, 226, 249, 292]","[38, 46, 88, 97, 105, 211]"
98,"[0, 45, 46, 49, 78, 116, 131, 137, 155, 164, 197, 209]","[15, 46, 82, 155, 195, 197]","[46, 49, 116, 224, 252, 292]"
99,"[13, 26, 98, 153, 168, 182, 196, 251, 276, 297]","[150, 153, 179, 182, 193, 196, 209, 230, 232, 276]","[13, 74, 98, 99, 195, 232]"
