run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[208, 217, 289]",[],[]
1,[92],[],[]
2,"[77, 186, 229]",[],[]
3,"[141, 158]",[],[]
4,[280],[],[]
5,[196],[],[]
6,"[3, 109]",[],[]
7,"[164, 239]",[],[]
8,[169],[],[]
9,"[5, 31, 177]",[],[]
10,[86],[],[]
11,[],[],[]
12,"[187, 278]",[],[]
13,"[27, 223]",[],[]
14,"[77, 81]",[],[]
15,[10],[],[]
16,[],[],[]
17,"[88, 171]",[],[]
18,[20],[],[]
19,[140],[],[]
20,[127],[],[]
21,"[121, 291]",[],[]
22,"[68, 167, 187]",[187],[]
23,[101],[],[]
24,[],[],[]
25,"[216, 233]",[],[]
26,"[50, 242]",[242],[]
27,"[98, 132, 259]",[],[]
28,"[162, 267]",[],[]
29,[104],[230],[]
30,"[68, 185, 258]",[],[]
31,[],[],[]
32,[],[],[]
33,"[84, 269, 289]",[],[]
34,[],[],[]
35,"[49, 244, 261, 272]",[244],[]
36,"[3, 81, 254]",[],[]
37,[76],[],[]
38,"[20, 32, 209]",[],[]
39,[72],[],[]
40,[61],[],[]
41,"[177, 206]",[],[]
42,"[102, 283]",[],[]
43,[263],[],[]
44,"[194, 256, 274]",[],[]
45,[],[],[]
46,[46],[],[]
47,[174],[],[]
48,[],[],[]
49,"[47, 57]",[],[]
50,[],[],[]
51,[129],[129],[]
52,[265],[],[]
53,"[49, 256]",[256],[]
54,[9],[],[]
55,[256],[],[]
56,[204],[],[]
57,[208],[],[]
58,[216],[],[]
59,"[191, 275]",[],[]
60,[],[],[]
61,"[93, 185]",[],[]
62,[],[],[]
63,"[26, 285]",[],[]
64,[223],[223],[]
65,"[89, 120]",[],[]
66,[57],[],[]
67,[104],[],[]
68,[264],[],[]
69,[],[],[]
70,"[126, 220, 223]",[],[]
71,"[56, 258]",[],[]
72,[244],[],[]
73,"[248, 281]",[],[]
74,"[37, 185]",[],[]
75,[],[],[]
76,"[11, 234]",[],[]
77,[296],[],[]
78,"[49, 81, 195]",[],[]
79,"[44, 79, 125]",[],[]
80,"[73, 172]",[],[]
81,"[110, 146, 185, 203, 213]",[],[]
82,"[127, 154, 236]",[],[]
83,"[16, 140, 252]",[],[]
84,"[146, 254]",[],[]
85,[263],[],[]
86,[34],[],[]
87,[19],[],[]
88,"[199, 249, 283]",[],[]
89,[227],[],[]
90,[44],[],[]
91,"[118, 277]",[],[]
92,"[214, 277, 281]",[],[]
93,[132],[],[]
94,"[272, 273]",[],[]
95,[],[],[]
96,"[123, 146]",[],[]
97,[135],[],[]
98,"[127, 229]",[],[]
99,"[48, 140]",[],[]
