run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[170, 188, 206, 254, 270]","[20, 170, 206, 254]","[170, 206, 254, 270]"
1,"[13, 40, 118, 146, 193, 209]","[169, 193]","[71, 146]"
2,"[76, 82, 177, 208, 240]","[1, 40, 44, 52, 85, 177]","[1, 40, 177, 208]"
3,"[87, 159, 160, 218, 261]","[103, 159, 299]","[78, 87, 299]"
4,"[44, 83, 127, 136, 148, 163, 168, 181, 197, 216]","[50, 51, 65, 91, 139, 167, 190]","[50, 134, 136, 144, 216]"
5,"[7, 68, 75, 79, 96, 131, 205, 271]","[7, 82, 233, 290]","[68, 96]"
6,"[126, 130, 149, 194, 212]","[126, 149, 212]",[212]
7,"[76, 209, 217, 246, 276]","[76, 181, 217]","[85, 118]"
8,"[0, 2, 68, 72, 100, 126, 184, 231, 266, 289]","[60, 117, 130, 282]","[72, 184]"
9,"[23, 30, 53, 141, 178]","[19, 23, 101, 219, 240]","[23, 141, 219]"
10,"[27, 98, 128, 143, 146, 179, 259, 276]","[49, 76, 98, 213, 259]",[98]
11,"[50, 73, 80, 90, 139, 179, 220, 238]","[50, 73, 80, 179]","[73, 80, 179]"
12,"[16, 22, 29, 85, 175, 182, 246]","[22, 51, 175, 192, 285]","[51, 175, 192, 285]"
13,"[37, 78, 179, 194, 235, 250, 262]","[194, 235, 250, 262]","[235, 250]"
14,"[8, 29, 78, 82, 96, 104, 209, 228]","[8, 82, 183, 209, 228]","[8, 82, 209]"
15,"[46, 75, 79, 137, 141, 149, 151, 152, 168]","[75, 79, 149, 152, 183]","[75, 79, 149]"
16,"[17, 133, 134, 187, 256, 266, 269, 274]","[17, 32, 133, 274]","[166, 194]"
17,"[30, 77, 131, 219, 245, 278]","[11, 30, 131, 183, 192, 216, 219]","[30, 38, 131, 219, 268]"
18,"[16, 63, 95, 104, 119, 148, 166, 187, 229, 241]","[11, 63, 104, 108, 143, 247]","[63, 143]"
19,"[104, 134, 162, 167, 235, 252, 276, 299]","[73, 104, 134, 235, 276, 296]","[104, 134, 296]"
20,"[25, 52, 103, 216, 250, 260]","[25, 60, 103, 217]","[25, 60, 103, 217]"
21,"[61, 78, 79, 156, 216, 230, 284]","[79, 131, 182, 228, 247, 284]","[60, 131, 292]"
