run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[43, 77, 149, 190, 195]","[43, 68, 107, 131, 150]","[43, 131, 149]"
1,"[24, 28, 60, 85, 101, 182, 200]","[2, 28, 44, 85, 103, 200, 278, 296]","[2, 28, 85, 97, 200, 278, 296]"
2,"[25, 44, 68, 92, 113, 123, 127, 182, 225]","[44, 68, 92, 115, 181, 258]","[127, 182]"
3,"[34, 61, 116, 117, 151, 272, 284]","[28, 61, 117, 151]","[61, 117, 151]"
4,"[4, 16, 68, 147, 195, 201, 233]","[24, 51, 68, 195, 198, 201, 220]","[51, 201, 220, 252]"
5,"[35, 60, 73, 75, 83, 165, 192, 222, 226, 238, 280]","[70, 93, 140, 192]","[70, 93, 140, 192]"
6,"[197, 201, 219, 231, 232, 252]","[122, 136, 179, 197, 217, 252]","[99, 197, 219]"
7,"[4, 9, 23, 64, 187, 282]","[9, 23, 78, 166, 187, 262]","[4, 9, 46, 166, 187, 236, 255, 282]"
8,"[46, 111, 137, 153, 160, 226, 259, 263, 272, 292]","[88, 109, 137, 139, 153, 286, 292]","[77, 109, 137, 219, 254, 292]"
9,"[2, 24, 41, 61, 126, 153, 162, 164, 166, 252]","[99, 176, 252, 286, 287]","[61, 164]"
10,"[84, 86, 95, 148, 183, 188, 236, 251, 285, 296]","[86, 95, 148, 183, 188, 236, 251, 296]","[86, 95, 188, 251, 296]"
11,"[25, 32, 73, 109, 111, 132, 239, 270, 276, 296]","[45, 65, 109, 111, 129, 177, 270, 296]","[94, 112, 224, 228, 270, 296]"
12,"[31, 59, 71, 77, 114, 171]","[6, 16, 25, 46, 61, 92, 183, 203, 212, 253]","[77, 147, 188, 224]"
13,"[6, 10, 20, 170, 177, 196, 250, 255]","[10, 20, 146, 162]","[10, 20, 91, 146]"
14,"[70, 95, 172, 204, 207, 220, 246, 252, 272, 276, 299]","[95, 182, 189, 207, 233, 272, 299]","[2, 70, 148, 186, 198, 207, 233, 239, 272]"
15,"[1, 2, 85, 134, 179, 187, 194, 233]","[43, 179, 232, 269, 297]","[1, 112, 133, 179, 232]"
16,"[6, 27, 29, 137, 172, 193, 262, 263, 265, 284]","[172, 199, 211, 261, 262, 265, 284]","[45, 262]"
17,"[74, 97, 117, 165, 193, 260, 276]","[97, 117, 193, 261, 276]","[68, 97]"
18,"[13, 19, 69, 139, 213, 267, 271, 298]","[5, 48, 267, 280]","[5, 48, 69, 144]"
19,"[9, 82, 236, 254, 260, 265]","[25, 26, 59, 99, 185, 247, 260]","[9, 26, 59, 236, 260]"
20,"[15, 47, 97, 117, 120, 212, 268]","[33, 117, 143, 213, 268]","[19, 120, 213]"
21,"[2, 18, 21, 23, 64, 74, 103, 112, 177, 232]","[25, 60, 116, 177, 196, 232]","[103, 116, 177, 232]"
22,"[26, 49, 98, 115, 150, 225, 241, 285]","[98, 107, 153, 192, 285]","[142, 178, 192]"
23,"[12, 41, 80, 147, 172, 179, 232, 278]","[81, 172, 267, 271, 278]","[12, 127, 182, 267, 271, 278]"
24,"[46, 71, 100, 153, 195, 213, 264, 297]","[50, 53, 195, 209, 217, 297]","[195, 264, 297]"
25,"[1, 24, 26, 31, 109, 113, 206, 218, 244, 295]","[1, 20, 24, 178, 206, 241, 282, 295]","[1, 24, 47, 206]"
26,"[0, 37, 78, 99, 104, 105, 109, 110, 115, 173, 188, 219]","[14, 138, 161, 199, 267]","[45, 69, 119, 161, 191, 204, 219, 267, 287]"
27,"[20, 26, 125, 131, 159, 168, 226, 231, 253, 265, 269]","[21, 26, 195, 201, 226, 269]","[21, 134, 194, 257]"
28,"[23, 44, 61, 62, 179, 198]","[61, 62, 120, 183, 198, 238, 286]","[61, 209]"
29,"[63, 114, 127, 128, 159, 187, 211, 223, 244]","[53, 115, 127, 128, 159, 223, 249, 265, 275, 286]","[127, 159, 207, 223]"
30,"[7, 28, 63, 64, 66, 100, 123, 138, 280, 296]","[32, 99, 123, 138, 140, 280, 297]","[123, 130, 138, 140, 296]"
31,"[7, 55, 101, 141, 169, 178, 182, 219, 269, 285]","[19, 89, 205, 219, 228, 244, 279, 287]","[71, 101, 141, 219]"
32,"[2, 36, 142, 175, 209, 236, 240, 258, 298]","[15, 153, 170, 175, 240]","[2, 36, 153, 160, 175, 258]"
33,"[100, 138, 184, 207, 266, 271]","[40, 82, 104, 123, 207, 267]","[22, 82, 197, 207]"
34,"[101, 126, 132, 141, 142, 202, 214, 257]","[132, 183, 202, 281, 284]","[15, 75, 132, 259]"
35,"[9, 46, 85, 129, 149, 232, 248, 280, 282, 285]","[9, 27, 91, 129, 202, 280]","[9, 129, 214]"
36,"[24, 63, 77, 105, 160, 201, 210, 224]","[14, 51, 156, 257]","[156, 191, 205]"
37,"[1, 12, 29, 109, 122, 131, 164, 187, 237, 278, 285]","[26, 29, 32, 43, 78, 94]","[29, 131, 201]"
38,"[17, 63, 83, 93, 104, 123, 146, 203]","[17, 22, 63, 129, 141]","[17, 104, 146, 159]"
39,"[15, 22, 30, 79, 150, 218, 246, 257]","[15, 17, 30, 143, 146, 186, 246, 257, 284]","[22, 90, 257]"
40,"[18, 38, 86, 90, 91, 141, 146, 173, 182, 201, 204, 213, 219, 224]","[18, 38, 80, 91]","[18, 38, 182, 201, 213, 286]"
41,"[2, 14, 25, 56, 193, 221, 231, 239, 270]","[25, 56, 152]","[25, 56, 210]"
42,"[12, 35, 75, 107, 112, 202, 266, 295, 296, 297]","[57, 109, 157, 185, 197, 202, 209, 296]","[57, 202]"
43,"[27, 76, 86, 224, 239, 244, 266]","[27, 31, 89, 148, 239]","[27, 28, 239]"
44,"[41, 59, 154, 214, 215, 299]","[41, 62, 70, 202, 223]",[104]
45,"[40, 101, 124, 165, 193, 200, 204, 216, 253, 266, 268, 278]","[40, 90, 108, 265, 278, 289]","[108, 140, 278]"
46,"[71, 168, 219, 243, 270]","[71, 106, 131, 138, 269, 270]","[71, 182]"
47,"[27, 32, 93, 147, 153, 223, 224]","[21, 38, 91, 153, 190, 262, 277]","[93, 153, 224, 291]"
48,"[20, 63, 66, 85, 97, 103]","[20, 31, 89, 107, 114, 284, 288]","[20, 114, 121, 237]"
49,"[4, 18, 36, 70, 79, 133, 138, 141, 274]","[13, 18, 83, 101, 133, 166, 273]","[91, 101, 129]"
50,"[4, 8, 50, 85, 97, 116, 123, 175, 194, 264]","[8, 50, 85, 104, 123, 252]","[8, 50, 85, 123, 252]"
51,"[1, 17, 75, 112, 147, 209, 220, 259, 274, 291]","[12, 39, 56, 112, 193, 204]","[123, 169, 266]"
52,"[28, 96, 126, 159, 195, 212, 218]","[55, 65, 195, 212, 218, 254]","[10, 212, 258, 283]"
53,"[7, 17, 57, 146, 183, 192, 243]","[17, 146]","[17, 146, 256]"
