run_id,LassoNet,XGBoost,RF
0,"([], 9.376973157406079)","([243], 1.0820329020783566)","([32, 227, 243], 0.606928107525574)"
1,"([55, 58], 0.2689990351500243)","([55, 74, 98, 116], 0.8740268187932958)","([55, 74, 115, 196, 210, 244], 0.8196795887802415)"
2,"([], 8.984840939916356)","([182], 0.9171377237739089)","([28, 52, 72, 182], 0.7109059444889948)"
3,"([], 9.363125076951725)","([203], 1.2776163091634638)","([1, 83, 100, 115, 116, 165, 203], 0.6885645353053879)"
4,"([1, 2, 5, 16, 17, 22, 24, 28, 31, 39, 48, 57, 58, 59, 60, 62, 64, 67, 80, 84, 95, 97, 98, 103, 109, 110, 116, 122, 126, 131, 134, 142, 144, 155, 158, 162, 168, 169, 176, 177, 189, 195, 217, 230, 233, 242, 243, 245, 248, 249], 0.4326470685249961)","([122, 176, 226, 249], 0.8358348978908939)","([122], 0.712813186035634)"
5,"([34], 3.592916302886584)","([34, 114], 0.8817773652138535)","([34, 232], 0.6095924453615944)"
6,"([], 10.112044492081601)","([21, 75, 81, 172, 228], 0.6676180079290563)","([21, 108], 0.6179717806041213)"
7,"([180], 2.130159839553582)","([139, 180, 194], 0.7946733920186457)","([139, 180], 0.3270744597644939)"
8,"([], 8.844204901784131)","([69, 124], 0.9050236372735546)","([69], 0.6535258983053555)"
9,"([12, 13, 16, 24, 30, 33, 37, 44, 46, 48, 53, 63, 66, 79, 87, 89, 91, 106, 109, 115, 116, 123, 124, 129, 130, 133, 141, 150, 151, 152, 158, 163, 173, 180, 186, 192, 195, 199, 206, 209, 225, 230, 233, 239, 240, 242, 246], 0.5377901267146253)","([116, 133, 168, 239], 1.1643722485097632)","([44, 71, 116, 133, 239, 247], 0.9061354561754051)"
10,"([131], 0.48671120666752976)","([131, 243], 0.8024157066859244)","([9, 35, 124, 131, 172], 0.6391641887548934)"
11,"([], 9.308260134550913)","([4], 1.2327690634127066)","([4, 58, 108, 145, 232], 0.9706742509657815)"
12,"([], 8.753230796479944)","([43, 63, 219], 0.6063719352865432)","([37, 43], 0.38291609744133914)"
13,"([207], 5.113195015754533)","([207, 243], 0.7690440270172583)","([118, 127, 207, 243], 0.7988654034214607)"
14,"([], 9.12304092362765)","([122], 0.9619043796652544)","([20, 23, 37, 63, 122, 191, 216, 218, 245], 0.582123692040736)"
15,"([], 9.387828816830151)","([237], 1.564787318893746)","([237], 0.6651770749918378)"
16,"([], 9.146760424735287)","([95, 154, 156, 186, 208, 209], 1.046316949639127)","([19, 95, 154], 0.5018661351696279)"
17,"([], 8.628350865647361)","([58, 162], 0.7770145339582412)","([58], 0.6108873332157857)"
18,"([102], 4.944185877657464)","([102, 160], 1.0779109033443488)","([102], 0.535398609116784)"
19,"([40], 3.1969529904510163)","([40, 148], 0.8151728231437722)","([40, 185], 0.7277188596893094)"
20,"([], 8.974588290767228)","([127], 1.0269656501296425)","([127], 0.5141864112823147)"
21,"([238], 0.8138798575611225)","([238], 1.5866413810585809)","([79, 143, 238], 0.9040542500971426)"
22,"([], 9.48722470995773)","([2], 1.3254595857531495)","([2, 33, 97, 138, 165], 1.2957225254680202)"
23,"([], 8.95158001885184)","([10, 211, 224], 0.9142144459683987)","([10, 237], 0.4330182893307142)"
24,"([], 9.257872870610248)","([6, 134, 192], 0.8216106997815525)","([134, 170, 192], 0.6090994260437745)"
25,"([], 8.890998605177844)","([201], 1.2694410124098277)","([201], 0.5863609220768992)"
26,"([], 8.720096524948715)","([209], 1.0272478623325092)","([148, 209], 0.42165125811573534)"
27,"([], 9.217926220635123)","([166, 224], 0.8499120304301296)","([166, 224], 0.5058992622961009)"
28,"([], 9.195191746393684)","([102, 106, 218, 235], 1.5322998750542838)","([48, 102], 0.4669156482764889)"
29,"([], 8.713719501198812)","([20, 117, 196, 223, 227], 0.6835896089419253)","([20, 99], 0.464889577723047)"
30,"([], 9.768693717608086)","([60], 1.8861128282277517)","([60, 85, 208, 213], 1.548411406172797)"
31,"([], 10.10799877322224)","([21, 24, 172, 174, 194], 1.4502761407987896)","([21], 0.781845213491404)"
32,"([], 8.998613832629264)","([98, 245], 0.8456722675203788)","([245], 0.4396907610080705)"
33,"([175], 1.9057683442033293)","([122, 129, 175], 0.8506057819710978)","([42, 62, 122, 175], 0.600654587883369)"
34,"([125], 1.735764014949732)","([125, 143], 0.8406016809790097)","([125, 247], 0.4981521831271248)"
35,"([], 8.945505168410218)","([13, 32, 63, 143, 150], 0.5217038399414393)","([13, 32], 0.3481070850657993)"
36,"([], 8.675951237171855)","([148, 243], 0.7392277557790433)","([79, 94, 125, 148], 0.5182172690951602)"
37,"([], 9.256619498650222)","([162, 180], 1.5676405945623326)","([53, 112, 129, 162], 1.1688320907960479)"
38,"([48, 64, 89, 175, 230], 0.10544276084428772)","([48, 116], 0.9927543693834857)","([48, 108, 117], 0.6008284680389528)"
39,"([], 8.796305289226314)","([173, 197], 0.8611852811923512)","([94, 141, 173, 220], 0.6670757787331878)"
40,"([], 9.560214983697549)","([30, 125, 185, 205], 0.8501047501986354)","([30], 0.4325024958500187)"
