run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[58, 65, 144, 261, 295]","[58, 65, 144, 261, 295]","[58, 65, 144, 261, 295]"
1,"[0, 169, 199, 212, 227]","[0, 169, 199, 212, 227]","[0, 169, 199, 212, 227]"
2,"[33, 177, 192, 223, 293]","[33, 177, 192, 293]","[33, 177, 192, 223, 293]"
3,"[39, 46, 80, 162, 180, 205, 240]","[46, 80, 162, 211, 240]","[46, 80, 162, 211, 240]"
4,"[10, 28, 80, 165, 199, 215]","[10, 80, 165, 199, 223, 259]","[10, 80, 165, 199]"
5,"[12, 61, 104, 143, 149, 196, 226]","[12, 61, 104, 143, 226]","[12, 61, 104, 226]"
6,"[9, 30, 198, 254, 279]","[9, 30, 198, 254, 279]","[9, 30, 198, 254, 279]"
7,"[41, 104, 119, 151, 182, 258]","[77, 119, 151, 182, 227]","[77, 119, 151, 182, 227]"
8,"[44, 63, 97, 121, 122, 141, 237, 242, 246, 287]","[83, 97, 141, 237, 246]",[63]
9,"[41, 59, 88, 150, 201, 227, 263]","[88, 106, 150, 184, 201, 263, 290]","[106, 263, 291]"
10,"[67, 107, 123, 208, 225, 256]","[67, 107, 117, 119, 205, 208, 256]","[67, 107, 117, 208, 256]"
11,"[15, 22, 40, 59, 75]","[15, 22, 40, 59, 75]","[15, 22, 40, 59, 75]"
12,"[44, 99, 183, 215, 240, 286]","[99, 183, 215, 240, 286]","[99, 183, 215, 240, 286]"
13,"[8, 151, 248, 251, 260]","[8, 151, 248, 251, 260]","[8, 151, 248, 251, 260]"
14,"[49, 82, 156, 176, 212, 222, 265, 271, 277]","[49, 157, 271]","[82, 156, 176, 212, 265]"
15,"[71, 88, 167, 173, 234, 237, 292]","[71, 88, 167, 237, 292]","[71, 88, 167, 237, 292]"
16,"[7, 158, 164, 199, 207]","[7, 158, 164, 199, 207]","[7, 158, 164, 199, 207]"
17,"[91, 125, 242, 246, 260]","[91, 125, 242, 246, 260]","[91, 125, 242, 246, 260]"
18,"[225, 233, 247, 256, 275]","[225, 233, 247, 256, 275]","[225, 233, 247, 256, 275]"
19,"[0, 6, 15, 17, 150, 173, 210, 258, 269]","[0, 15, 17, 90, 101, 173, 198, 210]","[0, 15, 17, 83, 210]"
20,"[1, 25, 55, 177, 277, 295]","[1, 25, 55, 177, 295]","[1, 25, 55, 177, 295]"
21,"[66, 80, 83, 122, 193, 285]","[66, 83, 122, 193, 285]","[66, 83, 122, 193, 285]"
22,"[47, 89, 148, 175, 176, 201, 222, 248, 273]","[47, 148, 176, 222, 273]","[47, 148, 176, 222, 273]"
23,"[36, 129, 170, 197, 242, 261]","[129, 170, 197, 242, 261]","[129, 170, 197, 242, 261]"
24,"[103, 156, 160, 233, 259]","[103, 156, 160, 233, 259]","[103, 156, 160, 233, 259]"
25,"[6, 40, 53, 133, 135, 276]","[53, 133, 276]","[53, 133, 135, 276]"
26,"[29, 135, 164, 172, 184, 217, 273]","[29, 135, 184, 217, 273]","[29, 135, 184, 217, 273]"
27,"[113, 165, 186, 195, 270]","[113, 165, 186, 195, 270]","[113, 165, 186, 195, 270]"
28,"[108, 164, 180, 209, 261]","[164, 180, 209, 261]","[108, 164, 180, 209, 261]"
29,"[6, 69, 101, 152, 248]","[6, 69, 101, 152, 248]","[6, 69, 101, 152, 248]"
30,"[40, 77, 94, 128, 141, 250]","[40, 94, 128, 141, 250]","[40, 94, 128, 141, 250]"
31,"[16, 25, 185, 191, 209, 221, 242, 282]","[16, 185, 209, 221, 282]","[16, 185, 209, 221, 282]"
32,"[54, 91, 109, 152, 174]","[54, 91, 109, 152, 174]","[54, 91, 109, 152, 174]"
33,"[14, 60, 183, 190, 223, 239, 257, 296]","[14, 69, 148, 183, 257, 296]","[14, 148, 183, 257, 296]"
34,"[0, 49, 183, 225, 275]","[0, 49, 183, 225, 275]","[0, 49, 183, 225, 275]"
35,"[13, 70, 237, 246, 251, 297]","[13, 70, 246, 251, 297]","[13, 70, 246, 251, 297]"
36,"[52, 62, 157, 218, 264]","[52, 62, 157, 218, 264]","[52, 62, 157, 218, 264]"
37,"[67, 71, 140, 183, 279]","[67, 71, 140, 183, 279]","[67, 71, 140, 183, 279]"
38,"[115, 138, 190, 230, 253, 262]","[115, 138, 190, 230, 262]","[115, 138, 190, 230, 262]"
39,"[69, 84, 116, 150, 153, 174, 203, 289]","[69, 84, 116, 153, 203]","[69, 84, 116, 153, 203]"
40,"[58, 97, 124, 144, 172, 192, 209, 272, 275, 282]","[58, 97, 209, 225, 272, 275, 282]","[97, 272, 275, 282]"
41,"[8, 51, 109, 209, 262, 274]","[8, 51, 109, 209, 262, 274]","[8, 109, 209, 274]"
42,"[53, 106, 192, 211, 221]","[53, 106, 192, 211, 221]","[53, 106, 192, 211, 221]"
43,"[117, 175, 195, 208, 221, 297]","[117, 195, 208, 221, 297]","[117, 195, 208, 221, 297]"
44,"[88, 92, 94, 115, 160, 199, 205, 242, 270]","[94, 160, 170, 199, 274]","[94, 160, 170, 199, 274]"
45,"[49, 61, 124, 165, 209, 232]","[49, 61, 165, 209, 232]","[49, 61, 165, 209, 232]"
46,"[116, 122, 130, 246, 254, 288]","[116, 122, 130, 246, 288]","[116, 122, 130, 246, 288]"
47,"[5, 127, 202, 251, 257, 280]","[115, 127, 153, 257]",[127]
48,"[46, 53, 103, 177, 211]","[46, 53, 147, 211]","[46, 53, 103, 211]"
49,"[6, 31, 176, 216, 258]","[54, 176, 209, 216, 247, 258]","[6, 31, 176, 216, 258]"
50,"[14, 56, 104, 119, 163, 204, 245]","[7, 14, 56, 74, 189, 298]","[14, 56, 104, 163, 204, 245]"
51,"[0, 70, 82, 105, 126, 161, 182, 216, 237]","[70, 82, 105, 182, 216]","[70, 82, 105, 182, 216]"
52,"[32, 42, 138, 186, 192, 194, 204, 211, 247]","[42, 138, 186, 192, 204, 211, 247]","[192, 247]"
53,"[19, 22, 129, 180, 185, 256]","[19, 22, 129, 180, 185]","[19, 22, 129, 180, 185]"
54,"[2, 19, 209, 211, 275]","[2, 19, 209, 211, 275]","[2, 19, 209, 211, 275]"
55,"[91, 93, 223, 262, 285]","[91, 93, 185, 223, 262, 285]","[91, 93, 223, 262, 285]"
56,"[69, 82, 115, 211, 290]","[69, 82, 115, 211, 290]","[69, 82, 115, 211, 290]"
57,"[68, 139, 176, 197, 280]","[68, 139, 176, 197, 280]","[66, 68, 197, 280]"
58,"[97, 131, 186, 203, 276]","[97, 131, 186, 203, 276]","[97, 131, 186, 203, 276]"
59,"[17, 24, 34, 65, 91, 151, 163, 166, 181]","[24, 65, 151, 181, 200]","[28, 65, 91, 151, 200]"
60,"[75, 81, 180, 268, 276]","[75, 81, 180, 268, 276]","[75, 81, 180, 268, 276]"
61,"[61, 105, 163, 206, 231]","[61, 105, 163, 206, 231]","[61, 105, 163, 206, 231]"
62,"[7, 31, 54, 90, 158, 199, 249, 255]","[31, 54, 158, 168, 249]","[31, 54, 158, 168, 249]"
63,"[110, 148, 165, 270, 299]","[110, 148, 165, 270, 299]","[110, 148, 165, 270, 299]"
64,"[12, 53, 91, 105, 110, 174, 208, 209, 290]","[12, 91, 140, 174, 290]","[12, 91, 140, 174, 290]"
65,"[64, 85, 119, 208, 235, 258, 287]","[64, 85, 119, 208, 235, 258, 287]","[85, 119, 208, 258, 287]"
66,"[11, 30, 52, 64, 119, 181, 201]","[3, 52, 64, 149, 292]","[3, 52, 64, 81]"
67,"[129, 154, 166, 228, 236]","[129, 154, 166, 228, 236]","[129, 154, 166, 228, 236]"
68,"[13, 15, 90, 224, 290]","[13, 15, 90, 112, 224, 290]","[13, 15, 90, 224, 290]"
69,"[48, 65, 93, 94, 101, 244]","[65, 93, 94, 101, 244]","[65, 93, 94, 101, 244]"
70,"[89, 93, 247, 267, 299]","[89, 93, 247, 267, 299]","[89, 93, 247, 267, 299]"
71,"[16, 144, 150, 206, 254]","[16, 144, 150, 206, 254]","[16, 144, 150, 206]"
72,"[18, 31, 117, 136, 141]","[18, 31, 117, 136, 141]","[18, 31, 117, 136, 141]"
73,"[98, 116, 152, 176, 236, 297]","[46, 112, 116, 176, 177, 224, 274]","[98, 116, 152, 236, 297]"
74,"[4, 16, 47, 51, 82, 83, 219, 288]","[4, 47, 82, 219, 288]","[4, 47, 82]"
75,"[19, 46, 59, 93, 244]","[19, 46, 59, 93, 244]","[19, 46, 59, 93, 244]"
76,"[39, 138, 141, 146, 170, 172, 238, 278]","[222, 238, 263, 271, 278]",[238]
77,"[53, 85, 132, 171, 200, 284, 299]","[53, 85, 200, 284, 299]","[53, 85, 200, 284, 299]"
78,"[2, 75, 107, 146, 216]","[2, 75, 107, 146, 216]","[2, 75, 107, 146, 216]"
79,"[23, 110, 122, 154, 230]","[23, 110, 122, 154, 230]","[23, 110, 122, 154, 230]"
80,"[1, 30, 59, 189, 258]","[1, 30, 59, 189, 258]","[1, 30, 59, 189, 258]"
81,"[154, 174, 252, 257, 259]","[154, 174, 252, 257, 259]","[154, 174, 252, 257, 259]"
82,"[39, 69, 138, 204, 287, 290]","[204, 287, 290]","[39, 69, 204, 287, 290]"
83,"[17, 20, 31, 131, 205]","[17, 20, 31, 131, 205]","[17, 20, 31, 131, 205]"
84,"[1, 14, 33, 109, 131, 135, 150, 266]","[14, 33, 131, 135, 266]","[109, 131, 135]"
85,"[6, 73, 134, 148, 168, 215, 274, 277]","[148, 258, 267, 274, 277]","[67, 148, 274, 278]"
86,"[156, 189, 191, 268, 294]","[156, 189, 191, 268, 294]","[156, 189, 191, 268, 294]"
87,"[0, 118, 202, 203, 292]","[0, 118, 202, 203, 292]","[0, 202, 292]"
88,"[6, 33, 61, 82, 104, 123, 225, 233]","[33, 61, 82, 104, 233]","[33, 61, 82, 104, 233]"
89,"[6, 109, 162, 254, 256]","[6, 109, 162, 254, 256]","[6, 109, 162, 254, 256]"
90,"[8, 23, 62, 269, 285]","[8, 23, 62, 269, 285]","[8, 23, 62, 269, 285]"
91,"[34, 43, 256, 294, 295]","[34, 43, 256, 294, 295]","[34, 43, 256, 294, 295]"
92,"[53, 67, 202, 279, 293]","[53, 67, 202, 279, 293]","[53, 67, 202, 279, 293]"
93,"[77, 93, 112, 129, 260]","[46, 77, 93, 112, 260]","[77, 93, 112, 129, 260]"
