run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.93975404852008))","([2, 3, 13, 15], np.float64(0.03522300917466495))","([], np.float64(60.219778918727265))"
2,"([10, 22, 30, 39], np.float64(23.056932322117472))","([10, 22, 30, 39], np.float64(39.913215195168384))","([], np.float64(64.25546189985484))"
3,"([0, 4, 5, 27], np.float64(22.083675020638182))","([0, 4, 5, 27], np.float64(15.547593157261296))","([], np.float64(54.40997581473441))"
4,"([14, 34, 38, 49], np.float64(22.573363598840853))","([14, 34, 38, 49], np.float64(33.37831623777733))","([14, 34, 38, 49], np.float64(4.592332847665536))"
5,"([2, 11, 15, 36], np.float64(23.621695722874044))","([2, 11, 15, 36], np.float64(7.757108437402753))","([], np.float64(57.943986489773046))"
6,"([5, 17, 41, 44], np.float64(21.1374501606974))","([5, 17, 41, 44], np.float64(13.792419832393941))","([], np.float64(58.98411295276798))"
7,"([13, 17, 29, 45], np.float64(26.52230172296746))","([29], np.float64(59.88386640524783))","([39], np.float64(63.71272502930219))"
8,"([10, 19, 37, 48], np.float64(14.643554360142437))","([10, 19, 37, 48], np.float64(0.03667318565693132))","([], np.float64(62.369521692990354))"
9,"([11, 36, 38, 44], np.float64(23.575947994757524))","([11, 36, 38, 44], np.float64(15.663459573083633))","([11, 36, 38, 44], np.float64(13.059117854063958))"
10,"([27, 29, 41, 42], np.float64(23.029682408819664))","([27, 29, 41, 42], np.float64(12.314350010196266))","([27], np.float64(52.161312559526614))"
11,"([19, 31, 46, 49], np.float64(21.224256440445192))","([49], np.float64(50.86540866194201))","([], np.float64(53.209592504689105))"
12,"([7, 15, 38, 43], np.float64(24.14466184141795))","([7, 15, 38, 43], np.float64(4.4240613420183275))","([], np.float64(59.46023803580414))"
13,"([8, 10, 31, 41], np.float64(12.76700864903241))","([8, 10, 31, 41], np.float64(16.30603843821073))","([], np.float64(58.26205682871581))"
14,"([16, 21, 40, 42], np.float64(22.372528552805246))","([16, 21, 40, 42], np.float64(38.6583111432523))","([21, 40], np.float64(41.95035123662724))"
15,"([11, 19, 21, 41], np.float64(21.527704052762566))","([11, 19, 21, 41], np.float64(0.03873407068069187))","([], np.float64(59.23691402630998))"
16,"([4, 9, 19, 40], np.float64(22.36206659046695))","([4, 9, 19, 40], np.float64(15.2243351724235))","([], np.float64(54.70734444321175))"
17,"([8, 18, 26, 27], np.float64(24.70898426752511))","([8, 18, 26, 27], np.float64(19.062462450959135))","([], np.float64(67.56455606633912))"
18,"([6, 31, 39, 48], np.float64(24.24986636677301))","([6, 31, 39, 48], np.float64(38.44735756743767))","([], np.float64(62.036602016683915))"
19,"([0, 2, 19, 32], np.float64(22.71606960607224))","([0, 2, 19, 32], np.float64(35.98271900346143))","([], np.float64(55.7057727305654))"
20,"([4, 7, 15, 28], np.float64(23.210416991178917))","([4, 7, 15, 28], np.float64(0.041587766875916476))","([], np.float64(59.75605003425907))"
21,"([13, 15, 30, 41], np.float64(20.173490177889043))","([13, 15, 30, 41], np.float64(14.385508519250344))","([], np.float64(53.13426578548444))"
22,"([4, 6, 11, 46], np.float64(22.004971020581486))","([4, 6, 11, 46], np.float64(8.27553672269017))","([4], np.float64(51.199349940287206))"
