run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.47736466402235))","([2, 3, 13, 15], np.float64(0.031046699292359498))","([2, 3, 13, 15], np.float64(16.366321412287938))"
2,"([10, 22, 30, 39], np.float64(22.998567337031563))","([], np.float64(64.264837900711))","([10, 22, 30, 39], np.float64(7.1162852821851645))"
3,"([0, 4, 5, 27], np.float64(14.926211346121164))","([0, 4, 5, 27], np.float64(0.5675498741333261))","([0, 4, 5, 27], np.float64(34.35624019088299))"
4,"([14, 34, 38, 49], np.float64(22.495309356043755))","([14, 34, 38, 49], np.float64(0.027568770098483873))","([], np.float64(53.966351696064564))"
5,"([2, 11, 15, 36], np.float64(0.09688766049972446))","([2, 11, 15, 36], np.float64(0.024135562714650886))","([], np.float64(57.949627285817215))"
6,"([5, 17, 41, 44], np.float64(21.099950573165))","([5, 17, 41, 44], np.float64(0.027283102426132962))","([], np.float64(58.98613947385197))"
7,"([13, 17, 29, 45], np.float64(26.103913019017206))","([13, 17, 29, 45], np.float64(19.82989351080753))","([13, 17, 29, 45], np.float64(0.06568961534794987))"
8,"([10, 19, 37, 48], np.float64(13.81853272135967))","([10, 19, 37, 48], np.float64(18.47341108036937))","([], np.float64(62.349036437079235))"
9,"([11, 36, 38, 44], np.float64(15.41387292105774))","([11, 36, 38, 44], np.float64(0.02523763257544352))","([], np.float64(52.42238888752087))"
10,"([27, 29, 41, 42], np.float64(22.480740093616028))","([27, 29, 41, 42], np.float64(16.422855707341665))","([], np.float64(55.564206674379314))"
11,"([19, 31, 46, 49], np.float64(20.81523744111185))","([19, 31, 46, 49], np.float64(14.214054447257565))","([31, 49], np.float64(38.293108817767326))"
12,"([7, 15, 38, 43], np.float64(23.81477360334925))","([7, 15, 38, 43], np.float64(3.753250493886556))","([], np.float64(59.427079178648505))"
13,"([8, 10, 31, 41], np.float64(21.275136089851244))","([8, 10, 31, 41], np.float64(0.035262353058969756))","([], np.float64(58.272113512531725))"
14,"([16, 21, 40, 42], np.float64(13.79380568339352))","([16, 21, 40, 42], np.float64(16.397420803927833))","([], np.float64(59.65129470301845))"
15,"([11, 19, 21, 41], np.float64(21.3710065252114))","([11, 19, 21, 41], np.float64(38.510528903044936))","([], np.float64(59.24536776190042))"
16,"([4, 9, 19, 40], np.float64(22.731096138729047))","([4, 9, 19, 40], np.float64(0.13621593820875308))","([], np.float64(54.59564703946483))"
17,"([8, 18, 26, 27], np.float64(25.22108982053984))","([8, 18, 26, 27], np.float64(13.721950224214703))","([8, 18, 26, 27], np.float64(17.44025274568557))"
18,"([6, 31, 39, 48], np.float64(24.079633904004005))","([6, 31, 39, 48], np.float64(0.21769178157883057))","([6, 31, 39, 48], np.float64(38.13432843297777))"
19,"([0, 2, 19, 32], np.float64(15.720772639586912))","([0, 2, 19, 32], np.float64(2.2099638599175724))","([], np.float64(55.49429942883484))"
20,"([4, 7, 15, 28], np.float64(23.99962598400348))","([4, 7, 15, 28], np.float64(0.02351933836730528))","([], np.float64(59.50797231932429))"
21,"([13, 15, 30, 41], np.float64(20.093228038006643))","([13, 15, 30, 41], np.float64(4.3742927713745825))","([13, 15, 30, 41], np.float64(4.322313271229906))"
22,"([4, 6, 11, 46], np.float64(13.73315746752939))","([4, 6, 11, 46], np.float64(0.03177385180608042))","([4, 6, 11, 46], np.float64(13.57925960635992))"
23,"([0, 6, 31, 42], np.float64(13.93033200514978))","([0, 6, 31, 42], np.float64(16.241178514497065))","([], np.float64(55.51610010161745))"
24,"([1, 8, 14, 37], np.float64(22.107026270933865))","([1, 8, 14, 37], np.float64(0.06762918322724708))","([1, 8, 14, 37], np.float64(2.7665257828573995))"
25,"([2, 13, 20, 26], np.float64(23.477626502694257))","([2, 13, 20, 26], np.float64(0.2100894537647351))","([2, 13, 20, 26], np.float64(15.470934638340161))"
26,"([25, 38, 47, 48], np.float64(22.09479462210373))","([25, 38, 47, 48], np.float64(7.370548652362581))","([25, 38, 47, 48], np.float64(0.11324047241872555))"
27,"([6, 9, 19, 44], np.float64(23.40536352026132))","([6, 9, 19, 44], np.float64(33.327319937802386))","([6, 9, 19, 44], np.float64(0.06237189628986133))"
28,"([19, 35, 38, 44], np.float64(39.895655167791986))","([19, 35, 38, 44], np.float64(12.280487955280918))","([], np.float64(54.50579004431081))"
29,"([8, 14, 38, 41], np.float64(23.140969615400977))","([8, 14, 38, 41], np.float64(0.03170249926716502))","([8, 38], np.float64(43.72143538020107))"
30,"([20, 21, 34, 35], np.float64(21.286307841417962))","([20, 21, 34, 35], np.float64(13.33095903027356))","([], np.float64(54.74282476692151))"
31,"([13, 26, 28, 37], np.float64(24.86858791067297))","([13, 26, 28, 37], np.float64(6.628646541981161))","([], np.float64(65.92022231202264))"
32,"([8, 9, 26, 37], np.float64(14.955241255145811))","([8, 9, 26, 37], np.float64(1.3763569945016374))","([8, 9, 26, 37], np.float64(10.748197401652659))"
33,"([5, 23, 44, 45], np.float64(23.598175850632938))","([5, 23, 44, 45], np.float64(3.297639758869384))","([], np.float64(57.085754243679645))"
34,"([2, 11, 21, 24], np.float64(13.128518758453039))","([2, 11, 21, 24], np.float64(0.021130160904947466))","([2, 11, 21, 24], np.float64(7.885941781533775))"
35,"([7, 30, 47, 49], np.float64(25.058801800899))","([7, 30, 47, 49], np.float64(0.028930346516789763))","([7, 30, 47, 49], np.float64(11.954537218315513))"
36,"([11, 17, 35, 41], np.float64(22.274016593008714))","([11, 17, 35, 41], np.float64(0.138564776309546))","([11, 41], np.float64(47.419917330457956))"
37,"([4, 15, 24, 44], np.float64(15.294526447941063))","([4, 15, 24, 44], np.float64(0.019317780909823272))","([15, 24], np.float64(40.21162245969822))"
38,"([20, 25, 26, 28], np.float64(22.383791159236992))","([20, 25, 26, 28], np.float64(37.014183964079))","([20, 25, 26, 28], np.float64(10.95392930773767))"
39,"([5, 21, 25, 43], np.float64(21.544604753541666))","([5, 21, 25, 43], np.float64(1.1437483364319418))","([5, 21, 25, 43], np.float64(36.952430718597334))"
40,"([29, 33, 35, 44], np.float64(23.190728416707017))","([29, 33, 35, 44], np.float64(1.4673749279717336))","([], np.float64(53.9802381773535))"
41,"([3, 6, 11, 14], np.float64(38.58971150079413))","([3, 6, 11, 14], np.float64(0.03012543030462231))","([3, 6, 11, 14], np.float64(18.65184568120263))"
42,"([6, 15, 43, 49], np.float64(13.792107893920045))","([6, 15, 43, 49], np.float64(0.03665364937762483))","([6, 15, 43, 49], np.float64(10.265385018250912))"
43,"([24, 30, 35, 45], np.float64(24.806795269298114))","([24, 30, 35, 45], np.float64(10.2592996046845))","([], np.float64(55.38532365192407))"
44,"([16, 22, 38, 46], np.float64(22.080101938125))","([16, 22, 38, 46], np.float64(1.8881718642100844))","([], np.float64(60.409877787046376))"
45,"([8, 19, 26, 45], np.float64(14.459182557910577))","([8, 19, 26, 45], np.float64(0.03580496136416453))","([8, 19, 26, 45], np.float64(23.536063008517207))"
46,"([0, 10, 15, 16], np.float64(22.497466845142938))","([0, 10, 15, 16], np.float64(5.452323022338215))","([], np.float64(59.73919808416524))"
47,"([1, 10, 13, 48], np.float64(22.769617758585067))","([1, 10, 13, 48], np.float64(0.06342227721374553))","([1, 10, 13, 48], np.float64(11.112642782845334))"
48,"([0, 20, 24, 42], np.float64(21.446742821356438))","([0, 20, 24, 42], np.float64(0.04173169631322158))","([0, 20, 24, 42], np.float64(0.05860303620725286))"
49,"([0, 21, 26, 30], np.float64(14.773611540960841))","([0, 21, 26, 30], np.float64(1.4327722068887656))","([26], np.float64(53.62645558702154))"
