run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.846976609896025))","([2, 3, 13, 15], np.float64(18.64409351180708))","([2, 3, 13, 15], np.float64(5.922993920476392))"
2,"([10, 22, 30, 39], np.float64(23.026661187675636))","([10, 22, 30, 39], np.float64(22.360653382429643))","([10, 22, 30, 39], np.float64(3.506846123909343))"
3,"([0, 4, 5, 27], np.float64(21.843115346411615))","([0, 4, 5, 27], np.float64(22.009501545965946))","([0, 4, 5, 27], np.float64(11.631995576631848))"
4,"([14, 34, 38, 49], np.float64(20.56491861819195))","([14, 34, 38, 49], np.float64(7.505995094920536))","([14, 34, 38, 49], np.float64(10.66380450221389))"
5,"([2, 11, 15, 36], np.float64(23.765923222771807))","([2, 11, 15, 36], np.float64(14.74491959455924))","([2, 11, 15, 36], np.float64(10.20299399787545))"
6,"([5, 17, 41, 44], np.float64(21.07022187231032))","([5, 17, 41, 44], np.float64(2.3248745637162154))","([], np.float64(58.984653300168944))"
7,"([13, 17, 29, 45], np.float64(26.207675338238694))","([13, 17, 29, 45], np.float64(12.77464836578193))","([29], np.float64(59.67133165321341))"
8,"([10, 19, 37, 48], np.float64(22.534806480654204))","([10, 19, 37, 48], np.float64(22.854791594188995))","([], np.float64(62.34825426546982))"
9,"([11, 36, 38, 44], np.float64(0.06601752999330236))","([11, 36, 38, 44], np.float64(33.56547115004353))","([38], np.float64(51.36792761237206))"
10,"([27, 29, 41, 42], np.float64(39.51400718031535))","([27, 29, 41, 42], np.float64(4.9598538470068645))","([], np.float64(55.56352803279834))"
11,"([19, 31, 46, 49], np.float64(12.634818505526793))","([], np.float64(53.098026094775804))","([], np.float64(53.0948221599197))"
12,"([7, 15, 38, 43], np.float64(15.103963931472675))","([7, 15, 38, 43], np.float64(13.259784326955362))","([], np.float64(59.435180659397915))"
13,"([8, 10, 31, 41], np.float64(12.678958880535545))","([8, 10, 31, 41], np.float64(11.379975072783397))","([8], np.float64(54.87235573249376))"
14,"([16, 21, 40, 42], np.float64(22.257429181786005))","([16, 21, 40, 42], np.float64(10.866675300108982))","([], np.float64(59.65979171887092))"
15,"([11, 19, 21, 41], np.float64(20.998976836624127))","([11, 19, 21, 41], np.float64(37.08043503323622))","([11, 19, 21, 41], np.float64(10.917778812110864))"
16,"([4, 9, 19, 40], np.float64(13.881763274279647))","([4, 9, 19, 40], np.float64(15.943532967629224))","([], np.float64(54.56525496107169))"
17,"([8, 18, 26, 27], np.float64(25.271731842524243))","([8, 18, 26, 27], np.float64(0.042444044215778354))","([18], np.float64(66.12976300470453))"
18,"([6, 31, 39, 48], np.float64(42.180246029915914))","([6, 31, 39, 48], np.float64(0.79463809055267))","([], np.float64(62.04057284310511))"
19,"([0, 2, 19, 32], np.float64(22.50755676581224))","([0, 2, 19, 32], np.float64(14.032000247149648))","([], np.float64(55.543608410593805))"
20,"([4, 7, 15, 28], np.float64(23.575999565017753))","([4, 7, 15, 28], np.float64(0.05180565686254946))","([], np.float64(59.58555676891507))"
21,"([13, 15, 30, 41], np.float64(36.118144074958956))","([13, 15, 30, 41], np.float64(14.83529166592017))","([13, 15, 30, 41], np.float64(10.3403414694464))"
22,"([4, 6, 11, 46], np.float64(22.182121093087435))","([4, 6, 11, 46], np.float64(0.03319307435512128))","([], np.float64(54.44181907491458))"
23,"([0, 6, 31, 42], np.float64(20.8503102500102))","([], np.float64(55.51826643831563))","([0, 6, 31, 42], np.float64(0.09666685148095354))"
24,"([1, 8, 14, 37], np.float64(22.43752529897269))","([1, 8, 14, 37], np.float64(15.003444933957104))","([], np.float64(57.95623387332702))"
25,"([2, 13, 20, 26], np.float64(23.354584605914503))","([2, 13, 20, 26], np.float64(11.009505313492054))","([2, 13, 20, 26], np.float64(4.376149133528829))"
26,"([25, 38, 47, 48], np.float64(12.644231163430902))","([25, 38, 47, 48], np.float64(40.02575226093335))","([25, 38, 47, 48], np.float64(11.874954673890603))"
27,"([6, 9, 19, 44], np.float64(14.167227765374403))","([6, 9, 19, 44], np.float64(1.971003075555073))","([6, 9, 19, 44], np.float64(4.426236588405547))"
28,"([19, 35, 38, 44], np.float64(22.689987383687754))","([19, 35, 38, 44], np.float64(0.02412646555770724))","([19, 35, 38, 44], np.float64(14.460193158488794))"
29,"([8, 14, 38, 41], np.float64(23.45997892431214))","([8, 14, 38, 41], np.float64(36.91879935826108))","([], np.float64(56.70823847537614))"
30,"([20, 21, 34, 35], np.float64(21.62339267664245))","([20, 21, 34, 35], np.float64(6.691440938192793))","([20, 21, 34, 35], np.float64(12.750558618931322))"
31,"([13, 26, 28, 37], np.float64(24.31042865753002))","([13, 26, 28, 37], np.float64(0.045563701244025125))","([13, 26, 28, 37], np.float64(4.632848354983712))"
