run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.7271789264752))","([], np.float64(60.11170831460636))","([], np.float64(60.11331546653694))"
2,"([10, 22, 30, 39], np.float64(23.507836216759404))","([22, 39], np.float64(49.70608473666794))","([], np.float64(64.20497071589655))"
3,"([0, 4, 5, 27], np.float64(22.58116423631111))","([0, 4, 5, 27], np.float64(16.000757238143347))","([], np.float64(54.41430900386205))"
4,"([14, 34, 38, 49], np.float64(23.574948880167298))","([14, 34, 38, 49], np.float64(15.694281131155796))","([], np.float64(54.26241361273476))"
5,"([2, 11, 15, 36], np.float64(23.863966446233643))","([], np.float64(58.04468097114509))","([], np.float64(58.04344630506975))"
6,"([5, 17, 41, 44], np.float64(39.072183123375))","([41], np.float64(55.32221384527433))","([], np.float64(59.098567580102134))"
7,"([13, 17, 29, 45], np.float64(46.71741814686923))","([29, 45], np.float64(45.90270781282257))","([], np.float64(62.320366705585435))"
8,"([10, 19, 37, 48], np.float64(22.45046932894076))","([], np.float64(62.35112340994755))","([], np.float64(62.348231748849344))"
9,"([11, 36, 38, 44], np.float64(23.578058843474732))","([], np.float64(52.41493815978989))","([], np.float64(52.415803562490645))"
10,"([27, 29, 41, 42], np.float64(40.21558221927281))","([], np.float64(55.62830595627661))","([], np.float64(55.6246410886241))"
11,"([19, 31, 46, 49], np.float64(21.384569854437423))","([49], np.float64(50.70835211638547))","([], np.float64(53.123158291289826))"
12,"([7, 15, 38, 43], np.float64(24.62226925273059))","([], np.float64(59.602031291820204))","([], np.float64(59.598837531926065))"
13,"([8, 10, 31, 41], np.float64(21.24627599779809))","([], np.float64(58.29694400190573))","([], np.float64(58.30167576591468))"
14,"([16, 21, 40, 42], np.float64(22.13954118429976))","([21, 40], np.float64(42.92556534491826))","([], np.float64(59.679372113365595))"
15,"([11, 19, 21, 41], np.float64(22.140551629892755))","([], np.float64(59.31404309393951))","([], np.float64(59.31587627061833))"
16,"([4, 9, 19, 40], np.float64(23.2606694239039))","([], np.float64(54.71075184385266))","([], np.float64(54.71044802678385))"
17,"([8, 18, 26, 27], np.float64(25.379134490864388))","([], np.float64(67.62954226117188))","([], np.float64(67.60399236855504))"
18,"([6, 31, 39, 48], np.float64(25.252210956880155))","([], np.float64(62.03196365665321))","([], np.float64(62.03126377283744))"
19,"([0, 2, 19, 32], np.float64(40.05931877906264))","([], np.float64(55.7473444579958))","([], np.float64(55.75989592490647))"
20,"([4, 7, 15, 28], np.float64(23.590831319263152))","([], np.float64(59.91293377776335))","([], np.float64(59.933248241950146))"
21,"([13, 15, 30, 41], np.float64(20.73972109514952))","([13, 41], np.float64(42.85868295950406))","([13], np.float64(54.033094547513414))"
22,"([4, 6, 11, 46], np.float64(40.25486832125018))","([], np.float64(54.70091160518622))","([], np.float64(54.701325631576665))"
23,"([0, 6, 31, 42], np.float64(39.832988856432706))","([6, 42], np.float64(43.08306942897527))","([], np.float64(55.53143793739418))"
24,"([1, 8, 14, 37], np.float64(22.925439649455633))","([1, 8, 14, 37], np.float64(15.576694272660829))","([], np.float64(57.94579987765984))"
25,"([2, 13, 20, 26], np.float64(44.591846153345195))","([2, 13], np.float64(47.41533888456693))","([], np.float64(62.395158878061))"
26,"([25, 38, 47, 48], np.float64(22.742572167609186))","([], np.float64(60.688117372212346))","([], np.float64(60.69355131940584))"
27,"([6, 9, 19, 44], np.float64(23.47580129296268))","([6, 9, 19, 44], np.float64(11.857236024749778))","([], np.float64(52.64541437988225))"
28,"([19, 35, 38, 44], np.float64(23.278091932796563))","([], np.float64(55.70992187684862))","([], np.float64(55.707558126077224))"
29,"([8, 14, 38, 41], np.float64(23.18058759130456))","([], np.float64(56.70691798628916))","([], np.float64(56.70694278279318))"
30,"([20, 21, 34, 35], np.float64(21.54706662489685))","([], np.float64(54.636541218036))","([], np.float64(54.637740402209104))"
31,"([13, 26, 28, 37], np.float64(25.338994921912242))","([], np.float64(65.73826906257429))","([], np.float64(65.72575309348801))"
32,"([8, 9, 26, 37], np.float64(23.156484778712905))","([8, 9, 26, 37], np.float64(17.303684408523743))","([], np.float64(62.16195625758137))"
33,"([5, 23, 44, 45], np.float64(23.671742817098398))","([], np.float64(57.085706627658986))","([], np.float64(57.085721828028994))"
34,"([2, 11, 21, 24], np.float64(20.598927766514777))","([2, 11], np.float64(40.17443307674193))","([], np.float64(51.89098370290615))"
35,"([7, 30, 47, 49], np.float64(25.16881759292365))","([7, 30, 47, 49], np.float64(16.0557854786316))","([], np.float64(61.28189989120101))"
36,"([11, 41], np.float64(41.80581293209597))","([], np.float64(53.057548940386276))","([], np.float64(53.06512518302008))"
37,"([4, 15, 24, 44], np.float64(22.725116756475625))","([], np.float64(51.90478282494927))","([], np.float64(51.904126303386775))"
38,"([20, 25, 26, 28], np.float64(22.805845436220917))","([], np.float64(58.080820505602894))","([], np.float64(58.07819919529023))"
39,"([5, 21, 25, 43], np.float64(22.227074361406718))","([21, 25], np.float64(44.87268049847211))","([], np.float64(60.80018763482913))"
40,"([29, 33, 35, 44], np.float64(22.92237858471143))","([29, 33, 35, 44], np.float64(17.69243884155596))","([8], np.float64(55.732220808826355))"
41,"([3, 6, 11, 14], np.float64(39.03209210456267))","([3, 6, 11, 14], np.float64(36.182770878396035))","([], np.float64(58.91008671871565))"
42,"([6, 15, 43, 49], np.float64(22.268206673972593))","([], np.float64(55.04091528203254))","([], np.float64(55.03827207386645))"
43,"([24, 30], np.float64(46.2896979428473))","([24], np.float64(54.904062133175934))","([], np.float64(55.410265891670385))"
44,"([16, 22, 38, 46], np.float64(22.47632088465916))","([26], np.float64(60.99621789647125))","([26], np.float64(60.736897180673814))"
45,"([8, 19, 26, 45], np.float64(24.017681487541015))","([8, 19, 26, 45], np.float64(19.72646423553089))","([], np.float64(61.29464908794654))"
46,"([0, 10, 15, 16], np.float64(22.545546117848417))","([0], np.float64(57.99200988800744))","([], np.float64(59.73913661069812))"
47,"([1, 10, 13, 48], np.float64(23.375473451106345))","([], np.float64(59.40282254489919))","([], np.float64(59.40630400088863))"
48,"([0, 20, 24, 42], np.float64(21.57925588569595))","([], np.float64(62.26535261519882))","([], np.float64(62.263765843326574))"
