run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(12.60540701472222))","([2, 3, 13, 15], np.float64(2.0072330180888205))","([2, 3, 13, 15], np.float64(3.9986020929710513))"
2,"([10, 22, 30, 39], np.float64(22.665071896111534))","([10, 22, 30, 39], np.float64(0.023676565151632575))","([10, 22, 30, 39], np.float64(0.06940335157651131))"
3,"([0, 4, 5, 27], np.float64(20.28560064493843))","([0, 4, 5, 27], np.float64(0.03555926213049232))","([0, 4, 5, 27], np.float64(11.615684876915434))"
4,"([14, 34, 38, 49], np.float64(20.410685741303816))","([14, 34, 38, 49], np.float64(0.03493493145327389))","([14, 34, 38, 49], np.float64(9.296487937763471))"
5,"([2, 11, 15, 36], np.float64(15.144703063224448))","([2, 11, 15, 36], np.float64(0.044456036542549725))","([2, 11, 15, 36], np.float64(37.301254957715294))"
6,"([5, 17, 41, 44], np.float64(13.071370496313152))","([5, 17, 41, 44], np.float64(10.962310339198135))","([5, 17, 41, 44], np.float64(3.415101206827806))"
7,"([13, 17, 29, 45], np.float64(27.121955472312003))","([13, 17, 29, 45], np.float64(12.39671789613871))","([13, 17, 29, 45], np.float64(13.347174866506156))"
8,"([10, 19, 37, 48], np.float64(22.429056563101685))","([10, 19, 37, 48], np.float64(0.028756474678796672))","([10, 19, 37, 48], np.float64(11.939747488286432))"
9,"([11, 36, 38, 44], np.float64(23.018316023021733))","([11, 36, 38, 44], np.float64(0.035086381278610065))","([], np.float64(52.43239435165274))"
10,"([27, 29, 41, 42], np.float64(22.71518395998029))","([27, 29, 41, 42], np.float64(0.406563899947137))","([27], np.float64(52.30504832568786))"
11,"([19, 31, 46, 49], np.float64(21.078518149859743))","([19, 31, 46, 49], np.float64(5.725218755865899))","([], np.float64(53.03744529805788))"
12,"([7, 15, 38, 43], np.float64(39.90173885907667))","([7, 15, 38, 43], np.float64(23.78016156751411))","([7, 15, 38, 43], np.float64(5.672249180112233))"
13,"([8, 10, 31, 41], np.float64(21.617278337102924))","([8, 10, 31, 41], np.float64(0.027458419915366277))","([8, 10, 31, 41], np.float64(37.75731975859653))"
14,"([16, 21, 40, 42], np.float64(22.19215317351804))","([16, 21, 40, 42], np.float64(6.563778236699539))","([16, 21, 40, 42], np.float64(9.323707691425428))"
15,"([11, 19, 21, 41], np.float64(21.343039912124066))","([11, 19, 21, 41], np.float64(0.08406812987147873))","([11, 19, 21, 41], np.float64(0.1141238253720504))"
16,"([4, 9, 19, 40], np.float64(22.752767507689466))","([4, 9, 19, 40], np.float64(9.370417587332883))","([4, 9, 19, 40], np.float64(12.678496758544298))"
17,"([8, 18, 26, 27], np.float64(25.06663143053881))","([8, 18, 26, 27], np.float64(0.0377610692017507))","([8, 18, 26, 27], np.float64(0.07153957110670016))"
18,"([6, 31, 39, 48], np.float64(16.572567124769673))","([6, 31, 39, 48], np.float64(1.6313148433041436))","([6, 31, 39, 48], np.float64(12.769562660306928))"
19,"([0, 2, 19, 32], np.float64(22.545579808404174))","([0, 2, 19, 32], np.float64(35.95832409528377))","([0, 2, 19, 32], np.float64(16.78630104125404))"
20,"([4, 7, 15, 28], np.float64(15.299420105435722))","([4, 7, 15, 28], np.float64(0.027400068821963927))","([4], np.float64(57.657529907967955))"
21,"([13, 15, 30, 41], np.float64(12.964751666785952))","([13, 15, 30, 41], np.float64(0.03605059796628557))","([15, 30], np.float64(46.633106670271026))"
22,"([4, 6, 11, 46], np.float64(13.892952380292241))","([4, 6, 11, 46], np.float64(35.87929928709843))","([4, 6, 11, 46], np.float64(0.05207016128661959))"
23,"([0, 6, 31, 42], np.float64(20.900445357496466))","([0, 6, 31, 42], np.float64(0.0395420706067153))","([0, 6, 31, 42], np.float64(0.06388131750100717))"
24,"([1, 8, 14, 37], np.float64(22.076899006323853))","([1, 8, 14, 37], np.float64(6.5096555688172995))","([], np.float64(57.966682198216574))"
