run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.886212520320033))","([2, 3, 13, 15], np.float64(38.67582740306138))","([], np.float64(60.193829501253525))"
2,"([10, 22, 30, 39], np.float64(23.198672935412798))","([10, 22, 30, 39], np.float64(19.894106450194624))","([], np.float64(64.25481890929089))"
3,"([0, 4, 5, 27], np.float64(21.825622970786394))","([0, 4, 5, 27], np.float64(16.72911627289062))","([], np.float64(54.41137440625941))"
4,"([14, 34, 38, 49], np.float64(22.628214134589598))","([14, 34, 38, 49], np.float64(17.341486011162058))","([14, 34, 38, 49], np.float64(9.820825354072243))"
5,"([2, 11, 15, 36], np.float64(23.661451994363485))","([2, 11, 15, 36], np.float64(13.068071152636746))","([], np.float64(57.95393756179512))"
6,"([5, 17, 41, 44], np.float64(21.10056665256129))","([5, 17, 41, 44], np.float64(14.527590852592752))","([41], np.float64(54.26650532336466))"
7,"([13, 17, 29, 45], np.float64(48.37067862487301))","([13, 17, 29, 45], np.float64(13.060730546334312))","([], np.float64(62.33768921989225))"
8,"([10, 19, 37, 48], np.float64(22.54710969325311))","([37, 48], np.float64(42.97952878475725))","([48], np.float64(58.53999806010505))"
9,"([11, 36, 38, 44], np.float64(15.707763287548158))","([11, 36, 38, 44], np.float64(33.29827615634483))","([], np.float64(52.54774347827368))"
10,"([27, 29, 41, 42], np.float64(23.089089218371512))","([], np.float64(55.56418033709128))","([], np.float64(55.565831967824906))"
11,"([19, 31, 46, 49], np.float64(20.93736812247111))","([], np.float64(53.187800141200945))","([], np.float64(53.214178849448025))"
12,"([7, 15, 38, 43], np.float64(24.146216266199357))","([7, 15, 38, 43], np.float64(0.04828178901867422))","([], np.float64(59.4603478936725))"
13,"([8, 10, 31, 41], np.float64(21.374941506678855))","([10, 31], np.float64(43.614592577835765))","([], np.float64(58.26145223184089))"
14,"([16, 21, 40, 42], np.float64(22.449766544504232))","([16, 21, 40, 42], np.float64(17.231379797748698))","([], np.float64(59.72174813400895))"
15,"([11, 19, 21, 41], np.float64(41.84957727249138))","([11, 19, 21, 41], np.float64(14.179060854305837))","([], np.float64(59.26098023982314))"
16,"([4, 9, 19, 40], np.float64(22.77715160216962))","([4, 9, 19, 40], np.float64(15.79386901632676))","([], np.float64(54.74365554612449))"
17,"([8, 18, 26, 27], np.float64(25.406329213129975))","([8, 18, 26, 27], np.float64(0.11140466890707698))","([], np.float64(67.55726422005583))"
18,"([6, 31, 39, 48], np.float64(24.409374323022814))","([6, 31], np.float64(50.862454323476136))","([6], np.float64(58.48409305059156))"
19,"([0, 2, 19, 32], np.float64(22.665161484001654))","([0, 2, 19, 32], np.float64(16.81974183617571))","([], np.float64(55.64405233380432))"
20,"([4, 7, 15, 28], np.float64(23.399687448359764))","([4, 7, 15, 28], np.float64(37.7120069774061))","([], np.float64(59.779899622936696))"
21,"([13, 15, 30, 41], np.float64(37.40168750415351))","([13, 15, 30, 41], np.float64(0.2973637913811211))","([], np.float64(53.110059545439334))"
22,"([4, 6, 11, 46], np.float64(21.74972320473155))","([4], np.float64(51.160586007184))","([], np.float64(54.515436636627506))"
23,"([0, 6, 31, 42], np.float64(21.22199934195868))","([0, 6, 31, 42], np.float64(15.169703809328418))","([], np.float64(55.512174397080976))"
24,"([1, 8, 14, 37], np.float64(14.120490809252674))","([1, 8, 14, 37], np.float64(16.668026260972052))","([], np.float64(57.94649630089388))"
25,"([2, 13, 20, 26], np.float64(23.55129085380631))","([2, 13], np.float64(47.28767079487171))","([], np.float64(62.41920636938341))"
26,"([25, 38, 47, 48], np.float64(21.914192600633882))","([25, 38, 47, 48], np.float64(37.10450367469297))","([], np.float64(60.64940735648261))"
27,"([6, 9, 19, 44], np.float64(23.64945306273149))","([], np.float64(52.574437382105344))","([], np.float64(52.575289504834586))"
28,"([19, 35, 38, 44], np.float64(14.854614131566658))","([19, 35, 38, 44], np.float64(16.259270025749213))","([], np.float64(54.9175628996822))"
29,"([8, 14, 38, 41], np.float64(23.56785644089226))","([8, 14, 38, 41], np.float64(1.7353143883592739))","([], np.float64(56.70706962229141))"
30,"([20, 21, 34, 35], np.float64(21.65458984640392))","([20, 21, 34, 35], np.float64(10.926732128064883))","([], np.float64(54.75139205224335))"
31,"([13, 26, 28, 37], np.float64(25.389022850044043))","([13, 26, 28, 37], np.float64(47.73020070785629))","([], np.float64(65.72525905082628))"
32,"([8, 9, 26, 37], np.float64(23.251527451674082))","([8, 9, 26, 37], np.float64(8.922019712562069))","([26], np.float64(58.677898590866825))"
33,"([5, 23, 44, 45], np.float64(23.732396407906094))","([5, 23, 44, 45], np.float64(17.240788331680275))","([], np.float64(57.08579415675955))"
34,"([2, 11, 21, 24], np.float64(20.455807161613656))","([], np.float64(51.88129427016271))","([], np.float64(51.881447381665744))"
35,"([7, 30, 47, 49], np.float64(25.099218546009695))","([7, 30, 47, 49], np.float64(10.67667554107336))","([], np.float64(61.26604841354914))"
