run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.814763369749663))","([2, 3, 13, 15], np.float64(2.1884981329888396))","([2, 3, 13, 15], np.float64(1.8409197781211568))"
2,"([10, 22, 30, 39], np.float64(22.24437487605456))","([10, 22, 30, 39], np.float64(4.022801296527683))","([10, 22, 30, 39], np.float64(9.633834156024397))"
3,"([0, 4, 5, 27], np.float64(21.6654579954254))","([0, 4, 5, 27], np.float64(2.9227530660985463))","([0, 4, 5, 27], np.float64(6.012808473473897))"
4,"([14, 34, 38, 49], np.float64(20.88167166395067))","([14, 34, 38, 49], np.float64(8.337013172328971))","([34, 38], np.float64(45.19375843610274))"
5,"([2, 11, 15, 36], np.float64(15.377102884647295))","([2, 11, 15, 36], np.float64(0.028825694323818006))","([2, 11, 15, 36], np.float64(0.4591268266931592))"
6,"([5, 17, 41, 44], np.float64(20.974625781560352))","([5, 17, 41, 44], np.float64(0.04680824033206496))","([17, 41], np.float64(42.94474866730356))"
7,"([13, 17, 29, 45], np.float64(17.976736237469225))","([13, 17, 29, 45], np.float64(0.0314271830891701))","([13, 17, 29, 45], np.float64(13.344281417344067))"
8,"([10, 19, 37, 48], np.float64(22.356635870306427))","([10, 19], np.float64(56.89748144874472))","([], np.float64(62.34903873699129))"
9,"([11, 36, 38, 44], np.float64(15.47934794515858))","([11, 36, 38, 44], np.float64(0.0492360571843857))","([11, 36, 38, 44], np.float64(8.043269185058671))"
10,"([27, 29, 41, 42], np.float64(22.667166669465413))","([27, 29, 41, 42], np.float64(9.257208919244416))","([27, 29, 41, 42], np.float64(0.06530239960570325))"
11,"([19, 31, 46, 49], np.float64(35.54440149707414))","([19, 31, 46, 49], np.float64(6.537321780720018))","([19, 31, 46, 49], np.float64(10.90609497447307))"
12,"([7, 15, 38, 43], np.float64(0.09497442638775593))","([7, 15, 38, 43], np.float64(0.22605757546109226))","([7, 15, 38, 43], np.float64(0.08747042838322858))"
13,"([8, 10, 31, 41], np.float64(14.098182416924901))","([8, 10, 31, 41], np.float64(0.02155929353733049))","([8, 10, 31, 41], np.float64(0.043018727647394756))"
14,"([16, 21, 40, 42], np.float64(22.25682183518189))","([16, 21, 40, 42], np.float64(0.02815029449959304))","([16, 21, 40, 42], np.float64(0.0628743861543972))"
15,"([11, 19, 21, 41], np.float64(21.311990406473203))","([11, 19, 21, 41], np.float64(1.700081944565368))","([11, 19, 21, 41], np.float64(15.385758528349825))"
16,"([4, 9, 19, 40], np.float64(13.827894277218943))","([4, 9, 19, 40], np.float64(12.875696389353092))","([19, 40], np.float64(48.88517757346728))"
17,"([8, 18, 26, 27], np.float64(16.49328434965329))","([8, 18, 26, 27], np.float64(0.05108431885003245))","([8, 18, 26, 27], np.float64(38.33186000654791))"
18,"([6, 31, 39, 48], np.float64(16.56061292085459))","([6, 31, 39, 48], np.float64(18.029832265056072))","([], np.float64(62.03578125820643))"
19,"([0, 2, 19, 32], np.float64(15.651904118895716))","([0, 2, 19, 32], np.float64(10.092775994107493))","([0, 2, 19, 32], np.float64(3.4036257652582838))"
20,"([4, 7, 15, 28], np.float64(15.043733933035838))","([4, 7, 15, 28], np.float64(0.023087921304986943))","([4, 7, 15, 28], np.float64(9.576137259702467))"
21,"([13, 15, 30, 41], np.float64(19.927117127745294))","([13, 15, 30, 41], np.float64(0.025420727338942028))","([13, 15, 30, 41], np.float64(0.05524419721385641))"
22,"([4, 6, 11, 46], np.float64(14.623911554141253))","([4, 6, 11, 46], np.float64(11.464271460991286))","([4, 6, 11, 46], np.float64(35.78885037827071))"
23,"([0, 6, 31, 42], np.float64(20.973318829646832))","([0, 6, 31, 42], np.float64(7.344694521363861))","([0, 31], np.float64(43.04560903625819))"
24,"([1, 8, 14, 37], np.float64(22.32026843703936))","([1, 8, 14, 37], np.float64(0.03000389364692104))","([1, 8, 14, 37], np.float64(0.03446445380889496))"
25,"([2, 13, 20, 26], np.float64(23.301122911014712))","([20, 26], np.float64(56.74307757571505))","([2, 13, 20, 26], np.float64(0.04071217703248458))"
26,"([25, 38, 47, 48], np.float64(13.303108146179977))","([25, 38, 47, 48], np.float64(0.02031376034372855))","([25, 38, 47, 48], np.float64(0.12142912334640737))"
27,"([6, 9, 19, 44], np.float64(14.25947868811669))","([6, 9, 19, 44], np.float64(0.023172063237040005))","([6, 9, 19, 44], np.float64(3.753795564060897))"
28,"([19, 35, 38, 44], np.float64(14.97303397287295))","([19, 35, 38, 44], np.float64(17.021806178261382))","([19, 35, 38, 44], np.float64(23.09984012896764))"
29,"([8, 14, 38, 41], np.float64(15.443568914486328))","([8, 14, 38, 41], np.float64(0.028899745952437474))","([8, 14, 38, 41], np.float64(12.784736253898416))"
30,"([20, 21, 34, 35], np.float64(13.90264756217536))","([20, 21, 34, 35], np.float64(6.8552354581518316))","([20, 21, 34, 35], np.float64(0.05283604939145775))"
31,"([13, 26, 28, 37], np.float64(15.996694892711687))","([13, 26, 28, 37], np.float64(0.023554515649114482))","([13, 26, 28, 37], np.float64(13.465350568419364))"
32,"([8, 9, 26, 37], np.float64(14.742694549623279))","([8, 9, 26, 37], np.float64(17.18365715011971))","([8, 9, 26, 37], np.float64(1.2942865791297669))"
33,"([5, 23, 44, 45], np.float64(15.56696891805648))","([5, 23, 44, 45], np.float64(15.769348451193261))","([5, 23, 44, 45], np.float64(23.82054214469156))"
34,"([2, 11, 21, 24], np.float64(12.7036417584283))","([2, 11, 21, 24], np.float64(0.014981051866264293))","([2, 11, 21, 24], np.float64(10.700348331858393))"
