run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(43.588600701183765))","([], np.float64(60.20104379063961))","([], np.float64(60.19468221655269))"
2,"([10, 22, 30, 39], np.float64(23.479786978898712))","([], np.float64(64.19465087796783))","([], np.float64(64.19480880717464))"
3,"([5, 27], np.float64(42.01208748288826))","([], np.float64(54.41799583790293))","([], np.float64(54.41770143876864))"
4,"([14, 34, 38, 49], np.float64(44.18230088156296))","([], np.float64(54.97425369548444))","([], np.float64(54.97919973234595))"
5,"([2, 11, 15, 36], np.float64(25.635537696534964))","([], np.float64(57.909260370897236))","([], np.float64(57.909270851762265))"
6,"([], np.float64(60.21723038304747))","([], np.float64(60.220948388590635))","([], np.float64(60.212900487629675))"
7,"([13, 17, 29, 45], np.float64(48.031852758549675))","([29], np.float64(61.83482377151687))","([], np.float64(62.488712498646194))"
8,"([10, 19, 37, 48], np.float64(44.28333815002762))","([], np.float64(62.382716349277125))","([], np.float64(62.383219784428064))"
9,"([11, 36, 38, 44], np.float64(24.59816744677879))","([], np.float64(52.571329468923174))","([], np.float64(52.56474816203222))"
10,"([27, 29], np.float64(45.53132088266139))","([], np.float64(55.74134492681394))","([], np.float64(55.741421344498626))"
11,"([49], np.float64(52.4167129040545))","([], np.float64(53.64061564987504))","([], np.float64(53.6336844423373))"
12,"([7], np.float64(56.317434382582924))","([], np.float64(60.036326334355344))","([], np.float64(60.02990279455608))"
13,"([8, 10, 31, 41], np.float64(39.86393375124503))","([], np.float64(58.35295092229878))","([], np.float64(58.35403605468699))"
14,"([16, 21, 40], np.float64(47.07979751998206))","([21, 40], np.float64(43.968799231155046))","([], np.float64(59.86169402600486))"
15,"([3, 11, 21], np.float64(47.54668602573556))","([21], np.float64(57.609332581761734))","([], np.float64(59.23834998643607))"
16,"([18, 35], np.float64(58.33930815226562))","([35], np.float64(56.909721903027))","([35], np.float64(56.88061534774567))"
17,"([8, 18, 26, 27], np.float64(52.038256417738445))","([], np.float64(67.37800701564593))","([], np.float64(67.37818639163207))"
18,"([6, 31, 39, 48], np.float64(47.11024394759133))","([6], np.float64(59.99104989803693))","([], np.float64(62.25849471239759))"
19,"([0, 2, 19, 32], np.float64(41.420555937620804))","([], np.float64(55.33445192858664))","([], np.float64(55.33455859180035))"
20,"([4, 7, 15, 28], np.float64(43.58346161623859))","([7], np.float64(57.6080037000916))","([], np.float64(60.063612966556555))"
21,"([13, 15, 30, 41], np.float64(43.033012083053414))","([], np.float64(53.66355058447062))","([], np.float64(53.68929118001165))"
22,"([], np.float64(54.71184761833117))","([], np.float64(54.73036549604793))","([], np.float64(54.73385905714726))"
23,"([0, 6, 31, 42], np.float64(23.48433794138157))","([], np.float64(55.86491776402127))","([], np.float64(55.86752010052766))"
24,"([1, 8, 14, 37], np.float64(41.28836588699211))","([], np.float64(58.32423282532279))","([], np.float64(58.31862621380612))"
25,"([2, 13], np.float64(49.3715863851867))","([], np.float64(62.942871167779955))","([], np.float64(62.94004601804393))"
26,"([25, 38, 47, 48, 49], np.float64(27.1659467037162))","([49], np.float64(62.71891784241813))","([], np.float64(60.668539261489755))"
27,"([6, 9, 19, 24, 44], np.float64(24.00466906548398))","([], np.float64(52.650552053322166))","([], np.float64(52.64806202178409))"
28,"([19, 35, 38, 44], np.float64(24.572473936322933))","([], np.float64(54.96620327030016))","([], np.float64(54.95866335030323))"
29,"([41], np.float64(54.98602894647156))","([], np.float64(56.71964359874632))","([], np.float64(56.72032713298358))"
30,"([], np.float64(54.624542320806626))","([], np.float64(54.62976487301994))","([], np.float64(54.63034372499448))"
31,"([13, 18, 26, 28, 37], np.float64(55.932515115158154))","([13, 26, 28, 37], np.float64(49.02555727629337))","([], np.float64(65.29320951825683))"
32,"([8, 9, 26, 37], np.float64(23.294399902919864))","([], np.float64(62.26069662425434))","([], np.float64(62.26481311599999))"
33,"([5, 45], np.float64(47.717752669351775))","([], np.float64(57.087294171253525))","([], np.float64(57.08711057464702))"
34,"([2, 11, 21, 24], np.float64(37.916937064828566))","([], np.float64(52.35263356784108))","([], np.float64(52.34785565692626))"
35,"([7, 30, 47, 49], np.float64(46.935760182462964))","([], np.float64(61.23415195026695))","([], np.float64(61.234365563661164))"
36,"([7, 17, 35], np.float64(43.97042682107435))","([], np.float64(53.02817522349839))","([], np.float64(53.02510570829484))"
37,"([4, 15, 24, 44], np.float64(23.09151268431985))","([37], np.float64(54.80386873130308))","([37], np.float64(55.40135260216223))"
38,"([20, 25, 26, 28], np.float64(43.75995404803839))","([], np.float64(58.08673742487455))","([], np.float64(58.08722510629852))"
39,"([21, 25], np.float64(49.72416019635713))","([34], np.float64(63.65388913083818))","([34], np.float64(64.29674103481416))"
40,"([33, 35, 44], np.float64(46.87438151881912))","([], np.float64(54.04510801528045))","([], np.float64(54.04770402166917))"
41,"([3, 11, 14], np.float64(40.93195262996524))","([], np.float64(59.07727288359648))","([], np.float64(59.07050223802145))"
