run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(0.025890564374228972))","([2, 3, 13, 15], np.float64(0.02718770266207543))","([2, 3, 13, 15], np.float64(0.3029615792063985))"
2,"([10, 22, 30, 39], np.float64(23.25140861826262))","([], np.float64(64.2792673253444))","([10, 22, 30, 39], np.float64(40.83281233075875))"
3,"([0, 4, 5, 27], np.float64(14.71388053640182))","([0, 4, 5, 27], np.float64(21.63956396989611))","([0, 4, 5, 27], np.float64(34.2010501728441))"
4,"([14, 34, 38, 49], np.float64(13.881824365961744))","([14, 34, 38, 49], np.float64(0.023044865332672623))","([14, 49], np.float64(39.868686676189874))"
5,"([2, 11, 15, 36], np.float64(0.0862783424195392))","([2, 11, 15, 36], np.float64(0.02458893038332027))","([2, 11, 15, 36], np.float64(15.846727595626449))"
6,"([5, 17, 41, 44], np.float64(21.0299557250774))","([5, 17, 41, 44], np.float64(7.787143023400428))","([5, 17, 41, 44], np.float64(0.07835912241661026))"
7,"([13, 17, 29, 45], np.float64(0.04225772682749811))","([13, 17, 29, 45], np.float64(20.242369669699013))","([13, 17, 29, 45], np.float64(0.029588810450679844))"
8,"([10, 19, 37, 48], np.float64(23.757556141577407))","([10, 19, 37, 48], np.float64(7.742378891409969))","([], np.float64(62.34857746460523))"
9,"([11, 36, 38, 44], np.float64(15.208275570954239))","([11, 36, 38, 44], np.float64(0.024911536892015605))","([11, 36, 38, 44], np.float64(7.525409972614023))"
10,"([27, 29, 41, 42], np.float64(13.54634987231066))","([27, 29, 41, 42], np.float64(0.03281987869787121))","([27, 29, 41, 42], np.float64(0.09567751101289201))"
11,"([19, 31, 46, 49], np.float64(12.624661612371984))","([19, 31, 46, 49], np.float64(0.02810936700230608))","([19, 31, 46, 49], np.float64(11.840353330437607))"
12,"([7, 15, 38, 43], np.float64(23.96273750759419))","([7, 15, 38, 43], np.float64(2.3506407126324236))","([7, 43], np.float64(41.662919148202974))"
13,"([8, 10, 31, 41], np.float64(20.349389775904065))","([8, 10, 31, 41], np.float64(0.02922650721743952))","([8, 10, 31, 41], np.float64(0.023641926812423962))"
14,"([16, 21, 40, 42], np.float64(14.639198760268581))","([16, 21, 40, 42], np.float64(4.253939551745669))","([16, 21, 40, 42], np.float64(0.07155399764167292))"
15,"([11, 19, 21, 41], np.float64(0.01809251272794482))","([11, 19, 21, 41], np.float64(0.017171632501902255))","([11, 19, 21, 41], np.float64(0.020812324757064956))"
16,"([4, 9, 19, 40], np.float64(22.691123225646894))","([4, 9, 19, 40], np.float64(0.021591735451182068))","([4, 9, 19, 40], np.float64(8.270654764517001))"
