run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.87924335205699))","([2, 3, 13, 15], np.float64(0.03293804766280616))","([2, 3, 13, 15], np.float64(0.07784944142153842))"
2,"([10, 22, 30, 39], np.float64(14.478263167851447))","([10, 22, 30, 39], np.float64(0.061584098222004474))","([10, 22, 30, 39], np.float64(4.665548402258723))"
3,"([0, 4, 5, 27], np.float64(21.858830604443703))","([0, 4, 5, 27], np.float64(0.0331415760506397))","([0, 4, 5, 27], np.float64(10.372179224075715))"
4,"([14, 34, 38, 49], np.float64(22.102090792842247))","([14, 34, 38, 49], np.float64(16.468989693287572))","([14, 34, 38, 49], np.float64(11.968131211887643))"
5,"([2, 11, 15, 36], np.float64(23.603702581691632))","([2, 11, 15, 36], np.float64(0.042678481148784295))","([2, 11, 15, 36], np.float64(1.0707919337213279))"
6,"([5, 17, 41, 44], np.float64(38.684968682988234))","([44], np.float64(55.295139561002436))","([], np.float64(58.996666640761255))"
7,"([13, 17, 29, 45], np.float64(17.12441864120263))","([29, 45], np.float64(46.100386378181426))","([13, 17, 29, 45], np.float64(13.095427128936379))"
8,"([10, 19, 37, 48], np.float64(22.409680258575392))","([10, 19, 37, 48], np.float64(1.958633639051114))","([10, 19, 37, 48], np.float64(14.422188338270168))"
9,"([11, 36, 38, 44], np.float64(23.331986131783527))","([11, 36, 38, 44], np.float64(9.498471706798762))","([], np.float64(52.45295315142501))"
10,"([27, 29, 41, 42], np.float64(0.00918533463591224))","([27, 29, 41, 42], np.float64(6.12627393771213))","([], np.float64(55.565902392063066))"
11,"([19, 31, 46, 49], np.float64(20.779467152302082))","([19, 31, 46, 49], np.float64(4.727633244412861))","([19, 31, 46, 49], np.float64(0.03825069408836904))"
12,"([7, 15, 38, 43], np.float64(24.268313743945725))","([7, 15, 38, 43], np.float64(0.021491368959034283))","([7, 15, 38, 43], np.float64(17.472133661834054))"
13,"([8, 10, 31, 41], np.float64(0.09440512132584533))","([8, 10, 31, 41], np.float64(15.306300987582533))","([8], np.float64(54.86186282551508))"
14,"([16, 21, 40, 42], np.float64(22.181350714099366))","([16, 21, 40, 42], np.float64(0.023640418350805874))","([16, 21, 40, 42], np.float64(22.545779196244617))"
15,"([11, 19, 21, 41], np.float64(21.677894774367772))","([11, 19, 21, 41], np.float64(0.020970577274416254))","([11, 19, 21, 41], np.float64(10.677319201662751))"
16,"([4, 9, 19, 40], np.float64(22.752638728774894))","([4, 9, 19, 40], np.float64(10.103310314591027))","([19, 40], np.float64(42.79271368108791))"
17,"([8, 18, 26, 27], np.float64(25.27219348462869))","([8, 18, 26, 27], np.float64(40.96450721922601))","([8, 18, 26, 27], np.float64(13.817247943129015))"
18,"([6, 31, 39, 48], np.float64(0.03873193665813131))","([6, 31, 39, 48], np.float64(17.174431871688203))","([6, 31, 39, 48], np.float64(0.13732443530284275))"
19,"([0, 2, 19, 32], np.float64(20.96580188058816))","([0, 2, 19, 32], np.float64(38.023079028856))","([], np.float64(55.48441003140877))"
20,"([4, 7, 15, 28], np.float64(23.66528058429475))","([4, 7, 15, 28], np.float64(0.7560777198406525))","([4, 7, 15, 28], np.float64(6.890355691642124))"
21,"([13, 15, 30, 41], np.float64(36.05344508732854))","([13, 15, 30, 41], np.float64(32.10661166714766))","([13, 15, 30, 41], np.float64(9.733656281807754))"
22,"([4, 6, 11, 46], np.float64(22.172879323222624))","([4, 6, 11, 46], np.float64(0.0209032827603761))","([4, 6, 11, 46], np.float64(16.72602796319061))"
23,"([0, 6, 31, 42], np.float64(20.90965110020544))","([0, 6, 31, 42], np.float64(0.03317294066139105))","([0, 6, 31, 42], np.float64(0.10680160631435962))"
24,"([1, 8, 14, 37], np.float64(0.055998708560791054))","([1, 8, 14, 37], np.float64(20.763928119842685))","([1, 8, 14, 37], np.float64(0.07751955628607184))"
25,"([2, 13, 20, 26], np.float64(23.27869880101554))","([2, 13, 20, 26], np.float64(0.05801226904816142))","([20], np.float64(60.88902789493455))"
26,"([25, 38, 47, 48], np.float64(22.520759644718936))","([47], np.float64(56.99787107056033))","([25, 38, 47, 48], np.float64(14.535717335671887))"
27,"([6, 9, 19, 44], np.float64(14.218317811464297))","([6, 9, 19, 44], np.float64(0.4219541551483669))","([6, 9, 19, 44], np.float64(2.808060571624126))"
28,"([19, 35, 38, 44], np.float64(15.020495099065565))","([19, 35, 38, 44], np.float64(0.03456726339326922))","([44], np.float64(54.169254747223675))"
29,"([8, 14, 38, 41], np.float64(23.38425795584271))","([8, 14, 38, 41], np.float64(0.02736863397740672))","([8, 14, 38, 41], np.float64(0.06656544324143648))"
30,"([20, 21, 34, 35], np.float64(21.49714848171304))","([20, 21, 34, 35], np.float64(12.67468926802359))","([20, 21, 34, 35], np.float64(2.751745480751033))"
31,"([13, 26, 28, 37], np.float64(15.784255791030173))","([13, 26, 28, 37], np.float64(0.03827065539031934))","([13, 26, 28, 37], np.float64(10.57766655571335))"
32,"([8, 9, 26, 37], np.float64(23.069224020821792))","([8, 9, 26, 37], np.float64(0.023896018428091574))","([], np.float64(62.14775185826175))"
33,"([5, 23, 44, 45], np.float64(40.93761099723096))","([5, 23, 44, 45], np.float64(23.69680560878725))","([5, 23, 44, 45], np.float64(10.612581764857728))"
34,"([2, 11, 21, 24], np.float64(12.98259217482613))","([2, 11, 21, 24], np.float64(22.840674239714218))","([2, 11, 21, 24], np.float64(0.6786154359301663))"
35,"([7, 30, 47, 49], np.float64(24.94766525816117))","([7, 30, 47, 49], np.float64(12.100951569437541))","([], np.float64(61.30230249227125))"
36,"([11, 17, 35, 41], np.float64(0.031143868586381736))","([11, 17, 35, 41], np.float64(0.028937033622222982))","([11, 17, 35, 41], np.float64(35.51173652859336))"
37,"([4, 15, 24, 44], np.float64(14.628434730326529))","([4, 15, 24, 44], np.float64(0.02868577566725025))","([], np.float64(51.94090568635054))"
38,"([20, 25, 26, 28], np.float64(22.292226844672552))","([20, 25, 26, 28], np.float64(0.029147935973450338))","([20, 25, 26, 28], np.float64(6.85117158874214))"
39,"([5, 21, 25, 43], np.float64(21.129488509505855))","([5, 21, 25, 43], np.float64(9.84621183939467))","([5, 21, 25, 43], np.float64(1.016771119234663))"
40,"([29, 33, 35, 44], np.float64(21.214377750496983))","([29, 33, 35, 44], np.float64(0.031381870228745425))","([29, 33, 35, 44], np.float64(14.823156696092916))"
41,"([3, 6, 11, 14], np.float64(12.929815863849045))","([3, 6, 11, 14], np.float64(23.72335975351687))","([3, 6, 11, 14], np.float64(11.674020328557068))"
42,"([6, 15, 43, 49], np.float64(14.481071162324149))","([6, 15, 43, 49], np.float64(0.18050938231811398))","([6, 15, 43, 49], np.float64(9.633294104075338))"
43,"([24, 30, 35, 45], np.float64(15.817765349675845))","([24, 30, 35, 45], np.float64(8.319524808519875))","([24, 30, 35, 45], np.float64(12.10590881935274))"
44,"([16, 22, 38, 46], np.float64(13.787746966676185))","([16, 22, 38, 46], np.float64(9.608762911658465))","([16, 22, 38, 46], np.float64(17.091738026785194))"
45,"([8, 19, 26, 45], np.float64(23.29669002345531))","([8, 19, 26, 45], np.float64(17.598820145319632))","([8, 19, 26, 45], np.float64(0.041053328129122976))"
46,"([0, 10, 15, 16], np.float64(14.4996098800609))","([0, 10, 15, 16], np.float64(0.05120772312745944))","([], np.float64(59.74218465478221))"
