run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(0.08241696169244994))","([2, 3, 13, 15], np.float64(0.0441375234777156))","([], np.float64(60.17349732649766))"
2,"([10, 22, 30, 39], np.float64(14.864319880839442))","([10, 22, 30, 39], np.float64(0.025566976561454888))","([30], np.float64(60.12316102729478))"
3,"([0, 4, 5, 27], np.float64(21.564521519914184))","([0, 4, 5, 27], np.float64(0.02385848530585617))","([0, 4, 5, 27], np.float64(7.8540562493713075))"
4,"([14, 34, 38, 49], np.float64(13.949784816895972))","([14, 34, 38, 49], np.float64(0.03640667029486249))","([14, 34, 38, 49], np.float64(0.0363147825544672))"
5,"([2, 11, 15, 36], np.float64(23.76644893697831))","([2, 11, 15, 36], np.float64(4.879720649592538))","([2, 11, 15, 36], np.float64(2.644263347428585))"
6,"([5, 17, 41, 44], np.float64(13.652770114139228))","([5, 17, 41, 44], np.float64(1.6506546270115947))","([5, 17, 41, 44], np.float64(0.030569834903007458))"
7,"([13, 17, 29, 45], np.float64(17.24202913895948))","([13, 17, 29, 45], np.float64(0.03672469445409626))","([13, 17, 29, 45], np.float64(8.448803355098244))"
8,"([10, 19, 37, 48], np.float64(13.718717228480179))","([10, 19, 37, 48], np.float64(17.23868676134429))","([37, 48], np.float64(42.885441306267815))"
9,"([11, 36, 38, 44], np.float64(38.56675917808247))","([11, 36, 38, 44], np.float64(0.028909758059096752))","([11, 36, 38, 44], np.float64(0.039169615982269715))"
10,"([27, 29, 41, 42], np.float64(22.593426389555336))","([27, 29, 41, 42], np.float64(0.021856589187187594))","([27, 29, 41, 42], np.float64(23.07684689062278))"
11,"([19, 31, 46, 49], np.float64(12.605995304747966))","([19, 31, 46, 49], np.float64(0.02123448906468782))","([19, 31, 46, 49], np.float64(0.08551920708735898))"
12,"([7, 15, 38, 43], np.float64(24.01268766826576))","([7, 15, 38, 43], np.float64(8.84470067623232))","([7, 15, 38, 43], np.float64(0.020893154294895785))"
13,"([8, 10, 31, 41], np.float64(0.09673038554793675))","([8, 10, 31, 41], np.float64(0.023125379032008866))","([8, 10, 31, 41], np.float64(0.05513151351760249))"
14,"([16, 21, 40, 42], np.float64(22.306585730805818))","([16, 21, 40, 42], np.float64(0.02870146287269828))","([16, 21, 40, 42], np.float64(1.5220104689104441))"
15,"([11, 19, 21, 41], np.float64(14.239848848949528))","([11, 19, 21, 41], np.float64(0.022056074722076553))","([21], np.float64(56.872624091591796))"
16,"([4, 9, 19, 40], np.float64(0.14812336755349895))","([4, 9, 19, 40], np.float64(0.030322299038922543))","([4, 9, 19, 40], np.float64(0.026442363534439524))"
17,"([8, 18, 26, 27], np.float64(23.973974958333194))","([8, 18, 26, 27], np.float64(2.9808605235059353))","([8, 18, 26, 27], np.float64(3.5884234606847243))"
18,"([6, 31, 39, 48], np.float64(13.721728582412881))","([6, 31, 39, 48], np.float64(0.09143149298372745))","([6, 31, 39, 48], np.float64(0.08529312065117418))"
19,"([0, 2, 19, 32], np.float64(20.986725623648525))","([0, 2, 19, 32], np.float64(0.01821120813127183))","([0, 2, 19, 32], np.float64(8.639790628707733))"
20,"([4, 7, 15, 28], np.float64(21.35058107995811))","([4, 7, 15, 28], np.float64(0.023422263912506788))","([4, 7, 15, 28], np.float64(0.03502936493192708))"
21,"([13, 15, 30, 41], np.float64(19.84032114024632))","([13, 15, 30, 41], np.float64(0.03410971267752468))","([13, 15, 30, 41], np.float64(4.137972179175012))"
22,"([4, 6, 11, 46], np.float64(20.157779942796157))","([4, 6, 11, 46], np.float64(16.434288395421785))","([6, 11], np.float64(50.69865236840743))"
23,"([0, 6, 31, 42], np.float64(12.9983610772687))","([0, 6, 31, 42], np.float64(2.6944662961315706))","([0, 6, 31, 42], np.float64(0.08797217232836943))"
24,"([1, 8, 14, 37], np.float64(0.07896108777560006))","([1, 8, 14, 37], np.float64(0.14383635976888404))","([1, 8, 14, 37], np.float64(4.41822929537978))"
25,"([2, 13, 20, 26], np.float64(23.425829019073653))","([2, 13, 20, 26], np.float64(0.028580868133317658))","([2, 13, 20, 26], np.float64(0.03460374752508268))"
26,"([25, 38, 47, 48], np.float64(0.02128483871331434))","([25, 38, 47, 48], np.float64(0.020904287060315673))","([25, 38, 47, 48], np.float64(19.95508833574041))"
27,"([6, 9, 19, 44], np.float64(23.069247032319975))","([6, 9, 19, 44], np.float64(3.296233807181524))","([6, 9, 19, 44], np.float64(9.26842809361709))"
28,"([19, 35, 38, 44], np.float64(22.64158742993812))","([19, 35, 38, 44], np.float64(0.018745337753698105))","([19, 35, 38, 44], np.float64(0.13416244777655578))"
29,"([8, 14, 38, 41], np.float64(42.58527396892324))","([14, 41], np.float64(50.43800388840055))","([8, 14, 38, 41], np.float64(0.0543603497081598))"
30,"([20, 21, 34, 35], np.float64(21.511205807995704))","([20, 21, 34, 35], np.float64(2.32755576136998))","([20, 21, 34, 35], np.float64(15.873640149951763))"
31,"([13, 26, 28, 37], np.float64(16.02325758234132))","([13, 26, 28, 37], np.float64(0.027581095856651673))","([13, 26, 28, 37], np.float64(0.0670753524064713))"
