run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
22,"([4, 6, 11, 46], np.float64(22.562292893088177))","([4, 6, 11, 46], np.float64(0.09494455321100506))","([4, 6, 11, 46], np.float64(13.348013865573362))"
23,"([0, 6, 31, 42], np.float64(21.345539170869124))","([0, 6, 31, 42], np.float64(12.616801421686148))","([0], np.float64(53.55482672668752))"
24,"([1, 8, 14, 37], np.float64(22.035925397288363))","([1, 8, 14, 37], np.float64(14.958633153437061))","([1], np.float64(57.07022761317265))"
25,"([2, 13, 20, 26], np.float64(23.23281130841429))","([2, 13, 20, 26], np.float64(2.449181541946983))","([], np.float64(62.391055260066175))"
26,"([25, 38, 47, 48], np.float64(22.246504645927132))","([25, 38, 47, 48], np.float64(1.9229158089904017))","([47], np.float64(56.653523176700254))"
27,"([6, 9, 19, 44], np.float64(22.74081510844826))","([6, 9, 19, 44], np.float64(0.703143202036088))","([], np.float64(52.568731609808324))"
28,"([19, 35, 38, 44], np.float64(22.848518033940575))","([19, 35, 38, 44], np.float64(3.6848965061988745))","([19, 35, 38, 44], np.float64(19.042291536381423))"
29,"([8, 14, 38, 41], np.float64(15.143698021303157))","([8, 14, 38, 41], np.float64(16.288520610922365))","([], np.float64(56.70971886892007))"
30,"([20, 21, 34, 35], np.float64(21.457980652885873))","([20, 21, 34, 35], np.float64(17.611565553737027))","([], np.float64(54.77456480562006))"
31,"([13, 26, 28, 37], np.float64(25.09821954767523))","([13, 26, 28, 37], np.float64(15.099462853801889))","([], np.float64(65.60836463813311))"
32,"([8, 9, 26, 37], np.float64(23.25031671713987))","([8, 9, 26, 37], np.float64(16.015068713159902))","([], np.float64(62.14054893917272))"
33,"([5, 23, 44, 45], np.float64(23.672500420943834))","([5, 23, 44, 45], np.float64(0.25489286483410106))","([], np.float64(57.08573934098519))"
34,"([2, 11, 21, 24], np.float64(12.835395410284962))","([2, 11, 21, 24], np.float64(14.597899621581107))","([], np.float64(51.88720740612785))"
35,"([7, 30, 47, 49], np.float64(25.02029375902637))","([7, 30, 47, 49], np.float64(10.726302872437161))","([], np.float64(61.248752948575394))"
36,"([11, 17, 35, 41], np.float64(22.46774413226841))","([11, 17, 35, 41], np.float64(0.03325120887374244))","([], np.float64(53.04541796029977))"
37,"([4, 15, 24, 44], np.float64(0.01217351128817506))","([4, 15, 24, 44], np.float64(17.780353552864675))","([], np.float64(51.995655034776426))"
38,"([20, 25, 26, 28], np.float64(22.561784205603033))","([20, 25, 26, 28], np.float64(0.12134328493993522))","([], np.float64(58.07910161158845))"
39,"([5, 21, 25, 43], np.float64(21.388922700953838))","([5, 21, 25, 43], np.float64(7.971497470090976))","([], np.float64(60.8179050825483))"
40,"([29, 33, 35, 44], np.float64(22.671440574806038))","([29, 33, 35, 44], np.float64(0.8878856983975167))","([29, 33, 35, 44], np.float64(13.337412291872216))"
41,"([3, 6, 11, 14], np.float64(21.986026776989647))","([3, 6, 11, 14], np.float64(0.18231988139389535))","([], np.float64(58.71933005681529))"
42,"([6, 15, 43, 49], np.float64(13.733252305903665))","([6, 49], np.float64(44.07994157900843))","([15], np.float64(53.19336321200457))"
43,"([24, 30, 35, 45], np.float64(42.65942529184429))","([24, 30], np.float64(43.36353347180612))","([], np.float64(55.35905925001622))"
44,"([16, 22, 38, 46], np.float64(22.10771837258406))","([16, 22, 38, 46], np.float64(0.3107119595177443))","([46], np.float64(56.610433697561255))"
45,"([8, 19, 26, 45], np.float64(23.52007276166459))","([8, 19, 26, 45], np.float64(0.29605381095251837))","([8, 19, 26, 45], np.float64(10.390005317951328))"
46,"([0, 10, 15, 16], np.float64(22.491252567680807))","([0, 10, 15, 16], np.float64(11.983694864319201))","([10, 15], np.float64(44.68772738998766))"
47,"([1, 10, 13, 48], np.float64(22.88417971737946))","([1, 10, 13, 48], np.float64(14.003477056942975))","([1, 10, 13, 48], np.float64(15.180500414958475))"
48,"([0, 20, 24, 42], np.float64(21.7068683828282))","([0, 20, 24, 42], np.float64(17.12542135938914))","([], np.float64(62.27216450700196))"
49,"([0, 21, 26, 30], np.float64(23.114353882853674))","([0, 21, 26, 30], np.float64(8.122393352604334))","([], np.float64(55.24466470921672))"
