run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(13.482456458238401))","([2, 3, 13, 15], np.float64(8.67491646430579))","([2, 3, 13, 15], np.float64(0.10619689444582657))"
2,"([10, 22, 30, 39], np.float64(14.679346253925067))","([10, 22, 30, 39], np.float64(0.2717285371207539))","([], np.float64(64.23292379940997))"
3,"([0, 4, 5, 27], np.float64(0.2135765469024759))","([0, 4, 5, 27], np.float64(0.03793987147553122))","([0, 4, 5, 27], np.float64(16.090478890630976))"
4,"([14, 34, 38, 49], np.float64(22.52592695167365))","([14, 34, 38, 49], np.float64(2.211995794605338))","([14, 34, 38, 49], np.float64(18.48753832637765))"
5,"([2, 11, 15, 36], np.float64(23.628457821255317))","([2, 11, 15, 36], np.float64(3.3763024449175756))","([], np.float64(57.95902012988659))"
6,"([5, 17, 41, 44], np.float64(13.612639841226619))","([5, 17, 41, 44], np.float64(5.955656909668911))","([], np.float64(59.02657248509245))"
7,"([13, 17, 29, 45], np.float64(26.55703435204049))","([13, 17, 29, 45], np.float64(11.661846644426072))","([13, 17, 29, 45], np.float64(0.08113759944797623))"
8,"([10, 19, 37, 48], np.float64(22.376257565023508))","([10, 19, 37, 48], np.float64(0.5009748059789948))","([10, 19, 37, 48], np.float64(13.778865638150963))"
9,"([11, 36, 38, 44], np.float64(23.113923045947935))","([11, 36, 38, 44], np.float64(0.06284591713467719))","([11, 36, 38, 44], np.float64(8.820320737885508))"
10,"([27, 29, 41, 42], np.float64(22.970716273232156))","([27, 29, 41, 42], np.float64(2.9821661322379924))","([], np.float64(55.56487235664884))"
11,"([19, 31, 46, 49], np.float64(21.09530937652544))","([19, 31, 46, 49], np.float64(0.03653304504070573))","([], np.float64(53.0541803440941))"
12,"([7, 15, 38, 43], np.float64(24.408738213418374))","([7, 15, 38, 43], np.float64(0.036647863257387205))","([7, 15, 38, 43], np.float64(2.7408848552692113))"
13,"([8, 10, 31, 41], np.float64(21.20806681336383))","([8, 10, 31, 41], np.float64(0.03577128747020038))","([10, 31], np.float64(42.81670637451894))"
14,"([16, 21, 40, 42], np.float64(13.791661372842885))","([16, 21, 40, 42], np.float64(0.019001780837745924))","([21, 40], np.float64(42.24052519760371))"
15,"([11, 19, 21, 41], np.float64(21.389558073164224))","([11, 19, 21, 41], np.float64(38.312181871493785))","([11, 19, 21, 41], np.float64(6.453284654274602))"
16,"([4, 9, 19, 40], np.float64(14.901987572413066))","([4, 9, 19, 40], np.float64(7.368418705024476))","([4, 9, 19, 40], np.float64(13.361144201013177))"
17,"([8, 18, 26, 27], np.float64(16.408938449846325))","([8, 18, 26, 27], np.float64(0.0976466378119046))","([8, 18, 26, 27], np.float64(0.6690311137111532))"
18,"([6, 31, 39, 48], np.float64(24.127411303102534))","([6, 31, 39, 48], np.float64(0.027639121326638344))","([], np.float64(62.03202855964783))"
19,"([0, 2, 19, 32], np.float64(22.363836418514992))","([0, 2, 19, 32], np.float64(1.8490560277055093))","([], np.float64(55.44124583553098))"
20,"([4, 7, 15, 28], np.float64(23.713349974153882))","([4, 7, 15, 28], np.float64(4.947449512232067))","([4, 7, 15, 28], np.float64(0.043331312161905736))"
21,"([13, 15, 30, 41], np.float64(12.276165110405781))","([15, 30], np.float64(46.54900408412586))","([13, 15, 30, 41], np.float64(12.466083580168208))"
22,"([4, 6, 11, 46], np.float64(14.646641031328407))","([4, 6, 11, 46], np.float64(0.3255848579079665))","([4, 6, 11, 46], np.float64(8.203449916656137))"
23,"([0, 6, 31, 42], np.float64(0.013912664445928495))","([0, 6, 31, 42], np.float64(0.03248275064921451))","([0, 6, 31, 42], np.float64(15.103521238355992))"
24,"([1, 8, 14, 37], np.float64(14.10843800841541))","([1, 8, 14, 37], np.float64(0.035597257373096956))","([1, 8, 14, 37], np.float64(10.36958751701189))"
25,"([2, 13, 20, 26], np.float64(15.124548474586803))","([2, 13], np.float64(56.47219641123844))","([], np.float64(62.35816251167623))"
26,"([25, 38, 47, 48], np.float64(14.672420143452621))","([25, 38, 47, 48], np.float64(0.1326055084728767))","([25, 38, 47, 48], np.float64(0.07619777163562959))"
27,"([6, 9, 19, 44], np.float64(22.5980455099576))","([6, 9, 19, 44], np.float64(0.6845534182765984))","([6, 9, 19, 44], np.float64(0.06453911784213337))"
