run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.08202359091454))","([], np.float64(60.084496205397066))","([], np.float64(60.08257522937666))"
2,"([10, 22, 30, 39], np.float64(23.352789874406287))","([], np.float64(64.19524325520611))","([], np.float64(64.19494858298732))"
3,"([0, 4, 5, 27], np.float64(22.489949621154587))","([4], np.float64(52.13497992379981))","([], np.float64(54.4125788814494))"
4,"([14, 34, 38, 49], np.float64(15.115265140810267))","([], np.float64(54.0351819591283))","([], np.float64(54.038036121660994))"
5,"([2, 11, 15, 36], np.float64(23.69129206236857))","([], np.float64(57.9902818082009))","([], np.float64(57.999256769362546))"
6,"([5, 17, 41, 44], np.float64(21.8264906796972))","([17, 41], np.float64(43.81675011487595))","([], np.float64(59.02352726568382))"
7,"([13, 17, 29, 45], np.float64(26.196687965831938))","([13, 17, 29, 45], np.float64(21.305609478892666))","([], np.float64(62.28432352262219))"
8,"([10, 19, 37, 48], np.float64(22.59095278177328))","([], np.float64(62.34872280276486))","([], np.float64(62.350018289503566))"
9,"([11, 36, 38, 44], np.float64(23.73229810420454))","([], np.float64(52.493519820235356))","([44], np.float64(52.22305804625886))"
10,"([27, 29, 41, 42], np.float64(23.10646197475086))","([], np.float64(55.56744072777724))","([], np.float64(55.564250697068))"
11,"([19, 31, 46, 49], np.float64(21.035949722312196))","([], np.float64(53.203129836475014))","([], np.float64(53.185404070170506))"
12,"([7, 15, 38, 43], np.float64(24.00647392615039))","([], np.float64(59.598468954428654))","([], np.float64(59.61646595434951))"
13,"([8, 10, 31, 41], np.float64(21.5586107865449))","([], np.float64(58.27656981276374))","([], np.float64(58.27619555920281))"
14,"([16, 21, 40, 42], np.float64(22.381529550339124))","([21, 40], np.float64(42.79349808303776))","([], np.float64(59.66362135908421))"
15,"([11, 19, 21, 41], np.float64(21.51206337877033))","([11, 19, 21, 41], np.float64(13.698185835554018))","([], np.float64(59.35097429075705))"
16,"([4, 9, 19, 40], np.float64(22.557064392601095))","([40], np.float64(53.11222616834675))","([], np.float64(54.669461349448916))"
17,"([8, 18, 26, 27], np.float64(24.989558980796065))","([], np.float64(67.64260510493922))","([18], np.float64(66.533941903157))"
18,"([6, 31, 39, 48], np.float64(23.796920046057487))","([6], np.float64(58.55092004591801))","([], np.float64(62.03253519408123))"
19,"([0, 2, 19, 32], np.float64(39.92971253957664))","([], np.float64(55.65927786708921))","([], np.float64(55.681761656275455))"
20,"([4, 7, 15, 28], np.float64(23.408746570533957))","([4, 7, 15, 28], np.float64(13.997247955953341))","([], np.float64(59.83525573400005))"
