run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(21.99566809857451))","([2, 3, 13, 15], np.float64(14.231812773510239))","([2, 3, 13, 15], np.float64(6.64354721457716))"
2,"([10, 22, 30, 39], np.float64(22.15473055384492))","([10, 22, 30, 39], np.float64(13.303983325055711))","([], np.float64(64.31548453542987))"
3,"([0, 4, 5, 27], np.float64(12.872566786006471))","([0, 4, 5, 27], np.float64(13.449036470809292))","([], np.float64(54.43044871633329))"
4,"([14, 34, 38, 49], np.float64(22.58733339932677))","([14, 34, 38, 49], np.float64(1.1508714841115788))","([14, 34, 38, 49], np.float64(14.882209872642306))"
5,"([2, 11, 15, 36], np.float64(23.66095659817222))","([2, 11, 15, 36], np.float64(36.79748028815686))","([15], np.float64(56.046393966328964))"
6,"([5, 17, 41, 44], np.float64(38.6635975845068))","([5, 17, 41, 44], np.float64(0.03550626084787856))","([], np.float64(58.98517593235725))"
7,"([13, 17, 29, 45], np.float64(47.07533833653294))","([13, 17, 29, 45], np.float64(42.1821326375762))","([], np.float64(62.32964396071605))"
8,"([10, 19, 37, 48], np.float64(22.621105630425504))","([10, 19, 37, 48], np.float64(9.645166184611393))","([], np.float64(62.34908551303166))"
9,"([11, 36, 38, 44], np.float64(23.17525227630342))","([38, 44], np.float64(45.09662607071894))","([11, 36, 38, 44], np.float64(15.709337116490483))"
10,"([27, 29, 41, 42], np.float64(22.37986301587744))","([27, 29, 41, 42], np.float64(0.06458103517989924))","([27], np.float64(52.17185770041235))"
11,"([19, 31, 46, 49], np.float64(13.486449996269261))","([19, 31, 46, 49], np.float64(11.912172749169093))","([], np.float64(53.17634919751211))"
12,"([7, 15, 38, 43], np.float64(24.26985423903991))","([7, 15, 38, 43], np.float64(17.35645759517971))","([], np.float64(59.45996590830967))"
13,"([8, 10, 31, 41], np.float64(21.777302806148786))","([8, 10, 31, 41], np.float64(0.07286372576140206))","([], np.float64(58.27026722806499))"
14,"([16, 21, 40, 42], np.float64(14.653155200083784))","([16, 21, 40, 42], np.float64(3.352365402529308))","([21, 40], np.float64(41.905956622158186))"
15,"([11, 19, 21, 41], np.float64(21.543508942057997))","([11, 19, 21, 41], np.float64(9.559850841885593))","([11, 21], np.float64(44.574696354954945))"
16,"([4, 9, 19, 40], np.float64(22.55786996022899))","([4, 9, 19, 40], np.float64(18.907062723679665))","([], np.float64(54.60845388422669))"
17,"([8, 18, 26, 27], np.float64(24.63241432445599))","([8, 18, 26, 27], np.float64(0.47366163724323307))","([18], np.float64(66.44366866538992))"
18,"([6, 31, 39, 48], np.float64(24.173621579037093))","([], np.float64(62.03183902391665))","([], np.float64(62.03248817239314))"
19,"([0, 2, 19, 32], np.float64(21.889177923683704))","([0, 2, 19, 32], np.float64(6.361798049429875))","([], np.float64(55.634209721381325))"
20,"([4, 7, 15, 28], np.float64(23.347668869577095))","([4, 7, 15, 28], np.float64(17.66910945475527))","([], np.float64(59.696576707356044))"
21,"([13, 15, 30, 41], np.float64(20.0342662509151))","([13, 15, 30, 41], np.float64(15.010445199058875))","([], np.float64(53.10638427312389))"
22,"([4, 6, 11, 46], np.float64(13.777499624059729))","([4, 6, 11, 46], np.float64(1.5859303141430448))","([4, 6, 11, 46], np.float64(10.839538990571363))"
23,"([0, 6, 31, 42], np.float64(21.204341755485345))","([0, 6, 31, 42], np.float64(0.05560705660245921))","([0, 6, 31, 42], np.float64(10.03087996089177))"
24,"([1, 8, 14, 37], np.float64(22.418886644479137))","([1, 8, 14, 37], np.float64(2.5470809607530294))","([1], np.float64(57.17618881069322))"
25,"([2, 13, 20, 26], np.float64(23.288203365952143))","([2, 13, 20, 26], np.float64(0.3274615432100768))","([], np.float64(62.352704808334224))"
26,"([25, 38, 47, 48], np.float64(21.57413245868304))","([], np.float64(60.64917633033024))","([], np.float64(60.64906449653156))"
27,"([6, 9, 19, 44], np.float64(23.143152450215776))","([6, 19], np.float64(43.44624483358905))","([], np.float64(52.5441055489296))"
28,"([19, 35, 38, 44], np.float64(22.898040367744656))","([19, 35, 38, 44], np.float64(0.044636225430623844))","([19, 35, 38, 44], np.float64(36.81252206964667))"
29,"([8, 14, 38, 41], np.float64(23.6091466267372))","([8, 14, 38, 41], np.float64(39.190447272726686))","([], np.float64(56.708684048236044))"
30,"([20, 21, 34, 35], np.float64(21.44422194190257))","([20, 21, 34, 35], np.float64(2.5278367651798064))","([], np.float64(54.74843530802442))"
31,"([13, 26, 28, 37], np.float64(25.08950144222736))","([13, 26, 28, 37], np.float64(0.65445353737682))","([13, 26, 28, 37], np.float64(12.799449379675416))"
32,"([8, 9, 26, 37], np.float64(15.182872536914699))","([8, 9, 26, 37], np.float64(16.57202793494131))","([], np.float64(62.13842846178382))"
33,"([5, 23, 44, 45], np.float64(24.169442211223586))","([5, 23, 44, 45], np.float64(15.622894830203283))","([5, 23, 44, 45], np.float64(11.167548394401118))"
34,"([2, 11, 21, 24], np.float64(20.257404568505393))","([2, 11, 21, 24], np.float64(0.10906013725012502))","([], np.float64(51.89822177813036))"
35,"([7, 30, 47, 49], np.float64(45.653422981620565))","([7, 30, 47, 49], np.float64(41.54049222127553))","([7], np.float64(58.71834763953918))"
36,"([11, 17, 35, 41], np.float64(22.138981426760825))","([11, 17, 35, 41], np.float64(8.359695042663137))","([], np.float64(53.03835481834618))"
37,"([4, 15, 24, 44], np.float64(22.584025899080306))","([4, 15, 24, 44], np.float64(17.98521480504843))","([15, 24], np.float64(40.02909438592334))"
38,"([20, 25, 26, 28], np.float64(22.220847194698774))","([20, 25, 26, 28], np.float64(0.029818277474987186))","([20, 25, 26, 28], np.float64(15.373659836986633))"
39,"([5, 21, 25, 43], np.float64(21.34461001046797))","([5, 21, 25, 43], np.float64(5.1329116523923215))","([], np.float64(60.818283476609004))"
40,"([29, 33, 35, 44], np.float64(13.981804995119688))","([29, 33, 35, 44], np.float64(0.02975705087930999))","([29, 33, 35, 44], np.float64(14.043466579718547))"
41,"([3, 6, 11, 14], np.float64(22.27826521726296))","([3, 6, 11, 14], np.float64(15.980773180903943))","([], np.float64(58.639959440713675))"
42,"([6, 15, 43, 49], np.float64(21.85294358084305))","([6, 15, 43, 49], np.float64(0.056806547472673496))","([15], np.float64(53.08139027761761))"
43,"([24, 30, 35, 45], np.float64(22.026530010463716))","([24, 30, 35, 45], np.float64(0.1107084702237627))","([], np.float64(55.36462182663583))"
44,"([16, 22, 38, 46], np.float64(22.484372864275883))","([16, 22, 38, 46], np.float64(16.17349316513683))","([38], np.float64(59.17138017059986))"
